user_id,dandwith_used,antenna_id,date_and_time,duration
374596,248,3506125,2015-09-22 12:03:11,0:38:33
117681,290,2766902,2015-09-22 12:14:13,0:07:44
186729,142,2521211,2015-09-22 12:52:10,0:09:04
458967,144,1260391,2015-09-22 13:40:53,0:49:43
62857,320,5147215,2015-09-22 15:06:25,0:26:14
301427,305,2111265,2015-09-22 15:26:37,0:06:11
412921,149,5950942,2015-09-22 16:45:43,0:06:25
146163,395,6676347,2015-09-22 16:55:53,0:26:30
182323,375,5938214,2015-09-22 18:26:18,0:52:31
110145,287,4660344,2015-09-22 19:48:55,0:08:40
164702,88,5447632,2015-09-22 20:45:22,0:08:42
318767,228,5143811,2015-09-22 21:17:33,0:45:37
105223,168,4382102,2015-09-22 21:27:05,0:57:54
87373,62,2033620,2015-09-22 21:59:55,0:11:03
176740,173,890846,2015-09-22 22:27:02,0:45:28
152319,492,4369332,2015-09-22 23:53:31,0:49:16
245234,82,3507553,2015-09-23 00:07:06,0:32:02
494390,55,4354377,2015-09-23 01:33:17,0:01:45
319938,203,5779407,2015-09-23 02:49:53,0:50:47
315728,141,2810048,2015-09-23 03:38:21,0:58:52
124924,181,4444141,2015-09-23 04:51:51,0:00:50
431785,79,2360554,2015-09-23 05:14:57,0:37:28
311050,342,6251642,2015-09-23 06:32:26,0:21:49
347180,438,3185812,2015-09-23 06:45:07,0:08:53
301342,19,6487693,2015-09-23 07:41:22,0:52:18
75814,268,6274624,2015-09-23 07:42:58,0:58:45
392172,313,3239996,2015-09-23 08:20:08,0:12:02
345865,152,4867503,2015-09-23 09:39:47,0:11:26
428638,466,6513656,2015-09-23 09:59:53,0:03:28
455977,389,2759235,2015-09-23 10:19:57,0:39:51
180769,114,4560596,2015-09-23 10:40:40,0:11:33
208602,274,5132464,2015-09-23 11:14:41,0:10:21
323076,363,2294643,2015-09-23 12:32:36,0:24:50
124282,5,4685208,2015-09-23 13:33:30,0:30:56
316402,201,1111446,2015-09-23 14:17:35,0:25:09
331581,475,2247051,2015-09-23 15:41:28,0:11:32
263565,443,3506125,2015-09-23 17:18:23,0:16:30
161092,65,1230793,2015-09-23 18:45:10,0:55:06
311389,355,6275862,2015-09-23 20:05:52,0:56:42
62654,461,4518263,2015-09-23 20:13:07,0:08:44
222589,230,4283847,2015-09-23 21:38:16,0:44:19
241658,175,4526134,2015-09-23 21:52:08,0:34:57
104061,496,4526134,2015-09-23 22:38:12,0:37:45
54921,479,2349489,2015-09-23 23:52:44,0:48:40
358717,49,4342204,2015-09-24 00:59:20,0:46:13
375147,25,2819918,2015-09-24 02:17:08,0:04:32
282042,185,3239996,2015-09-24 02:21:06,0:51:08
155150,393,2032661,2015-09-24 03:33:25,0:03:02
225544,138,5828760,2015-09-24 04:10:21,0:52:00
347180,86,4878835,2015-09-24 05:03:23,0:21:34
319344,197,6651896,2015-09-24 06:12:20,0:10:32
361542,329,5597822,2015-09-24 06:15:10,0:17:07
404245,74,1305255,2015-09-24 07:25:36,0:16:12
152319,496,4518263,2015-09-24 07:45:02,0:10:23
459869,332,5650531,2015-09-24 08:09:21,0:13:49
54921,236,5954787,2015-09-24 09:14:18,0:57:20
176927,476,2961765,2015-09-24 09:38:56,0:42:31
219509,15,2260917,2015-09-24 09:42:30,0:27:13
126530,386,3698224,2015-09-24 10:46:32,0:57:32
56611,267,2111265,2015-09-24 12:23:30,0:23:26
299751,431,3910350,2015-09-24 12:41:14,0:13:23
110145,408,4203614,2015-09-24 13:00:04,0:51:31
75753,3,5673999,2015-09-24 13:48:30,0:45:31
194910,80,4047067,2015-09-24 13:48:48,0:14:40
420023,234,1702867,2015-09-24 15:04:35,0:21:55
206658,154,6777138,2015-09-24 16:36:41,0:01:24
425796,2,704495,2015-09-24 17:42:52,0:14:22
302532,332,6276917,2015-09-24 19:21:45,0:25:29
195333,372,6069682,2015-09-24 19:39:52,0:19:27
411503,361,4054271,2015-09-24 20:02:51,0:54:07
255444,132,1565564,2015-09-24 20:52:47,0:49:50
404533,23,1014333,2015-09-24 21:33:04,0:55:42
378004,293,2770638,2015-09-24 22:27:45,0:51:10
378525,345,3374202,2015-09-24 23:40:58,0:10:37
252807,339,3387606,2015-09-25 00:55:09,0:16:00
132429,10,1044910,2015-09-25 01:34:49,0:42:31
113423,358,3450475,2015-09-25 02:53:51,0:56:38
353201,429,1155050,2015-09-25 03:55:28,0:28:09
356918,5,2018418,2015-09-25 04:15:43,0:29:53
255444,378,2126347,2015-09-25 05:32:14,0:20:09
63259,461,6601075,2015-09-25 06:48:06,0:59:12
311050,165,1014333,2015-09-25 07:49:50,0:02:05
401599,117,3110633,2015-09-25 09:08:21,0:01:41
155104,327,4342204,2015-09-25 09:41:24,0:24:03
236738,184,2849409,2015-09-25 11:15:03,0:06:54
132672,228,6917028,2015-09-25 12:18:50,0:25:56
213992,350,6651628,2015-09-25 12:36:53,0:36:45
80726,490,2106958,2015-09-25 12:52:00,0:19:02
321737,249,5119425,2015-09-25 13:36:07,0:32:18
118786,183,5073529,2015-09-25 13:49:19,0:00:58
195460,397,5506075,2015-09-25 14:31:46,0:50:48
317130,201,3028477,2015-09-25 15:45:40,0:31:14
378201,242,3165691,2015-09-25 17:04:08,0:48:19
180769,208,5834402,2015-09-25 17:42:02,0:32:20
443760,235,6609676,2015-09-25 17:49:33,0:56:04
303302,399,4362004,2015-09-25 18:20:48,0:47:36
263565,63,5153746,2015-09-25 18:29:28,0:23:24
327450,436,6084434,2015-09-25 19:15:04,0:17:40
213313,457,3434532,2015-09-25 20:19:28,0:43:24
128428,8,4918224,2015-09-25 21:35:41,0:43:06
472006,397,1532249,2015-09-25 21:36:19,0:29:04
186825,132,3079570,2015-09-25 22:21:57,0:49:29
443644,373,6500176,2015-09-25 23:53:23,0:55:52
465459,374,4918593,2015-09-25 23:53:35,0:52:33
74311,420,6316238,2015-09-26 00:33:50,0:18:09
401599,401,6916856,2015-09-26 02:01:54,0:55:43
278280,253,2039030,2015-09-26 02:19:50,0:56:21
489390,405,752460,2015-09-26 03:40:21,0:25:07
128428,185,812285,2015-09-26 05:18:47,0:55:00
110145,142,6639871,2015-09-26 06:08:23,0:58:37
319344,34,2219229,2015-09-26 07:26:19,0:33:43
80936,80,2521211,2015-09-26 08:56:13,0:08:07
452335,430,6245060,2015-09-26 09:53:26,0:29:51
186825,119,4441485,2015-09-26 10:49:52,0:43:48
128428,481,2532898,2015-09-26 11:51:00,0:38:32
421229,288,2256559,2015-09-26 12:31:57,0:47:54
409783,454,1226535,2015-09-26 13:01:12,0:19:11
354770,276,1544154,2015-09-26 13:44:46,0:45:45
458967,380,2789189,2015-09-26 14:26:14,0:26:14
80936,354,2211597,2015-09-26 15:04:02,0:26:10
471069,295,5564202,2015-09-26 16:34:20,0:28:44
435423,75,3031049,2015-09-26 16:48:57,0:14:55
287153,100,5446953,2015-09-26 17:19:06,0:31:09
477693,422,4591915,2015-09-26 17:42:13,0:39:16
92028,56,3793372,2015-09-26 18:27:08,0:56:02
75405,332,4495140,2015-09-26 19:14:48,0:31:59
188496,89,4244372,2015-09-26 20:00:57,0:40:43
139723,327,5917366,2015-09-26 20:12:24,0:48:13
234727,356,2744118,2015-09-26 20:23:00,0:24:13
74592,97,6233140,2015-09-26 20:49:54,0:18:16
358144,459,5564647,2015-09-26 21:17:20,0:50:07
80417,311,1203898,2015-09-26 22:14:14,0:58:06
134369,137,2819918,2015-09-26 22:36:39,0:28:12
112776,33,5514949,2015-09-26 23:40:24,0:54:38
147541,32,6020255,2015-09-27 01:07:36,0:19:20
118521,298,4781886,2015-09-27 01:47:56,0:38:49
269113,313,2615036,2015-09-27 03:08:47,0:19:23
350097,495,5610208,2015-09-27 03:55:36,0:49:05
479206,182,6344226,2015-09-27 04:32:05,0:46:41
368635,332,4976845,2015-09-27 06:02:01,0:53:58
80726,341,5497046,2015-09-27 06:48:37,0:29:06
474783,79,1588345,2015-09-27 07:31:05,0:13:52
92028,270,6239786,2015-09-27 07:56:00,0:31:20
345941,58,2584935,2015-09-27 08:46:36,0:51:44
287265,3,3171946,2015-09-27 10:11:37,0:17:15
141358,373,1230793,2015-09-27 11:51:23,0:17:24
93918,173,5599228,2015-09-27 13:19:14,0:41:43
161092,328,6385315,2015-09-27 13:28:41,0:52:23
250547,129,3532374,2015-09-27 13:28:47,0:20:47
319938,129,5779407,2015-09-27 15:07:26,0:11:37
339683,22,1437317,2015-09-27 16:04:05,0:20:10
312807,186,4685208,2015-09-27 17:26:09,0:23:25
104061,81,804710,2015-09-27 17:36:09,0:17:01
290419,29,4038051,2015-09-27 18:22:39,0:36:32
213992,432,893697,2015-09-27 19:33:27,0:19:02
152933,363,3793372,2015-09-27 20:50:58,0:43:09
201578,315,6749689,2015-09-27 21:17:56,0:23:11
291728,112,5725554,2015-09-27 22:42:24,0:28:07
345865,471,5355644,2015-09-27 23:40:38,0:03:40
236375,117,2317269,2015-09-27 23:46:58,0:10:17
54921,114,5014939,2015-09-28 00:15:28,0:47:15
315728,423,2789189,2015-09-28 01:13:42,0:18:00
441693,225,2021995,2015-09-28 02:00:49,0:27:36
278499,356,3442152,2015-09-28 02:02:35,0:48:59
431785,172,2961765,2015-09-28 03:15:15,0:25:56
344188,225,5042934,2015-09-28 04:39:10,0:00:06
265063,273,2675373,2015-09-28 06:16:59,0:43:06
186825,321,4006966,2015-09-28 07:02:21,0:42:15
71421,356,3841341,2015-09-28 08:24:48,0:25:26
69163,136,3965315,2015-09-28 09:40:01,0:34:16
356332,137,2810048,2015-09-28 10:32:37,0:35:14
194910,467,4047067,2015-09-28 11:38:10,0:47:37
240299,58,6070213,2015-09-28 11:42:59,0:51:29
251962,50,6193941,2015-09-28 12:40:09,0:50:30
61427,95,6904216,2015-09-28 13:04:35,0:24:00
182779,263,4237749,2015-09-28 13:15:53,0:42:58
296225,205,3507553,2015-09-28 13:55:11,0:26:45
439207,397,2022578,2015-09-28 15:19:05,0:29:50
458845,492,3189357,2015-09-28 16:49:38,0:45:30
367222,49,1702867,2015-09-28 16:53:55,0:57:02
250547,22,2909322,2015-09-28 18:16:25,0:15:47
374367,490,2499441,2015-09-28 18:47:15,0:15:03
80936,16,1678309,2015-09-28 18:52:09,0:12:03
126530,373,2171685,2015-09-28 19:05:44,0:39:03
194910,249,1944978,2015-09-28 20:01:15,0:44:57
55844,48,6803783,2015-09-28 21:21:46,0:03:58
316881,410,2914871,2015-09-28 22:35:12,0:00:06
136661,20,2564548,2015-09-28 23:21:28,0:18:16
150833,422,4916103,2015-09-28 23:40:36,0:10:21
439823,197,5519510,2015-09-29 00:23:18,0:52:16
488627,224,4788394,2015-09-29 00:46:23,0:12:04
99070,321,3158921,2015-09-29 02:09:14,0:09:01
476058,163,5885377,2015-09-29 02:36:44,0:51:38
448611,472,4692857,2015-09-29 03:36:50,0:32:05
74928,486,6280050,2015-09-29 03:47:11,0:36:40
166214,95,1784456,2015-09-29 05:01:31,0:13:19
210302,423,795992,2015-09-29 05:09:19,0:05:17
207072,121,2944707,2015-09-29 06:17:29,0:19:41
271281,295,5828760,2015-09-29 07:29:25,0:12:18
400390,135,2219229,2015-09-29 08:40:15,0:24:45
188151,359,3418482,2015-09-29 09:09:31,0:53:13
66824,21,4724531,2015-09-29 09:24:07,0:58:06
164702,148,4692857,2015-09-29 09:45:43,0:03:33
128202,287,2146575,2015-09-29 10:19:10,0:34:41
330694,262,5395622,2015-09-29 11:57:57,0:22:48
431785,147,3110763,2015-09-29 12:10:00,0:27:56
60958,345,3823752,2015-09-29 12:40:18,0:51:18
439823,21,2712473,2015-09-29 13:24:37,0:53:40
55293,296,6217773,2015-09-29 14:06:59,0:01:17
74592,18,4283495,2015-09-29 15:14:31,0:39:55
470926,181,3450475,2015-09-29 16:14:57,0:25:06
136661,29,6346843,2015-09-29 16:58:20,0:27:27
472006,341,5446953,2015-09-29 17:15:41,0:36:35
147912,287,6637545,2015-09-29 18:05:55,0:03:13
134369,281,3703834,2015-09-29 18:12:18,0:16:55
365964,219,2962292,2015-09-29 18:30:32,0:09:51
81803,448,2103810,2015-09-29 18:40:49,0:20:58
431785,162,3565633,2015-09-29 19:34:15,0:18:31
242680,327,6758373,2015-09-29 20:26:42,0:59:44
345865,443,1836894,2015-09-29 20:44:12,0:13:09
99070,330,1360274,2015-09-29 21:56:17,0:04:23
205427,290,1360226,2015-09-29 22:51:36,0:58:59
194911,228,5521480,2015-09-29 23:35:11,0:50:30
105223,49,2729608,2015-09-30 00:48:19,0:01:39
430537,438,4547123,2015-09-30 02:19:02,0:17:13
430615,167,5864683,2015-09-30 03:10:02,0:35:58
418502,256,4692700,2015-09-30 04:06:17,0:55:58
308838,2,1454412,2015-09-30 04:29:07,0:49:59
307917,449,2111265,2015-09-30 04:31:19,0:17:14
112928,221,6764248,2015-09-30 05:26:15,0:05:26
250880,178,6275252,2015-09-30 06:42:48,0:00:36
439823,358,5355644,2015-09-30 07:47:31,0:01:18
410585,91,5253303,2015-09-30 08:58:45,0:20:57
485581,225,2022578,2015-09-30 09:57:40,0:07:28
112473,167,5293596,2015-09-30 10:30:01,0:59:38
234437,389,3124390,2015-09-30 10:49:19,0:44:47
247178,34,4832767,2015-09-30 12:26:54,0:39:55
323076,93,6687317,2015-09-30 13:38:36,0:09:40
148589,397,3794648,2015-09-30 14:53:32,0:50:33
410585,46,5941210,2015-09-30 16:11:35,0:09:11
199878,305,1554740,2015-09-30 17:10:25,0:34:54
142924,254,6239786,2015-09-30 18:44:13,0:38:05
274093,208,3957692,2015-09-30 20:17:05,0:30:28
124282,335,6026247,2015-09-30 21:02:39,0:56:57
64455,174,6390137,2015-09-30 21:35:07,0:22:59
490289,189,3196332,2015-09-30 23:04:54,0:50:00
471069,147,4368877,2015-09-30 23:07:43,0:57:10
71653,183,3615021,2015-09-30 23:17:06,0:52:16
462820,177,5227456,2015-09-30 23:58:49,0:18:13
99207,304,3239996,2015-10-01 01:23:25,0:25:40
214921,186,6949237,2015-10-01 01:41:17,0:08:19
98420,186,3934522,2015-10-01 02:37:32,0:14:28
316402,204,2961765,2015-10-01 03:24:24,0:50:35
124924,208,2388949,2015-10-01 04:29:37,0:48:48
113561,332,2495286,2015-10-01 05:09:33,0:03:45
93043,168,2356009,2015-10-01 06:15:50,0:14:37
112473,493,3112930,2015-10-01 07:16:29,0:15:11
155150,161,3370944,2015-10-01 07:24:16,0:28:09
101833,77,5531944,2015-10-01 08:51:10,0:57:38
365964,36,5119425,2015-10-01 09:51:37,0:37:33
345133,473,5736615,2015-10-01 09:59:20,0:57:37
410819,282,3507553,2015-10-01 11:37:18,0:57:22
435423,261,5468554,2015-10-01 12:10:25,0:09:04
233985,37,4177446,2015-10-01 13:46:33,0:43:00
360188,159,735244,2015-10-01 14:50:33,0:03:05
347180,66,800087,2015-10-01 14:58:01,0:02:26
208583,480,2615036,2015-10-01 16:36:37,0:31:38
425796,423,3083068,2015-10-01 17:16:55,0:35:57
148721,84,2156434,2015-10-01 18:08:46,0:31:43
80417,456,1742187,2015-10-01 19:40:05,0:23:27
315451,388,4038051,2015-10-01 20:24:41,0:44:22
160436,39,3794648,2015-10-01 20:47:00,0:00:15
345941,1,4060248,2015-10-01 22:00:12,0:51:27
460071,367,1607692,2015-10-01 23:04:21,0:58:09
431785,163,3196332,2015-10-01 23:05:57,0:55:10
327450,429,3657132,2015-10-01 23:30:26,0:45:45
134240,228,6412526,2015-10-02 00:54:01,0:47:11
404245,261,2595724,2015-10-02 01:24:14,0:53:20
365964,302,4264346,2015-10-02 01:43:34,0:18:04
413740,240,2949308,2015-10-02 01:50:35,0:42:12
278499,179,6175050,2015-10-02 03:06:19,0:51:15
293074,97,2083458,2015-10-02 03:50:48,0:56:26
330694,482,6460493,2015-10-02 04:36:12,0:22:07
341996,344,1649668,2015-10-02 05:57:44,0:47:57
424647,89,3295484,2015-10-02 06:07:05,0:02:51
308838,214,1215878,2015-10-02 07:26:56,0:28:35
307917,223,6608862,2015-10-02 07:31:04,0:56:40
463686,410,4573976,2015-10-02 08:52:36,0:26:37
418016,364,6270218,2015-10-02 09:38:48,0:54:47
330694,132,4778304,2015-10-02 10:31:05,0:09:08
126530,39,2171685,2015-10-02 11:59:04,0:21:17
269319,331,4585560,2015-10-02 13:28:38,0:41:45
269113,148,3734760,2015-10-02 13:31:14,0:12:04
54142,64,789564,2015-10-02 13:44:38,0:12:36
404533,47,3442152,2015-10-02 13:49:59,0:49:53
263565,292,1554740,2015-10-02 14:24:43,0:35:45
54115,415,6558649,2015-10-02 15:06:48,0:00:22
445154,402,3581474,2015-10-02 16:24:05,0:13:19
327450,413,4167566,2015-10-02 16:55:24,0:19:26
312807,384,2936637,2015-10-02 17:42:07,0:11:00
132429,348,3532711,2015-10-02 19:12:45,0:54:39
155989,498,6939134,2015-10-02 20:20:16,0:15:01
282039,185,2511284,2015-10-02 20:39:44,0:17:18
118521,364,3142479,2015-10-02 21:29:28,0:30:32
278027,402,5564202,2015-10-02 22:37:46,0:43:14
443644,495,1413200,2015-10-02 23:40:31,0:19:39
287835,33,5531944,2015-10-03 01:09:44,0:36:38
464262,160,2495286,2015-10-03 02:09:41,0:22:05
420124,368,4878835,2015-10-03 03:39:57,0:36:55
234727,375,4703172,2015-10-03 05:12:15,0:59:15
139718,449,1260391,2015-10-03 05:43:23,0:21:12
403234,383,6193958,2015-10-03 06:52:23,0:33:13
410179,283,5423291,2015-10-03 07:19:27,0:09:18
303320,143,3295484,2015-10-03 08:22:56,0:07:00
378004,429,2388949,2015-10-03 09:30:03,0:36:56
290419,229,1319573,2015-10-03 10:09:27,0:45:07
139718,65,6206826,2015-10-03 10:16:06,0:25:04
429412,91,3665005,2015-10-03 10:53:25,0:54:11
307917,225,6764248,2015-10-03 11:04:31,0:40:19
188595,29,6841145,2015-10-03 12:11:25,0:48:32
205618,349,5316204,2015-10-03 12:16:15,0:07:49
55844,156,5433948,2015-10-03 13:50:58,0:44:10
337162,342,6203136,2015-10-03 13:59:58,0:14:49
268250,23,2544389,2015-10-03 15:35:37,0:11:02
383591,366,5940113,2015-10-03 16:59:10,0:20:50
181774,131,1564245,2015-10-03 18:06:06,0:33:37
98076,276,3533281,2015-10-03 18:06:12,0:47:37
331997,243,5913824,2015-10-03 19:03:04,0:40:14
93043,302,4786777,2015-10-03 20:18:10,0:41:40
443644,260,3307947,2015-10-03 21:04:45,0:08:52
301342,135,6481353,2015-10-03 22:33:09,0:51:56
378201,111,1360226,2015-10-03 22:57:54,0:20:49
399610,127,2022578,2015-10-03 23:34:50,0:17:17
443644,247,5253098,2015-10-04 00:40:30,0:18:53
54115,399,6193865,2015-10-04 01:59:02,0:44:59
487427,153,4130404,2015-10-04 02:07:04,0:26:32
160436,27,1711429,2015-10-04 02:49:06,0:38:34
420031,374,5714797,2015-10-04 02:52:26,0:56:55
430167,449,6767946,2015-10-04 03:29:05,0:01:51
488627,457,3615021,2015-10-04 03:58:17,0:55:40
74928,59,2091553,2015-10-04 05:21:44,0:51:16
132429,190,2364690,2015-10-04 06:13:19,0:54:44
353201,53,5378676,2015-10-04 06:55:30,0:43:18
261785,145,6622442,2015-10-04 08:13:33,0:51:27
315728,498,6803783,2015-10-04 08:18:52,0:05:02
168251,141,2107851,2015-10-04 08:52:53,0:08:37
242680,311,2156434,2015-10-04 10:02:46,0:10:23
465432,440,4012077,2015-10-04 11:05:20,0:17:27
182323,357,955075,2015-10-04 12:13:08,0:41:08
184538,407,3297518,2015-10-04 13:38:28,0:51:59
218198,221,6949237,2015-10-04 14:46:01,0:26:24
356332,389,6758373,2015-10-04 15:10:48,0:45:59
494362,271,4633493,2015-10-04 15:47:21,0:13:54
255444,132,2021995,2015-10-04 16:35:31,0:26:17
176740,306,6794325,2015-10-04 16:42:41,0:57:29
410819,413,5166067,2015-10-04 18:00:47,0:44:48
123308,421,2596885,2015-10-04 19:27:25,0:08:13
411503,271,6500176,2015-10-04 20:07:25,0:31:14
420716,328,3128695,2015-10-04 20:18:30,0:45:47
137679,319,6841145,2015-10-04 21:45:05,0:48:48
312753,161,2019897,2015-10-04 22:35:13,0:21:20
184233,191,6520422,2015-10-04 23:11:38,0:33:45
381958,170,5736615,2015-10-04 23:32:26,0:13:24
74281,212,3546661,2015-10-05 01:05:57,0:31:50
113561,364,3418482,2015-10-05 02:02:27,0:30:36
134240,215,890846,2015-10-05 02:18:05,0:31:21
312807,421,4369332,2015-10-05 03:44:45,0:10:08
151380,17,6779989,2015-10-05 04:36:17,0:06:42
97656,179,2148949,2015-10-05 04:51:55,0:18:28
302532,271,2566069,2015-10-05 06:25:16,0:37:53
464262,58,4311751,2015-10-05 07:57:22,0:01:07
87832,51,5032058,2015-10-05 09:07:38,0:17:03
309666,186,6217773,2015-10-05 09:44:11,0:39:00
236375,179,5014939,2015-10-05 10:38:21,0:42:00
418502,451,5923829,2015-10-05 11:30:46,0:00:02
250269,279,1521650,2015-10-05 12:05:51,0:32:08
118521,448,5725554,2015-10-05 13:38:24,0:39:02
316402,293,4867503,2015-10-05 14:22:13,0:52:08
429842,144,6637545,2015-10-05 14:30:23,0:48:25
160436,459,3842564,2015-10-05 16:04:23,0:14:46
498935,394,3140493,2015-10-05 17:28:15,0:35:59
98529,147,2349489,2015-10-05 18:41:59,0:31:16
287153,427,1943106,2015-10-05 19:17:34,0:15:29
448611,460,3822017,2015-10-05 19:29:54,0:12:44
218198,254,6949237,2015-10-05 20:20:00,0:37:44
71653,1,2750155,2015-10-05 20:24:45,0:31:29
300276,456,4456939,2015-10-05 21:23:54,0:22:51
148589,109,3794648,2015-10-05 21:51:13,0:33:29
370095,161,2075044,2015-10-05 22:44:06,0:44:20
367222,264,2282750,2015-10-05 22:48:19,0:07:49
138786,171,5756490,2015-10-05 23:50:50,0:30:19
397832,176,3957692,2015-10-06 00:44:46,0:09:26
420716,173,6217773,2015-10-06 01:58:17,0:18:47
87373,14,1631948,2015-10-06 02:18:08,0:06:49
488782,67,1061558,2015-10-06 02:27:03,0:09:48
345941,289,3842564,2015-10-06 03:44:16,0:31:23
250269,109,6925246,2015-10-06 04:20:21,0:20:51
113423,150,3324022,2015-10-06 04:40:43,0:35:25
336421,428,6322190,2015-10-06 04:47:53,0:24:55
71189,47,6275862,2015-10-06 05:46:14,0:39:50
418016,308,2985029,2015-10-06 06:01:13,0:36:45
391097,476,4754797,2015-10-06 06:54:10,0:35:12
190227,492,2242060,2015-10-06 07:11:06,0:06:41
118786,149,2090825,2015-10-06 08:42:21,0:32:33
253720,21,4392263,2015-10-06 08:45:12,0:35:36
345865,361,4427148,2015-10-06 09:02:04,0:20:54
420023,334,3841341,2015-10-06 09:52:57,0:03:35
308824,174,4954899,2015-10-06 10:51:32,0:33:22
433551,159,2184640,2015-10-06 11:50:07,0:45:08
420023,14,1119657,2015-10-06 13:25:42,0:03:34
98076,478,5267167,2015-10-06 14:04:50,0:51:55
222589,370,4788394,2015-10-06 15:26:53,0:31:31
208602,435,4824364,2015-10-06 15:28:37,0:41:39
236532,61,5829033,2015-10-06 15:30:53,0:00:17
303320,256,4516815,2015-10-06 16:03:21,0:16:56
456590,159,2891331,2015-10-06 16:35:28,0:55:56
55844,292,3315947,2015-10-06 17:17:36,0:52:07
392524,498,2120435,2015-10-06 18:03:36,0:47:45
173195,197,5943524,2015-10-06 18:17:19,0:00:56
138786,320,2555802,2015-10-06 18:34:03,0:14:25
212608,487,2212637,2015-10-06 19:20:46,0:54:44
121948,452,6317819,2015-10-06 20:36:36,0:22:47
94772,458,4243876,2015-10-06 20:50:33,0:18:05
439207,485,2521211,2015-10-06 21:10:55,0:52:26
72790,72,3185812,2015-10-06 21:13:09,0:36:17
104829,215,3782673,2015-10-06 22:51:39,0:39:28
74592,469,1017513,2015-10-06 23:46:57,0:06:43
239485,119,1360226,2015-10-07 00:28:25,0:53:50
54115,322,2242060,2015-10-07 01:35:30,0:35:00
250880,78,4950732,2015-10-07 02:22:17,0:17:09
392524,421,4840753,2015-10-07 02:22:28,0:23:10
477658,374,2826736,2015-10-07 04:01:54,0:41:15
113561,420,4296020,2015-10-07 05:01:08,0:03:02
421189,335,2939206,2015-10-07 06:05:19,0:13:36
55545,20,6629795,2015-10-07 07:08:36,0:56:50
152933,153,1099273,2015-10-07 08:19:22,0:55:16
397832,436,3957692,2015-10-07 09:22:15,0:05:18
251962,397,6676347,2015-10-07 10:21:20,0:28:39
74281,47,2269911,2015-10-07 10:37:36,0:15:06
309393,238,4557714,2015-10-07 11:07:37,0:34:04
420023,217,3152746,2015-10-07 11:30:23,0:08:00
148721,399,4600718,2015-10-07 13:09:11,0:21:44
323386,254,3897125,2015-10-07 13:56:19,0:01:10
240299,363,6863495,2015-10-07 15:06:44,0:24:19
246545,419,6541096,2015-10-07 16:33:18,0:20:48
391097,277,1454412,2015-10-07 16:45:23,0:14:25
93918,304,5987939,2015-10-07 17:55:55,0:49:43
139131,9,5188804,2015-10-07 19:09:06,0:48:51
112473,168,6001468,2015-10-07 20:37:41,0:45:06
71653,61,4788394,2015-10-07 22:14:34,0:52:39
453681,461,5466898,2015-10-07 22:36:40,0:19:06
430167,357,5232823,2015-10-07 22:46:31,0:40:15
81448,475,5968158,2015-10-07 23:44:49,0:48:58
479002,86,6621546,2015-10-08 00:25:56,0:33:42
318767,458,2545433,2015-10-08 02:00:55,0:05:10
287153,255,5446953,2015-10-08 03:04:43,0:04:05
129873,232,6261767,2015-10-08 03:28:01,0:43:37
492042,271,2475002,2015-10-08 03:33:15,0:04:39
150833,199,1554740,2015-10-08 03:49:24,0:28:58
199878,273,5221248,2015-10-08 04:50:56,0:38:06
475339,423,5159739,2015-10-08 04:53:54,0:41:45
432034,425,6917028,2015-10-08 06:03:08,0:45:43
195460,404,6175050,2015-10-08 06:16:00,0:11:51
309666,134,6637545,2015-10-08 07:51:41,0:58:56
301427,167,2789189,2015-10-08 08:20:40,0:21:57
470140,446,5466898,2015-10-08 08:42:54,0:45:50
103320,193,5687288,2015-10-08 09:26:02,0:59:20
239922,255,1164458,2015-10-08 10:44:05,0:26:40
410179,126,3823752,2015-10-08 10:58:23,0:21:47
161092,303,6385315,2015-10-08 12:25:32,0:44:18
472006,105,4954674,2015-10-08 12:46:29,0:17:07
403234,244,3209660,2015-10-08 14:17:39,0:51:20
323386,81,5219666,2015-10-08 15:34:21,0:06:34
266800,210,5786743,2015-10-08 16:46:27,0:00:25
234727,189,4703172,2015-10-08 18:07:23,0:17:08
365308,230,1078360,2015-10-08 18:26:02,0:45:24
140057,475,827008,2015-10-08 19:06:14,0:12:10
140057,444,5468554,2015-10-08 19:27:08,0:30:39
335386,365,4123681,2015-10-08 19:53:59,0:57:43
488065,373,2740811,2015-10-08 20:54:02,0:00:27
413740,96,2823870,2015-10-08 20:56:05,0:06:13
315728,478,6803783,2015-10-08 22:12:03,0:32:34
375147,134,3565633,2015-10-08 23:35:32,0:57:27
344188,148,5229921,2015-10-09 00:10:14,0:59:34
423559,304,5569694,2015-10-09 01:31:11,0:24:56
353494,154,2028130,2015-10-09 02:17:04,0:19:19
397832,16,2439921,2015-10-09 03:27:08,0:27:58
443644,286,6715686,2015-10-09 04:24:21,0:57:48
110232,18,1437317,2015-10-09 04:29:25,0:58:40
117681,208,2413913,2015-10-09 04:39:41,0:19:13
160436,307,2647096,2015-10-09 04:59:06,0:18:37
141358,207,5466898,2015-10-09 06:05:35,0:44:16
112922,419,1991762,2015-10-09 07:07:42,0:18:45
232985,452,4252058,2015-10-09 07:23:25,0:18:06
420716,99,6091330,2015-10-09 08:20:03,0:35:34
433954,214,5221248,2015-10-09 09:11:04,0:28:21
186825,216,4751381,2015-10-09 10:46:41,0:23:33
250880,455,6275252,2015-10-09 11:53:12,0:06:12
470926,80,2528398,2015-10-09 12:22:19,0:23:24
