MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,129.0,9196,2,0,IR1,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,6,4,2,1,0,1,0,1560,1560,GasA,5,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,7,0,1,Attchd,new,3,2,573,4,4,3,100,150,0,0,0,0,1,0,NA,0,4,new,WD,Normal,201000
20,RL,140.0,19138,2,0,Reg,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,4,5,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,4,4,2,2,120,1,0,744,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,7,0,1,Detchd,old,1,2,400,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,141000
20,RL,107.0,14450,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,new,new,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,4,3,PConc,6,4,5,1,0,1,0,2121,2121,GasA,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,7,1,6,Attchd,new,3,3,732,4,4,3,124,98,0,0,142,0,1,0,NA,0,5,new,New,Partial,415298
60,RL,83.0,10005,2,0,Reg,Lvl,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,7,5,old,old,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,2,3,CBlock,5,4,2,4,392,1,0,768,1160,GasA,5,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,7,1,4,Attchd,old,3,2,505,4,4,3,288,117,0,0,0,0,1,0,NA,0,3,new,WD,Normal,192000
60,RL,82.0,11287,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,6,mid,mid,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,3,3,CBlock,5,4,4,6,421,1,0,386,807,GasA,4,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,7,1,4,Attchd,mid,3,2,575,4,4,3,0,84,0,196,0,0,1,0,NA,0,1,new,WD,Normal,228500
20,FV,60.0,7200,2,2,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,3,3,PConc,5,4,2,6,905,1,0,357,1262,GasA,4,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,7,0,1,Attchd,new,3,2,572,4,4,3,0,120,0,0,0,0,1,0,NA,0,5,new,New,Partial,185000
120,RL,34.0,5063,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,Twnhs,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,3,3,PConc,5,4,2,6,904,1,0,410,1314,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,7,1,5,Attchd,new,2,2,626,4,4,3,172,62,0,0,0,0,1,0,NA,0,4,new,ConLw,Normal,207500
20,RL,74.0,9612,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Feedr,Norm,1Fam,1Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,3,3,PConc,5,4,2,1,0,1,0,1468,1468,GasA,5,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,6,7,1,5,Attchd,new,3,3,898,4,4,3,210,150,0,0,0,0,1,0,NA,0,12,new,New,Partial,244600
120,RL,50.0,8012,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,mid,mid,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,5,4,2,6,430,1,0,1145,1575,GasA,4,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,7,0,1,Attchd,mid,2,2,529,4,4,3,0,0,52,0,0,0,1,0,NA,0,7,new,WD,Normal,179200
160,FV,35.0,4251,2,2,IR1,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,new,new,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,625,625,GasA,5,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,7,0,1,Detchd,new,2,2,528,4,4,3,0,54,0,0,0,0,1,0,NA,0,6,new,New,Partial,164700
50,RL,77.0,9786,2,0,IR1,Bnk,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,3,600,1,0,312,912,GasA,3,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,7,7,1,5,Attchd,old,2,2,440,4,4,3,0,0,0,0,128,0,1,4,NA,0,6,new,WD,Normal,159000
20,RL,0.0,8125,2,0,IR1,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,4,4,old,old,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,4,2,4,614,1,0,244,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,7,0,1,NA,old,0,0,0,1,1,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,88000
20,RL,0.0,9819,2,0,IR1,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,2,4,CBlock,4,4,2,4,450,1,0,432,882,GasA,3,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,7,0,1,Detchd,old,1,1,280,4,4,3,0,0,0,0,0,0,1,3,NA,0,2,new,WD,Normal,122000
70,RL,60.0,8730,2,0,Reg,Lvl,AllPub,Inside,2,BrkSide,RRAn,Norm,1Fam,2Story,6,7,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,698,698,GasA,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,7,0,1,Detchd,new,1,1,384,4,4,3,0,0,0,0,259,0,1,0,NA,0,7,new,WD,Normal,153575
60,RL,120.0,15611,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,4,1,0,1,0,1079,1079,GasA,5,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,7,1,5,Attchd,new,2,2,685,5,4,3,0,51,0,0,0,0,1,0,NA,0,7,new,New,Partial,233230
190,RL,55.0,5687,2,1,Reg,Bnk,AllPub,Inside,2,SWISU,Norm,Norm,2fmCon,2Story,5,6,old,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,2,3,210,1,0,570,780,GasA,5,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,7,0,1,NA,old,0,0,0,1,1,1,0,184,0,0,0,0,1,0,NA,0,3,new,WD,Normal,135900
50,RL,60.0,11409,2,0,Reg,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,2,292,1,0,476,768,GasA,4,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,5,1,5,Attchd,old,1,1,281,4,4,3,0,0,0,0,160,0,1,0,NA,0,1,new,WD,Normal,131000
60,RL,0.0,16659,2,0,IR1,Lvl,AllPub,Corner,2,NWAmes,PosA,Norm,1Fam,2Story,7,7,old,mid,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,2,3,CBlock,4,4,2,5,795,1,0,0,795,GasA,2,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,7,1,4,Attchd,old,3,2,539,4,4,3,0,250,0,0,0,0,1,0,NA,0,3,new,WD,Normal,235000
20,RL,80.0,9600,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,old,old,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,2,3,CBlock,4,4,2,6,1285,1,0,131,1416,GasA,3,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,7,2,5,Attchd,old,3,2,418,4,4,3,110,0,0,0,0,0,1,0,NA,0,10,new,WD,Normal,167000
80,RL,37.0,7937,2,0,IR1,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,SLvl,6,6,mid,mid,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,4,4,6,819,1,0,184,1003,GasA,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,7,0,1,Detchd,mid,1,2,588,4,4,3,120,0,0,0,0,0,1,4,NA,0,3,new,WD,Normal,142500
50,RM,75.0,13710,2,0,Reg,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,4,420,1,0,490,910,GasA,3,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,7,0,1,Attchd,old,1,1,282,4,4,3,289,0,0,0,0,0,1,3,NA,0,6,new,WD,Normal,152000
60,FV,66.0,7399,2,2,IR1,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,mid,mid,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,3,3,PConc,5,4,2,4,649,1,0,326,975,GasA,5,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,7,1,4,Detchd,mid,2,2,576,4,4,3,0,10,0,0,198,0,1,0,NA,0,6,new,WD,Normal,239000
60,RL,90.0,11700,2,0,Reg,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,6,old,old,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,3,3,CBlock,4,4,2,5,384,3,175,143,702,GasA,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,7,1,5,Attchd,old,1,2,539,4,4,3,224,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,175000
20,RL,80.0,14000,2,0,Reg,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,6,8,old,new,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,CBlock,4,4,2,1,0,1,0,1092,1092,GasA,5,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,7,1,5,Attchd,old,1,1,300,4,4,3,0,36,0,0,0,0,1,4,NA,0,8,new,WD,Family,158500
190,RL,90.0,15750,2,0,Reg,Lvl,AllPub,Corner,2,Crawfor,Norm,Norm,2fmCon,1Story,5,5,old,old,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,2,3,CBlock,4,4,3,4,841,1,0,324,1165,GasA,3,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,7,2,5,Attchd,old,1,1,375,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,157000
60,RL,66.0,16226,2,0,IR3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,6,281,1,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,7,1,4,BuiltIn,mid,3,2,683,4,4,3,208,50,0,0,0,0,1,0,NA,0,5,new,WD,Normal,267000
20,RL,118.0,13704,2,0,IR1,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,3,3,PConc,5,4,2,1,0,1,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,7,1,4,Attchd,new,2,3,843,4,4,3,468,81,0,0,0,0,1,0,NA,0,1,new,WD,Normal,205000
20,RL,70.0,9800,2,0,Reg,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,4,2,5,894,1,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,7,0,1,Attchd,old,1,2,552,4,4,3,256,0,0,0,0,0,1,2,NA,0,7,new,WD,Abnorml,149900
75,RM,87.0,18386,2,0,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,old,new,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,1470,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,7,1,6,Attchd,new,1,3,870,4,4,3,302,0,0,0,0,0,1,0,NA,0,5,new,WD,Normal,295000
20,RL,80.0,10386,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,new,new,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,3,3,PConc,5,4,2,6,1464,1,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,7,0,1,Attchd,new,3,3,888,4,4,3,168,0,0,0,0,0,1,0,NA,0,7,new,WD,Normal,305900
60,RL,116.0,13474,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,Feedr,Norm,1Fam,2Story,7,5,mid,mid,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,3,3,CBlock,5,4,2,5,700,1,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,7,1,4,Attchd,mid,2,3,746,4,4,3,127,44,224,0,0,0,1,0,NA,0,6,new,WD,Normal,225000
50,RM,0.0,7920,2,1,IR1,Lvl,AllPub,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,1,0,1,0,319,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,2,6,7,0,1,NA,old,0,0,0,1,1,1,0,144,0,0,0,0,1,3,NA,0,3,new,WD,Normal,89500
30,RL,0.0,12342,2,0,IR1,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,4,4,2,4,262,1,0,599,861,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,7,0,1,Detchd,old,1,2,539,4,4,3,158,0,0,0,0,0,1,0,NA,0,3,new,WD,Normal,82500
20,RL,90.0,12378,2,0,IR1,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,6,4,5,6,1274,1,0,622,1896,GasA,5,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,5,8,7,3,6,Attchd,new,3,3,708,4,4,3,208,175,0,0,0,0,1,0,NA,0,11,new,WD,Normal,360000
60,RL,0.0,7685,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,2,3,PConc,5,4,2,5,518,1,0,179,697,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,4,6,7,1,4,Attchd,mid,3,2,420,4,4,3,190,63,0,0,0,0,1,0,NA,0,5,new,WD,Normal,165600
20,RL,50.0,8000,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,old,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,CBlock,4,4,2,5,680,1,0,292,972,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,7,1,5,Detchd,old,1,1,240,4,4,3,0,0,0,0,0,0,1,0,NA,0,5,new,WD,Normal,132000
190,RM,65.0,7800,2,0,Reg,Lvl,AllPub,Inside,2,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,5,4,3,3,507,1,0,286,793,GasA,3,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,3,5,7,1,5,Detchd,old,1,2,410,4,4,3,0,0,0,0,271,0,1,3,NA,0,5,new,WD,Normal,119900
20,RL,150.0,215245,2,0,IR3,Low,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,7,5,old,old,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,3,CBlock,5,4,5,5,1236,3,820,80,2136,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,7,2,5,Attchd,old,2,2,513,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,375000
70,RM,60.0,9600,2,1,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,7,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,5,2,2,16,1,0,712,728,GasA,5,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,5,6,7,1,5,Detchd,old,1,2,546,3,4,3,0,0,234,0,0,0,1,0,NA,0,8,new,WD,Normal,178000
60,RL,71.0,7795,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,6,425,1,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,4,6,7,1,5,Attchd,new,3,2,432,4,4,3,100,51,0,0,0,0,1,0,NA,0,7,new,WD,Normal,188500
60,RL,94.0,13005,2,0,IR1,Lvl,AllPub,Corner,2,NWAmes,Norm,Norm,1Fam,2Story,7,7,mid,mid,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,3,3,CBlock,5,4,2,6,692,1,0,153,845,GasA,3,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,5,10,7,1,4,Attchd,mid,2,2,484,4,4,3,288,195,0,0,0,0,1,4,NA,0,8,new,WD,Normal,260000
60,FV,75.0,9000,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,4,1,0,1,0,1088,1088,GasA,5,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,4,8,7,1,5,Attchd,new,2,3,1025,4,4,3,208,46,0,0,0,0,1,0,NA,0,12,new,WD,Normal,270000
60,RL,90.0,9900,2,0,Reg,Low,AllPub,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,3,3,PConc,5,4,5,6,987,1,0,360,1347,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4,9,7,1,4,Attchd,mid,2,3,656,4,4,3,340,60,144,0,0,0,1,0,NA,0,4,new,WD,Normal,260000
80,RL,0.0,14115,2,0,Reg,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,SLvl,7,5,mid,mid,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,2,3,CBlock,5,4,4,6,1036,1,0,336,1372,GasA,3,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3,6,7,2,4,Attchd,mid,1,2,588,4,4,3,233,48,0,0,0,0,1,0,NA,0,6,new,WD,Normal,187500
60,RL,111.0,16259,2,0,Reg,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,2,3,PConc,6,5,4,1,0,1,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4,9,7,0,1,Attchd,new,2,3,840,4,4,3,240,154,0,0,0,0,1,0,NA,0,9,new,New,Partial,342643
60,RL,99.0,12099,2,0,IR1,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,3,3,PConc,6,4,4,6,970,1,0,166,1136,GasA,5,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,4,10,7,1,5,BuiltIn,new,3,3,872,4,4,3,184,154,0,0,0,0,1,0,NA,0,6,new,WD,Normal,354000
60,RL,86.0,10380,2,0,IR1,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,mid,mid,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,3,3,CBlock,4,4,5,2,28,5,1474,0,1502,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4,8,7,1,4,Attchd,mid,3,2,576,4,4,3,201,96,0,0,0,0,1,3,NA,0,8,new,WD,Normal,301000
20,RM,49.0,5820,2,0,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,8,old,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,CBlock,4,4,2,5,256,1,0,906,1162,GasA,5,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,1,1,220,3,4,3,142,98,0,0,0,0,1,0,NA,0,7,new,WD,Normal,126175
80,RL,96.0,11275,2,0,Reg,Lvl,AllPub,Corner,2,NAmes,PosN,Norm,1Fam,SLvl,7,7,old,new,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,3,4,CBlock,5,4,2,1,0,1,0,710,710,GasA,5,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4,11,7,1,5,BuiltIn,old,3,2,564,4,4,3,240,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,242000
45,RM,50.0,5000,2,0,Reg,Lvl,AllPub,Inside,2,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,4,4,116,1,0,604,720,GasA,1,N,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,7,0,1,Detchd,old,1,2,360,4,4,3,0,0,244,0,0,0,1,0,NA,0,12,new,WD,Normal,87000
120,RL,32.0,10846,2,0,IR1,Lvl,AllPub,CulDSac,2,Veenker,Norm,Norm,TwnhsE,1Story,8,5,mid,mid,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,5,4,5,6,1619,1,0,100,1719,GasA,5,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,4,6,7,2,5,Attchd,mid,3,2,473,4,4,3,122,30,0,0,0,0,1,0,NA,0,5,new,Con,Normal,324000
20,RL,80.0,11600,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,old,old,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,2,3,CBlock,4,4,2,3,565,1,0,818,1383,GasA,3,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,7,0,1,Attchd,old,2,1,292,4,4,3,0,45,0,0,0,0,1,0,NA,0,4,new,WD,Normal,145250
75,RL,0.0,11888,2,2,IR1,Bnk,AllPub,Inside,2,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,old,mid,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,844,844,GasA,4,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,4,10,7,0,1,Detchd,old,1,2,441,4,4,3,0,60,268,0,0,0,1,0,NA,0,7,new,WD,Normal,214500
70,RM,60.0,6402,2,0,Reg,Lvl,AllPub,Corner,2,IDOTRR,Norm,Norm,1Fam,2Story,5,5,old,old,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,3,PConc,4,4,3,1,0,1,0,596,596,GasA,3,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,3,6,7,0,1,Detchd,old,1,1,189,3,3,1,0,0,137,0,0,0,1,2,NA,0,7,new,WD,Normal,78000
90,RL,0.0,10624,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,Duplex,1Story,5,4,old,old,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,2,3,CBlock,4,4,2,6,40,3,264,1424,1728,GasA,3,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,7,0,1,Detchd,new,1,1,352,4,4,3,155,0,0,0,0,0,1,0,NA,0,11,new,WD,Normal,119000
20,RL,70.0,8176,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,3,846,1,0,210,1056,GasA,2,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,2,1,308,4,4,3,0,0,0,0,0,0,1,0,NA,0,8,new,WD,Normal,139000
20,RL,85.0,10655,2,0,IR1,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,3,3,PConc,5,4,2,6,1124,0,479,1603,3206,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,4,7,7,1,5,Attchd,new,2,3,880,4,4,3,0,0,0,0,0,0,1,0,NA,0,10,new,WD,Normal,284000
120,RM,59.0,8198,2,0,Reg,Lvl,AllPub,FR3,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,3,3,PConc,5,4,4,6,720,1,0,638,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,5,Attchd,new,2,2,484,4,4,3,192,30,0,0,0,0,1,0,NA,0,7,new,WD,Normal,207000
60,RL,59.0,9042,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,5,6,828,1,0,115,943,GasA,4,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,7,2,4,Attchd,mid,3,2,472,4,4,3,100,38,0,0,0,0,1,0,NA,0,7,new,WD,Normal,192000
