flightName,departure,destination,date,userID
SI2110104,BR,CR,05.09.16,949985
GX32342,CR,PT,17.06.17,949985
YI79677,PT,CZ,06.07.17,949985
VJ26525,CZ,CA,16.08.17,949985
GQ56255,CA,IN,20.03.18,949985
QP667108,IN,IS,16.07.18,949985
CO63633,IS,EE,12.11.18,949985
NJ166108,EE,SE,04.09.19,949985
MI96183,SE,PT,23.01.20,949985
LN64118,PT,IN,29.11.20,949985
PI311017,IN,NL,27.10.21,949985
SY522102,NL,FI,26.07.22,949985
ZC25841,FI,LU,09.11.22,949985
TN89438,MD,FI,26.07.10,954902
GX107275,FI,SE,29.08.10,954902
OX43867,SE,IT,13.06.11,954902
CS8810310,IT,PH,23.02.12,954902
YG105525,PH,MX,03.06.12,954902
US310473,MX,EE,23.07.12,954902
MK99527,EE,PR,03.01.13,954902
JM76461,PR,AR,31.03.13,954902
GM101011010,AR,BD,12.12.13,954902
EV542105,BD,IE,13.07.14,954902
QH23146,IE,DZ,15.11.14,954902
JH77666,DZ,HR,13.08.15,954902
JF12129,HR,BD,01.03.16,954902
KE78521,BD,CL,06.01.17,954902
ZJ641031,CL,EE,07.12.17,954902
RR33357,EE,DK,18.12.17,954902
FI49641,DK,CZ,03.01.18,954902
LI53481,CZ,CL,01.10.18,954902
GZ55138,CL,IN,21.03.19,954902
TA29438,IN,MY,16.05.19,954902
HF49875,MY,EE,24.04.20,954902
BD631210,EE,CZ,25.07.20,954902
OB91010710,CZ,SG,23.06.21,954902
CZ1097101,SG,TR,10.08.21,954902
IS26518,TR,AT,31.03.22,954902
TG55159,AT,ZA,28.05.22,954902
VI881810,ZA,BG,03.02.23,954902
EM107379,US,EE,21.11.10,448389
MB67691,EE,MY,26.02.11,448389
AQ48524,MY,IN,05.03.11,448389
LU55745,IN,IT,07.07.11,448389
IH410715,IT,BR,24.02.12,448389
CL991065,BR,ZA,07.02.13,448389
EL54813,ZA,DE,22.01.14,448389
UB25152,DE,NO,02.02.14,448389
AF92212,NO,BD,23.02.14,448389
FF9104810,BD,CZ,09.04.14,448389
BD749810,CZ,CL,18.07.14,448389
DX28844,CL,ZA,21.12.14,448389
GI59381,ZA,DK,22.10.15,448389
UZ851082,DK,NL,23.03.16,448389
GG46527,NL,KR,09.01.17,448389
UT56934,KR,LT,05.02.17,448389
FO12453,LT,PT,04.10.17,448389
QM561019,PT,LT,21.02.18,448389
NH81618,LT,BD,02.05.18,448389
WA105523,BD,US,13.07.18,448389
YG106459,US,DE,16.01.19,448389
LL32125,DE,NL,02.06.19,448389
HT464710,NL,BR,12.02.20,448389
JR92122,BR,RU,14.08.20,448389
MO29174,RU,SG,12.09.20,448389
IO414910,SG,IS,04.02.21,448389
PS26854,IS,BE,20.02.21,448389
OZ83278,BE,PH,01.05.21,448389
XU710137,PH,DZ,31.08.21,448389
KD35259,DZ,BE,09.04.22,448389
KD61472,BE,GB,26.09.22,448389
YR78498,KR,ZA,07.08.10,422134
RR71585,ZA,US,23.11.10,422134
FR18192,US,DE,09.08.11,422134
MT935101,DE,SG,29.08.11,422134
LT81894,SG,DE,11.05.12,422134
DY44982,DE,CA,27.12.12,422134
LY18269,CA,NO,22.05.13,422134
NA21257,NO,IT,01.10.13,422134
BS110615,IT,MX,10.10.13,422134
XV91148,MX,DK,23.12.13,422134
WP33653,DK,MD,24.10.14,422134
XW16211,MD,DE,27.01.15,422134
WW8101072,DE,EE,28.07.15,422134
NI7121010,EE,GB,21.12.15,422134
UK75938,GB,RU,04.05.16,422134
OL67867,RU,CH,18.08.16,422134
CF1026105,CH,MD,26.01.17,422134
QS74867,MD,MX,08.07.17,422134
EA72251,MX,DE,29.08.17,422134
IJ54495,DE,HU,03.10.17,422134
YJ61838,HU,DE,01.07.18,422134
LG510388,DE,IT,06.07.18,422134
JL5110108,IT,CA,27.04.19,422134
GA109687,CA,TR,06.11.19,422134
XW811071,TR,CH,08.06.20,422134
RR510821,CH,KR,26.12.20,422134
RC37842,KR,PT,04.06.21,422134
HZ65963,PT,PL,04.05.22,422134
WY13652,PL,AT,19.12.22,422134
ZN25182,MD,IS,21.02.10,852073
AV43239,IS,CR,09.12.10,852073
DA7101073,CR,PH,31.12.10,852073
HM5910108,PH,MT,31.05.11,852073
EG1101055,MT,DE,23.09.11,852073
GP28255,DE,BG,20.05.12,852073
MK43922,BG,PL,26.01.13,852073
NB631069,PL,PT,17.05.13,852073
WY59566,PT,IE,05.01.14,852073
ZC23127,IE,CO,09.05.14,852073
VZ1010214,CO,FR,02.07.14,852073
VN81454,FR,DE,02.03.15,852073
CR14974,DE,AZ,30.05.15,852073
DK10107101,AZ,DE,04.04.16,852073
FT1015810,DE,CH,01.01.17,852073
OO29688,CH,BR,05.07.17,852073
BS851101,BR,TR,11.05.18,852073
MZ210863,TR,GB,12.12.18,852073
OW74838,GB,NL,06.07.19,852073
ZR910492,NL,DE,21.09.19,852073
VV13374,DE,CL,26.03.20,852073
DY81192,CL,ZA,08.01.21,852073
DM210391,ZA,DE,11.12.21,852073
CR55156,DE,DK,13.12.22,852073
NT29351,DE,PL,19.03.10,822072
SJ73539,PL,SG,26.01.11,822072
GY79987,SG,DE,11.06.11,822072
WX69224,DE,JP,30.09.11,822072
IS59366,JP,IT,18.07.12,822072
ZA64975,IT,CH,12.09.12,822072
JX79991,CH,MD,12.01.13,822072
ID25918,MD,AZ,26.07.13,822072
SK107397,AZ,HU,11.01.14,822072
KC110461,HU,AZ,11.10.14,822072
CG51491,AZ,JP,03.07.15,822072
NI36454,JP,CH,04.06.16,822072
TD44729,CH,CZ,25.07.16,822072
XE71423,CZ,LU,03.04.17,822072
TD55977,LU,CH,31.08.17,822072
ER98428,CH,BE,20.04.18,822072
XQ55865,BE,MT,12.09.18,822072
WO665102,MT,PT,29.01.19,822072
OB69827,PT,PH,31.12.19,822072
IG251066,PH,IE,17.07.20,822072
PS68143,IE,FI,15.02.21,822072
PX54751,FI,IT,17.01.22,822072
GK310953,IT,CZ,19.05.22,822072
MA28824,CZ,KR,17.03.23,822072
JX93139,ES,AZ,23.08.10,628503
JX42571,AZ,TR,28.12.10,628503
ZB54367,TR,US,06.12.11,628503
QU78687,US,HU,24.07.12,628503
AG81511,HU,NL,04.05.13,628503
YL13764,NL,BE,14.04.14,628503
AJ95272,BE,DE,29.04.14,628503
IL65114,DE,ZA,30.04.15,628503
IJ594106,ZA,TR,17.06.15,628503
TS36175,TR,IS,12.07.15,628503
GM71259,IS,DE,31.05.16,628503
AJ84328,DE,HR,24.01.17,628503
MN381031,HR,CH,03.11.17,628503
BL1071085,CH,GB,14.07.18,628503
VA310955,GB,JP,28.09.18,628503
MO33294,JP,AR,25.07.19,628503
KV35286,AR,CH,07.12.19,628503
PB27894,CH,IE,01.10.20,628503
HX13759,IE,MX,19.06.21,628503
AZ754109,MX,PT,09.08.21,628503
NC461039,PT,BR,06.02.22,628503
RW22751,BR,FR,30.08.22,628503
HC610662,FR,BD,16.04.23,628503
IR25178,CR,NL,19.04.10,102027
VQ741059,NL,GB,23.09.10,102027
JU48889,GB,DE,01.01.11,102027
ZL17222,DE,RU,15.03.11,102027
AF42937,RU,IE,18.01.12,102027
AE728310,IE,JP,05.11.12,102027
LK688108,JP,CZ,19.05.13,102027
MP101849,CZ,DE,14.02.14,102027
AE272109,DE,HU,25.06.14,102027
JS62567,HU,CO,29.03.15,102027
VR52573,CO,IT,27.05.15,102027
KW74318,IT,MD,08.12.15,102027
EN34248,MD,BE,14.02.16,102027
ZH75759,BE,NL,05.03.16,102027
GC83623,NL,PH,07.10.16,102027
AR41175,PH,ZA,09.07.17,102027
EP110742,ZA,IT,01.08.17,102027
UM51425,IT,AZ,25.09.17,102027
YE98346,AZ,DE,03.07.18,102027
BL76435,DE,IE,03.09.18,102027
PH72898,IE,SE,28.10.18,102027
XB89924,SE,HU,31.05.19,102027
NM441031,HU,IS,29.02.20,102027
EN193104,IS,AT,27.10.20,102027
ED108943,AT,MX,16.01.21,102027
TP105395,MX,DZ,18.12.21,102027
WP51857,DZ,AR,08.07.22,102027
PQ612107,AR,CL,20.08.22,102027
RU53695,CL,IN,17.06.23,102027
JO103847,KR,IT,12.09.10,953342
UY106895,IT,IS,24.11.10,953342
IK82778,IS,GT,14.05.11,953342
EF37113,GT,CL,04.07.11,953342
MA57935,CL,JP,22.03.12,953342
HX197710,JP,FI,17.08.12,953342
WH5410210,FI,HR,17.07.13,953342
IA751055,HR,DE,10.10.13,953342
AJ31768,DE,AR,08.08.14,953342
EI68633,AR,LU,01.06.15,953342
QG87728,LU,BD,14.04.16,953342
KD92927,BD,MX,19.06.16,953342
PF87323,MX,BR,24.11.16,953342
VL619107,BR,GB,03.03.17,953342
VA46291,GB,MY,18.12.17,953342
RM123510,MY,DK,08.10.18,953342
HT35183,DK,DE,05.02.19,953342
CC31893,DE,MY,25.03.19,953342
YB1061017,MY,PR,06.10.19,953342
LG85569,PR,MX,06.08.20,953342
TU210362,MX,GB,04.03.21,953342
MD94187,GB,EE,10.05.21,953342
RS364510,EE,JP,15.02.22,953342
IP88349,JP,LT,28.11.22,953342
HF310937,DK,NL,07.10.10,397921
QJ18458,NL,HU,20.02.11,397921
VH49823,HU,CO,05.06.11,397921
BT410131,CO,KR,08.11.11,397921
SB107553,KR,LT,18.05.12,397921
GV75734,LT,CH,17.10.12,397921
FT88565,CH,ES,25.04.13,397921
PC82973,ES,DZ,26.10.13,397921
NM310855,DZ,DK,16.11.13,397921
NE75828,DK,PH,23.11.13,397921
UJ62722,PH,CO,03.11.14,397921
FP415101,CO,MT,12.05.15,397921
PQ115105,MT,PH,09.08.15,397921
HV63531,PH,DE,01.02.16,397921
ZX493710,DE,MD,28.11.16,397921
XS88981,MD,NO,24.03.17,397921
UY23479,NO,CR,03.09.17,397921
LZ24543,CR,NO,23.03.18,397921
XG37799,NO,DE,01.02.19,397921
QM53736,DE,IT,15.05.19,397921
OW91496,IT,DK,31.01.20,397921
PG29647,DK,LU,09.11.20,397921
CY821036,LU,DE,08.07.21,397921
KA1010297,DE,IS,04.03.22,397921
YP161035,IS,DE,27.03.22,397921
IH44443,DE,ZA,08.08.22,397921
VU94151,ZA,DZ,29.09.22,397921
CS66614,NL,IE,28.11.10,927269
FJ43188,IE,IN,25.03.11,927269
KM19859,IN,TR,10.04.11,927269
BR736104,TR,DZ,09.03.12,927269
WJ35711,DZ,MT,22.10.12,927269
YG105445,MT,SG,24.07.13,927269
JF510898,SG,IE,23.09.13,927269
MU210297,IE,DE,25.03.14,927269
OY883102,DE,DZ,03.12.14,927269
UD102466,DZ,AT,28.05.15,927269
YU81715,AT,CO,29.11.15,927269
WY58714,CO,RU,26.12.15,927269
NB85362,RU,LU,16.08.16,927269
PL413109,LU,FI,04.11.16,927269
HX38552,FI,RU,09.12.16,927269
FD328101,RU,TR,20.09.17,927269
HT88141,TR,BG,14.11.17,927269
FZ1810101,BG,ES,23.09.18,927269
JU16869,ES,EE,07.02.19,927269
PV82152,EE,NO,21.06.19,927269
HK1010267,NO,CO,13.11.19,927269
DW29115,CO,DE,21.11.19,927269
BX83547,DE,BE,14.06.20,927269
VX28153,BE,JP,23.08.20,927269
TM111088,JP,ES,05.06.21,927269
GT111109,ES,CA,03.12.21,927269
RS93191,CA,US,06.05.22,927269
SY16985,US,LT,04.08.22,927269
AN828108,LT,MX,12.07.23,927269
BG271086,JP,EE,29.01.10,360869
FI84269,EE,PL,23.08.10,360869
PO88676,PL,DK,05.10.10,360869
KZ95274,DK,DE,13.10.10,360869
ZS795106,DE,EE,17.07.11,360869
RX353106,EE,MY,28.09.11,360869
GV921073,MY,RU,25.04.12,360869
IA154103,RU,ZA,10.10.12,360869
BU76768,ZA,GT,30.08.13,360869
VW835910,GT,CO,22.02.14,360869
HK108964,CO,LT,12.06.14,360869
RF910544,LT,NL,01.10.14,360869
BU78919,NL,DE,19.05.15,360869
QB42841,DE,RU,04.05.16,360869
PM74761,RU,GB,26.12.16,360869
NS54511,GB,AR,20.08.17,360869
GQ69754,AR,CH,18.04.18,360869
ZV34914,CH,DE,13.07.18,360869
CM69293,DE,LU,24.04.19,360869
OF48645,LU,CO,27.02.20,360869
LP55594,CO,DE,02.04.20,360869
GC359101,DE,AZ,04.02.21,360869
CV729810,AZ,AR,15.02.21,360869
XS38392,AR,LT,16.04.21,360869
UM69257,LT,NL,21.12.21,360869
MM910914,NL,BG,26.03.22,360869
FN1461010,BG,DE,10.02.23,360869
KD54975,DE,DK,31.03.10,228819
TA41317,DK,LT,19.06.10,228819
KO86835,LT,IT,20.02.11,228819
AH49428,IT,IS,29.04.11,228819
IO32524,IS,IT,03.12.11,228819
OQ98472,IT,CL,09.11.12,228819
WC246210,CL,SE,08.04.13,228819
UW27414,SE,CO,08.02.14,228819
VI56325,CO,HR,15.06.14,228819
RZ412810,HR,BE,23.05.15,228819
EE64721,BE,CZ,28.08.15,228819
ZI16129,CZ,IS,07.03.16,228819
JS97192,IS,RU,09.08.16,228819
FM102479,RU,GT,07.03.17,228819
DG768710,GT,PH,08.07.17,228819
ZC31388,PH,MY,17.01.18,228819
RM948210,MY,CH,07.03.18,228819
YI36629,CH,HU,29.04.18,228819
CY99468,HU,MY,14.11.18,228819
YT107282,MY,BE,25.07.19,228819
OM38822,BE,NL,27.03.20,228819
BA59836,NL,ZA,10.03.21,228819
TU67575,ZA,GT,18.09.21,228819
BT86375,GT,EE,28.10.21,228819
RC81781,EE,CZ,25.02.22,228819
RO46163,CZ,IE,18.01.23,228819
CA481092,GT,DZ,14.11.10,317639
BR102485,DZ,MX,24.06.11,317639
LX47649,MX,BG,17.07.11,317639
PE7101069,BG,KR,08.12.11,317639
HB181022,KR,MY,26.10.12,317639
AW256910,MY,DE,21.08.13,317639
JM417102,DE,IS,21.08.14,317639
GA710649,IS,CR,24.12.14,317639
HZ36943,CR,GB,14.02.15,317639
DN496109,GB,ZA,13.07.15,317639
KI96536,ZA,CR,21.11.15,317639
UJ66819,CR,US,18.04.16,317639
OI356110,US,DE,02.09.16,317639
GD8101068,DE,BD,06.05.17,317639
PM19559,BD,MX,02.11.17,317639
IU432102,MX,TR,04.09.18,317639
FS51321,TR,IS,21.02.19,317639
XD107922,IS,AZ,17.10.19,317639
KB72372,AZ,NL,23.02.20,317639
UT782108,NL,DK,11.12.20,317639
RA10661010,DK,CA,15.12.20,317639
TE242104,CA,IE,15.03.21,317639
KD95836,IE,LT,17.05.21,317639
ZQ94921,LT,US,16.03.22,317639
IE65484,US,IS,07.06.22,317639
AU34999,IS,LT,05.09.22,317639
HY105521,LT,DE,22.05.23,317639
WL110969,AR,MT,02.11.10,554189
WD49465,MT,CL,08.02.11,554189
AJ815910,CL,CZ,23.04.11,554189
QV85465,CZ,MY,01.04.12,554189
CB25486,MY,DK,08.08.12,554189
JT95757,DK,IS,12.04.13,554189
WW139810,IS,KR,02.10.13,554189
YJ121044,KR,ES,25.02.14,554189
YC51929,ES,MD,27.01.15,554189
XK927109,MD,IN,23.09.15,554189
XR91449,IN,MY,01.09.16,554189
BU73875,MY,MD,10.01.17,554189
BZ14239,MD,PT,09.02.17,554189
ML5110103,PT,DK,12.01.18,554189
VH78385,DK,SG,24.08.18,554189
DE81238,SG,AZ,13.06.19,554189
NS85254,AZ,CO,03.04.20,554189
QW6109108,CO,AZ,06.06.20,554189
YV39744,AZ,GT,16.01.21,554189
MS47894,GT,DK,04.09.21,554189
FQ54323,DK,US,12.02.22,554189
NO16241,US,CR,23.06.22,554189
NF65956,CR,IE,18.03.23,554189
NC73342,IS,PL,13.01.10,913560
AN5810610,PL,BR,07.12.10,913560
JR110413,BR,MD,01.06.11,913560
IU961024,MD,LT,02.10.11,913560
FY57573,LT,HR,19.08.12,913560
UI10101810,HR,CZ,15.06.13,913560
FJ18165,CZ,RU,25.08.13,913560
HM104792,RU,SG,29.11.13,913560
JB1041017,SG,TR,03.07.14,913560
YX44459,TR,IS,29.10.14,913560
TP8101104,IS,MT,24.06.15,913560
LK566310,MT,CH,25.10.15,913560
CG5771010,CH,DK,03.08.16,913560
FC49471,DK,ZA,05.09.16,913560
KT93955,ZA,FR,21.05.17,913560
BA4510610,FR,CH,19.11.17,913560
DR17842,CH,ZA,12.10.18,913560
IV56173,ZA,FI,04.01.19,913560
PD102366,FI,PR,14.04.19,913560
TB66662,PR,SG,10.05.19,913560
YZ12946,SG,PH,13.04.20,913560
FI35479,PH,DK,21.09.20,913560
VH48183,DK,LT,09.10.20,913560
DS62956,LT,AR,18.05.21,913560
GC37116,AR,FR,13.08.21,913560
SQ18446,FR,LU,21.10.21,913560
PV48227,LU,AR,14.08.22,913560
IQ25101010,AR,DK,09.02.23,913560
AJ491106,CO,PL,13.06.10,648234
KI25419,PL,IN,12.07.10,648234
TE48215,IN,EE,18.12.10,648234
CF34541,EE,RU,20.10.11,648234
TU103225,RU,AZ,22.04.12,648234
PH74758,AZ,DK,09.06.12,648234
BZ22979,DK,ZA,20.09.12,648234
FU831013,ZA,MD,05.03.13,648234
IK104639,MD,GT,22.03.13,648234
ZI47322,GT,AR,24.04.13,648234
MF1094110,AR,IN,07.03.14,648234
YB32999,IN,DE,28.12.14,648234
YQ86699,DE,CH,10.08.15,648234
TX677410,CH,DK,31.12.15,648234
FX66224,DK,HU,08.10.16,648234
ZT777105,HU,MY,03.03.17,648234
MN27112,MY,MT,15.04.17,648234
RP393310,MT,HR,09.10.17,648234
LM17554,HR,DK,26.04.18,648234
DG774210,DK,CA,28.07.18,648234
UA1028109,CA,LU,19.12.18,648234
RF98646,LU,US,08.04.19,648234
FX88473,US,PH,27.09.19,648234
SV66255,PH,MD,13.03.20,648234
NS53163,MD,GB,14.08.20,648234
KV98419,GB,PT,02.07.21,648234
OK91741,PT,BD,04.06.22,648234
HI67557,BD,CA,08.09.22,648234
OW210425,CA,LU,21.08.23,648234
HZ92764,PT,ZA,18.07.10,901061
YS846310,ZA,FR,24.11.10,901061
MJ66385,FR,DK,24.08.11,901061
BZ55199,DK,MY,24.09.11,901061
OD63539,MY,PT,03.08.12,901061
TV610117,PT,DK,05.01.13,901061
OU103598,DK,BG,16.11.13,901061
FN510873,BG,PL,23.04.14,901061
LU27745,PL,ZA,31.08.14,901061
PR71526,ZA,IE,15.04.15,901061
TO104825,IE,FR,14.11.15,901061
BM61986,FR,TR,02.07.16,901061
HJ97385,TR,LT,10.08.16,901061
VD61588,LT,NL,10.06.17,901061
VP13741,NL,CR,10.12.17,901061
RP6410107,CR,SG,23.04.18,901061
WF74531,SG,NL,11.03.19,901061
XK956108,NL,DK,20.09.19,901061
EE82251,DK,TR,29.05.20,901061
HJ810599,TR,SG,28.09.20,901061
YF39652,SG,US,12.09.21,901061
UW228710,US,CL,15.12.21,901061
LI77665,CL,AZ,07.01.22,901061
FG131026,AZ,AR,16.06.22,901061
BF68228,AR,SE,26.04.23,901061
WB104358,CH,ZA,01.03.10,294336
UD343310,ZA,DK,02.04.10,294336
CB35895,DK,TR,20.03.11,294336
YS942210,TR,DK,11.04.11,294336
YS61348,DK,BD,30.07.11,294336
ML148510,BD,DK,22.10.11,294336
CG47752,DK,MT,11.07.12,294336
TN46377,MT,DK,27.04.13,294336
TW47779,DK,MY,07.09.13,294336
VC106298,MY,BG,12.02.14,294336
TE581038,BG,MD,16.05.14,294336
YM161041,MD,NO,30.01.15,294336
UC10641010,NO,CL,22.04.15,294336
HZ95363,CL,PR,18.09.15,294336
XQ12111,PR,ZA,14.04.16,294336
DT69585,ZA,DK,16.12.16,294336
DJ42379,DK,PR,11.10.17,294336
EA2101064,PR,AT,24.10.17,294336
WH26999,AT,MD,12.08.18,294336
GL935910,MD,DK,08.11.18,294336
PS461065,DK,CZ,02.06.19,294336
IH92611,CZ,KR,06.07.19,294336
GV83167,KR,PR,27.02.20,294336
MJ810397,PR,LU,04.03.20,294336
HE105981,LU,AR,21.12.20,294336
JZ72561,AR,SG,20.07.21,294336
GP1010251,SG,DK,10.01.22,294336
EJ849103,DK,MT,09.05.22,294336
PJ31312,MT,CL,30.09.22,294336
SU58263,HR,LT,07.03.10,943792
RM363410,LT,CZ,16.01.11,943792
GD110657,CZ,IE,22.11.11,943792
NG910537,IE,DE,26.11.11,943792
CI25935,DE,DK,13.09.12,943792
UP541053,DK,CH,15.05.13,943792
OJ181019,CH,DK,01.07.13,943792
UG73751,DK,LT,04.05.14,943792
RO44288,LT,CZ,09.05.14,943792
CW84277,CZ,CO,11.10.14,943792
GE47999,CO,TR,29.08.15,943792
TY36181,TR,PT,24.12.15,943792
AB952103,PT,DK,13.02.16,943792
HU105638,DK,TR,13.11.16,943792
HC610255,TR,JP,19.06.17,943792
MD33264,JP,US,06.08.17,943792
FG192107,US,HU,20.06.18,943792
SB53443,HU,AT,10.12.18,943792
YC41187,AT,AZ,06.04.19,943792
WX93322,AZ,MX,27.01.20,943792
OB174710,MX,CA,04.05.20,943792
FB22296,CA,ES,01.11.20,943792
OS561036,ES,DK,17.01.21,943792
IZ210461,DK,HR,21.05.21,943792
RK668107,HR,CO,08.04.22,943792
JQ92546,CO,IN,14.08.22,943792
MV33487,IN,GT,19.02.23,943792
KG210418,HR,GT,17.08.10,267733
SK91021010,GT,MD,06.05.11,267733
KS29551,MD,DK,10.05.11,267733
UO33443,DK,MX,27.08.11,267733
CH833107,MX,DZ,25.09.11,267733
KT94269,DZ,NO,20.06.12,267733
OK97556,NO,HR,14.01.13,267733
GN64147,HR,CL,06.07.13,267733
HZ1710910,CL,IS,11.07.13,267733
DD39335,IS,PH,11.10.13,267733
YH95312,PH,DK,02.05.14,267733
OY33158,DK,LU,19.11.14,267733
DJ410317,LU,US,13.06.15,267733
PO22966,US,HR,06.09.15,267733
LO25832,HR,PL,21.12.15,267733
PB796108,PL,CL,22.01.16,267733
FL81451,CL,IE,17.09.16,267733
UC102647,IE,CR,12.01.17,267733
UF13825,CR,CL,28.04.17,267733
IE3108106,CL,DK,16.10.17,267733
XZ75451,DK,IS,12.06.18,267733
CB36572,IS,JP,25.09.18,267733
KZ351035,JP,CZ,14.03.19,267733
OT91117,CZ,DK,30.12.19,267733
OZ99812,DK,CO,12.04.20,267733
HX23943,CO,US,10.10.20,267733
ZC23763,US,CZ,22.04.21,267733
GT176101,CZ,FR,31.10.21,267733
AE64743,FR,CA,17.11.21,267733
XC12412,CA,US,22.03.22,267733
WG210937,US,BR,25.07.22,267733
FQ27359,BR,CZ,09.08.22,267733
YT923910,CZ,DK,11.03.23,267733
JU99331,NL,KR,17.06.10,638192
RJ99935,KR,EE,30.04.11,638192
PD42136,EE,DK,06.08.11,638192
QG610819,DK,IT,25.10.11,638192
PH73876,IT,DE,29.07.12,638192
DJ46187,DE,KR,06.07.13,638192
GJ33851,KR,IE,13.06.14,638192
CS74549,IE,DE,13.02.15,638192
WS64722,DE,DK,09.06.15,638192
JQ41435,DK,BG,20.08.15,638192
UX68496,BG,BR,24.01.16,638192
WP923102,BR,GT,10.09.16,638192
XF103866,GT,CO,09.01.17,638192
ZZ813610,CO,DK,10.09.17,638192
UY212810,DK,MY,14.05.18,638192
NA29834,MY,DK,10.12.18,638192
ZD89259,DK,HR,02.08.19,638192
MH361084,HR,DK,22.05.20,638192
WC57662,DK,ZA,01.09.20,638192
QN14243,ZA,DE,03.04.21,638192
MJ14588,DE,MX,07.11.21,638192
FF19971,MX,CR,15.12.21,638192
RC21278,CR,FI,02.09.22,638192
PQ32649,FI,ES,15.05.23,638192
WB665102,JP,GB,06.09.10,353596
ID74729,GB,MD,06.10.10,353596
VU106255,MD,AR,09.06.11,353596
GS97239,AR,KR,17.04.12,353596
LN59916,KR,DK,24.06.12,353596
MZ63986,DK,EE,04.11.12,353596
TB910693,EE,AR,26.03.13,353596
ZU23133,AR,HU,03.09.13,353596
AW51371,HU,ES,12.08.14,353596
RS86659,ES,MY,22.05.15,353596
HP68515,MY,NL,20.08.15,353596
CI363810,NL,BR,10.03.16,353596
WY12377,BR,BE,05.04.16,353596
AP7106105,BE,DE,14.06.16,353596
ZY281610,DE,LU,24.11.16,353596
GB94641,LU,PL,21.05.17,353596
PF64144,PL,RU,14.04.18,353596
NI332109,RU,AT,17.12.18,353596
NE11728,AT,PT,23.09.19,353596
NS55515,PT,IE,21.11.19,353596
QO13694,IE,GB,04.04.20,353596
ND835102,GB,MX,04.08.20,353596
FY510863,MX,NL,17.06.21,353596
EC49126,NL,ES,19.04.22,353596
CL684101,ES,GT,04.03.23,353596
XM33851,CR,JP,13.04.10,718820
SU88435,JP,SG,13.10.10,718820
OZ410889,SG,AR,07.12.10,718820
EM64284,AR,HU,08.10.11,718820
RC86353,HU,BE,25.11.11,718820
VQ53616,BE,US,03.08.12,718820
ZF46262,US,GT,10.10.12,718820
RV458102,GT,AT,07.03.13,718820
UX98856,AT,JP,24.05.13,718820
UV232110,JP,AR,14.06.13,718820
DA514101,AR,TR,09.07.13,718820
HL53368,TR,DK,19.08.13,718820
UP62793,DK,PR,09.10.13,718820
FD110734,PR,IN,09.09.14,718820
TM87998,IN,PT,22.12.14,718820
BD55181,PT,DE,23.09.15,718820
WB89591,DE,IT,26.03.16,718820
RH11279,IT,FR,01.06.16,718820
QC937110,FR,BR,28.12.16,718820
XI810445,BR,AT,17.03.17,718820
MC78555,AT,IE,30.05.17,718820
QR36715,IE,PT,09.09.17,718820
ZW103495,PT,ES,18.03.18,718820
VW65284,ES,CL,16.09.18,718820
LV63267,CL,FR,14.11.18,718820
GA67238,FR,DK,18.03.19,718820
DW81495,DK,AZ,08.04.19,718820
IU54565,AZ,MX,14.11.19,718820
UV104115,MX,AZ,07.07.20,718820
VG81232,AZ,AT,31.05.21,718820
IQ110565,AT,IE,03.04.22,718820
QF103319,IE,CZ,20.11.22,718820
KJ274101,NO,LU,29.05.10,408523
ML76829,LU,CZ,26.10.10,408523
NF65388,CZ,KR,04.08.11,408523
LY73132,KR,IT,16.07.12,408523
CH31943,IT,FI,15.08.12,408523
GS221057,FI,IN,10.11.12,408523
ES108377,IN,MX,16.04.13,408523
DA69433,MX,MY,18.03.14,408523
HO211035,MY,GB,20.04.14,408523
BG6101053,GB,AR,11.11.14,408523
ZG48716,AR,SE,24.01.15,408523
KC810116,SE,AZ,10.02.15,408523
GU10104410,AZ,CZ,13.03.15,408523
IM21177,CZ,MT,08.12.15,408523
QN310497,MT,GT,16.10.16,408523
CH385810,GT,MX,18.03.17,408523
SD131059,MX,DK,19.09.17,408523
XQ91165,DK,NO,05.02.18,408523
ND75123,NO,BR,11.02.18,408523
BO47681,BR,IS,16.03.18,408523
ZS77647,IS,HR,03.05.18,408523
FO97923,HR,PR,28.09.18,408523
BV11721,PR,SE,04.07.19,408523
LL64933,SE,BD,22.07.19,408523
BZ511023,BD,FR,03.12.19,408523
GU89958,FR,DK,22.12.19,408523
PZ894109,DK,BE,06.04.20,408523
WN10107210,BE,BD,06.08.20,408523
PR86514,BD,LU,30.11.20,408523
LP61276,LU,DE,27.06.21,408523
XY1031055,DE,FI,27.05.22,408523
HE58733,FI,HR,04.05.23,408523
DU72669,EE,DZ,31.05.10,610518
QA27253,DZ,LU,02.04.11,610518
WR224106,LU,DK,17.02.12,610518
BX64281,DK,JP,06.01.13,610518
NY11999,JP,AT,19.09.13,610518
KC4810102,AT,HU,28.10.13,610518
NB954810,HU,AT,27.04.14,610518
UP910331,AT,ZA,03.10.14,610518
RA15287,ZA,BG,19.02.15,610518
YH48597,BG,PH,17.04.15,610518
YV37111,PH,DK,28.02.16,610518
MA97187,DK,JP,19.06.16,610518
WW93814,JP,CR,30.09.16,610518
XF1069310,CR,EE,04.12.16,610518
NX105666,EE,AT,04.04.17,610518
FR10103109,AT,MY,24.06.17,610518
IY210523,MY,DK,26.05.18,610518
IH321056,DK,KR,21.03.19,610518
GT51898,KR,DK,26.02.20,610518
