,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
196,Travel_Frequently,138,2,3,1,269,2,Female,37,3,2,2,4425,15986,5,No,11,3,4,80,0,10,5,3,6,2,1,2
197,Non-Travel,926,21,2,1,270,3,Female,36,3,2,3,5265,16439,2,No,16,3,2,80,1,11,5,3,5,3,0,2
198,Travel_Rarely,1261,2,4,1,271,4,Male,88,3,2,3,6553,7259,9,No,14,3,2,80,0,14,3,3,1,0,0,0
199,Travel_Rarely,1084,29,3,1,273,4,Male,54,3,2,4,6261,4185,3,No,18,3,1,80,1,9,3,1,7,7,1,7
200,Travel_Frequently,472,1,1,1,274,3,Male,60,2,2,1,4298,9679,5,No,19,3,3,80,1,6,1,3,2,2,2,0
201,Non-Travel,1002,18,4,1,275,4,Male,92,3,2,4,6804,23793,1,Yes,15,3,1,80,2,7,0,3,7,7,1,7
202,Travel_Frequently,878,10,4,1,277,4,Male,43,3,1,3,3815,5972,1,Yes,17,3,4,80,1,5,4,4,5,3,2,0
203,Travel_Rarely,905,19,2,1,281,3,Male,99,3,2,4,2741,16523,8,Yes,15,3,3,80,1,15,2,4,7,2,3,7
204,Travel_Rarely,1180,29,1,1,282,2,Male,70,3,2,1,6673,11354,7,Yes,19,3,2,80,0,17,2,3,1,0,0,0
205,Travel_Rarely,121,27,3,1,283,2,Female,35,3,3,4,7639,24525,1,No,22,4,4,80,3,10,3,2,10,4,1,9
206,Travel_Rarely,1136,5,3,1,284,4,Male,60,4,1,2,2328,12392,1,Yes,16,3,1,80,1,4,2,2,4,2,2,2
207,Travel_Frequently,635,18,1,1,286,2,Female,73,3,1,4,2153,7703,1,No,13,3,1,80,0,8,2,3,8,1,1,7
208,Non-Travel,1151,9,5,1,287,4,Male,63,2,2,4,4876,14242,9,No,14,3,4,80,1,5,5,1,3,2,0,2
209,Travel_Rarely,644,1,4,1,288,4,Male,97,3,3,1,9396,12368,7,No,16,3,3,80,1,17,3,3,4,2,0,3
210,Travel_Rarely,1045,4,4,1,291,4,Male,32,1,3,4,10400,25812,1,No,11,3,3,80,0,14,2,2,14,8,9,8
211,Non-Travel,829,1,1,1,292,3,Male,88,2,3,3,8474,20925,1,No,22,4,3,80,0,12,2,3,11,8,5,8
212,Travel_Frequently,1242,20,3,1,293,4,Female,90,3,2,3,9981,12916,1,No,14,3,4,80,0,7,2,3,7,7,0,7
213,Travel_Rarely,1469,8,4,1,296,2,Male,81,2,3,2,12490,15736,5,No,16,3,4,80,2,16,5,1,10,9,4,7
214,Travel_Rarely,1005,3,3,1,297,4,Female,88,3,1,1,2657,8556,5,Yes,11,3,3,80,0,8,5,3,5,2,0,4
215,Travel_Rarely,896,6,3,1,298,4,Female,75,3,3,4,13591,14674,3,Yes,18,3,3,80,0,16,3,3,1,0,0,0
216,Travel_Frequently,334,26,4,1,299,3,Female,52,2,2,1,6696,22967,5,No,15,3,3,80,0,9,5,2,6,3,0,1
217,Travel_Rarely,992,1,3,1,300,3,Male,85,3,1,3,2058,19757,0,No,14,3,4,80,0,7,1,2,6,2,1,5
218,Non-Travel,1052,6,3,1,302,4,Female,57,2,3,4,8865,16840,6,No,12,3,4,80,0,23,2,3,19,7,12,8
219,Travel_Rarely,1147,3,3,1,303,4,Female,52,3,2,1,5940,17011,2,No,14,3,4,80,1,16,4,3,6,2,0,5
220,Travel_Rarely,1396,5,2,1,304,4,Male,62,3,2,2,5914,9945,8,No,16,3,4,80,0,16,3,4,13,11,3,7
221,Travel_Rarely,147,4,4,1,305,3,Female,47,2,1,2,2622,13248,6,No,21,4,4,80,0,7,3,3,3,2,1,1
222,Travel_Frequently,663,11,3,1,306,2,Male,47,3,3,4,12185,10056,1,Yes,14,3,3,80,3,10,1,3,10,8,0,7
223,Travel_Rarely,119,3,3,1,307,1,Male,76,3,3,3,10609,9647,0,No,12,3,3,80,2,17,6,2,16,10,5,13
224,Non-Travel,979,1,4,1,308,3,Male,90,1,2,3,4345,4381,0,No,12,3,4,80,1,6,2,3,5,4,1,4
225,Travel_Rarely,142,3,3,1,309,3,Male,70,2,1,4,2177,8456,3,No,17,3,1,80,1,7,6,3,1,0,0,0
226,Travel_Frequently,319,4,4,1,311,1,Male,41,3,1,4,2793,2539,4,No,17,3,3,80,1,13,2,3,9,8,5,8
227,Travel_Frequently,1413,1,1,1,312,2,Female,42,3,3,4,7918,6599,1,No,14,3,4,80,1,11,5,3,11,10,4,1
228,Travel_Frequently,944,1,3,1,314,3,Female,92,3,3,3,8789,9096,1,No,14,3,1,80,0,10,3,4,10,7,0,8
229,Travel_Rarely,896,18,1,1,315,3,Male,86,2,1,4,2389,14961,1,Yes,13,3,3,80,0,4,3,2,4,3,0,1
230,Travel_Rarely,1323,2,3,1,316,3,Female,89,2,1,4,3212,3300,7,No,15,3,2,80,0,6,3,2,2,2,2,2
231,Travel_Rarely,532,4,2,1,319,3,Male,58,3,5,4,19232,4933,1,No,11,3,4,80,0,22,3,3,22,17,11,15
232,Travel_Rarely,818,6,2,1,321,2,Male,52,3,1,3,2267,25657,8,No,17,3,4,80,0,7,2,2,2,2,2,2
233,Travel_Rarely,854,1,4,1,323,4,Female,68,3,5,4,19517,24118,3,No,11,3,3,80,1,32,3,2,7,0,0,6
234,Travel_Rarely,813,14,3,1,325,3,Male,58,3,1,4,2436,22149,5,Yes,13,3,3,80,1,8,2,1,5,4,0,4
235,Travel_Rarely,1034,16,3,1,327,4,Female,80,3,4,4,16064,7744,5,Yes,22,4,3,80,1,22,3,3,17,13,1,9
236,Travel_Rarely,465,2,2,1,328,1,Female,39,3,1,1,2707,21509,7,No,20,4,1,80,0,13,3,4,9,7,1,7
237,Non-Travel,771,2,4,1,329,1,Male,79,2,5,3,19068,21030,1,Yes,18,3,4,80,0,33,2,4,33,7,15,12
238,Travel_Rarely,1401,4,2,1,330,3,Female,56,3,1,2,3931,20990,2,No,11,3,1,80,1,6,5,3,4,3,1,2
239,Travel_Rarely,515,1,3,1,331,4,Male,62,2,1,3,3730,9571,0,Yes,14,3,4,80,0,4,2,1,3,2,1,2
240,Travel_Rarely,1431,1,4,1,332,3,Female,96,3,1,3,2232,15417,7,No,14,3,3,80,3,7,1,3,3,2,1,2
241,Non-Travel,976,26,4,1,333,3,Male,100,3,2,4,4465,12069,0,No,18,3,1,80,0,4,2,3,3,2,2,2
242,Travel_Rarely,1411,19,2,1,334,3,Male,36,3,2,1,3072,19877,2,No,16,3,1,80,2,17,2,2,1,0,0,0
243,Travel_Rarely,1300,24,2,1,335,1,Male,62,3,2,4,3319,24447,1,No,17,3,1,80,2,9,3,3,9,8,4,7
244,Travel_Rarely,252,1,3,1,336,3,Male,70,4,5,4,19202,15970,0,No,11,3,3,80,1,25,2,3,24,0,1,7
245,Travel_Frequently,1327,3,4,1,337,2,Male,73,3,3,3,13675,13523,9,No,12,3,1,80,1,9,3,3,2,2,2,2
246,Travel_Rarely,832,5,4,1,338,3,Female,63,2,1,4,2911,14776,1,No,13,3,3,80,1,2,2,2,2,2,0,2
247,Travel_Rarely,470,2,4,1,339,4,Male,84,2,2,1,5957,23687,6,No,13,3,2,80,1,13,3,3,11,9,5,9
248,Travel_Rarely,1017,1,2,1,340,3,Female,83,2,1,1,3920,18697,2,No,14,3,1,80,1,17,2,2,3,1,0,2
249,Travel_Frequently,1199,7,4,1,341,1,Male,77,4,2,3,6434,5118,4,No,17,3,4,80,1,9,1,3,3,2,0,2
250,Travel_Frequently,504,10,3,1,342,1,Male,61,3,3,3,10048,22573,6,No,11,3,2,80,2,17,5,3,1,0,0,0
251,Travel_Frequently,505,2,4,1,343,3,Female,64,3,3,3,10938,6420,0,No,25,4,4,80,0,20,1,3,19,6,11,8
252,Travel_Rarely,665,15,3,1,346,3,Male,60,3,1,4,2340,22673,1,No,19,3,1,80,0,6,1,3,6,5,1,5
253,Travel_Rarely,916,17,2,1,347,4,Female,82,4,2,1,6545,23016,3,Yes,13,3,3,80,0,10,1,3,3,2,0,2
254,Travel_Rarely,1247,20,2,1,349,4,Male,45,3,2,4,6931,10732,2,No,14,3,4,80,1,10,2,3,3,2,0,2
255,Travel_Rarely,685,1,3,1,350,1,Female,62,3,2,3,4898,7505,0,No,12,3,4,80,2,5,3,3,4,2,1,2
256,Travel_Rarely,269,2,3,1,351,4,Female,56,2,1,1,2593,8007,0,Yes,11,3,3,80,1,10,4,3,9,6,7,8
257,Travel_Rarely,1416,2,2,1,352,1,Male,49,3,5,3,19436,5949,0,No,19,3,4,80,1,22,5,3,21,7,3,9
258,Travel_Rarely,833,1,3,1,353,3,Male,96,3,1,4,2723,23231,1,No,11,3,2,80,0,1,0,2,1,0,0,0
259,Travel_Frequently,307,29,2,1,355,3,Male,71,2,1,2,3479,11652,0,No,11,3,2,80,0,6,2,4,5,4,1,4
260,Travel_Frequently,1311,7,3,1,359,2,Male,100,4,1,2,2794,26062,1,No,20,4,3,80,0,5,3,1,5,1,0,3
261,Non-Travel,1327,2,2,1,361,4,Male,39,2,2,4,5249,19682,3,No,18,3,4,80,1,13,0,3,8,7,7,5
262,Travel_Rarely,128,2,1,1,362,4,Male,84,2,2,1,2176,19737,4,No,13,3,4,80,0,9,5,3,6,2,0,4
263,Travel_Rarely,488,2,3,1,363,3,Female,75,1,4,2,16872,14977,3,Yes,12,3,2,80,1,28,2,2,7,7,7,7
264,Travel_Rarely,529,2,4,1,364,1,Male,79,3,1,3,3485,14935,2,No,11,3,3,80,0,5,5,1,0,0,0,0
265,Travel_Rarely,1210,2,3,1,366,1,Male,78,2,2,2,6644,3687,2,No,19,3,2,80,2,10,2,3,0,0,0,0
266,Travel_Rarely,1463,23,3,1,367,2,Male,64,2,2,4,5582,14408,0,No,21,4,2,80,1,10,2,3,9,0,7,8
267,Non-Travel,675,5,2,1,369,2,Male,85,4,2,1,4000,18384,1,No,12,3,4,80,2,6,2,3,6,3,1,5
268,Travel_Rarely,1385,20,2,1,372,3,Male,79,3,4,4,13496,7501,0,Yes,14,3,2,80,0,21,2,3,20,7,4,10
269,Travel_Rarely,1403,6,3,1,373,4,Male,47,3,1,4,3210,20251,0,No,11,3,3,80,1,16,4,3,15,13,10,11
270,Travel_Rarely,452,1,3,1,374,4,Male,81,3,5,1,19045,18938,0,Yes,14,3,3,80,0,37,2,3,36,10,4,13
271,Non-Travel,666,29,4,1,376,1,Male,88,3,3,2,11849,10268,1,Yes,12,3,4,80,1,10,2,2,10,7,9,9
272,Travel_Rarely,1158,9,3,1,377,4,Male,94,3,1,4,2070,2613,1,No,23,4,4,80,1,5,3,2,5,2,0,4
273,Travel_Rarely,228,6,4,1,378,3,Male,98,3,2,4,6502,22825,4,No,14,3,2,80,1,7,5,4,5,4,0,1
274,Travel_Rarely,996,3,2,1,379,4,Male,100,2,1,3,3230,10531,1,No,17,3,1,80,0,3,4,4,3,2,1,0
275,Non-Travel,728,1,4,1,380,1,Female,80,3,3,4,13603,11677,2,Yes,18,3,1,80,2,15,2,3,5,2,0,2
276,Travel_Rarely,1315,22,3,1,381,2,Female,71,4,3,2,11996,19100,7,No,18,3,2,80,1,10,6,2,7,7,6,2
277,Travel_Rarely,322,7,2,1,382,1,Female,44,4,2,1,5605,19191,1,Yes,24,4,3,80,1,8,3,3,8,0,7,7
278,Travel_Frequently,1479,1,3,1,384,3,Female,84,3,2,2,6397,26767,1,No,20,4,1,80,1,6,6,1,6,5,1,4
279,Travel_Rarely,797,4,1,1,385,1,Male,96,3,5,2,19144,15815,3,No,14,3,1,80,2,28,4,2,10,4,1,6
280,Travel_Rarely,1070,3,4,1,386,3,Male,45,3,4,3,17584,21016,3,Yes,16,3,4,80,3,21,5,2,5,3,1,3
281,Travel_Rarely,635,1,1,1,387,2,Male,99,3,2,3,4907,24532,1,No,25,4,3,80,0,20,3,3,20,16,11,6
282,Travel_Frequently,442,2,2,1,388,2,Male,44,3,2,4,4554,20260,1,No,18,3,1,80,0,10,3,2,10,7,0,9
283,Travel_Rarely,147,20,2,1,389,2,Male,37,3,2,4,5415,15972,3,Yes,19,3,4,80,1,12,4,3,10,7,0,8
284,Travel_Frequently,496,11,2,1,390,1,Male,60,3,2,1,4741,22722,1,Yes,13,3,3,80,1,5,3,3,5,3,3,3
285,Travel_Rarely,1372,1,3,1,391,4,Female,42,3,1,4,2115,15881,1,No,12,3,2,80,0,17,3,3,17,12,5,7
286,Travel_Frequently,920,24,3,1,392,4,Male,43,3,1,3,3161,19920,3,Yes,22,4,4,80,1,19,0,1,1,0,0,0
287,Travel_Rarely,688,23,4,1,393,4,Male,82,3,2,4,5745,18899,9,No,14,3,2,80,1,10,2,3,2,2,1,2
288,Travel_Rarely,1449,16,4,1,394,1,Male,45,3,1,2,2373,14180,2,Yes,13,3,4,80,1,5,2,3,3,2,0,2
289,Travel_Rarely,1117,8,2,1,395,4,Female,66,3,1,4,3310,4488,1,No,21,4,4,80,0,5,3,3,5,3,0,2
290,Travel_Frequently,636,10,4,1,396,3,Female,35,3,5,1,18665,25594,9,Yes,11,3,4,80,0,22,4,3,3,2,1,2
291,Travel_Rarely,506,3,3,1,397,3,Male,30,3,2,2,4485,26285,4,No,12,3,4,80,0,10,2,3,8,0,7,7
292,Travel_Frequently,444,5,3,1,399,4,Female,84,3,1,2,2789,3909,1,No,11,3,3,80,1,2,5,2,2,2,2,2
293,Travel_Rarely,950,4,4,1,401,4,Male,48,2,2,4,5828,8450,1,Yes,12,3,2,80,0,8,0,3,8,7,7,4
294,Travel_Frequently,889,9,3,1,403,2,Male,53,3,1,4,2326,11411,1,Yes,12,3,3,80,3,4,3,2,4,2,1,2
295,Travel_Frequently,555,26,3,1,404,3,Female,77,3,4,2,13525,14864,5,No,14,3,4,80,1,23,2,4,20,4,4,8
296,Travel_Rarely,230,3,3,1,405,3,Male,54,3,1,3,1420,25233,1,No,13,3,3,80,0,0,2,3,0,0,0,0
297,Travel_Rarely,1232,16,3,1,406,3,Male,96,3,3,2,8020,5100,0,No,15,3,3,80,2,12,3,2,11,9,6,9
298,Travel_Frequently,566,18,4,1,407,3,Male,81,4,1,4,3688,7122,4,No,18,3,4,80,2,4,2,3,1,0,0,0
299,Travel_Rarely,1302,2,3,1,408,4,Male,84,1,2,2,5482,16321,5,No,18,3,4,80,1,13,3,3,4,1,1,2
300,Travel_Rarely,334,2,4,1,410,4,Male,88,3,4,2,16015,15896,1,No,19,3,2,80,0,22,2,3,22,10,0,4
301,Travel_Rarely,812,10,3,1,411,4,Female,69,2,1,3,1200,9724,1,No,12,3,1,80,0,0,2,3,0,0,0,0
302,Travel_Rarely,1476,16,2,1,412,2,Male,68,4,2,1,5661,4824,0,No,19,3,3,80,0,9,2,3,8,3,0,7
303,Travel_Rarely,218,7,3,1,416,2,Male,100,4,2,4,6929,12241,4,No,11,3,2,80,1,10,3,2,8,7,7,7
304,Travel_Rarely,1132,1,3,1,417,3,Male,48,4,3,4,9613,10942,0,No,17,3,1,80,3,19,5,2,18,10,3,7
305,Non-Travel,1105,24,4,1,419,2,Female,47,3,2,2,5674,6927,7,No,15,3,3,80,1,11,3,3,9,8,0,8
306,Travel_Rarely,906,7,3,1,420,4,Male,91,2,2,3,5484,16985,1,No,14,3,3,80,1,13,3,2,13,8,4,8
307,Travel_Rarely,849,25,2,1,421,1,Female,81,2,3,2,12061,26707,3,No,17,3,3,80,1,19,2,3,10,8,0,1
308,Non-Travel,390,1,4,1,422,4,Male,32,1,2,3,5660,17056,2,Yes,13,3,4,80,1,12,2,3,5,3,1,2
309,Travel_Rarely,691,5,4,1,423,3,Male,86,3,1,4,4821,10077,0,Yes,12,3,3,80,1,6,4,3,5,2,0,3
310,Travel_Rarely,106,2,3,1,424,1,Male,62,2,2,1,6410,17822,3,No,12,3,4,80,0,9,1,3,2,2,1,0
311,Travel_Frequently,1249,7,3,1,425,1,Male,97,3,3,1,5210,20308,1,No,18,3,1,80,1,24,2,3,24,9,9,11
312,Travel_Rarely,192,2,4,1,426,3,Male,32,3,1,4,2695,7747,0,Yes,18,3,2,80,1,3,2,1,2,2,2,2
313,Travel_Frequently,553,5,4,1,428,4,Female,74,3,3,2,11878,23364,6,No,11,3,2,80,2,12,2,3,10,6,8,8
314,Travel_Rarely,117,10,1,1,429,3,Male,99,3,4,1,17068,5355,1,Yes,14,3,4,80,0,21,3,3,21,9,11,10
315,Travel_Frequently,185,10,4,1,430,3,Female,33,3,1,4,2455,10675,0,No,19,3,1,80,0,9,5,3,8,7,1,7
316,Travel_Rarely,1091,1,2,1,431,3,Female,90,2,4,3,13964,17810,7,Yes,12,3,4,80,0,25,2,3,7,1,0,7
317,Travel_Rarely,723,8,4,1,433,3,Male,85,2,2,2,4941,17747,2,No,15,3,1,80,0,11,3,2,8,2,7,7
318,Travel_Rarely,1220,5,3,1,434,3,Female,85,3,1,2,2478,20938,1,Yes,12,3,2,80,0,4,2,2,4,3,1,2
319,Travel_Rarely,588,8,2,1,436,3,Female,65,2,2,2,5228,24624,1,Yes,11,3,4,80,0,13,2,3,13,12,11,9
320,Travel_Rarely,1377,2,3,1,437,4,Male,74,3,2,3,4478,5242,1,Yes,11,3,1,80,0,5,3,3,5,4,0,4
321,Travel_Rarely,691,7,3,1,438,4,Male,73,3,2,4,7547,7143,4,No,12,3,4,80,3,13,3,3,7,7,1,7
322,Travel_Rarely,1018,2,4,1,439,1,Female,74,4,2,4,5055,10557,7,No,16,3,3,80,0,10,0,2,7,7,0,7
323,Travel_Rarely,1157,2,4,1,440,1,Male,84,1,1,4,3464,24737,5,Yes,13,3,4,80,0,5,4,2,3,2,2,2
324,Travel_Rarely,1275,28,2,1,441,4,Female,64,3,2,4,5775,11934,1,No,13,3,4,80,2,11,2,3,10,8,1,9
325,Travel_Frequently,798,7,2,1,442,3,Female,48,2,3,3,8943,14034,1,No,24,4,1,80,1,10,2,3,10,9,8,9
326,Travel_Frequently,672,7,2,1,444,3,Male,54,2,5,4,19272,21141,1,No,15,3,1,80,1,21,2,3,21,9,13,3
327,Travel_Rarely,1162,3,2,1,445,4,Female,41,3,2,3,5238,17778,4,Yes,18,3,1,80,0,12,3,2,1,0,0,0
328,Travel_Frequently,508,10,3,1,446,2,Male,46,2,2,4,4682,4317,3,No,14,3,3,80,0,9,6,2,7,7,0,1
329,Travel_Rarely,1482,5,5,1,447,4,Male,42,3,5,3,18300,16375,4,No,11,3,2,80,1,21,2,3,3,2,1,1
330,Travel_Frequently,559,10,4,1,448,3,Female,82,2,2,3,5257,6227,1,No,11,3,2,80,1,9,3,4,9,7,0,0
331,Non-Travel,210,1,1,1,449,3,Male,73,3,2,2,6349,22107,0,Yes,13,3,4,80,1,6,0,3,5,4,1,4
332,Travel_Frequently,928,20,4,1,450,4,Female,31,3,2,3,4869,16885,3,No,12,3,4,80,0,20,4,2,4,3,0,3
333,Travel_Rarely,1001,7,3,1,451,3,Female,43,3,3,1,9985,9262,8,No,16,3,1,80,1,10,1,2,1,0,0,0
334,Travel_Rarely,549,8,4,1,452,4,Male,75,3,2,4,3697,9278,9,No,14,3,1,80,2,12,3,3,10,9,9,8
335,Travel_Rarely,1124,1,2,1,453,2,Male,57,1,2,4,7457,13273,2,Yes,22,4,3,80,3,6,2,2,4,3,0,2
336,Travel_Rarely,318,8,4,1,454,2,Male,77,1,1,1,2119,4759,1,Yes,11,3,4,80,0,7,4,2,7,7,0,7
337,Travel_Rarely,738,9,5,1,455,2,Male,30,2,1,4,3983,7621,0,No,17,3,3,80,0,4,2,3,3,2,2,2
338,Travel_Rarely,570,5,3,1,456,4,Female,30,2,2,3,6118,5431,1,No,13,3,3,80,3,10,2,3,10,9,1,2
339,Travel_Rarely,1130,8,4,1,458,2,Female,56,3,2,2,6214,3415,1,No,18,3,1,80,1,8,3,3,8,7,0,7
340,Travel_Rarely,1192,5,2,1,460,4,Male,61,3,2,4,6347,23177,7,No,16,3,3,80,2,8,2,2,6,2,0,4
341,Travel_Rarely,343,15,2,1,461,3,Male,92,2,3,4,11510,15682,0,Yes,14,3,2,80,1,12,3,3,11,10,2,9
342,Travel_Rarely,1232,7,4,1,462,3,Female,39,3,3,4,7143,25713,1,Yes,14,3,3,80,0,11,2,2,11,9,4,10
343,Travel_Rarely,144,10,1,1,463,4,Female,39,2,2,2,8268,11866,1,Yes,14,3,1,80,2,7,2,3,7,7,1,7
344,Travel_Rarely,1296,5,4,1,464,3,Male,62,3,3,2,8095,18264,0,No,13,3,4,80,0,17,5,3,16,6,0,13
345,Travel_Rarely,1309,26,1,1,465,3,Male,83,3,1,4,2904,16092,1,No,12,3,3,80,2,4,2,2,4,2,0,2
346,Travel_Rarely,483,6,3,1,466,4,Male,95,2,2,2,6032,10110,6,Yes,15,3,4,80,0,8,3,3,5,4,1,2
347,Travel_Frequently,1309,4,1,1,467,2,Male,99,3,2,3,2976,25751,3,No,19,3,1,80,0,5,3,3,0,0,0,0
348,Travel_Rarely,810,23,5,1,468,1,Female,44,3,4,4,15992,15901,2,No,14,3,2,80,0,16,2,3,1,0,0,0
349,Non-Travel,746,2,3,1,469,4,Male,61,3,2,3,4649,16928,1,No,14,3,1,80,1,4,3,2,4,3,0,2
350,Travel_Rarely,544,2,1,1,470,3,Male,52,3,1,3,2696,24017,0,Yes,11,3,3,80,1,4,5,3,3,2,1,0
351,Travel_Rarely,1062,2,3,1,471,3,Female,75,3,1,2,2370,3956,1,No,13,3,3,80,1,8,4,3,8,0,0,7
352,Travel_Rarely,530,29,1,1,473,1,Female,91,3,3,3,12504,23978,3,No,21,4,2,80,1,15,3,1,0,0,0,0
353,Travel_Rarely,1319,6,3,1,474,3,Male,51,4,2,1,5974,17001,4,Yes,13,3,1,80,2,13,2,3,7,7,6,7
354,Non-Travel,641,25,2,1,475,4,Female,85,3,2,3,4736,6069,7,Yes,12,3,2,80,1,4,2,4,2,2,2,2
355,Travel_Rarely,933,1,3,1,476,3,Male,57,3,2,3,5296,20156,1,No,17,3,2,80,1,8,3,3,8,7,7,7
356,Travel_Rarely,1332,2,4,1,477,1,Male,98,2,2,4,6781,17078,3,No,23,4,2,80,0,14,6,3,1,0,0,0
357,Travel_Frequently,756,1,1,1,478,1,Female,99,2,1,2,2174,9150,1,Yes,11,3,3,80,0,3,3,3,3,2,1,2
358,Non-Travel,845,1,5,1,479,4,Female,45,3,2,4,6653,15276,4,No,15,3,2,80,0,7,6,3,1,0,0,0
359,Travel_Frequently,541,3,4,1,481,1,Male,48,2,3,4,9699,7246,4,No,11,3,1,80,1,16,2,3,13,9,1,12
360,Travel_Rarely,593,1,4,1,482,4,Male,88,3,2,3,6755,2967,2,No,11,3,3,80,0,15,2,3,3,2,1,2
361,Travel_Rarely,1171,10,4,1,483,4,Female,46,4,1,3,2213,22495,3,Yes,13,3,3,80,1,10,3,3,7,7,1,7
362,Non-Travel,895,9,2,1,484,1,Male,39,3,1,4,2610,2851,1,No,24,4,3,80,0,3,3,2,3,2,2,2
363,Travel_Rarely,350,5,3,1,485,4,Female,34,3,1,3,2851,9150,1,Yes,13,3,2,80,0,1,2,3,1,0,0,0
364,Travel_Rarely,921,10,3,1,486,3,Female,98,3,1,1,3452,17663,6,No,20,4,2,80,1,17,3,3,5,4,0,3
365,Non-Travel,1144,7,4,1,487,3,Female,30,3,2,3,5258,16044,2,No,14,3,3,80,0,7,2,4,1,0,0,0
366,Travel_Frequently,143,4,3,1,488,1,Male,56,3,2,2,9355,9558,1,No,18,3,3,80,0,8,5,3,8,7,7,7
367,Travel_Rarely,1046,10,3,1,491,4,Male,100,2,3,4,10496,2755,6,No,15,3,4,80,0,20,2,3,4,3,1,3
368,Travel_Rarely,575,22,2,1,492,3,Male,68,2,2,3,6380,6110,2,Yes,12,3,1,80,2,8,6,3,6,4,1,0
369,Travel_Rarely,408,9,4,1,493,3,Male,42,2,1,2,2657,7551,0,Yes,16,3,4,80,0,3,5,3,2,2,2,2
370,Travel_Rarely,156,12,3,1,494,3,Female,90,4,1,2,2716,25422,1,No,15,3,4,80,0,1,0,3,1,0,0,0
371,Travel_Rarely,1283,23,3,1,495,4,Male,54,3,1,4,2201,18168,9,No,16,3,4,80,0,6,4,3,3,2,1,2
372,Travel_Rarely,755,9,4,1,496,3,Male,97,2,2,2,6540,19394,9,No,19,3,3,80,0,10,5,3,1,1,0,0
373,Travel_Rarely,1469,1,2,1,497,4,Male,82,3,1,2,3816,17881,1,No,11,3,2,80,1,5,2,3,5,2,0,4
374,Travel_Rarely,304,9,4,1,498,2,Male,92,3,2,4,5253,20750,1,No,16,3,4,80,0,7,1,3,7,5,0,7
375,Travel_Rarely,1261,7,3,1,499,2,Male,31,2,3,3,10965,12066,8,No,24,4,3,80,0,26,2,3,5,2,0,0
376,Travel_Rarely,1178,14,2,1,500,3,Female,87,3,2,4,4936,14862,4,No,11,3,3,80,1,18,2,2,7,7,0,7
377,Travel_Rarely,329,2,3,1,501,4,Female,96,3,1,3,2543,11868,4,No,13,3,2,80,1,6,3,3,2,2,2,2
378,Non-Travel,1362,19,3,1,502,1,Male,67,4,2,4,5304,4652,8,Yes,13,3,2,80,0,9,3,2,5,2,0,4
379,Travel_Rarely,1311,2,3,1,505,3,Female,97,3,4,4,16659,23258,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2
380,Travel_Rarely,1371,10,4,1,507,4,Female,77,3,2,3,4260,5915,1,Yes,12,3,4,80,1,5,2,4,5,2,0,3
381,Travel_Rarely,202,2,1,1,508,3,Male,72,3,1,2,2476,17434,1,No,18,3,1,80,1,1,3,3,1,0,0,0
382,Travel_Frequently,575,3,1,1,510,3,Male,73,3,1,1,3102,6582,0,No,22,4,3,80,0,7,2,3,6,4,0,4
383,Travel_Rarely,253,11,3,1,511,1,Female,43,3,1,2,2244,24440,1,No,13,3,4,80,1,2,1,3,2,1,1,2
384,Travel_Rarely,164,2,2,1,513,2,Male,61,2,3,3,7596,3809,1,No,13,3,2,80,2,10,2,3,10,9,9,0
385,Travel_Frequently,464,4,3,1,514,3,Male,40,3,1,4,2285,3427,9,Yes,23,4,3,80,0,3,4,3,1,0,0,0
386,Travel_Rarely,1107,14,3,1,515,4,Female,95,3,1,1,3034,26914,1,No,12,3,3,80,1,18,2,2,18,7,12,17
387,Travel_Rarely,759,2,2,1,516,4,Female,46,3,2,2,5715,22553,7,No,12,3,3,80,2,8,5,3,5,4,1,3
388,Travel_Rarely,201,1,4,1,517,2,Female,95,3,1,1,2576,20490,3,No,16,3,2,80,1,8,5,3,5,2,1,2
389,Travel_Rarely,1305,10,4,1,518,3,Male,49,3,2,2,4197,21123,2,Yes,12,3,4,80,0,18,2,2,1,0,0,1
390,Travel_Rarely,982,12,3,1,520,1,Male,59,2,4,2,14336,4345,1,No,11,3,3,80,1,25,3,3,25,10,3,9
391,Travel_Rarely,555,2,3,1,521,2,Female,78,2,2,3,3448,13436,6,No,22,4,2,80,1,20,3,3,1,0,0,0
392,Travel_Rarely,821,5,2,1,522,1,Male,86,3,5,1,19406,8509,4,No,11,3,3,80,1,24,4,2,4,2,1,2
393,Non-Travel,1381,4,4,1,523,3,Female,72,3,2,3,6538,12740,9,No,15,3,1,80,1,6,3,3,3,2,1,2
394,Travel_Rarely,480,7,2,1,524,2,Female,31,3,2,1,4306,4156,1,No,12,3,2,80,1,13,5,1,13,10,3,12
395,Travel_Frequently,313,21,3,1,525,4,Male,61,3,1,4,2258,15238,7,No,20,4,1,80,1,8,1,3,3,2,1,2
