,Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Galzing Area,Glazing Area Distribution,Heating Load,Cooling Load
330,0.64,784.0,343.0,220.5,3.5,4.0,0.25,1.0,17.52,21.09
331,0.64,784.0,343.0,220.5,3.5,5.0,0.25,1.0,17.37,21.08
332,0.62,808.5,367.5,220.5,3.5,2.0,0.25,1.0,15.09,15.77
333,0.62,808.5,367.5,220.5,3.5,3.0,0.25,1.0,15.12,15.95
334,0.62,808.5,367.5,220.5,3.5,4.0,0.25,1.0,15.08,15.77
335,0.62,808.5,367.5,220.5,3.5,5.0,0.25,1.0,15.16,15.76
336,0.98,514.5,294.0,110.25,7.0,2.0,0.25,2.0,28.67,29.62
337,0.98,514.5,294.0,110.25,7.0,3.0,0.25,2.0,28.57,29.69
338,0.98,514.5,294.0,110.25,7.0,4.0,0.25,2.0,28.18,30.18
339,0.98,514.5,294.0,110.25,7.0,5.0,0.25,2.0,28.6,30.02
340,0.9,563.5,318.5,122.5,7.0,2.0,0.25,2.0,32.46,35.56
341,0.9,563.5,318.5,122.5,7.0,3.0,0.25,2.0,33.27,32.64
342,0.9,563.5,318.5,122.5,7.0,4.0,0.25,2.0,32.33,32.77
343,0.9,563.5,318.5,122.5,7.0,5.0,0.25,2.0,31.66,37.72
344,0.86,588.0,294.0,147.0,7.0,2.0,0.25,2.0,29.34,33.37
345,0.86,588.0,294.0,147.0,7.0,3.0,0.25,2.0,29.87,27.89
346,0.86,588.0,294.0,147.0,7.0,4.0,0.25,2.0,29.27,29.9
347,0.86,588.0,294.0,147.0,7.0,5.0,0.25,2.0,28.4,34.52
348,0.82,612.5,318.5,147.0,7.0,2.0,0.25,2.0,25.74,28.27
349,0.82,612.5,318.5,147.0,7.0,3.0,0.25,2.0,25.98,26.96
350,0.82,612.5,318.5,147.0,7.0,4.0,0.25,2.0,25.38,26.72
351,0.82,612.5,318.5,147.0,7.0,5.0,0.25,2.0,24.94,29.88
352,0.79,637.0,343.0,147.0,7.0,2.0,0.25,2.0,38.57,43.86
353,0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,40.19,37.41
354,0.79,637.0,343.0,147.0,7.0,4.0,0.25,2.0,39.97,36.77
355,0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,38.98,45.97
356,0.76,661.5,416.5,122.5,7.0,2.0,0.25,2.0,36.95,36.87
357,0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,36.28,37.35
358,0.76,661.5,416.5,122.5,7.0,4.0,0.25,2.0,36.86,37.28
359,0.76,661.5,416.5,122.5,7.0,5.0,0.25,2.0,36.45,36.81
360,0.74,686.0,245.0,220.5,3.5,2.0,0.25,2.0,12.35,14.73
361,0.74,686.0,245.0,220.5,3.5,3.0,0.25,2.0,12.45,15.1
362,0.74,686.0,245.0,220.5,3.5,4.0,0.25,2.0,12.16,15.18
363,0.74,686.0,245.0,220.5,3.5,5.0,0.25,2.0,12.3,15.44
364,0.71,710.5,269.5,220.5,3.5,2.0,0.25,2.0,12.33,14.91
365,0.71,710.5,269.5,220.5,3.5,3.0,0.25,2.0,12.29,15.4
366,0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,12.2,14.94
367,0.71,710.5,269.5,220.5,3.5,5.0,0.25,2.0,12.49,15.32
368,0.69,735.0,294.0,220.5,3.5,2.0,0.25,2.0,12.85,15.52
369,0.69,735.0,294.0,220.5,3.5,3.0,0.25,2.0,12.87,15.85
370,0.69,735.0,294.0,220.5,3.5,4.0,0.25,2.0,12.73,15.66
371,0.69,735.0,294.0,220.5,3.5,5.0,0.25,2.0,12.95,15.99
372,0.66,759.5,318.5,220.5,3.5,2.0,0.25,2.0,13.05,15.89
373,0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,12.93,15.85
374,0.66,759.5,318.5,220.5,3.5,4.0,0.25,2.0,12.77,16.22
375,0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,13.0,15.87
376,0.64,784.0,343.0,220.5,3.5,2.0,0.25,2.0,17.14,20.47
377,0.64,784.0,343.0,220.5,3.5,3.0,0.25,2.0,16.84,20.56
378,0.64,784.0,343.0,220.5,3.5,4.0,0.25,2.0,17.02,20.48
379,0.64,784.0,343.0,220.5,3.5,5.0,0.25,2.0,17.11,20.43
380,0.62,808.5,367.5,220.5,3.5,2.0,0.25,2.0,14.34,15.32
381,0.62,808.5,367.5,220.5,3.5,3.0,0.25,2.0,14.66,15.64
382,0.62,808.5,367.5,220.5,3.5,4.0,0.25,2.0,14.6,15.14
383,0.62,808.5,367.5,220.5,3.5,5.0,0.25,2.0,14.6,15.3
384,0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.0,28.67,29.43
385,0.98,514.5,294.0,110.25,7.0,3.0,0.25,3.0,28.56,29.78
386,0.98,514.5,294.0,110.25,7.0,4.0,0.25,3.0,28.17,30.1
387,0.98,514.5,294.0,110.25,7.0,5.0,0.25,3.0,28.63,30.19
388,0.9,563.5,318.5,122.5,7.0,2.0,0.25,3.0,31.63,36.35
389,0.9,563.5,318.5,122.5,7.0,3.0,0.25,3.0,32.4,35.1
390,0.9,563.5,318.5,122.5,7.0,4.0,0.25,3.0,32.68,32.83
391,0.9,563.5,318.5,122.5,7.0,5.0,0.25,3.0,32.29,32.46
392,0.86,588.0,294.0,147.0,7.0,2.0,0.25,3.0,28.4,33.52
393,0.86,588.0,294.0,147.0,7.0,3.0,0.25,3.0,29.4,32.93
394,0.86,588.0,294.0,147.0,7.0,4.0,0.25,3.0,29.43,28.38
395,0.86,588.0,294.0,147.0,7.0,5.0,0.25,3.0,29.07,29.82
396,0.82,612.5,318.5,147.0,7.0,2.0,0.25,3.0,24.7,28.77
397,0.82,612.5,318.5,147.0,7.0,3.0,0.25,3.0,25.48,27.76
398,0.82,612.5,318.5,147.0,7.0,4.0,0.25,3.0,25.37,26.95
399,0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,25.17,26.41
400,0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,39.04,45.13
401,0.79,637.0,343.0,147.0,7.0,3.0,0.25,3.0,38.35,43.66
402,0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,39.81,37.76
403,0.79,637.0,343.0,147.0,7.0,5.0,0.25,3.0,39.83,36.87
404,0.76,661.5,416.5,122.5,7.0,2.0,0.25,3.0,35.99,36.07
405,0.76,661.5,416.5,122.5,7.0,3.0,0.25,3.0,36.59,36.44
406,0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,35.64,37.28
407,0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,36.52,37.29
408,0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,11.8,14.49
409,0.74,686.0,245.0,220.5,3.5,3.0,0.25,3.0,12.03,13.79
410,0.74,686.0,245.0,220.5,3.5,4.0,0.25,3.0,11.98,14.72
411,0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,11.69,14.76
412,0.71,710.5,269.5,220.5,3.5,2.0,0.25,3.0,12.41,14.92
413,0.71,710.5,269.5,220.5,3.5,3.0,0.25,3.0,12.28,14.74
414,0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,12.1,15.57
415,0.71,710.5,269.5,220.5,3.5,5.0,0.25,3.0,12.19,14.94
416,0.69,735.0,294.0,220.5,3.5,2.0,0.25,3.0,12.34,14.92
417,0.69,735.0,294.0,220.5,3.5,3.0,0.25,3.0,12.46,14.38
418,0.69,735.0,294.0,220.5,3.5,4.0,0.25,3.0,12.31,15.44
419,0.69,735.0,294.0,220.5,3.5,5.0,0.25,3.0,12.12,15.17
420,0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,12.97,15.53
421,0.66,759.5,318.5,220.5,3.5,3.0,0.25,3.0,13.01,15.8
422,0.66,759.5,318.5,220.5,3.5,4.0,0.25,3.0,12.74,16.14
423,0.66,759.5,318.5,220.5,3.5,5.0,0.25,3.0,12.84,16.26
424,0.64,784.0,343.0,220.5,3.5,2.0,0.25,3.0,16.83,19.87
425,0.64,784.0,343.0,220.5,3.5,3.0,0.25,3.0,16.93,20.03
426,0.64,784.0,343.0,220.5,3.5,4.0,0.25,3.0,16.66,20.46
427,0.64,784.0,343.0,220.5,3.5,5.0,0.25,3.0,16.86,20.28
428,0.62,808.5,367.5,220.5,3.5,2.0,0.25,3.0,13.91,14.89
429,0.62,808.5,367.5,220.5,3.5,3.0,0.25,3.0,14.34,14.96
430,0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,13.95,14.89
431,0.62,808.5,367.5,220.5,3.5,5.0,0.25,3.0,13.99,14.35
432,0.98,514.5,294.0,110.25,7.0,2.0,0.25,4.0,28.7,29.61
433,0.98,514.5,294.0,110.25,7.0,3.0,0.25,4.0,28.55,29.59
434,0.98,514.5,294.0,110.25,7.0,4.0,0.25,4.0,28.15,30.19
435,0.98,514.5,294.0,110.25,7.0,5.0,0.25,4.0,28.62,30.12
436,0.9,563.5,318.5,122.5,7.0,2.0,0.25,4.0,32.67,32.12
437,0.9,563.5,318.5,122.5,7.0,3.0,0.25,4.0,31.69,37.12
438,0.9,563.5,318.5,122.5,7.0,4.0,0.25,4.0,32.07,36.16
439,0.9,563.5,318.5,122.5,7.0,5.0,0.25,4.0,33.28,33.16
440,0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.0,29.47,29.45
441,0.86,588.0,294.0,147.0,7.0,3.0,0.25,4.0,28.42,34.19
442,0.86,588.0,294.0,147.0,7.0,4.0,0.25,4.0,29.08,33.93
443,0.86,588.0,294.0,147.0,7.0,5.0,0.25,4.0,29.88,28.31
444,0.82,612.5,318.5,147.0,7.0,2.0,0.25,4.0,25.66,26.3
445,0.82,612.5,318.5,147.0,7.0,3.0,0.25,4.0,24.96,29.43
446,0.82,612.5,318.5,147.0,7.0,4.0,0.25,4.0,25.43,28.76
447,0.82,612.5,318.5,147.0,7.0,5.0,0.25,4.0,26.0,27.34
448,0.79,637.0,343.0,147.0,7.0,2.0,0.25,4.0,40.0,36.26
449,0.79,637.0,343.0,147.0,7.0,3.0,0.25,4.0,38.84,45.48
450,0.79,637.0,343.0,147.0,7.0,4.0,0.25,4.0,38.33,44.16
451,0.79,637.0,343.0,147.0,7.0,5.0,0.25,4.0,40.12,37.26
452,0.76,661.5,416.5,122.5,7.0,2.0,0.25,4.0,36.95,37.2
453,0.76,661.5,416.5,122.5,7.0,3.0,0.25,4.0,36.45,36.76
454,0.76,661.5,416.5,122.5,7.0,4.0,0.25,4.0,36.81,37.05
455,0.76,661.5,416.5,122.5,7.0,5.0,0.25,4.0,36.26,37.51
456,0.74,686.0,245.0,220.5,3.5,2.0,0.25,4.0,12.32,14.92
457,0.74,686.0,245.0,220.5,3.5,3.0,0.25,4.0,12.3,15.24
458,0.74,686.0,245.0,220.5,3.5,4.0,0.25,4.0,12.18,15.03
459,0.74,686.0,245.0,220.5,3.5,5.0,0.25,4.0,12.43,15.35
460,0.71,710.5,269.5,220.5,3.5,2.0,0.25,4.0,12.36,14.67
461,0.71,710.5,269.5,220.5,3.5,3.0,0.25,4.0,12.49,15.09
462,0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,12.17,15.2
463,0.71,710.5,269.5,220.5,3.5,5.0,0.25,4.0,12.28,15.64
464,0.69,735.0,294.0,220.5,3.5,2.0,0.25,4.0,12.91,15.37
465,0.69,735.0,294.0,220.5,3.5,3.0,0.25,4.0,12.95,15.73
466,0.69,735.0,294.0,220.5,3.5,4.0,0.25,4.0,12.67,15.83
467,0.69,735.0,294.0,220.5,3.5,5.0,0.25,4.0,12.86,16.13
468,0.66,759.5,318.5,220.5,3.5,2.0,0.25,4.0,12.95,15.95
469,0.66,759.5,318.5,220.5,3.5,3.0,0.25,4.0,13.0,15.59
470,0.66,759.5,318.5,220.5,3.5,4.0,0.25,4.0,12.86,16.17
471,0.66,759.5,318.5,220.5,3.5,5.0,0.25,4.0,12.92,16.14
472,0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,16.99,19.65
473,0.64,784.0,343.0,220.5,3.5,3.0,0.25,4.0,16.69,19.76
474,0.64,784.0,343.0,220.5,3.5,4.0,0.25,4.0,16.56,20.37
475,0.64,784.0,343.0,220.5,3.5,5.0,0.25,4.0,16.62,19.9
476,0.62,808.5,367.5,220.5,3.5,2.0,0.25,4.0,14.33,15.41
477,0.62,808.5,367.5,220.5,3.5,3.0,0.25,4.0,14.61,15.56
478,0.62,808.5,367.5,220.5,3.5,4.0,0.25,4.0,14.61,15.07
479,0.62,808.5,367.5,220.5,3.5,5.0,0.25,4.0,14.65,15.38
480,0.98,514.5,294.0,110.25,7.0,2.0,0.25,5.0,28.69,29.53
481,0.98,514.5,294.0,110.25,7.0,3.0,0.25,5.0,28.58,29.77
482,0.98,514.5,294.0,110.25,7.0,4.0,0.25,5.0,28.15,30.0
483,0.98,514.5,294.0,110.25,7.0,5.0,0.25,5.0,28.61,30.2
484,0.9,563.5,318.5,122.5,7.0,2.0,0.25,5.0,33.13,32.25
485,0.9,563.5,318.5,122.5,7.0,3.0,0.25,5.0,32.31,32.0
486,0.9,563.5,318.5,122.5,7.0,4.0,0.25,5.0,31.53,37.19
487,0.9,563.5,318.5,122.5,7.0,5.0,0.25,5.0,32.46,35.62
488,0.86,588.0,294.0,147.0,7.0,2.0,0.25,5.0,29.71,28.02
489,0.86,588.0,294.0,147.0,7.0,3.0,0.25,5.0,29.09,29.43
490,0.86,588.0,294.0,147.0,7.0,4.0,0.25,5.0,28.31,34.15
491,0.86,588.0,294.0,147.0,7.0,5.0,0.25,5.0,29.39,33.47
492,0.82,612.5,318.5,147.0,7.0,2.0,0.25,5.0,25.7,26.53
493,0.82,612.5,318.5,147.0,7.0,3.0,0.25,5.0,25.17,26.08
494,0.82,612.5,318.5,147.0,7.0,4.0,0.25,5.0,24.6,29.31
495,0.82,612.5,318.5,147.0,7.0,5.0,0.25,5.0,25.49,28.14
496,0.79,637.0,343.0,147.0,7.0,2.0,0.25,5.0,39.89,37.54
497,0.79,637.0,343.0,147.0,7.0,3.0,0.25,5.0,39.83,36.66
498,0.79,637.0,343.0,147.0,7.0,4.0,0.25,5.0,39.01,45.28
499,0.79,637.0,343.0,147.0,7.0,5.0,0.25,5.0,38.65,43.73
500,0.76,661.5,416.5,122.5,7.0,2.0,0.25,5.0,35.69,36.93
501,0.76,661.5,416.5,122.5,7.0,3.0,0.25,5.0,36.64,37.01
502,0.76,661.5,416.5,122.5,7.0,4.0,0.25,5.0,36.06,35.73
503,0.76,661.5,416.5,122.5,7.0,5.0,0.25,5.0,36.7,36.15
504,0.74,686.0,245.0,220.5,3.5,2.0,0.25,5.0,12.12,14.48
505,0.74,686.0,245.0,220.5,3.5,3.0,0.25,5.0,11.67,14.58
506,0.74,686.0,245.0,220.5,3.5,4.0,0.25,5.0,11.64,14.81
507,0.74,686.0,245.0,220.5,3.5,5.0,0.25,5.0,12.02,14.03
508,0.71,710.5,269.5,220.5,3.5,2.0,0.25,5.0,12.27,15.27
509,0.71,710.5,269.5,220.5,3.5,3.0,0.25,5.0,12.19,14.71
510,0.71,710.5,269.5,220.5,3.5,4.0,0.25,5.0,12.25,15.23
511,0.71,710.5,269.5,220.5,3.5,5.0,0.25,5.0,12.27,14.97
512,0.69,735.0,294.0,220.5,3.5,2.0,0.25,5.0,12.47,15.14
513,0.69,735.0,294.0,220.5,3.5,3.0,0.25,5.0,12.12,14.97
514,0.69,735.0,294.0,220.5,3.5,4.0,0.25,5.0,12.18,15.22
515,0.69,735.0,294.0,220.5,3.5,5.0,0.25,5.0,12.47,14.6
516,0.66,759.5,318.5,220.5,3.5,2.0,0.25,5.0,12.93,15.83
517,0.66,759.5,318.5,220.5,3.5,3.0,0.25,5.0,12.82,16.03
518,0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,12.78,15.8
519,0.66,759.5,318.5,220.5,3.5,5.0,0.25,5.0,13.02,16.06
520,0.64,784.0,343.0,220.5,3.5,2.0,0.25,5.0,16.73,20.13
521,0.64,784.0,343.0,220.5,3.5,3.0,0.25,5.0,16.86,20.01
522,0.64,784.0,343.0,220.5,3.5,4.0,0.25,5.0,16.76,20.19
523,0.64,784.0,343.0,220.5,3.5,5.0,0.25,5.0,16.92,20.29
524,0.62,808.5,367.5,220.5,3.5,2.0,0.25,5.0,13.68,15.19
525,0.62,808.5,367.5,220.5,3.5,3.0,0.25,5.0,13.99,14.61
526,0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,14.16,14.61
527,0.62,808.5,367.5,220.5,3.5,5.0,0.25,5.0,13.86,14.75
528,0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,32.26,33.37
529,0.98,514.5,294.0,110.25,7.0,3.0,0.4,1.0,32.26,33.34
530,0.98,514.5,294.0,110.25,7.0,4.0,0.4,1.0,32.49,32.83
531,0.98,514.5,294.0,110.25,7.0,5.0,0.4,1.0,32.53,33.04
532,0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,36.47,39.28
533,0.9,563.5,318.5,122.5,7.0,3.0,0.4,1.0,37.24,36.38
534,0.9,563.5,318.5,122.5,7.0,4.0,0.4,1.0,36.66,35.92
535,0.9,563.5,318.5,122.5,7.0,5.0,0.4,1.0,35.96,40.99
536,0.86,588.0,294.0,147.0,7.0,2.0,0.4,1.0,31.89,35.99
537,0.86,588.0,294.0,147.0,7.0,3.0,0.4,1.0,32.39,30.66
538,0.86,588.0,294.0,147.0,7.0,4.0,0.4,1.0,32.09,31.7
539,0.86,588.0,294.0,147.0,7.0,5.0,0.4,1.0,31.29,36.73
540,0.82,612.5,318.5,147.0,7.0,2.0,0.4,1.0,29.22,31.71
541,0.82,612.5,318.5,147.0,7.0,3.0,0.4,1.0,29.91,29.13
542,0.82,612.5,318.5,147.0,7.0,4.0,0.4,1.0,29.53,28.99
543,0.82,612.5,318.5,147.0,7.0,5.0,0.4,1.0,28.65,33.54
544,0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,41.4,45.29
545,0.79,637.0,343.0,147.0,7.0,3.0,0.4,1.0,42.62,39.07
546,0.79,637.0,343.0,147.0,7.0,4.0,0.4,1.0,42.5,38.35
547,0.79,637.0,343.0,147.0,7.0,5.0,0.4,1.0,41.67,46.94
548,0.76,661.5,416.5,122.5,7.0,2.0,0.4,1.0,40.78,39.55
549,0.76,661.5,416.5,122.5,7.0,3.0,0.4,1.0,39.97,40.85
550,0.76,661.5,416.5,122.5,7.0,4.0,0.4,1.0,40.71,40.63
551,0.76,661.5,416.5,122.5,7.0,5.0,0.4,1.0,40.43,39.48
552,0.74,686.0,245.0,220.5,3.5,2.0,0.4,1.0,14.52,16.94
553,0.74,686.0,245.0,220.5,3.5,3.0,0.4,1.0,14.61,17.25
554,0.74,686.0,245.0,220.5,3.5,4.0,0.4,1.0,14.5,17.03
555,0.74,686.0,245.0,220.5,3.5,5.0,0.4,1.0,14.55,17.25
556,0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,14.51,17.1
557,0.71,710.5,269.5,220.5,3.5,3.0,0.4,1.0,14.6,17.51
558,0.71,710.5,269.5,220.5,3.5,4.0,0.4,1.0,14.5,17.12
559,0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,14.58,17.47
560,0.69,735.0,294.0,220.5,3.5,2.0,0.4,1.0,14.51,16.5
561,0.69,735.0,294.0,220.5,3.5,3.0,0.4,1.0,14.7,17.0
562,0.69,735.0,294.0,220.5,3.5,4.0,0.4,1.0,14.42,16.87
563,0.69,735.0,294.0,220.5,3.5,5.0,0.4,1.0,14.42,17.2
564,0.66,759.5,318.5,220.5,3.5,2.0,0.4,1.0,15.23,18.14
565,0.66,759.5,318.5,220.5,3.5,3.0,0.4,1.0,15.23,18.03
566,0.66,759.5,318.5,220.5,3.5,4.0,0.4,1.0,15.23,18.14
567,0.66,759.5,318.5,220.5,3.5,5.0,0.4,1.0,15.23,17.95
568,0.64,784.0,343.0,220.5,3.5,2.0,0.4,1.0,19.52,22.72
569,0.64,784.0,343.0,220.5,3.5,3.0,0.4,1.0,19.36,22.73
570,0.64,784.0,343.0,220.5,3.5,4.0,0.4,1.0,19.48,22.72
571,0.64,784.0,343.0,220.5,3.5,5.0,0.4,1.0,19.42,22.53
572,0.62,808.5,367.5,220.5,3.5,2.0,0.4,1.0,15.09,17.2
573,0.62,808.5,367.5,220.5,3.5,3.0,0.4,1.0,17.17,17.21
574,0.62,808.5,367.5,220.5,3.5,4.0,0.4,1.0,17.14,17.15
575,0.62,808.5,367.5,220.5,3.5,5.0,0.4,1.0,17.14,17.2
576,0.98,514.5,294.0,110.25,7.0,2.0,0.4,2.0,32.82,32.96
577,0.98,514.5,294.0,110.25,7.0,3.0,0.4,2.0,32.71,33.13
578,0.98,514.5,294.0,110.25,7.0,4.0,0.4,2.0,32.24,33.94
579,0.98,514.5,294.0,110.25,7.0,5.0,0.4,2.0,32.72,33.78
580,0.9,563.5,318.5,122.5,7.0,2.0,0.4,2.0,35.84,38.35
581,0.9,563.5,318.5,122.5,7.0,3.0,0.4,2.0,36.57,35.39
582,0.9,563.5,318.5,122.5,7.0,4.0,0.4,2.0,36.06,34.94
583,0.9,563.5,318.5,122.5,7.0,5.0,0.4,2.0,35.69,40.66
584,0.86,588.0,294.0,147.0,7.0,2.0,0.4,2.0,32.48,35.48
585,0.86,588.0,294.0,147.0,7.0,3.0,0.4,2.0,32.74,30.53
586,0.86,588.0,294.0,147.0,7.0,4.0,0.4,2.0,32.13,32.28
587,0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,31.64,36.86
588,0.82,612.5,318.5,147.0,7.0,2.0,0.4,2.0,28.95,30.34
589,0.82,612.5,318.5,147.0,7.0,3.0,0.4,2.0,29.49,27.93
590,0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,28.64,28.95
591,0.82,612.5,318.5,147.0,7.0,5.0,0.4,2.0,28.01,32.92
592,0.79,637.0,343.0,147.0,7.0,2.0,0.4,2.0,41.64,45.59
593,0.79,637.0,343.0,147.0,7.0,3.0,0.4,2.0,43.1,39.41
594,0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,42.74,38.84
595,0.79,637.0,343.0,147.0,7.0,5.0,0.4,2.0,41.92,48.03
596,0.76,661.5,416.5,122.5,7.0,2.0,0.4,2.0,40.78,39.48
597,0.76,661.5,416.5,122.5,7.0,3.0,0.4,2.0,40.15,40.4
598,0.76,661.5,416.5,122.5,7.0,4.0,0.4,2.0,40.57,40.47
599,0.76,661.5,416.5,122.5,7.0,5.0,0.4,2.0,40.42,39.7
600,0.74,686.0,245.0,220.5,3.5,2.0,0.4,2.0,14.54,16.43
601,0.74,686.0,245.0,220.5,3.5,3.0,0.4,2.0,14.45,16.93
602,0.74,686.0,245.0,220.5,3.5,4.0,0.4,2.0,14.18,16.99
603,0.74,686.0,245.0,220.5,3.5,5.0,0.4,2.0,14.5,17.03
604,0.71,710.5,269.5,220.5,3.5,2.0,0.4,2.0,14.7,16.77
605,0.71,710.5,269.5,220.5,3.5,3.0,0.4,2.0,14.66,17.37
606,0.71,710.5,269.5,220.5,3.5,4.0,0.4,2.0,14.4,17.27
607,0.71,710.5,269.5,220.5,3.5,5.0,0.4,2.0,14.71,17.51
608,0.69,735.0,294.0,220.5,3.5,2.0,0.4,2.0,14.75,16.44
609,0.69,735.0,294.0,220.5,3.5,3.0,0.4,2.0,14.71,17.01
610,0.69,735.0,294.0,220.5,3.5,4.0,0.4,2.0,14.33,17.23
611,0.69,735.0,294.0,220.5,3.5,5.0,0.4,2.0,14.62,17.22
612,0.66,759.5,318.5,220.5,3.5,2.0,0.4,2.0,15.34,17.85
613,0.66,759.5,318.5,220.5,3.5,3.0,0.4,2.0,15.29,17.89
614,0.66,759.5,318.5,220.5,3.5,4.0,0.4,2.0,15.09,18.36
615,0.66,759.5,318.5,220.5,3.5,5.0,0.4,2.0,15.3,18.15
616,0.64,784.0,343.0,220.5,3.5,2.0,0.4,2.0,19.2,21.72
617,0.64,784.0,343.0,220.5,3.5,3.0,0.4,2.0,18.88,22.07
618,0.64,784.0,343.0,220.5,3.5,4.0,0.4,2.0,18.9,22.09
619,0.64,784.0,343.0,220.5,3.5,5.0,0.4,2.0,19.12,21.93
620,0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,16.76,17.36
621,0.62,808.5,367.5,220.5,3.5,3.0,0.4,2.0,17.23,17.38
622,0.62,808.5,367.5,220.5,3.5,4.0,0.4,2.0,17.26,16.86
623,0.62,808.5,367.5,220.5,3.5,5.0,0.4,2.0,17.15,16.99
624,0.98,514.5,294.0,110.25,7.0,2.0,0.4,3.0,32.82,32.78
625,0.98,514.5,294.0,110.25,7.0,3.0,0.4,3.0,32.69,33.24
626,0.98,514.5,294.0,110.25,7.0,4.0,0.4,3.0,32.23,33.86
627,0.98,514.5,294.0,110.25,7.0,5.0,0.4,3.0,32.75,34.0
628,0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,34.24,37.26
629,0.9,563.5,318.5,122.5,7.0,3.0,0.4,3.0,34.95,35.04
630,0.9,563.5,318.5,122.5,7.0,4.0,0.4,3.0,35.05,33.82
631,0.9,563.5,318.5,122.5,7.0,5.0,0.4,3.0,34.29,33.31
632,0.86,588.0,294.0,147.0,7.0,2.0,0.4,3.0,31.28,35.22
633,0.86,588.0,294.0,147.0,7.0,3.0,0.4,3.0,32.12,34.7
634,0.86,588.0,294.0,147.0,7.0,4.0,0.4,3.0,32.05,30.11
635,0.86,588.0,294.0,147.0,7.0,5.0,0.4,3.0,31.84,31.6
636,0.82,612.5,318.5,147.0,7.0,2.0,0.4,3.0,28.67,32.43
637,0.82,612.5,318.5,147.0,7.0,3.0,0.4,3.0,29.67,30.65
638,0.82,612.5,318.5,147.0,7.0,4.0,0.4,3.0,29.47,29.77
639,0.82,612.5,318.5,147.0,7.0,5.0,0.4,3.0,28.91,29.64
640,0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,41.26,46.44
641,0.79,637.0,343.0,147.0,7.0,3.0,0.4,3.0,41.3,44.18
642,0.79,637.0,343.0,147.0,7.0,4.0,0.4,3.0,42.49,38.81
643,0.79,637.0,343.0,147.0,7.0,5.0,0.4,3.0,42.08,38.23
644,0.76,661.5,416.5,122.5,7.0,2.0,0.4,3.0,39.32,38.17
645,0.76,661.5,416.5,122.5,7.0,3.0,0.4,3.0,39.84,38.48
646,0.76,661.5,416.5,122.5,7.0,4.0,0.4,3.0,38.89,39.66
647,0.76,661.5,416.5,122.5,7.0,5.0,0.4,3.0,39.68,40.1
648,0.74,686.0,245.0,220.5,3.5,2.0,0.4,3.0,13.97,16.08
649,0.74,686.0,245.0,220.5,3.5,3.0,0.4,3.0,14.22,15.39
650,0.74,686.0,245.0,220.5,3.5,4.0,0.4,3.0,14.1,16.57
651,0.74,686.0,245.0,220.5,3.5,5.0,0.4,3.0,13.78,16.6
652,0.71,710.5,269.5,220.5,3.5,2.0,0.4,3.0,14.07,16.11
653,0.71,710.5,269.5,220.5,3.5,3.0,0.4,3.0,14.03,15.47
654,0.71,710.5,269.5,220.5,3.5,4.0,0.4,3.0,13.94,16.7
655,0.71,710.5,269.5,220.5,3.5,5.0,0.4,3.0,13.86,16.1
656,0.69,735.0,294.0,220.5,3.5,2.0,0.4,3.0,14.32,16.35
657,0.69,735.0,294.0,220.5,3.5,3.0,0.4,3.0,14.56,15.84
658,0.69,735.0,294.0,220.5,3.5,4.0,0.4,3.0,14.33,16.99
659,0.69,735.0,294.0,220.5,3.5,5.0,0.4,3.0,14.08,17.02
660,0.66,759.5,318.5,220.5,3.5,2.0,0.4,3.0,15.16,17.04
