movie_id,title,genres
1470,"Civil Action, A (1998)",Drama
1471,Hurlyburly (1998),Drama
1472,Tea with Mussolini (1999),Comedy|Drama|War
1473,Affliction (1997),Drama
1474,Hilary and Jackie (1998),Drama
1475,Playing by Heart (1998),Drama|Romance
1476,At First Sight (1999),Drama
1477,Varsity Blues (1999),Comedy|Drama
1478,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1479,"Fly, The (1958)",Horror|Mystery|Sci-Fi
1480,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
1481,"Fly II, The (1989)",Horror|Sci-Fi
1482,Running Scared (1986),Action|Comedy
1483,Armed and Dangerous (1986),Comedy|Crime
1484,"Texas Chainsaw Massacre, The (1974)",Horror
1485,Ruthless People (1986),Comedy
1486,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1487,Peggy Sue Got Married (1986),Comedy|Drama
1488,Crocodile Dundee (1986),Adventure|Comedy
1489,Crocodile Dundee II (1988),Action|Adventure|Comedy
1490,Tough Guys (1986),Comedy
1491,"Color of Money, The (1986)",Drama
1492,52 Pick-Up (1986),Action|Mystery|Thriller
1493,Heartbreak Ridge (1986),Action|War
1494,Firewalker (1986),Adventure
1495,¡Three Amigos! (1986),Comedy|Western
1496,My Name Is Joe (1998),Drama|Romance
1497,She's All That (1999),Comedy|Romance
1498,Peeping Tom (1960),Drama|Horror|Thriller
1499,Payback (1999),Action|Thriller
1500,Simply Irresistible (1999),Comedy|Romance
1501,20 Dates (1998),Comedy|Romance
1502,"Harmonists, The (1997)",Drama
1503,"Last Days, The (1998)",Documentary
1504,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
1505,Blast from the Past (1999),Comedy|Romance
1506,Message in a Bottle (1999),Romance
1507,Jawbreaker (1999),Comedy
1508,October Sky (1999),Drama
1509,Office Space (1999),Comedy|Crime
1510,"Apple, The (Sib) (1998)",Drama
1511,200 Cigarettes (1999),Comedy|Drama
1512,8MM (1999),Drama|Mystery|Thriller
1513,"Other Sister, The (1999)",Comedy|Drama|Romance
1514,"Long Goodbye, The (1973)",Crime|Film-Noir
1515,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
1516,Pet Sematary (1989),Horror
1517,Christine (1983),Horror
1518,Night Shift (1982),Comedy
1519,Airport 1975 (1974),Action|Drama|Thriller
1520,Airport '77 (1977),Drama
1521,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
1522,Westworld (1973),Action|Sci-Fi|Thriller|Western
1523,Logan's Run (1976),Action|Adventure|Sci-Fi
1524,Planet of the Apes (1968),Action|Drama|Sci-Fi
1525,Beneath the Planet of the Apes (1970),Action|Sci-Fi
1526,Battle for the Planet of the Apes (1973),Action|Sci-Fi
1527,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
1528,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1529,Avalanche (1978),Action
1530,Analyze This (1999),Comedy
1531,Cruel Intentions (1999),Drama
1532,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1533,"Deep End of the Ocean, The (1999)",Drama
1534,Wing Commander (1999),Action|Sci-Fi
1535,"Haunting, The (1963)",Horror|Thriller
1536,Dead Ringers (1988),Drama|Horror|Thriller
1537,Village of the Damned (1960),Horror|Sci-Fi|Thriller
1538,Children of the Damned (1963),Horror|Sci-Fi|Thriller
1539,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
1540,Forces of Nature (1999),Comedy|Romance
1541,Ravenous (1999),Horror|Thriller
1542,Dangerous Beauty (1998),Drama
1543,"King and I, The (1956)",Drama|Musical|Romance
1544,EDtv (1999),Comedy
1545,"Mod Squad, The (1999)",Action|Crime
1546,"Walk on the Moon, A (1999)",Drama|Romance
1547,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1548,10 Things I Hate About You (1999),Comedy|Romance
1549,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
1550,Following (1998),Crime|Mystery|Thriller
1551,Go (1999),Comedy|Crime
1552,Never Been Kissed (1999),Comedy|Romance
1553,Twin Dragons (Shuang long hui) (1992),Action|Comedy
1554,Cookie's Fortune (1999),Comedy|Drama
1555,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
1556,Life (1999),Comedy|Crime|Drama
1557,"Monster, The (Mostro, Il) (1994)",Comedy
1558,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
1559,SLC Punk! (1998),Comedy|Drama
1560,Pushing Tin (1999),Comedy
1561,Election (1999),Comedy
1562,eXistenZ (1999),Action|Sci-Fi|Thriller
1563,Entrapment (1999),Crime|Thriller
1564,Idle Hands (1999),Comedy|Horror
1565,Get Real (1998),Drama|Romance
1566,"King of Masks, The (Bian Lian) (1996)",Drama
1567,Mildred Pierce (1945),Drama|Film-Noir
1568,Night of the Comet (1984),Comedy|Horror|Sci-Fi
1569,My Science Project (1985),Adventure|Sci-Fi
1570,Dick Tracy (1990),Action|Crime
1571,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
1572,"Castle, The (1997)",Comedy
1573,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
1574,After Life (Wandafuru raifu) (1998),Drama|Fantasy
1575,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
1576,Besieged (a.k.a. L' Assedio) (1998),Drama
1577,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
1578,"Mummy, The (1932)",Horror|Romance
1579,"Mummy, The (1959)",Horror
1580,Mommie Dearest (1981),Drama
1581,Superman (1978),Action|Adventure|Sci-Fi
1582,Superman II (1980),Action|Sci-Fi
1583,Dracula (1931),Horror
1584,Frankenstein (1931),Drama|Horror|Sci-Fi
1585,"Wolf Man, The (1941)",Drama|Fantasy|Horror
1586,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
1587,"Thing from Another World, The (1951)",Horror|Sci-Fi
1588,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
1589,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
1590,Swamp Thing (1982),Horror|Sci-Fi
1591,Pork Chop Hill (1959),War
1592,Run Silent Run Deep (1958),War
1593,Notting Hill (1999),Comedy|Romance
1594,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
1595,Instinct (1999),Drama|Thriller
1596,Buena Vista Social Club (1999),Documentary|Musical
1597,Limbo (1999),Drama
1598,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
1599,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
1600,Tarzan (1999),Adventure|Animation|Children|Drama
1601,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
1602,"Ideal Husband, An (1999)",Comedy|Romance
1603,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
1604,Run Lola Run (Lola rennt) (1998),Action|Crime
1605,Trekkies (1997),Documentary
1606,Big Daddy (1999),Comedy
1607,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
1608,Arachnophobia (1990),Comedy|Horror
1609,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
1610,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
1611,Summer of Sam (1999),Drama
1612,American Pie (1999),Comedy|Romance
1613,Arlington Road (1999),Thriller
1614,"Autumn Tale, An (Conte d'automne) (1998)",Romance
1615,Muppets From Space (1999),Children|Comedy
1616,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
1617,Eyes Wide Shut (1999),Drama|Mystery|Thriller
1618,Lake Placid (1999),Horror|Thriller
1619,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
1620,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
1621,Drop Dead Gorgeous (1999),Comedy
1622,Inspector Gadget (1999),Action|Adventure|Children|Comedy
1623,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
1624,Mystery Men (1999),Action|Comedy|Fantasy
1625,Runaway Bride (1999),Comedy|Romance
1626,"Killing, The (1956)",Crime|Film-Noir
1627,Spartacus (1960),Action|Drama|Romance|War
1628,Lolita (1962),Drama|Romance
1629,Barry Lyndon (1975),Drama|Romance|War
1630,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
1631,Jules and Jim (Jules et Jim) (1961),Drama|Romance
1632,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
1633,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
1634,Brighton Beach Memoirs (1986),Comedy
1635,Assassination (1987),Action|Drama|Thriller
1636,Crimes of the Heart (1986),Comedy|Drama
1637,"Color Purple, The (1985)",Drama
1638,Otello (1986),Drama
1639,"Mission, The (1986)",Drama
1640,Little Shop of Horrors (1986),Comedy|Horror|Musical
1641,"Little Shop of Horrors, The (1960)",Comedy|Horror
1642,"Morning After, The (1986)",Drama|Mystery
1643,Radio Days (1987),Comedy|Drama
1644,From the Hip (1987),Comedy|Drama
1645,Outrageous Fortune (1987),Comedy|Mystery
1646,Dick (1999),Comedy
1647,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
1648,"Sixth Sense, The (1999)",Drama|Horror|Mystery
1649,"Thomas Crown Affair, The (1999)",Action|Mystery
1650,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
1651,"Yards, The (2000)",Crime|Drama
1652,Bowfinger (1999),Comedy
1653,Brokedown Palace (1999),Drama
1654,Detroit Rock City (1999),Comedy
1655,Heaven Can Wait (1978),Comedy
1656,Pit and the Pendulum (1961),Horror
1657,Monty Python's And Now for Something Completely Different (1971),Comedy
1658,Damien: Omen II (1978),Horror
1659,Airplane! (1980),Comedy
1660,Airplane II: The Sequel (1982),Comedy
1661,National Lampoon's Vacation (1983),Comedy
1662,Funny Farm (1988),Comedy
1663,Big (1988),Comedy|Drama|Fantasy|Romance
1664,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
1665,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
1666,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
1667,"Christmas Story, A (1983)",Children|Comedy
1668,Mickey Blue Eyes (1999),Comedy|Romance
1669,Teaching Mrs. Tingle (1999),Comedy|Thriller
1670,Universal Soldier: The Return (1999),Action|Sci-Fi
1671,Universal Soldier (1992),Action|Sci-Fi
1672,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
1673,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
1674,Hamlet (1964),Drama
1675,Medicine Man (1992),Adventure|Romance
1676,On the Ropes (1999),Documentary|Drama
1677,"13th Warrior, The (1999)",Action|Adventure|Fantasy
1678,"Muse, The (1999)",Comedy
1679,Outside Providence (1999),Comedy
1680,West Beirut (West Beyrouth) (1998),Drama
1681,Stigmata (1999),Drama|Thriller
1682,Stir of Echoes (1999),Horror|Mystery|Thriller
1683,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
1684,"Minus Man, The (1999)",Drama|Mystery
1685,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
1686,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
1687,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
1688,"Soldier's Story, A (1984)",Drama
1689,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
1690,American Beauty (1999),Drama|Romance
1691,Stop Making Sense (1984),Documentary|Musical
1692,For Love of the Game (1999),Comedy|Drama
1693,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
1694,Sugar Town (1999),Comedy
1695,"Buddy Holly Story, The (1978)",Drama
1696,Fright Night (1985),Comedy|Horror|Thriller
1697,Barefoot in the Park (1967),Comedy
1698,Deliverance (1972),Adventure|Drama|Thriller
1699,Excalibur (1981),Adventure|Fantasy
1700,"Pajama Game, The (1957)",Comedy|Musical|Romance
1701,Sommersby (1993),Drama|Mystery|Romance
1702,Tommy (1975),Musical
1703,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
1704,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy
1705,Double Jeopardy (1999),Action|Crime|Drama|Thriller
1706,Mumford (1999),Comedy|Drama
1707,"Mystery, Alaska (1999)",Comedy|Drama
1708,Three Kings (1999),Action|Adventure|Comedy|Drama|War
1709,"Happy, Texas (1999)",Comedy
1710,Romance (1999),Drama|Romance
1711,And the Ship Sails On (E la nave va) (1983),Comedy|War
1712,Gulliver's Travels (1939),Adventure|Animation|Children
1713,Phantasm (1979),Horror|Sci-Fi
1714,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
1715,Random Hearts (1999),Drama|Romance
1716,Superstar (1999),Comedy
1717,Boys Don't Cry (1999),Drama
1718,"Limey, The (1999)",Crime|Drama|Thriller
1719,Risky Business (1983),Comedy
1720,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1721,Body Heat (1981),Crime|Thriller
1722,Ferris Bueller's Day Off (1986),Comedy
1723,"Year of Living Dangerously, The (1982)",Drama|Romance|War
1724,High Plains Drifter (1973),Western
1725,Hang 'Em High (1968),Crime|Drama|Western
1726,Drunken Master (Jui kuen) (1978),Action|Comedy
1727,"Conformist, The (Conformista, Il) (1970)",Drama
1728,Hairspray (1988),Comedy|Drama
1729,Brief Encounter (1946),Drama|Romance
1730,"Razor's Edge, The (1984)",Drama
1731,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy
1732,Days of Heaven (1978),Drama
1733,"Lady Eve, The (1941)",Comedy|Romance
1734,Sullivan's Travels (1941),Adventure|Comedy|Romance
1735,"Palm Beach Story, The (1942)",Comedy
1736,Gilda (1946),Drama|Film-Noir|Mystery|Romance
1737,South Pacific (1958),Musical|Romance|War
1738,Flashdance (1983),Drama|Romance
1739,Indochine (1992),Drama|Romance
1740,"Dirty Dozen, The (1967)",Action|Drama|War
1741,Help! (1965),Comedy|Musical
1742,Goldfinger (1964),Action|Adventure|Thriller
1743,From Russia with Love (1963),Action|Adventure|Thriller
1744,Dr. No (1962),Action|Adventure|Thriller
1745,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
1746,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
1747,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
1748,Home Alone 2: Lost in New York (1992),Children|Comedy
1749,Someone to Watch Over Me (1987),Action|Crime|Thriller
1750,Fight Club (1999),Action|Crime|Drama|Thriller
1751,"Straight Story, The (1999)",Adventure|Drama
1752,"Bad Seed, The (1956)",Drama|Thriller
1753,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
1754,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
1755,Fitzcarraldo (1982),Adventure|Drama
1756,All That Jazz (1979),Drama|Fantasy|Musical
1757,Red Sorghum (Hong gao liang) (1987),Drama|War
1758,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
1759,Bringing Out the Dead (1999),Drama
1760,Crazy in Alabama (1999),Comedy|Drama
1761,Three to Tango (1999),Comedy|Romance
1762,"Ipcress File, The (1965)",Thriller
1763,On Any Sunday (1971),Documentary
1764,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1765,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
1766,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1767,Melvin and Howard (1980),Drama
1768,For Your Eyes Only (1981),Action|Adventure|Thriller
1769,Licence to Kill (1989),Action|Adventure|Thriller
1770,Live and Let Die (1973),Action|Adventure|Thriller
1771,Thunderball (1965),Action|Adventure|Thriller
1772,Music of the Heart (1999),Drama
1773,Being John Malkovich (1999),Comedy|Drama|Fantasy
1774,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1775,My Best Fiend (Mein liebster Feind) (1999),Documentary
1776,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
1777,"Bachelor, The (1999)",Comedy|Romance
1778,"Bone Collector, The (1999)",Thriller
1779,"Insider, The (1999)",Drama|Thriller
1780,American Movie (1999),Documentary
1781,Last Night (1998),Drama|Sci-Fi
1782,Rosetta (1999),Drama
1783,"They Shoot Horses, Don't They? (1969)",Drama
1784,Bride of Re-Animator (1990),Comedy|Horror
1785,Coma (1978),Thriller
1786,Creepshow (1982),Horror
1787,Creepshow 2 (1987),Horror
1788,Re-Animator (1985),Comedy|Horror|Sci-Fi
1789,Drugstore Cowboy (1989),Crime|Drama
1790,Falling Down (1993),Action|Drama
1791,"General, The (1926)",Comedy|War
1792,Piranha (1978),Horror|Sci-Fi
1793,Nighthawks (1981),Action|Drama
1794,Yojimbo (1961),Action|Adventure
1795,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
1796,Spaceballs (1987),Comedy|Sci-Fi
1797,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
1798,Mister Roberts (1955),Comedy|Drama|War
1799,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
1800,Little Big Man (1970),Western
1801,"Face in the Crowd, A (1957)",Drama
1802,Trading Places (1983),Comedy
1803,Meatballs (1979),Comedy
1804,Meatballs Part II (1984),Comedy
1805,Dead Again (1991),Mystery|Romance|Thriller
1806,Peter's Friends (1992),Comedy|Drama
1807,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
1808,Dogma (1999),Adventure|Comedy|Fantasy
1809,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
1810,Felicia's Journey (1999),Thriller
1811,Oxygen (1999),Crime|Drama|Thriller
1812,Where's Marlowe? (1998),Comedy
1813,"Commitments, The (1991)",Comedy|Drama|Musical
1814,Holiday Inn (1942),Comedy|Musical
1815,"Longest Day, The (1962)",Action|Drama|War
1816,Poison Ivy (1992),Drama|Thriller
1817,Tora! Tora! Tora! (1970),Action|Drama|War
1818,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
1819,"Verdict, The (1982)",Drama|Mystery
1820,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
1821,Stand and Deliver (1988),Comedy|Drama
1822,Moonstruck (1987),Comedy|Romance
1823,"Sandpiper, The (1965)",Drama|Romance
1824,Jeremiah Johnson (1972),Western
1825,Repulsion (1965),Drama|Horror
1826,Irma la Douce (1963),Comedy
1827,42 Up (1998),Documentary
1828,Liberty Heights (1999),Drama
1829,Mansfield Park (1999),Comedy|Drama|Romance
1830,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
1831,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
1832,All About My Mother (Todo sobre mi madre) (1999),Drama
1833,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
1834,Scrooged (1988),Comedy|Fantasy|Romance
1835,Harvey (1950),Comedy|Fantasy
1836,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
1837,Matewan (1987),Drama
1838,Kagemusha (1980),Drama|War
1839,McCabe & Mrs. Miller (1971),Drama|Western
1840,Maurice (1987),Drama|Romance
1841,"Grapes of Wrath, The (1940)",Drama
1842,My Man Godfrey (1957),Comedy
1843,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
1844,"Natural, The (1984)",Drama
1845,Shampoo (1975),Comedy|Drama|Romance
1846,"River Runs Through It, A (1992)",Drama
1847,Fatal Attraction (1987),Drama|Thriller
1848,Jagged Edge (1985),Crime|Romance|Thriller
1849,Midnight Run (1988),Action|Comedy|Crime|Thriller
1850,Awakenings (1990),Drama|Mystery
1851,Backdraft (1991),Action|Drama
1852,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
1853,"River, The (1984)",Drama
1854,Places in the Heart (1984),Drama
1855,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
1856,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
1857,Flawless (1999),Drama
1858,Ride with the Devil (1999),Drama|Romance|War
1859,"Distinguished Gentleman, The (1992)",Comedy
1860,"End of the Affair, The (1999)",Drama
1861,Sweet and Lowdown (1999),Comedy|Drama
1862,Bonfire of the Vanities (1990),Comedy|Crime|Drama
1863,Grand Illusion (La grande illusion) (1937),Drama|War
1864,"Great Santini, The (1979)",Drama
1865,U2: Rattle and Hum (1988),Documentary|Musical
1866,Cradle Will Rock (1999),Drama
1867,Deuce Bigalow: Male Gigolo (1999),Comedy
1868,"Green Mile, The (1999)",Crime|Drama
1869,"Cider House Rules, The (1999)",Drama
1870,"War Zone, The (1999)",Drama|Thriller
1871,"Last Picture Show, The (1971)",Drama
1872,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
1873,Anna and the King (1999),Drama|Romance
1874,Bicentennial Man (1999),Drama|Romance|Sci-Fi
1875,Stuart Little (1999),Children|Comedy|Fantasy
1876,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
1877,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
1878,Magnolia (1999),Drama
1879,Onegin (1999),Drama|Romance
1880,Topsy-Turvy (1999),Comedy|Drama|Musical
1881,Boiling Point (1993),Action|Drama
1882,Carnal Knowledge (1971),Comedy|Drama
1883,Easy Rider (1969),Adventure|Drama
1884,The Falcon and the Snowman (1985),Crime|Drama|Thriller
1885,Room at the Top (1959),Drama
1886,Any Given Sunday (1999),Drama
1887,Man on the Moon (1999),Comedy|Drama
1888,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1889,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1890,Next Friday (2000),Comedy
1891,"Hurricane, The (1999)",Drama
1892,Angela's Ashes (1999),Drama
1893,Titus (1999),Drama
1894,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
1895,Snow Falling on Cedars (1999),Drama
1896,"Girl, Interrupted (1999)",Drama
1897,My Dog Skip (1999),Children|Drama
1898,Supernova (2000),Adventure|Sci-Fi|Thriller
1899,"Way We Were, The (1973)",Drama|Romance
1900,Stalag 17 (1953),Drama|War
1901,"Presidio, The (1988)",Action|Crime|Romance|Thriller
1902,Papillon (1973),Crime|Drama
1903,"Last Detail, The (1973)",Comedy|Drama
1904,Five Easy Pieces (1970),Drama
1905,Dead Calm (1989),Thriller
1906,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
1907,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
1908,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
1909,"Cry in the Dark, A (1988)",Drama
1910,Batman: Mask of the Phantasm (1993),Animation|Children
1911,American Flyers (1985),Drama
1912,"Star Is Born, A (1937)",Drama
1913,Pacific Heights (1990),Mystery|Thriller
1914,"Draughtsman's Contract, The (1982)",Drama
1915,"Zed & Two Noughts, A (1985)",Drama
1916,Woman in the Dunes (Suna no onna) (1964),Drama
1917,"Odessa File, The (1974)",Thriller
1918,Where the Buffalo Roam (1980),Comedy
1919,"Big Tease, The (1999)",Comedy
1920,"Cup, The (Phörpa) (1999)",Comedy
1921,Encino Man (1992),Comedy
1922,"Goodbye Girl, The (1977)",Comedy|Romance
1923,Malcolm X (1992),Drama
1924,Sister Act (1992),Comedy|Crime
1925,Sister Act 2: Back in the Habit (1993),Comedy
1926,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
1927,Alive (1993),Drama
1928,Agnes of God (1985),Drama|Mystery
1929,Scent of a Woman (1992),Drama
1930,Wayne's World (1992),Comedy
1931,Wayne's World 2 (1993),Comedy
1932,"League of Their Own, A (1992)",Comedy|Drama
1933,Patriot Games (1992),Action|Crime|Drama|Thriller
1934,"Bodyguard, The (1992)",Drama|Romance|Thriller
1935,Death Becomes Her (1992),Comedy|Fantasy
1936,Far and Away (1992),Adventure|Drama|Romance
1937,Howards End (1992),Drama
1938,Singles (1992),Comedy|Drama|Romance
1939,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
1940,White Men Can't Jump (1992),Comedy|Drama
1941,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
1942,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
1943,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
1944,"Mariachi, El (1992)",Action|Crime|Thriller|Western
1945,Forever Young (1992),Drama|Romance|Sci-Fi
1946,"Cutting Edge, The (1992)",Comedy|Drama|Romance
1947,Of Mice and Men (1992),Drama
1948,Bad Lieutenant (1992),Crime|Drama
1949,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
1950,Single White Female (1992),Drama|Thriller
1951,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
1952,Minnie and Moskowitz (1971),Action
1953,"Beach, The (2000)",Adventure|Drama
1954,Snow Day (2000),Comedy
1955,"Tigger Movie, The (2000)",Animation|Children
1956,Not One Less (Yi ge dou bu neng shao) (1999),Drama
1957,Raining Stones (1993),Drama
1958,To Sir with Love (1967),Drama
1959,Boiler Room (2000),Crime|Drama|Thriller
1960,Hanging Up (2000),Comedy|Drama
1961,Pitch Black (2000),Horror|Sci-Fi|Thriller
1962,"Whole Nine Yards, The (2000)",Comedy|Crime
1963,Beautiful People (1999),Comedy
1964,Black Tar Heroin: The Dark End of the Street (2000),Documentary
1965,"Circus, The (1928)",Comedy
1966,City Lights (1931),Comedy|Drama|Romance
1967,"Flamingo Kid, The (1984)",Comedy|Drama
1968,"Kid, The (1921)",Comedy|Drama
1969,Happy Go Lovely (1951),Musical
1970,Reindeer Games (2000),Action|Thriller
1971,Wonder Boys (2000),Comedy|Drama
1972,Chain of Fools (2000),Comedy|Crime
1973,What Planet Are You From? (2000),Comedy|Sci-Fi
1974,Beyond the Mat (1999),Documentary
1975,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
1976,The Year My Voice Broke (1987),Drama|Romance
1977,Splendor in the Grass (1961),Drama|Romance
1978,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1979,Born Yesterday (1950),Comedy
1980,Birdy (1984),Drama|War
1981,Blood Feast (1963),Horror
1982,Never Cry Wolf (1983),Adventure|Drama
1983,"Raisin in the Sun, A (1961)",Drama
1984,"Closer You Get, The (2000)",Comedy|Romance
1985,Mission to Mars (2000),Sci-Fi
1986,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
1987,East-West (Est-ouest) (1999),Drama|Romance
1988,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
1989,Breaking Away (1979),Comedy|Drama
1990,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
1991,Bull Durham (1988),Comedy|Drama|Romance
1992,Dog Day Afternoon (1975),Crime|Drama
1993,American Graffiti (1973),Comedy|Drama
1994,"Asphalt Jungle, The (1950)",Crime|Film-Noir
1995,"Searchers, The (1956)",Drama|Western
1996,"Bridge at Remagen, The (1969)",Action|War
1997,Daughters of the Dust (1991),Drama
1998,"Ogre, The (Unhold, Der) (1996)",Drama
1999,On the Beach (1959),Drama
2000,"Taking of Pelham One Two Three, The (1974)",Action|Crime
2001,Volunteers (1985),Comedy
2002,JFK (1991),Drama|Mystery|Thriller
2003,Who's Harry Crumb? (1989),Comedy|Mystery
2004,Harry and the Hendersons (1987),Children|Comedy
2005,She-Devil (1989),Comedy
2006,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
