Interaction_ID,User_ID,File_Type,Interaction_Type,Rating,Timestamp,Age,Gender,Subscription_Type,Title,Artist,Album,Genre,Release_Year,Lyrics,File_ID,Sentiment,Target
I00437,U0255,Video,Like,3,2023-11-17 21:36:30.392878,56,F,Premium,Video_Song_1375,Coldplay,Album_30,Hip-Hop,1995,"I want to hold your hand, I want to hold your hand",V1375,0.35,0
I00438,U0112,Audio,Listen,3,2024-01-21 05:02:30.392878,50,Other,Premium,Audio_Song_52,Coldplay,Album_75,Hip-Hop,2025,"Cause baby you're a firework, come on show 'em what you're worth",A052,0.376,0
I00439,U0436,Video,Share,4,2023-06-19 07:34:30.392878,18,M,Premium,Video_Song_730,J. Cole,Album_58,Hip-Hop,2010,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V730,0.156,1
I00440,U0319,Audio,Listen,5,2023-09-19 08:35:30.392878,25,M,Premium,Audio_Song_227,J. Cole,Album_30,Rock,1991,"Uptown funk you up, uptown funk you up",A227,-0.637,1
I00441,U0103,Audio,Share,2,2023-08-29 22:31:30.392878,49,M,Premium,Audio_Song_2486,Marvin Gaye,Album_37,Classical,2005,Is this the real life? Is this just fantasy?,A2486,0.94,0
I00442,U0107,Video,Share,1,2023-06-06 18:49:30.392878,25,M,Premium,Video_Song_2175,Dua Lipa,Album_8,Rock,1996,"Beat it, beat it, no one wants to be defeated",V2175,0.699,0
I00443,U0280,Audio,Skip,1,2025-05-03 01:22:30.392878,55,F,Free,Audio_Song_787,Dr. Dre,Album_20,Hip-Hop,2025,"You're simply the best, better than all the rest",A787,0.033,0
I00444,U0125,Video,Skip,3,2023-04-04 04:15:30.392878,51,M,Premium,Video_Song_641,Justin Bieber,Album_94,Electronic,2005,"Rolling in the deep, you had my heart inside of your hand",V641,-0.376,0
I00445,U0455,Video,Listen,3,2024-03-02 17:01:30.392878,59,F,Free,Video_Song_1,Mariah Carey,Album_1,Pop,2012,"Nothing else matters, never cared for what they do",V001,0.534,0
I00446,U0374,Audio,Skip,2,2023-06-27 03:41:30.392878,21,M,Free,Audio_Song_238,Harry Styles,Album_96,Electronic,2020,Is this the real life? Is this just fantasy?,A238,-0.533,0
I00447,U0090,Audio,Like,3,2023-09-20 20:55:30.392878,47,F,Premium,Audio_Song_2278,J. Cole,Album_43,Electronic,1992,"I want to hold your hand, I want to hold your hand",A2278,-0.706,0
I00448,U0012,Video,Share,4,2024-01-01 21:03:30.392878,43,F,Free,Video_Song_1390,Frank Sinatra,Album_40,Rock,2024,"It's a beautiful day, don't let it get away",V1390,0.82,1
I00449,U0246,Video,Listen,5,2023-10-07 06:10:30.392878,28,Other,Free,Video_Song_1216,Rihanna,Album_10,Jazz,2014,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1216,-0.037,1
I00450,U0370,Video,Like,2,2025-09-17 20:26:30.392878,43,Other,Free,Video_Song_1206,Nicki Minaj,Album_82,Hip-Hop,2017,"You're simply the best, better than all the rest",V1206,-0.32,0
I00451,U0472,Audio,Share,4,2023-07-21 02:13:30.392878,36,M,Free,Audio_Song_1550,Adele,Album_54,Hip-Hop,1994,"Every breath you take, every move you make",A1550,-0.957,1
I00452,U0481,Video,Skip,3,2025-09-14 11:56:30.392878,57,F,Premium,Video_Song_1100,Stevie Wonder,Album_40,Hip-Hop,2002,"I will always love you, I will always love you",V1100,-0.846,0
I00453,U0458,Audio,Share,5,2023-03-26 23:54:30.392878,57,M,Free,Audio_Song_2113,Marvin Gaye,Album_8,Electronic,2004,"Shake it off, shake it off",A2113,-0.279,1
I00454,U0224,Audio,Share,1,2023-06-01 07:37:30.392878,58,M,Free,Audio_Song_266,Celine Dion,Album_47,Classical,2007,"All the single ladies, all the single ladies",A266,-0.255,0
I00455,U0104,Video,Like,1,2023-07-16 10:35:30.392878,42,Other,Premium,Video_Song_1955,Lizzo,Album_73,Pop,2008,"Beat it, beat it, no one wants to be defeated",V1955,0.324,0
I00456,U0024,Audio,Skip,1,2024-12-27 00:13:30.392878,55,Other,Premium,Audio_Song_464,Mariah Carey,Album_40,Classical,1995,I just called to say I love you,A464,0.949,0
I00457,U0345,Video,Skip,3,2025-02-22 21:45:30.392878,51,Other,Premium,Video_Song_1563,David Bowie,Album_39,Rock,1993,"Imagine there's no heaven, it's easy if you try",V1563,0.088,0
I00458,U0252,Video,Listen,3,2024-01-25 18:31:30.392878,50,M,Free,Video_Song_776,Stevie Wonder,Album_17,Jazz,2007,"We will, we will rock you, we will, we will rock you",V776,0.656,0
I00459,U0368,Audio,Listen,4,2023-08-17 15:13:30.392878,20,F,Premium,Audio_Song_1808,Lil Nas X,Album_6,Jazz,2011,"All the single ladies, all the single ladies",A1808,0.971,1
I00460,U0085,Video,Share,4,2023-06-24 13:38:30.392878,34,Other,Free,Video_Song_2068,Aretha Franklin,Album_64,Pop,2020,"I can't get no satisfaction, I can't get no satisfaction",V2068,-0.268,1
I00461,U0277,Audio,Like,2,2024-09-07 12:16:30.392878,55,F,Free,Audio_Song_2240,Marvin Gaye,Album_29,Pop,1996,"I will always love you, I will always love you",A2240,0.627,0
I00462,U0238,Audio,Like,3,2023-07-07 03:31:30.392878,45,Other,Premium,Audio_Song_2492,Amy Winehouse,Album_93,Jazz,2021,"We will, we will rock you, we will, we will rock you",A2492,0.722,0
I00463,U0381,Audio,Listen,1,2024-08-06 09:12:30.392878,55,M,Free,Audio_Song_1083,Harry Styles,Album_23,Rock,2000,"Here comes the sun, and I say, it's alright",A1083,0.108,0
I00464,U0342,Audio,Share,1,2023-04-05 20:18:30.392878,58,Other,Free,Audio_Song_2423,Ed Sheeran,Album_48,Hip-Hop,2007,I just called to say I love you,A2423,-0.553,0
I00465,U0041,Video,Share,5,2025-06-28 12:23:30.392878,37,Other,Free,Video_Song_1484,Billie Holiday,Album_9,Jazz,2021,I get by with a little help from my friends,V1484,0.399,1
I00466,U0184,Audio,Listen,4,2025-03-09 21:02:30.392878,55,F,Premium,Audio_Song_1881,James Brown,Album_25,Electronic,2014,I get by with a little help from my friends,A1881,0.881,1
I00467,U0130,Video,Listen,3,2023-05-07 19:35:30.392878,29,F,Premium,Video_Song_2042,Charlie Puth,Album_18,Rock,2000,Is this the real life? Is this just fantasy?,V2042,-0.157,0
I00468,U0108,Video,Like,2,2025-06-27 04:34:30.392878,41,M,Premium,Video_Song_1233,Drake,Album_22,Classical,2018,"I will always love you, I will always love you",V1233,-0.818,0
I00469,U0485,Audio,Skip,2,2023-03-23 11:19:30.392878,24,M,Premium,Audio_Song_260,Taylor Swift,Album_30,Electronic,2017,"I will always love you, I will always love you",A260,-0.384,0
I00470,U0284,Video,Like,1,2024-05-01 23:55:30.392878,40,F,Free,Video_Song_1587,Justin Bieber,Album_10,Pop,2017,"Livin' on a prayer, take my hand, we'll make it I swear",V1587,0.378,0
I00471,U0228,Video,Listen,4,2023-04-06 04:02:30.392878,20,F,Free,Video_Song_980,Selena Gomez,Album_67,Classical,2021,"I will always love you, I will always love you",V980,0.737,1
I00472,U0052,Audio,Listen,5,2025-03-28 07:36:30.392878,43,F,Premium,Audio_Song_1287,The Weeknd,Album_77,Jazz,1996,"I want to hold your hand, I want to hold your hand",A1287,-0.497,1
I00473,U0193,Video,Share,1,2025-04-13 22:16:30.392878,47,F,Premium,Video_Song_60,Lizzo,Album_67,Pop,1997,I get by with a little help from my friends,V060,0.487,0
I00474,U0410,Audio,Share,4,2025-04-29 06:09:30.392878,20,F,Premium,Audio_Song_420,Hozier,Album_30,Hip-Hop,2013,"You're simply the best, better than all the rest",A420,0.109,1
I00475,U0327,Video,Skip,2,2024-05-07 20:35:30.392878,33,M,Free,Video_Song_1064,Sia,Album_75,Jazz,2022,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1064,0.183,0
I00476,U0325,Video,Share,1,2025-05-26 09:01:30.392878,28,F,Premium,Video_Song_1557,Nina Simone,Album_74,Jazz,2020,"It's a beautiful day, don't let it get away",V1557,-0.38,0
I00477,U0346,Video,Like,3,2024-06-06 20:00:30.392878,17,F,Premium,Video_Song_2250,P!nk,Album_25,Classical,1999,"Livin' on a prayer, take my hand, we'll make it I swear",V2250,0.516,0
I00478,U0269,Audio,Like,5,2024-08-16 02:05:30.392878,21,Other,Premium,Audio_Song_448,Linkin Park,Album_85,Rock,2007,"We will, we will rock you, we will, we will rock you",A448,-0.536,1
I00479,U0041,Audio,Share,3,2023-10-05 20:07:30.392878,37,Other,Free,Audio_Song_747,Taylor Swift,Album_62,Classical,1997,"Here comes the sun, and I say, it's alright",A747,0.693,0
I00480,U0219,Video,Listen,4,2023-09-11 08:33:30.392878,47,F,Premium,Video_Song_616,Billie Eilish,Album_26,Hip-Hop,2003,"Let it be, let it be, let it be, let it be",V616,0.51,1
I00481,U0401,Video,Share,4,2025-05-18 12:14:30.392878,32,M,Premium,Video_Song_385,Metallica,Album_94,Rock,2001,"We will, we will rock you, we will, we will rock you",V385,-0.924,1
I00482,U0394,Video,Like,2,2023-12-11 16:07:30.392878,24,Other,Free,Video_Song_1800,Foo Fighters,Album_20,Pop,2013,I get by with a little help from my friends,V1800,-0.094,0
I00483,U0013,Video,Skip,4,2023-02-28 06:09:30.392878,30,M,Free,Video_Song_2304,Eminem,Album_98,Electronic,1994,"Hello from the other side, I must have called a thousand times",V2304,0.973,0
I00484,U0378,Video,Like,4,2023-06-13 17:53:30.392878,49,Other,Premium,Video_Song_2394,Katy Perry,Album_39,Classical,2013,"Don't stop believin', hold on to that feeling",V2394,0.946,1
I00485,U0151,Audio,Skip,4,2023-04-27 10:39:30.392878,56,F,Free,Audio_Song_2419,Metallica,Album_85,Jazz,2023,"I will always love you, I will always love you",A2419,0.629,0
I00486,U0278,Video,Skip,2,2024-01-16 11:17:30.392878,55,F,Premium,Video_Song_793,Doja Cat,Album_49,Pop,2018,Hit me baby one more time,V793,-0.7,0
I00487,U0226,Video,Skip,4,2024-02-10 23:30:30.392878,30,M,Premium,Video_Song_2265,Red Hot Chili Peppers,Album_15,Electronic,2007,"Every breath you take, every move you make",V2265,0.385,0
I00488,U0137,Video,Listen,5,2023-07-08 19:35:30.392878,58,Other,Free,Video_Song_18,Lady Gaga,Album_9,Pop,2013,"Nothing else matters, never cared for what they do",V018,0.581,1
I00489,U0458,Video,Share,4,2024-04-09 15:40:30.392878,57,M,Free,Video_Song_2262,Drake,Album_98,Hip-Hop,2006,"Here comes the sun, and I say, it's alright",V2262,0.839,1
I00490,U0056,Audio,Skip,4,2023-07-17 18:23:30.392878,24,Other,Premium,Audio_Song_470,Post Malone,Album_95,Rock,2022,"Every breath you take, every move you make",A470,0.89,0
I00491,U0185,Video,Like,4,2024-06-28 11:53:30.392878,37,F,Free,Video_Song_2429,Joni Mitchell,Album_9,Electronic,2006,I get by with a little help from my friends,V2429,-0.492,1
I00492,U0274,Video,Skip,2,2025-01-08 23:16:30.392878,45,M,Premium,Video_Song_2205,Travis Scott,Album_6,Pop,2018,"Don't stop believin', hold on to that feeling",V2205,0.15,0
I00493,U0035,Audio,Skip,1,2023-11-24 05:05:30.392878,39,F,Free,Audio_Song_1434,David Bowie,Album_40,Hip-Hop,2020,"It's a beautiful day, don't let it get away",A1434,0.909,0
I00494,U0246,Audio,Listen,2,2024-06-08 05:11:30.392878,28,Other,Free,Audio_Song_865,Metallica,Album_68,Electronic,2011,"Nothing else matters, never cared for what they do",A865,0.482,0
I00495,U0310,Video,Like,4,2025-01-01 21:18:30.392878,49,Other,Premium,Video_Song_1687,Megan Thee Stallion,Album_44,Jazz,2017,"Shake it off, shake it off",V1687,0.719,1
I00496,U0420,Video,Share,5,2024-03-21 17:32:30.392878,36,M,Premium,Video_Song_1349,Joni Mitchell,Album_37,Classical,1990,"You're simply the best, better than all the rest",V1349,0.421,1
I00497,U0459,Video,Share,5,2024-06-23 11:11:30.392878,43,Other,Premium,Video_Song_4,The Chainsmokers,Album_84,Pop,2003,"All the single ladies, all the single ladies",V004,0.096,1
I00498,U0005,Audio,Listen,5,2024-05-13 02:16:30.392878,28,F,Premium,Audio_Song_1807,Elvis Presley,Album_9,Rock,2002,"You're simply the best, better than all the rest",A1807,0.704,1
I00499,U0495,Audio,Skip,2,2025-02-15 19:41:30.392878,35,M,Premium,Audio_Song_712,Foo Fighters,Album_54,Jazz,2000,"Cause baby you're a firework, come on show 'em what you're worth",A712,0.824,0
I00500,U0169,Video,Skip,4,2025-02-17 02:53:30.392878,47,M,Free,Video_Song_1690,Red Hot Chili Peppers,Album_90,Jazz,2018,"Here comes the sun, and I say, it's alright",V1690,0.059,0
I00501,U0188,Audio,Listen,5,2024-06-10 17:02:30.392878,42,Other,Premium,Audio_Song_940,Miley Cyrus,Album_26,Rock,2009,I get by with a little help from my friends,A940,0.946,1
I00502,U0266,Video,Like,4,2025-02-13 19:34:30.392878,42,M,Free,Video_Song_1249,Fiona Apple,Album_92,Classical,2016,"Shake it off, shake it off",V1249,-0.733,1
I00503,U0142,Video,Skip,5,2023-12-18 12:17:30.392878,34,M,Premium,Video_Song_1943,Rihanna,Album_81,Hip-Hop,2001,"Livin' on a prayer, take my hand, we'll make it I swear",V1943,0.967,0
I00504,U0337,Video,Like,4,2023-11-05 23:18:30.392878,34,Other,Premium,Video_Song_2327,Stevie Nicks,Album_32,Classical,1991,"Hello from the other side, I must have called a thousand times",V2327,0.434,1
I00505,U0293,Video,Listen,4,2025-09-24 10:45:30.392878,31,F,Free,Video_Song_2181,Taylor Swift,Album_81,Pop,2019,"Nothing else matters, never cared for what they do",V2181,-0.424,1
I00506,U0051,Audio,Share,1,2023-06-20 06:59:30.392878,26,F,Free,Audio_Song_1142,Nina Simone,Album_24,Rock,1994,I just called to say I love you,A1142,0.75,0
I00507,U0214,Video,Like,1,2024-05-10 13:29:30.392878,42,Other,Free,Video_Song_885,Frank Sinatra,Album_97,Classical,2002,"Uptown funk you up, uptown funk you up",V885,-0.177,0
I00508,U0386,Video,Share,3,2024-06-27 21:52:30.392878,22,F,Free,Video_Song_2364,Rihanna,Album_8,Rock,2025,"Livin' on a prayer, take my hand, we'll make it I swear",V2364,-0.879,0
I00509,U0341,Video,Like,2,2023-05-14 13:43:30.392878,48,M,Free,Video_Song_1743,Megan Thee Stallion,Album_1,Jazz,2023,"Every breath you take, every move you make",V1743,-0.436,0
I00510,U0303,Video,Skip,1,2024-02-10 17:34:30.392878,52,F,Free,Video_Song_532,Drake,Album_8,Hip-Hop,2002,Is this the real life? Is this just fantasy?,V532,0.221,0
I00511,U0341,Video,Share,3,2025-06-25 12:58:30.392878,48,M,Free,Video_Song_464,Queen,Album_18,Hip-Hop,2010,"Cause baby you're a firework, come on show 'em what you're worth",V464,0.87,0
I00512,U0404,Video,Share,2,2025-04-06 17:40:30.392878,43,Other,Free,Video_Song_754,Ed Sheeran,Album_99,Rock,1991,"Uptown funk you up, uptown funk you up",V754,-0.006,0
I00513,U0020,Audio,Like,3,2023-06-29 14:08:30.392878,55,M,Premium,Audio_Song_1646,J. Cole,Album_16,Electronic,2002,I just called to say I love you,A1646,-0.478,0
I00514,U0474,Video,Listen,3,2023-08-08 00:32:30.392878,33,F,Free,Video_Song_444,Tina Turner,Album_44,Hip-Hop,2016,"Sweet dreams are made of this, who am I to disagree?",V444,-0.703,0
I00515,U0493,Video,Skip,2,2024-08-22 13:17:30.392878,16,M,Free,Video_Song_1845,Foo Fighters,Album_69,Rock,2018,Hit me baby one more time,V1845,0.625,0
I00516,U0042,Video,Share,5,2024-11-20 23:22:30.392878,24,M,Premium,Video_Song_2415,Bob Dylan,Album_100,Pop,2001,"Nothing else matters, never cared for what they do",V2415,0.958,1
I00517,U0217,Video,Skip,5,2024-12-12 01:34:30.392878,50,M,Premium,Video_Song_1,Mariah Carey,Album_1,Pop,2012,"Nothing else matters, never cared for what they do",V001,0.534,0
I00518,U0125,Video,Listen,3,2025-03-01 20:21:30.392878,51,M,Premium,Video_Song_225,Michael Jackson,Album_85,Hip-Hop,2000,I just called to say I love you,V225,-0.795,0
I00519,U0137,Audio,Listen,4,2025-03-17 13:16:30.392878,58,Other,Free,Audio_Song_447,Biggie Smalls,Album_97,Electronic,1997,"I will always love you, I will always love you",A447,-0.13,1
I00520,U0169,Audio,Like,4,2024-06-03 14:00:30.392878,47,M,Free,Audio_Song_2106,Beyoncé,Album_37,Jazz,2018,"Imagine there's no heaven, it's easy if you try",A2106,-0.939,1
I00521,U0486,Audio,Listen,3,2024-07-19 01:27:30.392878,48,M,Free,Audio_Song_2059,Sia,Album_25,Pop,2013,I get by with a little help from my friends,A2059,-0.226,0
I00522,U0463,Audio,Listen,1,2023-09-02 23:38:30.392878,31,M,Free,Audio_Song_1808,Lil Nas X,Album_6,Jazz,2011,"All the single ladies, all the single ladies",A1808,0.971,0
I00523,U0175,Video,Like,1,2025-09-08 21:41:30.392878,35,M,Free,Video_Song_1623,Dua Lipa,Album_6,Rock,2002,"Uptown funk you up, uptown funk you up",V1623,-0.801,0
I00524,U0205,Audio,Like,4,2024-03-28 13:30:30.392878,47,M,Premium,Audio_Song_624,Hozier,Album_11,Rock,2009,"Beat it, beat it, no one wants to be defeated",A624,0.221,1
I00525,U0225,Audio,Like,1,2025-02-05 07:03:30.392878,56,F,Free,Audio_Song_19,Camila Cabello,Album_89,Classical,2016,"It's a beautiful day, don't let it get away",A019,-0.487,0
I00526,U0180,Audio,Like,3,2024-05-23 20:52:30.392878,41,F,Free,Audio_Song_1434,David Bowie,Album_40,Hip-Hop,2020,"It's a beautiful day, don't let it get away",A1434,0.909,0
I00527,U0458,Video,Share,1,2024-09-15 22:11:30.392878,57,M,Free,Video_Song_764,Metallica,Album_12,Electronic,2010,"I can't get no satisfaction, I can't get no satisfaction",V764,0.337,0
I00528,U0194,Audio,Skip,4,2024-01-24 06:46:30.392878,55,F,Premium,Audio_Song_67,Tina Turner,Album_85,Electronic,1996,"Here comes the sun, and I say, it's alright",A067,-0.585,0
I00529,U0010,Video,Skip,5,2025-06-07 04:10:30.392878,26,F,Premium,Video_Song_281,Biggie Smalls,Album_69,Jazz,1996,"Uptown funk you up, uptown funk you up",V281,-0.691,0
I00530,U0090,Video,Share,4,2023-03-04 23:35:30.392878,47,F,Premium,Video_Song_1681,David Bowie,Album_64,Jazz,2011,"Here comes the sun, and I say, it's alright",V1681,0.653,1
I00531,U0423,Video,Skip,5,2024-12-15 01:42:30.392878,58,F,Free,Video_Song_274,Megan Thee Stallion,Album_64,Pop,1999,Hit me baby one more time,V274,0.044,0
I00532,U0424,Video,Share,4,2025-08-15 16:50:30.392878,34,Other,Free,Video_Song_1792,Bruce Springsteen,Album_24,Pop,1992,"Hello from the other side, I must have called a thousand times",V1792,0.337,1
I00533,U0268,Video,Skip,1,2024-07-23 15:20:30.392878,20,Other,Premium,Video_Song_140,Adele,Album_80,Electronic,2012,"All the single ladies, all the single ladies",V140,-0.001,0
I00534,U0413,Audio,Listen,1,2023-09-14 00:10:30.392878,28,Other,Free,Audio_Song_56,Linkin Park,Album_56,Pop,2010,I get by with a little help from my friends,A056,-0.908,0
I00535,U0368,Video,Like,4,2025-02-17 12:50:30.392878,20,F,Premium,Video_Song_7,Justin Bieber,Album_62,Pop,2001,"Don't stop believin', hold on to that feeling",V007,-0.204,1
I00536,U0461,Audio,Skip,5,2023-10-23 22:52:30.392878,44,Other,Free,Audio_Song_1155,Frank Sinatra,Album_9,Rock,1999,Hit me baby one more time,A1155,0.881,0
I00537,U0472,Video,Share,3,2023-12-16 20:12:30.392878,36,M,Free,Video_Song_1706,Biggie Smalls,Album_91,Classical,2014,"Shake it off, shake it off",V1706,-0.983,0
I00538,U0185,Video,Share,1,2024-10-07 09:02:30.392878,37,F,Free,Video_Song_2310,J. Cole,Album_78,Classical,2015,"Beat it, beat it, no one wants to be defeated",V2310,0.015,0
I00539,U0361,Video,Share,4,2024-07-05 14:24:30.392878,15,F,Premium,Video_Song_2008,The Weeknd,Album_20,Pop,2014,"Here comes the sun, and I say, it's alright",V2008,-0.058,1
I00540,U0287,Audio,Share,3,2024-04-27 09:05:30.392878,57,F,Premium,Audio_Song_669,Coldplay,Album_72,Jazz,1991,"Uptown funk you up, uptown funk you up",A669,0.314,0
I00541,U0020,Video,Share,4,2024-05-25 04:56:30.392878,55,M,Premium,Video_Song_1170,Red Hot Chili Peppers,Album_89,Hip-Hop,2012,"I can't get no satisfaction, I can't get no satisfaction",V1170,-0.969,1
I00542,U0395,Audio,Share,1,2025-09-10 09:24:30.392878,36,F,Premium,Audio_Song_2441,The Weeknd,Album_33,Jazz,2022,"Here comes the sun, and I say, it's alright",A2441,0.888,0
I00543,U0477,Video,Listen,2,2024-04-16 00:35:30.392878,46,Other,Premium,Video_Song_364,Aretha Franklin,Album_61,Jazz,2022,"We will, we will rock you, we will, we will rock you",V364,0.092,0
I00544,U0489,Video,Like,5,2025-01-24 20:59:30.392878,35,F,Free,Video_Song_1288,Ed Sheeran,Album_33,Electronic,2006,"I want to hold your hand, I want to hold your hand",V1288,0.12,1
I00545,U0080,Audio,Skip,5,2023-06-21 15:49:30.392878,19,F,Premium,Audio_Song_1308,Joni Mitchell,Album_65,Jazz,2002,"Every breath you take, every move you make",A1308,-0.713,0
I00546,U0292,Audio,Listen,1,2024-12-28 04:24:30.392878,49,M,Free,Audio_Song_1907,Beyoncé,Album_47,Rock,2021,"Uptown funk you up, uptown funk you up",A1907,-0.246,0
I00547,U0150,Video,Skip,5,2023-04-27 21:11:30.392878,37,M,Premium,Video_Song_2120,Cardi B,Album_68,Classical,1991,"I will always love you, I will always love you",V2120,0.278,0
I00548,U0046,Video,Like,4,2024-07-12 08:13:30.392878,54,Other,Premium,Video_Song_1139,Taylor Swift,Album_43,Rock,2006,I just called to say I love you,V1139,0.382,1
I00549,U0445,Audio,Skip,3,2024-01-12 19:59:30.392878,35,Other,Premium,Audio_Song_182,Selena Gomez,Album_59,Hip-Hop,1992,"Sweet dreams are made of this, who am I to disagree?",A182,0.474,0
I00550,U0072,Audio,Like,3,2024-07-10 21:52:30.392878,43,F,Free,Audio_Song_367,Ray Charles,Album_82,Pop,1998,"I want to hold your hand, I want to hold your hand",A367,-0.143,0
I00551,U0148,Audio,Listen,3,2025-04-02 06:58:30.392878,50,F,Premium,Audio_Song_1598,Ed Sheeran,Album_83,Pop,2017,"Let it be, let it be, let it be, let it be",A1598,0.492,0
I00552,U0295,Audio,Like,4,2024-08-07 02:36:30.392878,48,Other,Premium,Audio_Song_578,Metallica,Album_47,Rock,2021,"Uptown funk you up, uptown funk you up",A578,0.168,1
I00553,U0149,Audio,Skip,4,2023-10-31 03:39:30.392878,47,F,Premium,Audio_Song_884,Stevie Nicks,Album_75,Pop,2019,"Shake it off, shake it off",A884,-0.524,0
I00554,U0056,Audio,Skip,2,2024-04-10 19:17:30.392878,24,Other,Premium,Audio_Song_1975,Camila Cabello,Album_40,Jazz,2017,"Hello from the other side, I must have called a thousand times",A1975,-0.957,0
I00555,U0236,Audio,Share,5,2024-03-03 23:02:30.392878,49,Other,Premium,Audio_Song_924,OneRepublic,Album_70,Pop,1990,"Let it be, let it be, let it be, let it be",A924,-0.561,1
I00556,U0423,Video,Listen,3,2023-09-22 00:13:30.392878,58,F,Free,Video_Song_1755,Linkin Park,Album_82,Jazz,1999,"Cause baby you're a firework, come on show 'em what you're worth",V1755,-0.603,0
I00557,U0490,Audio,Share,1,2025-04-29 02:50:30.392878,18,M,Free,Audio_Song_778,Dua Lipa,Album_70,Electronic,1990,"I will always love you, I will always love you",A778,0.359,0
I00558,U0158,Video,Listen,4,2025-06-27 07:33:30.392878,41,Other,Premium,Video_Song_1708,Shakira,Album_48,Jazz,2025,Hit me baby one more time,V1708,-0.982,1
I00559,U0267,Video,Like,1,2025-03-10 03:34:30.393878,49,M,Free,Video_Song_2156,Billie Holiday,Album_4,Electronic,1998,I just called to say I love you,V2156,0.827,0
I00560,U0088,Audio,Listen,4,2025-01-04 01:21:30.393878,34,M,Free,Audio_Song_1740,Bjork,Album_59,Hip-Hop,2014,"I want to hold your hand, I want to hold your hand",A1740,0.554,1
I00561,U0248,Audio,Share,1,2024-11-25 01:21:30.393878,21,Other,Free,Audio_Song_2080,Post Malone,Album_76,Pop,1992,"Don't stop believin', hold on to that feeling",A2080,0.115,0
I00562,U0344,Audio,Listen,5,2024-09-28 21:32:30.393878,51,F,Premium,Audio_Song_1723,The Chainsmokers,Album_11,Rock,2020,"Every breath you take, every move you make",A1723,-0.494,1
I00563,U0359,Audio,Share,3,2024-11-09 13:51:30.393878,53,M,Premium,Audio_Song_1984,Dr. Dre,Album_70,Classical,2012,"I want to hold your hand, I want to hold your hand",A1984,0.798,0
I00564,U0363,Video,Share,5,2025-08-24 19:41:30.393878,27,Other,Premium,Video_Song_276,Drake,Album_48,Jazz,2014,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V276,0.654,1
I00565,U0253,Audio,Like,1,2023-11-18 04:47:30.393878,29,F,Free,Audio_Song_2078,BTS,Album_75,Hip-Hop,1994,"Sweet dreams are made of this, who am I to disagree?",A2078,-0.195,0
I00566,U0084,Audio,Like,4,2024-07-05 19:19:30.393878,24,M,Free,Audio_Song_2477,Megan Thee Stallion,Album_3,Pop,2006,"I will always love you, I will always love you",A2477,0.013,1
I00567,U0462,Audio,Share,4,2023-11-28 05:45:30.393878,30,M,Premium,Audio_Song_554,David Bowie,Album_98,Jazz,2017,"Don't stop believin', hold on to that feeling",A554,-0.801,1
I00568,U0471,Audio,Listen,1,2024-06-22 08:27:30.393878,38,M,Premium,Audio_Song_1585,Billie Eilish,Album_35,Jazz,2016,"Here comes the sun, and I say, it's alright",A1585,-0.895,0
I00569,U0413,Video,Like,4,2024-03-05 19:30:30.393878,28,Other,Free,Video_Song_2171,Linkin Park,Album_17,Rock,2000,I just called to say I love you,V2171,-0.415,1
I00570,U0207,Video,Share,4,2025-07-07 23:40:30.393878,44,Other,Free,Video_Song_1649,Bruce Springsteen,Album_22,Rock,2000,"Shake it off, shake it off",V1649,-0.532,1
I00571,U0468,Audio,Skip,3,2025-01-09 18:22:30.393878,18,Other,Premium,Audio_Song_1664,Green Day,Album_80,Rock,2018,I get by with a little help from my friends,A1664,-0.868,0
I00572,U0218,Video,Skip,3,2024-10-29 12:26:30.393878,51,F,Premium,Video_Song_1057,Sia,Album_73,Classical,2011,I get by with a little help from my friends,V1057,0.291,0
I00573,U0381,Audio,Skip,5,2025-01-04 10:21:30.393878,55,M,Free,Audio_Song_2396,Travis Scott,Album_8,Electronic,2004,"I will always love you, I will always love you",A2396,-0.303,0
I00574,U0012,Audio,Listen,2,2024-06-07 23:24:30.393878,43,F,Free,Audio_Song_1568,Elvis Presley,Album_90,Pop,1990,"All the single ladies, all the single ladies",A1568,-0.182,0
I00575,U0180,Audio,Share,4,2023-09-24 03:32:30.393878,41,F,Free,Audio_Song_873,Beyoncé,Album_96,Hip-Hop,2017,"I want to hold your hand, I want to hold your hand",A873,-0.585,1
I00576,U0215,Video,Skip,2,2024-02-10 10:41:30.393878,53,F,Free,Video_Song_737,Stevie Nicks,Album_64,Jazz,2007,"Uptown funk you up, uptown funk you up",V737,0.449,0
I00577,U0403,Audio,Like,4,2023-11-21 19:28:30.393878,54,M,Premium,Audio_Song_1112,Maroon 5,Album_31,Classical,2009,"Nothing else matters, never cared for what they do",A1112,-0.955,1
I00578,U0033,Audio,Share,2,2024-07-23 15:04:30.393878,39,F,Premium,Audio_Song_325,Foo Fighters,Album_79,Classical,1991,I get by with a little help from my friends,A325,-0.383,0
I00579,U0409,Video,Skip,3,2025-04-17 19:35:30.393878,31,Other,Free,Video_Song_1913,Charlie Puth,Album_52,Rock,1998,"Livin' on a prayer, take my hand, we'll make it I swear",V1913,-0.915,0
