id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
34420864,2015-12-22 16:58:33,4,817,Pandas - remove duplicate rows except the one with highest value from another column,1,0,,Carl,314.0,Andy Hayden,131029.0
34243044,2015-12-12 17:49:50,3,419,Pandas replace nan with mean value for a given grouping,1,0,,Carl,314.0,Colonel Beauvel,21519.0
33558924,2015-11-06 03:24:02,2,250,python pandas nested loop: to apply a function to each element of e.g. column 2 involving compounding same elements in previous column 1s,1,0,1.0,Carl,314.0,Nader Hisham,3196.0
35071403,2016-01-28 20:30:00,2,103,Replace python for loops with vectorized method to discard missing data,1,0,,Carl,314.0,Alexander,39006.0
34225359,2015-12-11 14:03:19,3,40,RunTimeWarning: Invalid value encountered in greater,0,3,,Josh,183.0,,
33624870,2015-11-10 07:31:26,2,292,Python Pandas Update / Replace,1,2,,Clint,57.0,hellpanderrr,1358.0
34074922,2015-12-03 19:51:02,1,79,How I can & a big number in a dataframe?,1,3,,parvij,457.0,BrenBarn,136870.0
34990179,2016-01-25 10:23:41,0,1379,How to save multiple plot in a loop?,1,2,,parvij,457.0,roganjosh,3463.0
34857829,2016-01-18 15:03:41,4,714,pandas: how to format cells after exporting to Excel,1,2,,Pythonista anonymous,1018.0,,
34266196,2015-12-14 11:43:05,0,103,select column from files and write to new file with file name as column name,2,0,,redaktroll,33.0,EdChum,124367.0
34480395,2015-12-27 12:29:14,0,61,how to draw the dataframe without the breaktime,1,1,1.0,dindom,83.0,Stefan,14434.0
34942286,2016-01-22 08:39:52,0,416,can two python programs write and read a same HDF5 file at same time,1,0,1.0,dindom,83.0,Timothy Brown,1766.0
34184841,2015-12-09 17:10:48,1,2778,Python Pandas - Read csv file containing multiple tables,3,12,1.0,Olivier Cervello,438.0,DSM,164692.0
34854856,2016-01-18 12:30:32,2,108,Pandas: Iteratively Extract Numpy Arrays From DataFrame,3,0,,RDJ,1002.0,EdChum,124367.0
34842552,2016-01-17 19:19:42,0,256,Python: extracting arrays from DataFrame column,1,0,,RDJ,1002.0,BrenBarn,136870.0
34827639,2016-01-16 13:41:17,1,705,Pandas: Efficiently subset DataFrame based on strings containing certain values,2,2,1.0,RDJ,1002.0,Fabio Lamanna,5776.0
34680713,2016-01-08 15:40:46,2,1417,Pandas: Group by date and the median of another variable,2,0,1.0,RDJ,1002.0,chrisaycock,20801.0
34743650,2016-01-12 12:24:57,1,467,Pandas: Applying a function whilst splitting a dict into columns,1,1,,RDJ,1002.0,jezrael,186894.0
34963812,2016-01-23 13:06:36,2,328,Pandas: subset multiple columns by name based on value in another column,2,0,1.0,RDJ,1002.0,jezrael,186894.0
35070452,2016-01-28 19:35:49,2,373,How to correct spelling in a Pandas DataFrame,1,0,,RDJ,1002.0,Ami Tavory,41895.0
33660276,2015-11-11 21:35:36,0,31,how to select random samples of elements with a particular id,1,1,,dana111,21.0,,
34537027,2015-12-30 20:48:40,1,368,how does one make lines thicker in pandas subplots,1,1,,axm302,11.0,,
34466827,2015-12-25 22:05:10,1,248,Pandas Dataframe - How to combine multiple rows to one,2,0,,LetsPlayYahtzee,1208.0,Alexander,39006.0
34398644,2015-12-21 15:02:04,1,186,Can I use pandas read_csv converter conditionally?,1,0,1.0,LetsPlayYahtzee,1208.0,Haes,8515.0
34396007,2015-12-21 12:43:34,0,84,Pandas read_csv() - Can I fix missing values before they are handled by a converter in read_csv?,0,4,,LetsPlayYahtzee,1208.0,,
34332863,2015-12-17 10:57:42,3,456,Writing Python pandas dataframe row slices to a file,1,4,1.0,shalini,1051.0,jezrael,186894.0
34996032,2016-01-25 15:18:47,0,89,API Nested JSON Response TO CSV,0,3,,Manu Sharma,143.0,,
34161001,2015-12-08 16:27:04,1,29,matplotlib get histogram values pandas dataframe,0,2,,lukewitmer,383.0,,
33678435,2015-11-12 18:14:30,0,967,Pandas Plotting with twinx,1,0,,um8ra,53.0,,
34278348,2015-12-14 23:14:20,0,375,Plotting simple time series using pandas,1,0,,ploo,183.0,Ezer K,829.0
34022110,2015-12-01 13:51:40,0,80,Numpy NaN format in array not considered null,1,3,,Extratoro,15.0,Peque,4137.0
33836537,2015-11-20 21:41:32,0,172,Pandas best practice to select multiple column data,1,2,,Joseph Seung Jae Dollar,194.0,matt_s,573.0
33814887,2015-11-19 21:43:05,1,1978,Python Pandas printing out values of each cells,2,1,,Joseph Seung Jae Dollar,194.0,Anton Protopopov,11088.0
34804458,2016-01-15 04:32:38,1,418,Python: Parsing OrderedDict of OrderedDicts into Pandas Dataframe,1,0,,gpanda,88.0,J.J. Hakala,4116.0
33668700,2015-11-12 09:59:06,0,175,Getting an error while using Pandas.Series.quantile(),1,1,,TheChetan,1509.0,Mangu Singh Rajpurohit,4203.0
34341112,2015-12-17 17:50:06,4,1459,pandas build on Cygwin,3,4,1.0,Franco Solleza,494.0,,
34040619,2015-12-02 10:38:49,1,877,Python ValueError I/O operation on closed file,1,4,0.0,Duy Bui,330.0,,
34088348,2015-12-04 12:23:11,0,61,Error to find minimum of last column of pandas DataFrame in Python,1,1,,Koushik,44.0,,
34175462,2015-12-09 09:43:49,2,1542,Dendrogram using pandas and scipy,1,0,2.0,Tingiskhan,483.0,Tingiskhan,483.0
34720539,2016-01-11 11:36:07,1,143,dictionary of nested variable length lists to pandas DF,3,0,,Johannes Wachs,375.0,Kaustav Datta,359.0
34009433,2015-11-30 22:46:14,0,50,Application freezes after use of pandas and matplotlib modules,0,3,,AutomEng,135.0,,
34727968,2016-01-11 17:52:11,1,54,Pandas GroupBy aggegate only some groups,1,2,,Arthur,13.0,Stefan,14434.0
34138940,2015-12-07 16:53:57,0,200,networkx graph drawing and connection making,0,2,,Marco,146.0,,
33507236,2015-11-03 19:15:41,2,2193,Iterating Through Rows of Pandas DataFrame - change series value based on values in another series?,1,0,,Steve Maughan,325.0,night_bat,1069.0
33503368,2015-11-03 15:48:15,2,40,Applying an OLS Model to a Different DataFrame?,1,2,,Steve Maughan,325.0,,
34369178,2015-12-19 09:24:32,2,92,Python: Creating a multicolumn serie with Pandas,1,0,,Mpizos Dimitris,965.0,Mike Müller,38982.0
35047384,2016-01-27 20:28:13,0,56,How to create a new `DataFrame` with values obtained from another?,1,0,,Rakesh Adhikesavan,1950.0,Stefan,14434.0
35089060,2016-01-29 16:14:26,0,45,How to drop duplicates in dataframe ignoring whitespaces?,2,2,,Rakesh Adhikesavan,1950.0,EdChum,124367.0
34738732,2016-01-12 08:27:16,2,1176,Get index of row by value in column,3,0,,darkpool,1502.0,jezrael,186894.0
33626443,2015-11-10 09:15:54,6,2928,Comparing floats in a pandas column,2,2,0.0,darkpool,1502.0,EdChum,124367.0
33604931,2015-11-09 08:18:26,1,199,Pandas substring,2,1,,darkpool,1502.0,EdChum,124367.0
33595230,2015-11-08 14:48:57,-1,35,Return data from thread to a separate class,1,0,,darkpool,1502.0,,
33736845,2015-11-16 13:43:43,1,31,Flag dates that are between a range,1,3,,darkpool,1502.0,jezrael,186894.0
33765660,2015-11-17 19:44:29,1,229,Flatten / Remove hierarchical column headers,2,0,,darkpool,1502.0,Andy Hayden,131029.0
33759637,2015-11-17 14:38:02,1,46,Print specific columns after performing groupby,0,0,,darkpool,1502.0,,
34082098,2015-12-04 06:19:49,2,538,Beautifulsoup span id tags to pandas,3,1,,darkpool,1502.0,darkpool,1502.0
33871858,2015-11-23 13:06:17,2,303,Labels missing on subplot,0,5,,darkpool,1502.0,,
33869234,2015-11-23 10:51:40,1,107,Creating a subplot instead of separate plots,1,0,,darkpool,1502.0,furas,33017.0
34080909,2015-12-04 04:26:44,0,1850,Pandas : Add new column with function based on index,1,1,,Mrye,78.0,,
34057808,2015-12-03 04:17:29,1,1988,Pandas : Group by and sort by total size,2,2,,Mrye,78.0,,
34621118,2016-01-05 20:57:39,0,1137,Distance calculation in Geopy,1,8,,PR102012,152.0,PR102012,152.0
34858470,2016-01-18 15:34:37,0,128,Running a function if dtype is equal to object,1,7,,icomefromchaos,24.0,karlson,2401.0
35006922,2016-01-26 04:10:20,0,199,Passing Values between functions using **kwargs,2,1,,icomefromchaos,24.0,,
35087665,2016-01-29 15:07:12,1,433,Transform pandas Series with variable length comma separated values to Dataframe,3,6,,S Leon,101.0,unutbu,464745.0
33690674,2015-11-13 10:31:13,1,130,Add column with tuple length (number of items),1,0,,Andres,68.0,EdChum,124367.0
34485982,2015-12-27 23:28:10,5,2997,Pandas: save to excel encoding issue,3,2,,jjj,101.0,jjj,101.0
33691591,2015-11-13 11:21:25,2,488,Pandas: interpolation where first and last data point in column is NaN,1,2,,HStro,40.0,jezrael,186894.0
33703923,2015-11-14 00:46:04,0,79,Limit on Number of Columns Pandas Will Print in Python,1,0,,Ross Johnson,103.0,Leb,6623.0
33902489,2015-11-24 19:46:21,0,86,Python: Using Pandas to Reformat List of Lists,1,5,,Ross Johnson,103.0,,
35006204,2016-01-26 02:39:28,0,42,Applying aggregation with multiple arguments,1,0,,goodtimeslim,715.0,SPKoder,614.0
34298685,2015-12-15 20:23:22,1,440,Python pandas read excel - create index from two columns,1,0,,Johannes,52.0,Ezer K,829.0
34136281,2015-12-07 14:45:16,0,4195,"""Can't convert float Nan to int"" but no Nan?",1,7,1.0,Ando Jurai,357.0,,
34378059,2015-12-20 04:46:17,-3,263,Update in pandas on specific columns,1,2,,Anarcho-Chossid,552.0,,
33735235,2015-11-16 12:19:53,0,264,Replace index of a DataFrame with another index from another DataFrame,1,4,,puk789,137.0,jezrael,186894.0
34342370,2015-12-17 19:07:26,3,3550,Analysing Time Series in Python - pandas formatting error - statsmodels,1,0,1.0,Robin,69.0,Randy C,4512.0
34494780,2015-12-28 13:51:15,5,3348,Time Series Analysis - unevenly spaced measures - pandas + statsmodels,1,1,1.0,Robin,69.0,Stefan,14434.0
34533237,2015-12-30 16:24:55,1,341,Pandas I want to drop rows with NaT based on another column's value,2,2,,Abi,147.0,,
34529417,2015-12-30 12:18:21,0,460,Keeping just the hh:mm:ss from a time delta,2,1,,Abi,147.0,Anton Protopopov,11088.0
34315704,2015-12-16 15:19:44,2,59,Exclude data based on cell value,0,3,1.0,Abi,147.0,,
34265866,2015-12-14 11:25:44,1,114,Pandas Dropping all but last item in list,1,0,,Abi,147.0,EdChum,124367.0
34267623,2015-12-14 12:55:45,3,762,Pandas Xlsxwriter time format,1,7,1.0,Abi,147.0,,
34155765,2015-12-08 12:21:07,1,59,Pandas: Check if row has similar values,2,0,,Abi,147.0,,
34740592,2016-01-12 10:03:34,2,930,Skip certain lines from file using Python Pandas,2,4,,MattGabriel,543.0,Padraic Cunningham,121352.0
33637477,2015-11-10 18:58:17,0,167,Replacing the missing values in pandas,1,1,,na899,33.0,hellpanderrr,1358.0
34804810,2016-01-15 05:16:43,0,188,Why does changing one `np.nan` value change all of the nan values in pandas dataframe?,1,3,,Hunle,429.0,,
34377750,2015-12-20 03:42:53,1,51,What is the `pandas` way to create a column in a dataframe by operating on each row?,1,0,,Hunle,429.0,Paul H,22389.0
34495817,2015-12-28 15:00:02,2,519,Plotting a background image to a matplotlib graph,1,2,2.0,jjjayn,147.0,ali_m,35938.0
34066533,2015-12-03 12:49:41,3,2422,Drop Elements from Pandas Series by Index,1,0,1.0,jjjayn,147.0,,
34949449,2016-01-22 14:49:08,1,73,Pandas stacking DataFrame and concatenating name of columns with index,1,0,,jackal,20.0,joris,44714.0
34027124,2015-12-01 18:07:14,0,324,multiple y axes (matplotlib) - unable to define scale increments,0,6,,MJS,305.0,,
34006443,2015-11-30 19:30:56,1,349,Unable to control scale of second y-axis on df.plot(),3,1,,MJS,305.0,Alexander,39006.0
34618229,2016-01-05 17:56:00,1,131,python/pandas - would like to remove nested loops to improve run time,1,7,,MJS,305.0,,
34433886,2015-12-23 10:45:30,1,83,Iterating over date range between two pandas dataframes for category count,1,0,,warwick12,41.0,jezrael,186894.0
34506112,2015-12-29 07:02:26,3,2324,Strip timezone info in pandas,3,2,1.0,Ernesto561,162.0,jezrael,186894.0
34474607,2015-12-26 19:42:09,0,202,Pandas median over grouped by binned data,2,2,,Moshe Einhorn,30.0,Ilya V. Schurov,3223.0
34282847,2015-12-15 06:57:40,2,4359,pandas: concat data frame with different column name,2,1,,arkisle,46.0,Stefan,14434.0
34667973,2016-01-08 01:11:14,1,1491,Add multiple columns with zero values from a list to a Pandas data frame,1,0,1.0,arkisle,46.0,Thtu,855.0
34051327,2015-12-02 19:28:53,0,182,Python Split / Remove part of string from long string dataframe column which contains partial change within it,0,3,,Ken Lawlor,44.0,,
34079384,2015-12-04 01:24:32,0,104,Delete part of string if string contains sub-string in single column instance,1,2,,Ken Lawlor,44.0,Woody Pride,4297.0
33834736,2015-11-20 19:36:42,1,227,Pivot in ID in Python as change column name,1,0,,Vasista B,115.0,,
34279378,2015-12-15 01:05:17,1,2485,python pandas- apply function with two arguments to columns,1,0,1.0,Maria,185.0,N. Wouda,1573.0
34808639,2016-01-15 10:06:14,0,259,find next working day in a pandas column,1,0,,Blue Moon,870.0,,
33607455,2015-11-09 10:47:29,1,62,How to speed up a python for loop,1,3,,Blue Moon,870.0,EdChum,124367.0
33572065,2015-11-06 17:11:38,-2,81,how to reproduce this excel formula in python-pandas,2,1,1.0,Blue Moon,870.0,chrisaycock,20801.0
34803596,2016-01-15 02:48:37,0,62,python pandas dataframe: naming columns is making new columns,2,0,,puzzler,88.0,jezrael,186894.0
34600838,2016-01-04 22:13:57,1,46,Most Efficient way to get index of item within a group in pandas dataframe,1,0,,Nicole,13.0,Andy Hayden,131029.0
34181505,2015-12-09 14:37:42,1,697,Understanding row iteration in pandas (python),2,4,,5nv,213.0,greg_data,1155.0
34998772,2016-01-25 17:40:07,3,1243,Plotting confidence and prediction intervals with repeated entries,1,0,1.0,PJW,331.0,kpie,2589.0
34734940,2016-01-12 03:09:17,12,16806,Row-wise average for a subset of the columns while accounting for missing values,1,0,2.0,scrollex,341.0,Stefan,14434.0
34708302,2016-01-10 17:06:17,2,456,How to read JSON file that contains list of dictionaries into pandas data frame?,2,0,,scrollex,341.0,jezrael,186894.0
34830921,2016-01-16 19:02:40,2,982,How to plot values for multiple factors from one column across several dates in pandas + matplotlib?,1,0,1.0,scrollex,341.0,unutbu,464745.0
34780630,2016-01-14 02:21:09,1,107,Count all categories in pandas data frame and add their values,2,1,,scrollex,341.0,Def_Os,2775.0
34843786,2016-01-17 21:16:28,1,3470,Renaming pandas data frame columns using a for loop,3,0,1.0,scrollex,341.0,mgc,1581.0
34846146,2016-01-18 01:56:19,4,4975,How to calculate differences between consecutive rows in pandas data frame?,2,0,2.0,scrollex,341.0,Mike Müller,38982.0
33699137,2015-11-13 18:05:24,1,298,Groupby separate sum with commas,1,0,,caspar,8.0,Andy Hayden,131029.0
34056391,2015-12-03 01:38:27,0,166,Create sparse matrix from movie ratings,0,5,,caspar,8.0,,
34251641,2015-12-13 13:33:20,1,2818,How to make a bar plot of non-numerical data in pandas,2,2,,Jean Nassar,130.0,Stefan,14434.0
34145919,2015-12-08 00:26:33,1,1149,Passing a python dataframe to an object and altering the dataframe,2,1,,Mehran F Langerudi,56.0,,
33861610,2015-11-22 23:39:13,0,76,Year range to date time format,3,2,,bshah,30.0,Andy Hayden,131029.0
34214031,2015-12-11 00:06:16,0,2569,How to get table column-name/header for SQL query in python,3,0,1.0,bshah,30.0,,
35060601,2016-01-28 11:43:58,1,304,Find substring in pandas,1,2,,sayhello,75.0,EdChum,124367.0
33599156,2015-11-08 21:20:01,1,467,Converting HTML in a pandas dataframe column which was read from a csv file to Plain text,1,0,,George,53.0,,
33803327,2015-11-19 11:59:13,1,709,How to read a csv file with pandas with missing data at the beginning of the file,1,7,,George Pamfilis,437.0,,
34341974,2015-12-17 18:43:04,9,7772,Nested Json to pandas DataFrame with specific format,1,0,4.0,figgy,85.0,Andy Hayden,131029.0
33722076,2015-11-15 16:35:03,0,222,Adding a new index row to an existing dataframe and sorting by it,2,0,,JC_CL,383.0,Nader Hisham,3196.0
33823161,2015-11-20 09:28:50,2,183,"The mean of a dataframe of NaN's is Zero, instead of NaN",1,6,,JC_CL,383.0,,
33548019,2015-11-05 15:06:05,1,67,Create two lists in one line?,0,4,,Dirty_Fox,243.0,,
33541266,2015-11-05 09:49:08,0,2586,Access the index of a pandas series,2,0,,Dirty_Fox,243.0,Joe T. Boka,4086.0
34704156,2016-01-10 10:00:20,1,65,UnicodeEncodeError only on some PCs,1,6,,tfv,2593.0,tfv,2593.0
33528913,2015-11-04 18:02:33,0,1001,change time in timestamp,2,1,,NickD1,98.0,Anton Protopopov,11088.0
34574499,2016-01-03 08:01:03,2,1023,Why is pandas.apply() executing on null elements?,1,5,,Alex,647.0,kliron,2012.0
34776651,2016-01-13 20:43:01,5,2244,Concatenate rows of pandas DataFrame with same id,1,1,2.0,Alex,647.0,Anton Protopopov,11088.0
34301438,2015-12-15 23:30:54,1,48,Index pandas series entries with integers,1,1,,Alex,647.0,Colonel Beauvel,21519.0
34346140,2015-12-17 23:22:25,1,6182,"Applying sklearn function to pandas dataframe gives ValueError(""Unknown label type: %r"" % y)",1,5,1.0,Alex,647.0,maxymoo,15066.0
34913305,2016-01-21 00:30:57,0,155,Installation pandas failed due to a deprecated API,1,2,,mel,1088.0,J.J. Hakala,4116.0
33650332,2015-11-11 12:15:14,1,980,Using 'real values' in imshow in python,1,0,,munieq11,43.0,,
33984151,2015-11-29 14:57:07,1,641,Combining rectangle/square areas into bigger ones - imshow/python,1,6,1.0,munieq11,43.0,Kenney,7783.0
34266488,2015-12-14 11:58:04,2,145,Identify continuous occurrences of a value in a dataframe,2,3,,Sepehr,168.0,Padraic Cunningham,121352.0
33595057,2015-11-08 14:29:19,3,327,numpy equivalent of pandas,1,0,1.0,Alejandro Simkievich,802.0,Nader Hisham,3196.0
33556050,2015-11-05 22:31:39,2,604,efficient concatenation of lists in pandas series,1,3,1.0,Alejandro Simkievich,802.0,Alexander,39006.0
33912097,2015-11-25 08:55:51,0,30,How to get the mean of subtraction of 2 dataframes in Python?,1,0,,Mincong Huang,1504.0,LaPriWa,1370.0
34902464,2016-01-20 14:16:50,2,1667,How to convert int index to dates index in pandas dataframe?,1,1,,Mincong Huang,1504.0,EdChum,124367.0
34934511,2016-01-21 21:16:03,0,1122,Cannot interpolate dataframe even if most of the data is filled,1,3,1.0,Mincong Huang,1504.0,unutbu,464745.0
33717272,2015-11-15 07:01:40,1,78,search for string in pandas row,1,1,,Neil,41.0,,
34092343,2015-12-04 15:59:18,0,484,dataframe.plot exclude missing data,1,0,,J.A.Cado,78.0,Amy D,127.0
34903652,2016-01-20 15:10:11,1,143,I DO want to plot missing data,0,6,,J.A.Cado,78.0,,
34267421,2015-12-14 12:45:35,0,48,Why does dataframe object convert to TimeSeries Object,2,0,,J.A.Cado,78.0,unutbu,464745.0
34504033,2015-12-29 03:35:44,0,476,Dataframe append a row,3,1,,Colin Kohoutek,15.0,,
34471672,2015-12-26 13:14:50,2,462,Pandas Dataframe relative indexing,1,4,,Alexander Soare,80.0,Stefan,14434.0
34320067,2015-12-16 19:03:57,1,86,Pandas dataframe indexing anomaly?,1,2,,Alexander Soare,80.0,Woody Pride,4297.0
34503345,2015-12-29 01:51:13,0,48,Set Index as Integers with Mixed Types,1,2,,Dance Party,680.0,Ezer K,829.0
34532226,2015-12-30 15:22:10,1,109,MatPlotLib Key Error: 0 When Annotating,1,1,,Dance Party,680.0,tacaswell,45652.0
34377853,2015-12-20 04:04:21,0,429,Pandas add empty rows as filler,1,2,,Dance Party,680.0,Alexander,39006.0
34914454,2016-01-21 02:39:30,-1,46,Pandas use series to select column names,1,1,,Dance Party,680.0,,
34835906,2016-01-17 06:49:52,3,723,Pandas assign value to cell based on values of other cells in row,3,0,,Dance Party,680.0,jezrael,186894.0
33872299,2015-11-23 13:28:56,0,87,How to iterate over groups,1,1,,Dance Party,680.0,,
33988305,2015-11-29 21:22:23,1,245,Percentage by Group,1,0,,Dance Party,680.0,Stefan,14434.0
33727667,2015-11-16 02:33:10,0,1599,Pandas SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrame,2,0,1.0,Dance Party,680.0,maxymoo,15066.0
33728732,2015-11-16 04:52:20,0,61,Pandas Open Most Recent CSV with Partial Name,0,2,,Dance Party,680.0,,
33536496,2015-11-05 04:04:00,0,91,Python Pandas: Find Match and Assign Higher Value,2,1,,Dance Party,680.0,Nader Hisham,3196.0
33555084,2015-11-05 21:25:51,1,83,import series-like data file into pandas,1,0,,THOTH,37.0,Michael K,495.0
33652744,2015-11-11 14:32:49,4,2207,Association rules with pandas dataframe,1,1,1.0,dooms,472.0,,
33641231,2015-11-10 22:55:16,5,2500,Retrieve indices of NaN values in a pandas dataframe,4,1,1.0,dooms,472.0,Andy Hayden,131029.0
34118194,2015-12-06 13:57:10,0,58,Pandas keep column after multiple aggregations,1,0,,dooms,472.0,unutbu,464745.0
34256548,2015-12-13 21:25:23,1,305,Drop rows in pandas dataframe based on columns value,1,0,,dooms,472.0,DSM,164692.0
34243194,2015-12-12 18:05:48,1,6867,Filter rows of pandas dataframe whose values are lower than 0,1,2,,dooms,472.0,ComputerFellow,3496.0
34233515,2015-12-11 22:22:42,1,1102,Plot lines from pandas dataframe,1,0,,dooms,472.0,VlS,361.0
34983360,2016-01-25 00:27:17,0,353,Create a piecewise smooth function which preserves local integrals from data,2,6,,William Welsh,96.0,Matt Timmermans,12364.0
34758048,2016-01-13 03:45:40,1,130,Indexing by Character in a Column of a Python/Pandas DataFrame,1,0,,Javesh Gandhi,8.0,maxymoo,15066.0
35044938,2016-01-27 18:11:41,0,86,calling variable inside string returns ValueError,2,2,,ik629,25.0,cricket_007,53600.0
34019811,2015-12-01 11:53:11,0,390,World Bank API to pandas DF,1,0,,Jonathan S,6.0,,
33991750,2015-11-30 05:05:15,0,47,Functions within np.array,2,2,,Jonathan S,6.0,,
33995543,2015-11-30 09:44:30,0,39,Pandas multiple boolean drops,1,1,,Jonathan S,6.0,,
34847494,2016-01-18 04:49:21,1,112,pandas read csv normalizing dates with python3,2,0,,sndrosilva,154.0,NinjaGaiden,1170.0
33673876,2015-11-12 14:34:16,1,231,How to access a specific row in a DataFrame,1,2,,kwn,111.0,Leb,6623.0
34426858,2015-12-23 00:39:26,2,55,pandas python sorting according to a pattern,1,2,,motaha,85.0,Andy Hayden,131029.0
33747460,2015-11-17 01:04:17,1,727,Pandas.apply with dependency on previous value (not shift),2,2,1.0,Andrew Leeming,46.0,,
34074663,2015-12-03 19:36:19,0,1536,Assign values to multiple columns in Pandas,1,2,,SpanishBoy,588.0,SpanishBoy,588.0
34070646,2015-12-03 16:03:00,0,34,Create Columns on DataFrame with parsed list values,1,1,0.0,SpanishBoy,588.0,Stefan,14434.0
34502662,2015-12-29 00:13:44,1,68,issue with cross_validation in pandas_ml,1,0,0.0,SpanishBoy,588.0,Jamie Bull,4656.0
34463613,2015-12-25 14:18:19,5,1767,Convert NumPy arrays to Pandas Dataframe with columns,2,3,,SpanishBoy,588.0,SpanishBoy,588.0
34497196,2015-12-28 16:36:05,0,302,How find all parameters for GridSearchCV in Python?,1,2,,SpanishBoy,588.0,lejlot,40198.0
34228138,2015-12-11 16:26:20,2,633,Doesn't work example with Keras framework,1,0,1.0,SpanishBoy,588.0,Sudeep Juvekar,2752.0
34208273,2015-12-10 17:34:57,1,22,Concat values from columns depends on particular condition,1,0,,SpanishBoy,588.0,jezrael,186894.0
34919106,2016-01-21 08:51:42,1,99,Pythonic way to simplify multiply 2 pandas columns with condition,3,1,,SpanishBoy,588.0,jezrael,186894.0
34602024,2016-01-04 23:56:54,0,95,Evaluate multiple complex conditional statements in pandas,2,1,,SpanishBoy,588.0,imp9,1660.0
34610563,2016-01-05 11:24:58,1,61,GroupBy with sub-ranges in Pandas,1,4,,SpanishBoy,588.0,jezrael,186894.0
34980744,2016-01-24 19:59:12,0,38,Calculate previous results in PostgreSQL,1,2,,SpanishBoy,588.0,Alexei,7613.0
34931807,2016-01-21 18:43:09,2,138,GroupBy in pandas divided by date range,1,1,,SpanishBoy,588.0,jezrael,186894.0
34799408,2016-01-14 20:46:38,0,270,Identifying Extrema in Financial Data using Pandas,1,0,,Jonathan Epstein,357.0,Sergey Bushmanov,2279.0
34838378,2016-01-17 12:37:37,1,4309,dataframe values.tolist() datatype,2,1,,Meng Qian,32.0,Mike Müller,38982.0
33871062,2015-11-23 12:25:38,0,44,DataFrame filter data with string type use like,1,0,,Meng Qian,32.0,furas,33017.0
34238391,2015-12-12 09:38:43,1,2399,Convert one DataFrame row to flat list,3,0,1.0,Jacob H,1971.0,Colonel Beauvel,21519.0
34311957,2015-12-16 12:23:06,1,63,Pandas: select rows from pandas data frame based on thе condition calculated from several subcolumns,1,2,,Anton Khodak,438.0,eumiro,104313.0
33765552,2015-11-17 19:37:11,0,784,Pandas: conditionally matching rows in a smaller data frame,2,1,,Zachary Cross,1354.0,,
34137628,2015-12-07 15:47:56,0,84,"Find a string in a dataframe and write row to a new dataframe (Pandas, Python 3.4)",2,0,,C Winkler,64.0,,
34789214,2016-01-14 12:05:25,0,22,How to Round the Index of a Data Frame in Pandas,0,4,,C Winkler,64.0,,
34556493,2016-01-01 13:22:06,2,30,bool operator in for Timestamp in Series does not work,1,0,,Olric,80.0,kia,614.0
34657183,2016-01-07 14:07:21,2,1437,Adding rows that have the same column value in a pandas dataframe,2,2,,maxmijn,102.0,Kapil Bhalla,66.0
34790810,2016-01-14 13:26:37,1,83,Subtracting two dataframe columns with timestamps,0,4,,maxmijn,102.0,,
34876590,2016-01-19 12:16:01,0,76,Returning most occurring element in row of pandas dataframe,3,0,,maxmijn,102.0,EdChum,124367.0
34982928,2016-01-24 23:33:34,1,426,Return rows only if all items of category are True,2,0,,Anderson,43.0,DSM,164692.0
33620132,2015-11-09 23:15:32,0,2525,Write each row of pandas dataframe into a new text file - pythonic way,2,5,,Wolf,64.0,Wolf,64.0
34858698,2016-01-18 15:46:05,-1,55,Generating a list of numbers based on a constraint-step procedure,1,8,,Joey,378.0,Reti43,4543.0
34269098,2015-12-14 14:11:26,1,93,Using Tkinter user input for variables in functions,1,4,,Joey,378.0,JCVanHamme,920.0
34225611,2015-12-11 14:17:19,0,253,Using tkinter Entries for variables in external functions,2,4,,Joey,378.0,Gábor Erdős,2182.0
35077175,2016-01-29 04:56:33,1,453,Python Pandas No Module Named Webencodings,1,1,,Isak Baizley,433.0,,
34838072,2016-01-17 12:01:07,0,109,Pandas DataFrame.to_csv giving invalid slice error,1,0,,Konrad Kapp,935.0,,
34838234,2016-01-17 12:20:08,0,148,Pandas DataFrame export to csv invalid slice error,1,0,,Konrad Kapp,935.0,Jim Fasarakis Hilliard,55262.0
34634197,2016-01-06 13:21:40,0,349,Concatenate rows column-wise in Python Pandas with groupby,1,4,,Jamona,32.0,,
34143262,2015-12-07 21:09:47,0,52,Munge tuples of yearly fiscal data with element date-labels into a time-series in Python Pandas,1,0,,Erik,36.0,horatio,2288.0
34170250,2015-12-09 03:26:50,2,5337,How can I reindex pandas dataframe to reset the starting index value to zero？,2,0,,Peng He,118.0,Alexander,39006.0
34038717,2015-12-02 09:09:04,0,233,How Numpy two-dimensional array (or pandas DataFrame)take intersection when there is a column has same value?,0,2,,Peng He,118.0,,
33990683,2015-11-30 02:40:14,0,86,How to read a tuple with python pandas and How Series.replace function works,1,0,,Peng He,118.0,Anton Protopopov,11088.0
34329617,2015-12-17 08:13:41,2,1064,How colon(:) works in python & pandas?,3,1,,Peng He,118.0,urban,1530.0
34371465,2015-12-19 13:45:21,0,43,"In matplotlib,how function plot's parameter 'logy' works?",0,2,,Peng He,118.0,,
35009483,2016-01-26 08:21:48,1,57,Is there a way to efficiently convert the data type in a DataFrame's column?,3,0,,Peng He,118.0,,
