DBA Name,Facility Type,Risk,Address,Zip,Inspection Date,Inspection Type,Results,Violations
BEER,Restaurant,Risk 1 (High),3415 N CLARK ST ,60657.0,05/23/2016,Canvass Re-Inspection,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: ALL PREVIOUS MINOR VIOLATIONS HAVE BEEN CORRECTED. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: VIOLATION CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION CORRECTED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  EXTREMELY LOW WATER PRESSURE ON BOTH THE HOT AND COLD WATER AT THE BAR EXPOSED HAND SINK. MUST REPAIR AND PROVIDE ADEQUATE WATER. 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION CORRECTED. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: VIOLATION CORRECTED."
LA FRUTERIA INC,Grocery Store,Risk 2 (Medium),8909 S COMMERCIAL AVE ,60617.0,05/23/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING INSIDE THE WALK IN COOLER TO REMOVE SPILLS AND DEBRIS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED THE FAN COVERS INSIDE THE WALK IN COOLER DIRTY. MUST CLEAN AND MAINTAIN. ALSO NOTED MISSING LIGHT SHIELDS AND END CAPS THROUGH PREP AREAS. MUST REPLACE AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED LEAKS AT THE FAUCETS AT THE 3 COMP SINK. MUST REPAIR AND MAINTAIN."
MOTHER HUBBARDS,Restaurant,Risk 1 (High),5 W HUBBARD ST ,60610.0,05/23/2016,Canvass,Pass w/ Conditions,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD (ICE) NOT PROTECTED DURING STORAGE INSIDE OF THE ICE MACHINE. OBSERVED BLACK SLIMY SUBSTANCES THROUGHOUT INTERIOR WATER COMPONENTS OF THE ICE MACHINE. MANAGEMENT INSTRUCTED TO TURN OFF MACHINE, REMOVE ICE AND HAVE INTERIOR OF ICE MACHINE CLEANED AND SANITIZED AND MAINTAINED.  
SERIOUS VIOLATION 7-38-005(A). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DETAIL CLEAN HOOD ABOVE THE COOKING EQUIPMENTS AND REMOVE ACCUMULATION OF DUSTS ON WALLS AT REAR NEAR THE WAITRESS STATION AND VENTILATION COVERS INSIDE THE TOILET ROOMS NEED CLEANING AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MISSING LIGHT SHIELD IN THE DRY STORAGE BASEMENT AREA.INSTRUCTED TO REPLACE/MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: DETAIL CLEAN AND ORGANIZE BASEMENT STORAGE AREAS AND REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE STORED ARTICLES INSIDE THE MOP SINK CLOSET AT LEAST 6' INCHES OFF THE FLOOR/WALL FOR EASIER CLEANING. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN SHELVINGS AND FAN COVERS INSIDE THE WALK-IN-COOLERS AND BAR GUNS AND HOUSINGS ATTACHED AT BAR AND MAINTAIN."
CARO MIO ITALIAN RISTORANTE,Restaurant,Risk 1 (High),1831-1833 W WILSON AVE ,60640.0,05/23/2016,Canvass Re-Inspection,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: CORRECTED. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: NO FOOD HANDLERS CERTIFICATE AVAILABLE AT THIS TIME. MUST PROVIDE NEXT ROUTINE INSPECTION. 
 | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: CHEMICAL TEST KITS ON PREMISES. VIOLATION CORRECTED AND ABATED. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST RE CAULK AROUND THE WASHBOWL SINK INSIDE THE WOMENS WASHROOM AND MAINTAIN. RUBBER GASKET OF THE 2 DOOR REACH IN COOLER RIPPED OFF. MUST REPAIR AND MAINTAIN. 
"
"LOOP LEARNING CENTER, INC",Daycare Above and Under 2 Years,Risk 1 (High),2001 S MICHIGAN AVE ,60616.0,05/23/2016,License,Pass,40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED.
MIH ADMIN SERVICES LLC/DBA 521045,Restaurant,Risk 1 (High),2215 N WASHTENAW AVE ,60647.0,05/23/2016,Canvass,Out of Business,
BURGER KING #14476,Restaurant,Risk 2 (Medium),6950 S PULASKI RD ,60629.0,05/23/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS THROUGH OUT IN NEED OF CLEANING TO REMOVE FOOD SPILLS. 
GROUT NEEDED NEAR 3 COMPARTMENET SINK. 
FLOOR DRAIN IN NEED OF CLEANING TO REMOVE DEBRIS. 
MUST CORRECT AND MAINTAIN AT ALL TIMES. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELD ABOVE ICE MACHINE IN NEED OF REPAIR. 
MUST CORRECT AND MAINTAIN. 
"
"CORLISS COZY CORNER RESTAURANT, CORP",Restaurant,Risk 2 (Medium),10356 S CORLISS AVE ,60628.0,05/23/2016,License,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE STAINED CEILING TILES IN PREP, DISH WASHING, AND REAR AREAS. REPLACE MISSING COVING ALONG WALLS BEHIND REAR REACH-IN COOLER AND FREEZER. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNUSED EQUIPMENT AND ARTICLES IN CLOSET AND BASEMENT STORAGE AREAS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: PROVIDE ADEQUATE SHELVING FOR STORAGE."
JUPITER COFFEE,Restaurant,Risk 1 (High),1139 W FULTON MARKET ,60607.0,05/23/2016,Canvass Re-Inspection,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments:  RAW WOOD STORAGE SHELVES AND RAW WOOD SURFACES UNDER FRONT COUNTER/PREP AREA. INSTD TO SEAL/PAINT ALL RAW WOOD SURFACES."
HENRY BOOTH HOUSE,Daycare (2 - 6 Years),Risk 1 (High),2929 S WABASH AVE ,60616.0,05/23/2016,License,Pass,
POMPEI BAKERY,Restaurant,Risk 1 (High),1531 W TAYLOR ST ,60607.0,05/23/2016,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PEST CONTROL SERVICE FACILITY 4 DAYS A GO AND NUMBER OF FLIES HAS BEENMINIMIZED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS WORN, WITH DEEP, DARK GROOVES. INSTD TO REPAIR/REPLACE AND MAINTAIN CUTTING BOARDS | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: METAL STEM THERMOMTERS MISSING FOR FOOD HANDLERS. INSTD TO PROVIDE SAME"
PASTA PALAZZO,Restaurant,Risk 1 (High),1966 N HALSTED ST ,60614.0,05/23/2016,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL FOOD STORAGE CONTAINERS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN DIRT BUILD UP FROM LEGS OF COOKING EQUIPMENT.MUST CLEAN INTERIOR PANEL OF ICE MACHINE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REPAIR OR REPLACE LOOSE WALL BASE AND DAMAGED WALL TILE NEXT TO ICE MACHINE.MUST CLEAN FILTER AND HOOD AT COOKING EQUIPMENT.MUST ADJUST THRESHOLD AT FRONT DOOR."
AUSTIN JOYCE GROCERIES & CAFE,GROCERY/CAFE,Risk 2 (Medium),5649 W CHICAGO AVE ,60651.0,12/15/2015,Canvass,Out of Business,
LIL GUYS & MY PIE TOO,Restaurant,Risk 1 (High),2010 N DAMEN AVE ,60647.0,05/23/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: NOTED ICE BUILD UP INSIDE CHEST FREEZER BY THE HAND WASH SINK.INSTRUCTED TO DEFROST, CLEAN AND MAINTAIN.....NOTED SLIGHT DISCOLORATION INSIDE UPPER COMPARTMENT OF ICE MACHINE. INSTRUCTED TO CLEAN AND SANITIZE.....INSTRUCTED TO CLEAN COOKING EQUIPMENT (SLICER,RAILS OF DEEP FREEZER AND PREP COUNTER) WITH DIRT AND FOOD PARTICLES.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO DETAIL CLEAN FLOORS THROUGH OUT THE PREP AREA ESPECIALLY ALONG WALL BASE AND UNDERNEATH EQUIPMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED STAINED CEILING TILES AND OPENINGS AT THE EMPLOYEE BATHROOM. INSTRUCTED TO REPAIR AND MAINTAIN OR REPLACE."
"DOLLAR TREE STORES, INC",Grocery Store,Risk 3 (Low),2931 W ADDISON ST ,60618.0,05/23/2016,Complaint,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REMOVE DUST ACCUMULATION FROM ALL DUST FAN COVERS THROUGHOUT THE ENTIRE STORE IN THE MIDDLE OF THE STORE AND IN BOTH RESTROOMS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN AND SANITIZE FLOORS IN THE BOTH RESTROOMS. 
MUST REPAIR BROKEN FLOOR TILES IN FRONT OF THE MOST REAR STORAGE ROOM EXIT DOOR. 
MUST CLEAN/VACCUM ALL FLOOR AISLES IN THE ENTIRE STORE TO REMOVE SPILLS AND DEBRI. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR EXTREMELY DIFFICULT TO CLOSE INTERIOR REAR FIRE DOORS WHICH LEAD TO THE REAR STORAGE ROOM. ABOVE STATED DOOR IS RODENT PROOFED AT THIS TIME. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST ELEVATE ALL ITEMS AND BOXES 6 INCHES OFF THE FLOOR AT ALL TIMES. FOUND MANY BOXES IN THE BREAK ROOM ON THE FLOOR. MUST ELEVATE. 
ALSO FOUND BOXES OF PRE-PACKAGED FOODS ON THE FLOOR IN THE WALK-IN FREEZER AND WALK-IN COOLER."
NUTS ON CLARK MIDWAY,Restaurant,Risk 2 (Medium),5500 S CICERO AVE ,60638.0,05/23/2016,Canvass,Pass w/ Conditions,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO PERSON ON SITE WITH CITY OF CHICAGO SANITATION CERTIFICATE WHILE HANDLING POTENTIALLY HAZARDOUS FOODS. 
MUST PROVIDE CERTIFICATE OR PROOF OF CERTIFICATE AT ALL TIMES. 
 
SERIOUS VIOLATION 7-38-012 
 | 8. SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME - Comments: OBSERVED EMPLOYEE NOT USING THE 3 COMPARTMENT SINK PROPERLY TO WASH  
RINSE AND SANITIZE ALL MULTI USE UTENSIL. USING BUCKET WITH SOAP, RINSING WITH WATER AND NO SANITIZER. 
INSTRUCTED MANAGER TO SET SINKS UP PROPERLY TO WASH RINSE AND SANITIZE ALL MULTI USE UTENSILS. 
 
CRITICAL VIOLATION 7-38-030 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS IN BASEMENT STORAGE AREA AND 1ST FLOOR PREP IN NEED OF CLEANINIG UNDER AND AROUND ALL EQUIPMENT. 
MUST CLEAN AND MAINTAIN AT ALL TIMES. 
 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELDS NEEDED IN BASEMENT STORAGE AREA AND ABOVE POPCORN MAKER. 
MUST CORRECT AND MAINTAIN. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VENTS ABOVE COOKING EQUIPMENT IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD UP. 
MUST CLEAN AND MAINTAIN. 
"
KENTUCKY FRIED CHICKEN 521050,Restaurant,Risk 2 (Medium),300 E 35TH ST ,60616.0,05/23/2016,Canvass,Out of Business,
THE GENERAL,Restaurant,Risk 1 (High),2528 N CALIFORNIA AVE ,60647.0,05/20/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: NOTED OPENING ALONG PIPING OF HAND WASH SINK AT THE BAR. INSTRUCTED TO SEAL AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED DUSTY CEILING ABOVE THE DISH WASHER. INSTRUCTED TO CLEAN AND MAINTAIN."
O & O FOOD MART,Grocery Store,Risk 2 (Medium),9307 S HALSTED ST ,60620.0,05/23/2016,Canvass,Out of Business,
"KIDDIELAND EDUCATIONAL CENTER OF EXCELLENCE II, IN",Children's Services Facility,Risk 1 (High),5142 W BELMONT AVE ,60641.0,05/23/2016,Canvass,Pass w/ Conditions,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: Exposed hand sink not accessible (found with dishes and utensils piled inside). Instructed hand sink must be accessible at all times (complete with hot/cold water, soap and paper towels).Hand sink cannot be used for anything other than washing hands. Operator removed items during inspection. Critical violation 7-38-030. "
LITTLE ISLAND NEVERIA JALISCO,Restaurant,Risk 1 (High),2753 W 55TH ST ,60632.0,05/23/2016,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FRONT DOOR RODENT PROOFED AND RODENT DROPPINGS CLEANED. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED."
BROTHERS BEEF,Restaurant,Risk 1 (High),723 W ARMITAGE AVE ,60614.0,05/23/2016,Canvass,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: OBSERVED IMPROPER TEMPERATURE OF GLASS SLIDING REACH IN COOLER AT 48.7F WITH POTENTIALLY HAZARDOUS FOODS STORED INSIDE .MUST HAVE COLD HOLDING UNIT AT 40.0F OR BELOW.A HELD FOR INSPECTION TAG PLACED ON UNIT,ONCE REPAIRED FAX LETTER TO (312)746-4240 WHEN READY.(CRITICAL 7-38-005A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED IMPROPER TEMPERATURES OF POTENTIALLY HAZARDOUS FOODS STORED INSIDE ABOVE MENTIONED COOLER SUCH AS 12LBS. RAW HAMBURGER PATTIES 50.0F-50.5F,20LBS.COOKED ITALIAN BEEF 50.2F,4LBS.RAW CHICKEN 50.8F,4LBS. TURKEY BURGERS 50.9F,6.7LBS. POLISH 47.6F,6LBS.PIZZA PUFFS 49.8F,3LBS; MEATBALLS 50.0F,5LBS. HOT DOGS 48.5F. PRODUCT WAS DISCARDED BY MANAGER.MUST HAVE COLD HOLDING AT 40.0F OR BELOW.APPX.60.7LBS.$263.(CRITICAL 7-38-005A) | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS FROM REPORT #1537378 4/27/15 #45-IDPH FOOD HANDLERS REQUIREMENTS NOT MET.MUST ENROLL ALL EMPLOYEES AND MAINTAIN.(SERIOUS 7-42-090) | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR OR REPLACE WORN DOOR GASKET ON PREP COOLER.MUST REMOVE RUST FROM LOWER SHELF OF STEAM TABLE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN GREASE AND FOOD DEBRI FROM GRILL TABLE,FRYER CABINET,SODA MACHINE,WALK IN COOLER & FREEZER FAN GUARDS AND WALK IN COOLER SHELVES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN GREASE AND FOOD DEBRI FROM FILTERS AND HOOD OF COOKING EQUIPMENT.MUST REPAIR OR REPLACE LOOSE WALL BASE NEAR GLASS REACH IN COOLER,MISSING WALL OUTLET NEAR REGISTER,MISSING WALL BASE AT FRONT ENTRY DOOR."
"VILLAGE HOUSE,LLC",Daycare (2 - 6 Years),Risk 1 (High),9510 S CONSTANCE AVE ,60617.0,05/23/2016,License Re-Inspection,Pass,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: CORRECTED: EXPOSED HAND SINK INSTALLED OUTSIDE OF KITCHEN. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: CORRECTED: CITY CERTIFIED MANAGER CERTICATE POSTED. | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: CORRECTED: PREMISES HAS PROVIDED A HOT HOLDING UNIT."
PHO 55 NOODLE AND GRILL INC.,Restaurant,Risk 1 (High),1611 E 55TH ST ,60615.0,05/23/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN WINDOW SILLS IN THE DINING AREA AND REMOVE DEAD INSECTS.  MUST ALSO DETAIL CLEAN COOKING EQUIPMENT.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS UNDER THE STORAGE SHELVES IN THE LOWER LEVEL.  MUST ALSO CLEAN FLOORS UNDER THE COOK LINE.  DETAIL CLEAN FLOOR DRAINS AND KEEP FLOORS DRY IN THE FRONT WAIT STATION. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DETAIL CLEAN WALLS BEHIND PREP COOLERS, UNDER THE DISH MACHINE,UNDER THE THREE COMPARTMENT SINK AND BEHIND THE COOK LINE. "
BIRRIERIA Y TAQUERIA ARANDAS,Restaurant,Risk 1 (High),1812 W 47TH ST ,60609.0,05/23/2016,Canvass,Out of Business,
ROSEBUD-RUSH,Restaurant,Risk 1 (High),55 E SUPERIOR ST ,60611.0,05/23/2016,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RUSTED FOOD STORAGE SHELVES IN THE WALK-IN COOLER. INSTRUCTED TO REPLACE OR RESURFACE SHELVES AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FOOD DEBRIS BUILDUP ON THE FOOD STORAGE RACKS IN THE WALK-IN COOLER. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED MULTIPLE AIR FILTERS COVERING THE CEILING VENT ABOVE THE PREP AREA WITH PIECES OF STRING HANGING FROM THE AIR FILTERS. INSTRUCTED TO INSTALL AIR FILTERS UNDER THE AIR VENTS TO COVER FILTERS AND PREVENT PHYSICAL CONTAMINATION OVER THE PREP AREA."
NANIWA,Restaurant,Risk 1 (High),607 N WELLS ST ,60654.0,05/23/2016,Canvass Re-Inspection,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATION CORRECTED, AN EXPOSED HANDWASH BOWL WITH RUNNING HOT AND COLD WATER INSTALLED AT BAR."
AFC SUSHI @ WALGREEN'S #15281,Restaurant,Risk 1 (High),2817 N CLARK ST ,60657.0,05/23/2016,Canvass,Pass,
WINNEMAC FOOD & LIQUOR,LIQUOR STORE,Risk 3 (Low),5029 N WESTERN AVE ,60625.0,12/15/2015,License,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: SEE REPORT #1425216 DATED ON 12/15/15"
ST. ANNA BAKERY,Bakery,Risk 1 (High),2158 S ARCHER AVE ,60616.0,05/23/2016,Canvass Re-Inspection,Pass,"8. SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME - Comments: CORRECTED.  LOW TEMP DISHMACHINE NOW SANITIZING PROPERLY.  100 PPM CHLORINE READING OBTAINED.  HELD FOR INSPECTION TAG REMOVED AT THIS TIME. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED.  RODENT DROPPINGS REMOVED AND FRUIT FLIES ELIMINATED FROM PREMISES.  TERMINIX SERVICED ON MAY 16, 2016.  | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: CORRECTED. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: CORRECTED."
SKM GROCERY,Grocery Store,Risk 3 (Low),1455 W DEVON AVE ,60660.0,05/23/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOUND SINKS AT REAR STORAGE AREAS NOT CLEAN. MUST CLEAN AND SANITIZE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT SWEPT AT REAR STORAGE AREAS. MUST CLEAN."
