age,workclass,education,education-num,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38,Private,Some-college,10,Other-service,White,Male,0,0,40,United-States,<=50K
51,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
24,Private,11th,7,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,9,Farming-fishing,White,Male,0,0,65,United-States,<=50K
51,Self-emp-inc,Bachelors,13,Exec-managerial,White,Male,15024,0,40,United-States,>50K
28,Private,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
37,Private,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,<=50K
43,Private,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,30,United-States,<=50K
42,Private,Bachelors,13,Sales,White,Female,0,0,40,Puerto-Rico,<=50K
58,Private,Some-college,10,Adm-clerical,White,Female,0,0,40,United-States,>50K
52,Local-gov,HS-grad,9,Other-service,Black,Female,0,0,20,United-States,<=50K
29,Private,HS-grad,9,Sales,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K
27,Private,Some-college,10,Craft-repair,White,Male,0,0,60,United-States,<=50K
28,Private,Some-college,10,Adm-clerical,Black,Female,0,0,40,Jamaica,<=50K
59,Private,Assoc-acdm,12,Craft-repair,White,Male,7298,0,20,United-States,>50K
28,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
24,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
20,Private,10th,6,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
54,Private,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
65,Private,HS-grad,9,Other-service,White,Male,0,0,25,United-States,<=50K
38,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,>50K
29,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
27,Private,HS-grad,9,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
36,Private,Masters,14,Other-service,White,Male,0,0,40,United-States,<=50K
55,State-gov,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,<=50K
22,Private,5th-6th,3,Machine-op-inspct,White,Male,0,0,30,Mexico,<=50K
28,Private,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
20,Private,Some-college,10,Sales,White,Female,0,0,30,United-States,<=50K
24,Private,Bachelors,13,Prof-specialty,White,Male,3908,0,40,United-States,<=50K
36,Private,Masters,14,Exec-managerial,White,Male,15024,0,50,United-States,>50K
68,Self-emp-inc,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,HS-grad,9,Sales,White,Male,0,0,50,United-States,>50K
18,Private,7th-8th,4,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,Doctorate,16,Prof-specialty,White,Female,0,0,60,United-States,>50K
37,Private,12th,8,Priv-house-serv,Black,Female,0,0,40,United-States,<=50K
60,Private,Masters,14,Exec-managerial,White,Male,0,0,50,United-States,>50K
43,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
43,Self-emp-inc,Doctorate,16,Prof-specialty,White,Female,0,0,70,United-States,>50K
17,Private,11th,7,Priv-house-serv,White,Female,0,0,9,United-States,<=50K
43,Private,Some-college,10,Exec-managerial,White,Female,0,0,50,United-States,<=50K
21,Self-emp-not-inc,Some-college,10,Adm-clerical,White,Female,0,0,15,United-States,<=50K
48,Self-emp-not-inc,Some-college,10,Farming-fishing,White,Male,7298,0,60,United-States,>50K
56,Private,Bachelors,13,Exec-managerial,White,Male,14084,0,45,United-States,>50K
21,Private,Assoc-acdm,12,Other-service,White,Female,0,0,30,United-States,<=50K
28,Local-gov,Assoc-acdm,12,Protective-serv,Asian-Pac-Islander,Male,0,0,40,Hong,>50K
39,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
40,Private,7th-8th,4,Sales,White,Male,4064,0,40,United-States,<=50K
38,Local-gov,Assoc-acdm,12,Prof-specialty,White,Male,0,0,40,United-States,<=50K
59,Private,Some-college,10,Prof-specialty,White,Male,0,0,36,United-States,>50K
51,Federal-gov,HS-grad,9,Tech-support,White,Male,0,0,40,United-States,<=50K
19,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,16,United-States,<=50K
23,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
31,Private,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,<=50K
42,Private,Assoc-acdm,12,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
43,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,>50K
45,Private,Some-college,10,Craft-repair,White,Male,0,0,55,United-States,>50K
34,Private,Some-college,10,Machine-op-inspct,White,Male,0,0,35,United-States,<=50K
21,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,30,United-States,<=50K
34,Private,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,>50K
55,Self-emp-inc,Some-college,10,Sales,White,Male,0,0,40,United-States,>50K
30,Private,Assoc-voc,11,Prof-specialty,White,Female,0,0,40,United-States,<=50K
29,Private,HS-grad,9,Machine-op-inspct,White,Male,3137,0,48,Ireland,<=50K
19,Private,Some-college,10,Adm-clerical,White,Female,0,0,20,United-States,<=50K
45,Self-emp-not-inc,Bachelors,13,Prof-specialty,White,Male,0,0,35,United-States,<=50K
42,Private,Bachelors,13,Other-service,Asian-Pac-Islander,Male,0,0,72,Philippines,>50K
32,Private,Bachelors,13,Sales,White,Female,0,1590,40,United-States,<=50K
90,Self-emp-not-inc,Some-college,10,Farming-fishing,White,Male,0,0,40,United-States,<=50K
44,State-gov,Bachelors,13,Protective-serv,White,Male,0,0,44,United-States,>50K
34,Self-emp-not-inc,HS-grad,9,Prof-specialty,White,Male,0,0,40,United-States,>50K
35,Private,12th,8,Other-service,White,Female,0,0,30,United-States,<=50K
39,Self-emp-not-inc,Some-college,10,Craft-repair,White,Male,0,0,25,United-States,<=50K
29,Private,Bachelors,13,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
24,Private,HS-grad,9,Other-service,White,Female,0,0,32,United-States,<=50K
49,Private,Some-college,10,Other-service,White,Male,0,0,17,United-States,<=50K
54,Private,Bachelors,13,Exec-managerial,Asian-Pac-Islander,Male,15024,0,60,South,>50K
31,Private,9th,5,Transport-moving,White,Male,0,0,40,United-States,<=50K
44,Private,Some-college,10,Exec-managerial,White,Female,0,0,50,United-States,<=50K
27,Self-emp-not-inc,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
24,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,60,United-States,<=50K
27,Private,Some-college,10,Exec-managerial,White,Female,0,0,40,United-States,<=50K
34,State-gov,Bachelors,13,Adm-clerical,White,Male,0,0,20,Italy,<=50K
25,State-gov,Some-college,10,Exec-managerial,White,Female,0,0,19,United-States,<=50K
39,Private,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,<=50K
28,Private,Some-college,10,Tech-support,White,Male,0,0,40,United-States,>50K
51,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,70,United-States,<=50K
33,Private,Some-college,10,Sales,Asian-Pac-Islander,Male,0,0,26,South,<=50K
27,Private,Assoc-voc,11,Handlers-cleaners,White,Female,0,0,38,United-States,<=50K
29,Private,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,<=50K
33,State-gov,10th,6,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
37,Private,HS-grad,9,Sales,White,Male,0,0,50,United-States,>50K
20,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,<=50K
29,Private,HS-grad,9,Other-service,White,Female,0,0,35,United-States,<=50K
31,Private,Bachelors,13,Exec-managerial,White,Male,0,2246,45,United-States,>50K
41,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,10,Sales,White,Female,0,0,30,United-States,<=50K
54,Private,9th,5,Craft-repair,White,Male,0,0,40,United-States,<=50K
55,Private,Bachelors,13,Craft-repair,White,Female,0,0,55,Ireland,<=50K
21,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,32,United-States,<=50K
52,Private,Assoc-voc,11,Exec-managerial,White,Male,0,1977,45,United-States,>50K
19,Private,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,<=50K
33,Private,Assoc-voc,11,Craft-repair,Black,Male,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Other-service,Black,Female,0,0,35,United-States,<=50K
59,Private,HS-grad,9,Exec-managerial,White,Female,0,625,38,United-States,<=50K
31,Private,12th,8,Sales,White,Male,0,0,32,United-States,<=50K
74,Self-emp-not-inc,HS-grad,9,Sales,White,Male,0,0,40,United-States,>50K
45,Private,10th,6,Other-service,Black,Female,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,Some-college,10,Exec-managerial,White,Male,0,0,60,United-States,<=50K
45,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,HS-grad,9,Farming-fishing,White,Male,0,0,85,United-States,<=50K
50,State-gov,Masters,14,Prof-specialty,White,Female,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,<=50K
44,Private,Some-college,10,Exec-managerial,White,Male,0,1980,45,England,<=50K
52,Private,1st-4th,2,Farming-fishing,White,Male,0,0,56,Mexico,>50K
24,Private,Bachelors,13,Prof-specialty,White,Male,0,0,43,United-States,<=50K
56,Self-emp-inc,9th,5,Transport-moving,White,Male,0,0,99,United-States,<=50K
27,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,50,United-States,>50K
47,Self-emp-inc,Bachelors,13,Exec-managerial,White,Male,0,1902,45,United-States,>50K
40,Self-emp-not-inc,Prof-school,15,Prof-specialty,Amer-Indian-Eskimo,Male,0,1977,60,United-States,>50K
38,Private,HS-grad,9,Prof-specialty,White,Male,0,0,40,United-States,<=50K
27,Private,Assoc-voc,11,Sales,White,Female,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Adm-clerical,White,Female,0,0,38,United-States,<=50K
22,Private,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
41,Private,Some-college,10,Craft-repair,White,Male,0,0,40,Italy,<=50K
30,Private,HS-grad,9,Adm-clerical,White,Female,0,0,20,United-States,<=50K
55,Private,Bachelors,13,Other-service,Asian-Pac-Islander,Male,0,0,35,Philippines,<=50K
25,Private,Some-college,10,Adm-clerical,White,Male,0,1590,40,United-States,<=50K
32,Private,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,10,Other-service,White,Female,0,0,60,United-States,<=50K
33,Self-emp-inc,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,<=50K
17,Private,HS-grad,9,Farming-fishing,Black,Male,0,0,40,United-States,<=50K
27,Private,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,<=50K
55,Private,Assoc-voc,11,Machine-op-inspct,White,Male,0,0,20,United-States,<=50K
63,Federal-gov,Some-college,10,Tech-support,White,Male,0,0,18,United-States,>50K
39,Private,HS-grad,9,Other-service,White,Female,5013,0,40,United-States,<=50K
51,Federal-gov,Doctorate,16,Prof-specialty,White,Male,4386,0,52,United-States,>50K
67,Self-emp-not-inc,7th-8th,4,Craft-repair,White,Male,0,0,40,United-States,<=50K
27,Private,HS-grad,9,Craft-repair,White,Female,0,1594,26,United-States,<=50K
54,Private,Masters,14,Exec-managerial,White,Male,0,0,45,United-States,>50K
59,Private,10th,6,Transport-moving,Black,Male,0,0,40,United-States,>50K
18,Private,HS-grad,9,Adm-clerical,White,Female,0,0,25,United-States,<=50K
19,Private,HS-grad,9,Craft-repair,White,Male,0,0,20,United-States,<=50K
31,Private,HS-grad,9,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
17,Private,11th,7,Other-service,White,Female,0,0,7,United-States,<=50K
42,Private,HS-grad,9,Tech-support,Asian-Pac-Islander,Male,15024,0,40,United-States,>50K
37,Private,Some-college,10,Prof-specialty,White,Female,0,0,30,United-States,<=50K
51,Local-gov,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
48,Private,HS-grad,9,Adm-clerical,White,Female,2463,0,40,United-States,<=50K
23,Private,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,<=50K
27,Private,Assoc-voc,11,Sales,White,Male,0,0,45,United-States,<=50K
25,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
69,Private,Assoc-acdm,12,Adm-clerical,White,Female,2964,0,6,Germany,<=50K
30,Private,Bachelors,13,Exec-managerial,White,Male,0,0,44,United-States,<=50K
33,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,35,India,<=50K
28,Private,HS-grad,9,Handlers-cleaners,White,Male,0,0,48,United-States,<=50K
45,Private,5th-6th,3,Machine-op-inspct,White,Male,0,0,40,Mexico,<=50K
25,Private,Some-college,10,Adm-clerical,White,Male,0,0,15,United-States,<=50K
37,Private,Assoc-voc,11,Craft-repair,White,Male,0,0,45,United-States,>50K
59,Private,Preschool,1,Machine-op-inspct,White,Male,0,0,40,Dominican-Republic,<=50K
26,Private,HS-grad,9,Other-service,White,Female,0,0,30,United-States,<=50K
48,Private,Some-college,10,Other-service,White,Female,0,0,25,Peru,<=50K
64,Federal-gov,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,13,Tech-support,White,Male,0,0,50,United-States,<=50K
24,Private,Bachelors,13,Adm-clerical,White,Male,0,0,40,United-States,<=50K
40,State-gov,Masters,14,Exec-managerial,White,Female,0,0,35,United-States,<=50K
46,Private,Masters,14,Exec-managerial,White,Male,0,0,70,United-States,>50K
35,Federal-gov,Some-college,10,Protective-serv,Black,Male,0,0,40,United-States,>50K
43,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,>50K
31,Private,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,<=50K
22,Private,Some-college,10,Adm-clerical,White,Female,0,0,25,United-States,<=50K
35,Private,Some-college,10,Other-service,White,Male,0,0,30,United-States,<=50K
35,Private,HS-grad,9,Transport-moving,White,Male,0,0,50,United-States,<=50K
35,State-gov,Some-college,10,Tech-support,White,Female,0,0,40,United-States,<=50K
40,Private,Prof-school,15,Prof-specialty,White,Male,0,0,40,United-States,>50K
50,Private,Masters,14,Prof-specialty,White,Female,0,0,40,United-States,<=50K
48,Self-emp-not-inc,Prof-school,15,Prof-specialty,White,Male,14084,0,63,United-States,>50K
46,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,38,United-States,<=50K
37,State-gov,Bachelors,13,Prof-specialty,White,Male,0,0,36,United-States,>50K
24,Private,9th,5,Sales,White,Male,0,0,45,Mexico,<=50K
47,Local-gov,Bachelors,13,Prof-specialty,White,Female,0,0,70,United-States,<=50K
35,Self-emp-not-inc,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,<=50K
43,Private,Bachelors,13,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
18,State-gov,11th,7,Other-service,White,Male,0,0,20,United-States,<=50K
54,Private,HS-grad,9,Other-service,White,Male,0,0,50,United-States,<=50K
62,Private,HS-grad,9,Other-service,Black,Female,0,0,38,United-States,<=50K
36,Private,Bachelors,13,Craft-repair,White,Male,0,0,48,United-States,>50K
27,Private,9th,5,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
23,Private,Some-college,10,Adm-clerical,Asian-Pac-Islander,Male,0,0,14,Puerto-Rico,<=50K
33,Self-emp-not-inc,5th-6th,3,Craft-repair,White,Male,0,0,50,United-States,>50K
28,Private,1st-4th,2,Machine-op-inspct,White,Female,0,0,40,Mexico,<=50K
22,Private,HS-grad,9,Adm-clerical,White,Male,0,0,20,United-States,<=50K
31,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,White,Male,0,0,60,United-States,>50K
26,Private,Bachelors,13,Other-service,White,Male,0,0,30,United-States,<=50K
44,Private,Bachelors,13,Exec-managerial,White,Male,0,0,50,United-States,>50K
73,Private,Bachelors,13,Prof-specialty,White,Male,0,0,30,United-States,<=50K
44,Private,Bachelors,13,Sales,White,Female,0,0,35,United-States,<=50K
35,Private,Assoc-voc,11,Exec-managerial,White,Male,0,0,45,United-States,<=50K
27,Private,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,Bachelors,13,Protective-serv,Black,Male,0,0,50,United-States,>50K
29,Private,HS-grad,9,Craft-repair,White,Male,0,0,45,United-States,>50K
33,Private,Some-college,10,Other-service,White,Female,0,0,26,United-States,<=50K
50,Private,Some-college,10,Other-service,White,Female,0,0,15,United-States,<=50K
32,Private,HS-grad,9,Handlers-cleaners,White,Male,2829,0,40,United-States,<=50K
41,Self-emp-not-inc,Masters,14,Handlers-cleaners,White,Male,0,0,40,Peru,<=50K
45,Private,HS-grad,9,Sales,White,Male,0,0,60,United-States,>50K
65,Private,HS-grad,9,Adm-clerical,White,Female,0,810,36,United-States,<=50K
42,State-gov,Some-college,10,Tech-support,White,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,Bachelors,13,Prof-specialty,Black,Male,0,0,25,United-States,>50K
32,Private,Bachelors,13,Sales,White,Male,99999,0,60,United-States,>50K
42,Private,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,>50K
49,Private,Some-college,10,Exec-managerial,White,Female,0,0,45,United-States,>50K
38,Private,HS-grad,9,Protective-serv,White,Male,0,0,45,United-States,<=50K
38,Private,Some-college,10,Exec-managerial,White,Male,0,0,50,United-States,<=50K
37,Private,Some-college,10,Craft-repair,White,Male,0,0,52,United-States,<=50K
24,Private,Some-college,10,Machine-op-inspct,White,Male,0,0,30,United-States,<=50K
27,Self-emp-not-inc,Some-college,10,Sales,White,Male,0,0,50,United-States,<=50K
25,Private,9th,5,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
29,Private,HS-grad,9,Sales,White,Male,0,0,50,United-States,<=50K
46,Private,HS-grad,9,Transport-moving,White,Male,0,0,70,United-States,<=50K
44,Self-emp-inc,HS-grad,9,Transport-moving,White,Male,0,0,96,United-States,<=50K
26,Private,Bachelors,13,Sales,Asian-Pac-Islander,Female,0,0,40,South,<=50K
46,Local-gov,Assoc-acdm,12,Protective-serv,White,Male,0,0,49,United-States,>50K
38,Private,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,<=50K
38,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,State-gov,Bachelors,13,Exec-managerial,White,Male,0,0,20,United-States,<=50K
33,Private,Some-college,10,Sales,White,Male,0,0,40,United-States,<=50K
50,Private,Assoc-acdm,12,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
31,Local-gov,HS-grad,9,Protective-serv,White,Male,0,0,41,United-States,>50K
26,Self-emp-not-inc,Some-college,10,Prof-specialty,White,Female,0,0,4,Mexico,<=50K
42,Private,Some-college,10,Handlers-cleaners,White,Male,0,0,38,United-States,<=50K
27,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
34,Private,Masters,14,Prof-specialty,White,Male,0,0,45,United-States,>50K
64,Private,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,Prof-school,15,Prof-specialty,White,Male,0,0,40,United-States,>50K
56,Private,Masters,14,Prof-specialty,White,Male,0,0,66,United-States,<=50K
25,Local-gov,Masters,14,Prof-specialty,White,Male,0,0,20,United-States,<=50K
60,State-gov,Bachelors,13,Exec-managerial,White,Female,0,0,35,United-States,<=50K
52,Private,HS-grad,9,Sales,White,Male,0,0,44,United-States,<=50K
43,Private,HS-grad,9,Handlers-cleaners,White,Male,594,0,16,United-States,<=50K
46,Private,Bachelors,13,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
19,Private,Some-college,10,Adm-clerical,White,Female,0,0,30,United-States,<=50K
56,Private,7th-8th,4,Farming-fishing,Black,Female,0,0,20,United-States,<=50K
22,Private,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,<=50K
39,Private,5th-6th,3,Sales,Black,Female,0,0,30,Puerto-Rico,<=50K
28,Private,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,<=50K
31,Private,Bachelors,13,Sales,White,Male,0,0,50,United-States,>50K
22,Private,HS-grad,9,Other-service,White,Female,0,0,35,United-States,<=50K
39,Private,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
28,Self-emp-not-inc,11th,7,Craft-repair,White,Male,0,0,40,Mexico,<=50K
31,Private,HS-grad,9,Adm-clerical,White,Female,0,0,35,Puerto-Rico,<=50K
50,Private,Bachelors,13,Sales,White,Male,0,0,40,United-States,<=50K
34,Private,HS-grad,9,Craft-repair,White,Male,3908,0,46,United-States,<=50K
48,Private,HS-grad,9,Adm-clerical,White,Female,0,0,40,Germany,>50K
51,Private,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,<=50K
54,Private,HS-grad,9,Sales,White,Male,0,0,40,United-States,<=50K
44,Private,Assoc-voc,11,Transport-moving,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,10,Sales,Black,Female,0,0,20,United-States,<=50K
37,Private,HS-grad,9,Other-service,Black,Male,0,0,40,United-States,<=50K
38,Private,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,<=50K
59,Federal-gov,Assoc-acdm,12,Farming-fishing,Black,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,Bachelors,13,Prof-specialty,White,Male,0,0,50,United-States,<=50K
51,Private,Some-college,10,Craft-repair,White,Male,0,0,48,United-States,>50K
29,Private,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,<=50K
37,Private,Some-college,10,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
42,Private,10th,6,Craft-repair,White,Male,0,0,35,United-States,<=50K
28,Self-emp-inc,Bachelors,13,Prof-specialty,White,Male,0,0,50,United-States,>50K
34,Private,HS-grad,9,Sales,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,Bachelors,13,Exec-managerial,White,Male,0,0,40,Italy,>50K
22,Self-emp-inc,HS-grad,9,Machine-op-inspct,White,Male,0,0,24,United-States,<=50K
27,Private,HS-grad,9,Other-service,White,Female,0,0,52,United-States,<=50K
45,State-gov,Prof-school,15,Prof-specialty,White,Female,0,0,43,United-States,<=50K
39,Private,HS-grad,9,Adm-clerical,Black,Female,0,0,38,United-States,<=50K
25,Local-gov,Bachelors,13,Prof-specialty,White,Female,0,0,35,United-States,<=50K
24,Self-emp-inc,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,>50K
18,Private,HS-grad,9,Machine-op-inspct,White,Female,0,0,30,United-States,<=50K
23,Private,12th,8,Other-service,Black,Male,0,0,38,United-States,<=50K
20,Private,5th-6th,3,Other-service,White,Male,0,0,40,Mexico,<=50K
17,Self-emp-not-inc,10th,6,Other-service,White,Female,0,0,24,United-States,<=50K
63,Self-emp-inc,Bachelors,13,Farming-fishing,White,Male,0,0,40,United-States,>50K
28,Local-gov,Bachelors,13,Handlers-cleaners,White,Male,0,0,65,United-States,>50K
51,Federal-gov,Bachelors,13,Prof-specialty,White,Male,0,0,50,United-States,>50K
29,Private,Bachelors,13,Sales,White,Female,3325,0,45,United-States,<=50K
64,Private,Some-college,10,Adm-clerical,White,Female,0,0,12,United-States,<=50K
17,Private,10th,6,Other-service,White,Male,0,0,25,United-States,<=50K
45,Local-gov,Some-college,10,Adm-clerical,Black,Female,6497,0,35,United-States,<=50K
18,Private,12th,8,Other-service,Black,Male,0,0,20,United-States,<=50K
31,Local-gov,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,<=50K
48,Self-emp-not-inc,Bachelors,13,Sales,White,Male,0,0,50,United-States,>50K
41,Private,Some-college,10,Prof-specialty,White,Female,0,0,45,United-States,<=50K
65,Private,Prof-school,15,Prof-specialty,White,Male,20051,0,60,United-States,>50K
27,Private,Assoc-voc,11,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
39,Private,Assoc-voc,11,Exec-managerial,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,Some-college,10,Craft-repair,White,Male,0,0,8,Puerto-Rico,>50K
49,Private,Masters,14,Exec-managerial,White,Male,0,0,45,United-States,>50K
36,Private,Bachelors,13,Sales,White,Male,0,1902,45,United-States,>50K
25,Private,HS-grad,9,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
41,Private,Some-college,10,Adm-clerical,Black,Female,0,0,37,United-States,<=50K
31,Private,9th,5,Adm-clerical,White,Female,0,0,40,United-States,<=50K
63,Private,11th,7,Protective-serv,White,Male,4386,0,37,United-States,>50K
50,State-gov,Bachelors,13,Exec-managerial,White,Female,0,0,40,United-States,<=50K
63,Private,Some-college,10,Other-service,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,Masters,14,Farming-fishing,White,Male,0,0,99,United-States,<=50K
48,Private,HS-grad,9,Transport-moving,White,Male,0,0,65,United-States,<=50K
51,Self-emp-not-inc,Some-college,10,Sales,White,Male,0,0,50,United-States,<=50K
18,Private,HS-grad,9,Adm-clerical,White,Female,0,0,15,United-States,<=50K
23,Private,Some-college,10,Other-service,White,Male,0,0,25,United-States,<=50K
31,Private,HS-grad,9,Machine-op-inspct,White,Male,5013,0,40,United-States,<=50K
38,Private,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,<=50K
56,Private,Some-college,10,Farming-fishing,White,Male,0,0,60,United-States,>50K
31,Private,7th-8th,4,Transport-moving,White,Male,0,0,20,United-States,<=50K
46,Private,Some-college,10,Adm-clerical,White,Male,0,0,40,United-States,<=50K
39,Private,Masters,14,Exec-managerial,White,Male,0,0,50,United-States,>50K
56,Local-gov,HS-grad,9,Other-service,Asian-Pac-Islander,Male,0,0,40,China,<=50K
31,Private,HS-grad,9,Exec-managerial,White,Female,0,0,40,United-States,<=50K
42,Self-emp-inc,Bachelors,13,Prof-specialty,White,Male,0,1977,40,United-States,>50K
53,Private,HS-grad,9,Exec-managerial,White,Male,0,0,35,United-States,>50K
18,Private,11th,7,Other-service,White,Female,0,0,15,United-States,<=50K
27,Private,HS-grad,9,Prof-specialty,White,Male,0,1848,45,United-States,>50K
31,Private,Bachelors,13,Farming-fishing,White,Male,0,0,40,United-States,<=50K
52,Federal-gov,Masters,14,Exec-managerial,White,Male,5013,0,40,United-States,<=50K
46,Private,HS-grad,9,Other-service,White,Male,0,0,40,United-States,<=50K
30,Private,Some-college,10,Other-service,White,Male,0,0,24,United-States,<=50K
26,Private,Bachelors,13,Other-service,White,Female,0,0,40,United-States,<=50K
48,Local-gov,Masters,14,Prof-specialty,White,Male,0,0,50,United-States,>50K
37,Private,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,>50K
29,Private,9th,5,Craft-repair,White,Male,0,0,40,United-States,<=50K
49,Private,HS-grad,9,Exec-managerial,White,Male,7688,0,55,United-States,>50K
