Customer,TransDate,Quantity,PurchAmount,Cost
172705,08.03.2007,1,39.95,13.75
172705,26.11.2007,2,49.90,30.62
172705,04.01.2008,1,24.95,11.25
172705,30.07.2010,1,49.95,26.80
172705,07.10.2011,1,19.95,9.50
172705,13.12.2011,2,99.90,31.50
172705,30.01.2012,1,49.95,15.75
176403,12.01.2008,1,49.95,22.78
176403,12.01.2008,1,49.95,22.78
176403,12.01.2008,1,49.95,22.78
176403,12.01.2008,1,49.95,22.78
176403,12.01.2008,1,49.95,22.78
176403,12.01.2008,1,49.95,22.78
176403,12.01.2008,1,49.95,22.78
150301,30.11.2005,1,39.95,25.79
150301,30.11.2005,1,6.50,4.50
150301,30.11.2005,1,6.50,4.50
150301,12.02.2005,1,59.95,23.00
150301,29.01.2009,1,79.95,43.00
150301,29.01.2009,1,29.95,22.00
130704,25.09.2008,1,49.95,17.00
153022,22.02.2006,1,59.95,27.39
153022,09.04.2007,1,199.95,91.70
153022,09.04.2007,1,149.95,60.00
153022,09.04.2007,1,34.95,13.50
153022,09.04.2007,1,119.95,67.32
180060,04.07.2009,1,59.95,27.50
197600,12.05.2011,1,79.95,31.50
187910,14.10.2009,1,129.95,56.95
105060,12.11.2006,1,49.95,22.60
105060,12.04.2007,1,54.95,22.60
194324,15.12.2010,1,169.95,70.00
169012,19.12.2007,1,39.95,15.61
165851,11.09.2007,1,24.95,7.50
194024,12.08.2010,1,49.95,25.31
194024,07.01.2011,1,49.95,21.60
127571,30.03.2008,1,99.95,53.00
127571,05.11.2008,1,24.95,8.00
157751,22.11.2006,1,119.95,64.46
159293,12.06.2006,1,59.95,23.00
159293,21.11.2007,1,129.95,65.00
159293,21.11.2007,1,129.95,65.00
159293,29.10.2008,1,49.95,23.00
159293,29.10.2008,1,24.95,10.40
159293,29.10.2008,1,3.95,1.60
159293,29.10.2008,1,3.95,1.73
153275,14.03.2006,1,79.95,40.00
107275,12.09.2007,1,29.95,11.70
107275,12.09.2007,1,29.95,11.70
107275,12.09.2007,1,59.95,18.35
107275,26.04.2007,1,49.95,22.00
107275,09.05.2009,1,99.95,48.59
107275,09.05.2009,1,69.95,23.95
102776,12.06.2005,1,134.95,25.80
102776,12.06.2005,1,24.95,17.63
102776,12.05.2007,1,59.95,25.00
102776,12.05.2006,1,49.95,14.98
102776,12.05.2006,1,39.95,17.00
102776,12.05.2006,1,14.95,9.50
102776,12.05.2006,1,29.95,13.60
102776,12.05.2006,1,29.95,13.60
102776,12.05.2006,1,59.95,22.50
102122,22.08.2005,1,24.95,9.00
102122,11.06.2006,1,174.95,78.50
102122,11.06.2006,1,49.95,34.87
102122,05.07.2007,2,49.90,18.00
102122,05.07.2007,1,24.95,7.50
102122,05.07.2007,1,29.95,14.00
102122,05.07.2007,1,49.95,22.00
150926,12.05.2005,1,69.95,31.50
150926,12.05.2005,1,59.95,26.85
150926,11.04.2008,2,99.90,42.00
150926,11.04.2008,1,29.95,8.00
150926,11.04.2008,1,29.95,12.00
150926,11.04.2008,1,129.95,49.00
175202,17.11.2008,1,24.95,10.40
176492,12.02.2008,1,49.95,19.50
176492,12.02.2008,1,59.95,24.00
176492,30.11.2011,1,59.95,26.50
172343,07.08.2008,1,59.95,23.50
165657,11.06.2007,1,169.95,70.00
165657,11.06.2007,1,169.95,70.00
165657,21.11.2008,1,49.95,29.75
165657,21.11.2008,1,34.95,12.50
165657,24.11.2010,1,24.95,10.30
165657,24.11.2010,2,79.90,40.00
165657,24.11.2010,1,24.95,7.25
165657,24.11.2010,1,69.95,19.26
165657,24.11.2010,1,39.95,12.50
165657,24.11.2010,1,39.95,20.00
165657,24.11.2010,1,39.95,15.00
165657,24.11.2010,3,89.85,41.25
165657,24.11.2010,1,49.95,19.50
165657,24.11.2010,1,39.95,15.00
174095,24.10.2008,1,59.95,18.77
174095,30.11.2008,1,69.95,27.00
174095,30.11.2008,1,59.95,23.50
174095,30.11.2008,1,99.95,50.00
174095,30.11.2008,1,49.95,24.00
174095,28.06.2009,1,59.95,27.00
174095,06.11.2012,1,299.95,210.00
174095,08.07.2010,1,39.95,18.75
174095,05.01.2011,2,79.90,18.42
174095,05.01.2011,4,119.80,26.28
174095,05.01.2011,1,49.95,24.00
109279,30.01.2006,1,129.95,61.11
198589,17.03.2012,1,99.95,37.50
146289,22.05.2005,1,29.95,15.00
146289,22.05.2005,1,119.95,73.50
146289,06.06.2005,2,59.90,30.00
146289,07.05.2005,1,49.95,22.60
146289,07.05.2005,1,49.95,22.60
146289,27.11.2005,1,49.95,20.00
146289,27.11.2005,1,134.95,23.10
146289,27.11.2005,2,99.90,13.28
146289,27.11.2005,1,34.95,15.75
146289,15.12.2005,1,29.95,11.75
146289,15.12.2005,1,19.95,8.90
146289,15.12.2005,1,29.95,14.55
146289,04.03.2010,1,149.95,68.00
146289,04.03.2010,1,14.95,4.50
157010,11.10.2006,1,89.95,37.80
162486,05.04.2007,1,119.95,64.46
162486,11.11.2007,1,49.95,17.48
162486,11.11.2007,1,49.95,17.49
162486,27.06.2009,1,59.95,18.56
162486,27.06.2009,1,79.95,26.00
162486,27.06.2009,1,89.95,28.00
162486,27.06.2009,1,54.95,24.99
162486,27.06.2009,1,99.95,42.05
166886,26.11.2007,1,99.95,46.00
160032,15.12.2006,1,69.95,36.50
194946,03.03.2011,1,79.95,17.84
172835,15.08.2008,1,29.95,11.70
172835,14.08.2009,1,29.95,11.50
172835,14.08.2009,1,29.95,11.50
172835,12.07.2009,1,39.95,15.00
192239,14.09.2010,1,29.95,14.25
168426,12.11.2007,1,259.95,135.00
176151,28.11.2008,3,74.85,26.52
176151,11.11.2010,1,39.95,24.00
176151,11.11.2010,1,399.95,235.00
176151,11.11.2010,1,24.95,12.00
160699,01.11.2007,1,24.95,9.85
160699,01.11.2007,1,39.95,18.98
160699,23.01.2010,1,24.95,12.00
160699,23.01.2010,1,24.95,12.00
160699,03.09.2010,1,29.95,13.80
133810,12.06.2008,1,24.95,11.25
133810,12.06.2008,1,49.95,30.00
164946,22.10.2007,1,99.95,45.00
123437,12.04.2007,1,39.95,18.00
178320,18.12.2008,1,59.95,23.50
154750,22.07.2006,1,129.95,61.11
152963,17.02.2006,1,9.95,9.00
152963,17.02.2006,1,19.95,20.60
149329,15.11.2005,1,29.95,13.19
149329,15.11.2005,1,59.95,26.45
149329,15.11.2005,1,29.95,10.54
149329,15.11.2005,1,5.95,2.25
175526,20.11.2008,1,49.95,21.00
175526,20.02.2012,1,119.95,40.00
188107,02.01.2010,1,42.95,17.16
188107,02.01.2010,1,49.95,17.30
107282,12.08.2005,1,24.95,9.00
186851,12.06.2006,1,39.95,17.83
165897,11.09.2007,1,24.95,11.25
165897,11.09.2007,1,99.95,43.00
165897,17.10.2009,1,49.95,18.03
150677,12.03.2005,1,24.95,10.00
150677,11.02.2008,1,35.00,17.15
150677,20.04.2007,1,159.95,81.11
150677,07.10.2007,1,39.95,17.50
105353,14.12.2006,1,24.95,10.75
105353,14.12.2006,1,24.95,10.00
163179,26.06.2007,1,59.95,30.74
163179,10.11.2007,1,249.95,112.50
163179,10.11.2007,1,59.95,30.00
163179,21.10.2008,1,59.95,27.92
163179,12.08.2008,1,39.95,19.40
163179,28.05.2009,1,239.95,168.00
163179,28.05.2009,1,349.95,227.00
163179,14.10.2010,1,79.95,30.00
163179,14.10.2010,1,4.95,1.08
163179,11.02.2010,1,59.95,24.57
163179,24.02.2011,1,19.95,9.50
163179,17.11.2011,1,69.95,27.89
163179,06.06.2012,1,599.95,272.50
171240,05.04.2008,1,99.95,45.00
171240,05.10.2008,1,99.95,45.00
171240,24.11.2010,1,49.95,21.68
105477,18.12.2006,1,99.95,25.71
105477,18.12.2006,1,60.00,27.00
105477,18.12.2006,1,49.95,24.95
105477,04.03.2007,1,199.95,75.00
105477,04.03.2007,1,159.95,69.95
105477,04.07.2010,1,129.95,56.95
105477,27.01.2011,1,349.95,227.00
105477,27.01.2011,1,19.95,6.40
105477,27.01.2011,1,129.95,90.00
105477,27.01.2011,1,69.95,46.00
105477,27.01.2011,1,39.95,15.56
168188,12.07.2007,1,59.95,28.38
168188,12.07.2007,1,119.95,59.00
111810,21.09.2006,1,139.95,41.33
162454,19.12.2010,1,29.95,7.86
162574,05.10.2007,1,49.95,22.00
162574,26.11.2007,1,39.95,19.00
150735,12.04.2005,1,29.95,10.00
191735,23.06.2010,1,39.95,15.98
191735,23.06.2010,1,39.95,15.98
191735,08.12.2010,1,139.95,58.25
191735,08.12.2010,1,35.95,17.50
191735,28.09.2010,2,69.90,22.06
191735,28.09.2010,1,49.95,28.95
191735,28.09.2010,1,239.95,130.00
191735,16.12.2010,1,39.95,15.98
191735,27.04.2011,1,39.95,11.02
191735,27.04.2011,1,39.95,11.02
191735,27.04.2011,1,69.95,36.50
171766,06.09.2008,1,129.95,53.23
171766,06.09.2008,1,14.95,4.50
171766,04.06.2010,1,299.95,132.00
102090,19.08.2005,1,59.95,24.50
102090,19.08.2005,1,199.95,79.00
102090,08.10.2005,1,59.95,24.50
102090,08.10.2005,1,24.95,9.87
102090,08.10.2005,1,19.95,7.41
153201,03.06.2006,2,89.90,40.60
102419,29.11.2005,1,119.95,77.00
102419,29.11.2005,1,79.95,39.00
153581,04.06.2006,1,24.95,7.50
153581,04.06.2006,1,29.95,10.00
153581,05.08.2007,1,99.95,46.39
153581,09.10.2007,1,24.95,11.25
153581,14.11.2007,1,149.95,44.00
153581,14.11.2007,1,49.95,22.48
153581,27.07.2009,1,79.95,26.00
153581,27.07.2009,1,89.95,28.00
153581,12.06.2009,1,139.95,41.33
186350,20.12.2004,1,89.95,46.00
186350,20.12.2004,1,24.95,9.00
186350,25.07.2011,1,129.95,33.62
133371,12.02.2008,1,39.95,13.50
149870,25.11.2005,1,19.95,7.60
149870,25.11.2005,1,19.95,7.60
149870,25.11.2005,1,19.95,7.60
149870,25.11.2005,1,19.95,7.60
149870,25.11.2005,1,4.95,2.00
190334,12.08.2009,1,49.95,17.48
190334,12.08.2009,1,29.95,10.85
190334,12.08.2009,1,4.95,1.08
190334,12.08.2009,1,3.95,1.28
104793,12.08.2006,1,69.95,28.50
104793,30.03.2007,1,59.95,29.66
104793,11.04.2009,1,59.95,18.56
152425,01.11.2006,1,34.95,15.00
152425,01.11.2006,1,29.95,14.00
152425,09.10.2008,1,39.95,18.66
102026,06.06.2005,1,89.95,46.00
102026,27.06.2005,1,89.95,45.00
175335,18.11.2008,1,199.95,91.67
150558,12.02.2005,1,69.95,27.50
150558,12.02.2005,1,6.95,3.25
177869,13.12.2008,1,99.95,43.00
177869,13.12.2008,1,29.95,12.00
176590,12.02.2008,1,99.95,26.50
129736,25.07.2008,1,299.95,242.00
129736,25.07.2008,1,119.95,52.25
157943,25.11.2006,1,89.95,42.15
193038,16.11.2010,1,199.95,99.97
193038,16.11.2010,1,39.95,19.97
193672,12.02.2010,1,39.95,25.13
193672,12.08.2011,1,99.95,39.31
193672,12.08.2011,1,39.95,13.50
107348,12.09.2005,1,119.95,53.50
107348,30.11.2006,1,52.95,24.46
107348,30.11.2006,1,39.95,19.00
107348,30.11.2006,1,79.95,38.00
107348,30.11.2006,1,69.95,33.00
107348,30.11.2006,1,69.95,33.00
107348,15.04.2005,1,46.95,19.50
107348,15.04.2005,1,46.95,19.50
107348,15.04.2005,1,46.95,19.50
107348,12.02.2006,1,449.95,175.00
107348,12.02.2006,1,199.95,94.50
107348,12.02.2006,1,199.95,94.50
107348,12.02.2006,1,139.95,69.90
128076,26.04.2008,1,49.95,22.94
128076,12.09.2008,1,24.95,5.85
154336,14.06.2006,1,29.95,12.00
154336,25.09.2009,1,19.95,9.80
154336,10.12.2010,1,49.95,20.78
175935,24.11.2008,1,129.95,50.00
198507,03.04.2012,1,79.95,40.00
171650,06.02.2008,1,99.95,45.00
171650,06.02.2008,1,69.95,31.00
195423,20.05.2011,1,39.95,20.00
145120,02.07.2005,18,539.10,177.66
145120,02.07.2005,9,449.55,162.90
145120,14.01.2009,1,24.95,11.50
145120,31.07.2009,1,49.95,35.00
145120,14.12.2010,1,49.95,21.00
145120,14.12.2010,1,49.95,21.00
145120,05.09.2011,2,139.90,32.00
151897,17.12.2005,1,79.95,39.00
151897,31.05.2006,1,169.95,80.00
151897,07.07.2008,1,199.95,80.00
151897,07.07.2008,1,199.95,80.00
197463,12.02.2011,1,64.95,27.20
197463,12.02.2011,1,99.95,41.05
197463,12.02.2011,1,79.95,36.00
197463,12.02.2011,1,34.95,15.00
197463,12.06.2011,1,99.95,41.05
197463,12.06.2011,1,64.95,27.20
197463,12.06.2011,1,59.95,25.00
197463,12.06.2011,1,59.95,25.00
197463,12.06.2011,1,39.95,16.00
197463,12.06.2011,1,89.95,39.50
197463,12.06.2011,1,49.95,12.00
178224,17.12.2008,1,24.95,16.00
178224,17.12.2008,1,24.95,17.00
178224,25.07.2009,1,69.95,34.00
191395,05.05.2010,1,99.95,45.00
191395,11.09.2010,1,29.95,14.89
191395,01.06.2011,1,29.95,14.89
159762,12.11.2006,1,39.95,18.00
159762,12.11.2006,1,3.95,1.73
159762,13.12.2008,1,29.95,11.68
159762,13.12.2008,1,3.95,1.73
149361,15.11.2005,1,109.95,49.20
149361,11.09.2009,1,139.95,44.76
149361,11.09.2009,1,179.95,75.00
107427,12.10.2007,1,299.95,150.00
107427,18.05.2005,1,119.95,73.50
107427,13.07.2005,1,199.95,127.00
107427,16.06.2007,1,39.95,29.98
107427,16.06.2007,1,59.95,26.00
107427,15.04.2008,1,159.95,73.45
107427,15.04.2008,1,49.95,20.22
162918,06.11.2007,1,59.95,27.50
162918,06.11.2007,1,59.95,27.50
195306,29.04.2011,1,99.95,36.00
195306,12.11.2011,1,49.95,22.50
195306,12.11.2011,1,4.95,1.08
119294,15.07.2007,1,89.95,38.04
119294,15.10.2007,1,24.95,11.25
119294,15.10.2007,1,54.95,22.60
119294,15.10.2007,1,54.95,22.60
103136,12.10.2005,1,49.95,20.66
176950,12.05.2008,1,99.95,55.00
176950,12.05.2008,1,24.95,8.00
192156,09.07.2010,2,79.90,31.12
192156,09.07.2010,2,19.90,5.38
192156,09.07.2010,2,13.90,3.58
134469,12.10.2008,1,59.95,29.51
175763,22.11.2008,1,99.95,39.96
174626,11.06.2008,1,39.95,18.00
102967,12.07.2005,1,49.95,6.91
102967,20.12.2004,2,79.90,36.00
102967,20.12.2004,1,189.95,92.00
102967,20.12.2004,1,189.95,92.00
102967,25.11.2005,1,229.95,104.74
102967,25.11.2005,1,79.95,41.04
102967,12.02.2006,1,29.95,14.00
197788,12.09.2011,1,89.95,42.85
197461,12.02.2011,1,199.95,78.00
197461,12.02.2011,1,49.95,20.75
192109,27.08.2010,1,139.95,62.00
192109,27.08.2010,1,69.95,34.00
165900,11.10.2007,1,24.95,10.50
165900,11.04.2009,1,39.95,11.00
165900,19.11.2009,1,39.95,15.98
167482,30.11.2007,1,29.95,12.77
102068,26.07.2005,1,29.95,10.25
102068,11.08.2005,1,24.95,9.85
102068,11.01.2009,1,69.95,30.10
102068,11.01.2009,1,29.95,11.47
102068,11.12.2009,1,69.95,30.10
102068,06.06.2010,1,139.95,59.75
194979,03.09.2011,1,249.95,84.10
164598,10.04.2007,1,399.95,175.00
164598,10.04.2007,1,149.95,75.20
164598,10.04.2007,3,449.85,225.60
164598,12.03.2008,1,119.95,58.60
164598,12.09.2008,2,119.90,56.58
164598,12.09.2008,1,99.95,53.51
164598,12.09.2008,1,99.95,53.51
164598,12.09.2008,2,119.90,31.96
164598,12.09.2008,4,239.80,96.00
164598,12.09.2008,2,5.90,3.36
164598,23.11.2009,2,199.90,91.24
164598,23.11.2009,1,99.95,46.00
193400,26.11.2010,1,89.95,24.94
165927,11.10.2007,1,39.95,18.60
160613,01.08.2007,1,119.95,48.00
160613,01.08.2007,1,119.95,48.00
179810,19.03.2009,1,69.95,34.95
193472,28.11.2010,1,24.95,7.50
193472,28.11.2010,1,29.95,8.40
193472,28.11.2010,1,49.95,15.98
193472,28.11.2010,1,29.95,15.00
138697,13.08.2009,1,299.95,120.00
138697,10.01.2009,1,59.95,23.79
138697,10.01.2009,1,59.95,23.79
162045,04.05.2007,1,39.95,18.71
162981,13.06.2007,1,24.95,10.00
162981,09.01.2011,1,69.95,16.00
174803,11.10.2008,1,59.95,30.00
147100,27.07.2005,1,29.95,13.00
156771,11.06.2006,1,49.95,18.75
163247,07.03.2007,1,24.95,9.00
163247,07.03.2007,1,99.95,49.00
177804,12.12.2008,1,169.95,80.00
177804,12.12.2008,1,15.95,5.83
177804,29.11.2011,1,749.95,300.05
193864,12.05.2010,1,49.95,35.93
169822,02.01.2008,1,24.95,11.25
169822,24.02.2009,1,229.95,64.04
169822,07.02.2010,1,159.95,68.00
169822,09.08.2011,1,69.95,28.00
169822,09.08.2011,1,39.95,13.50
169822,14.09.2011,1,69.95,28.00
169822,03.12.2012,2,79.90,28.00
172813,13.08.2008,1,149.95,60.00
172813,09.04.2008,1,199.95,95.00
172813,04.01.2009,1,39.95,14.55
172813,18.07.2009,1,99.95,45.00
172813,18.07.2009,1,69.95,33.90
172813,23.03.2005,1,49.95,15.30
172813,07.10.2007,1,119.95,48.00
172813,04.01.2010,1,49.95,24.00
150259,29.11.2005,1,29.95,9.45
150259,12.02.2005,1,19.95,8.90
150259,10.04.2008,1,29.95,11.00
150259,10.04.2008,1,59.95,19.75
150259,17.11.2008,1,39.95,18.66
150259,22.10.2009,1,59.95,21.25
149538,18.11.2005,1,29.95,13.50
149538,07.05.2006,1,39.95,18.00
149538,07.05.2006,1,29.95,12.35
149538,15.02.2011,1,64.95,24.60
192203,09.10.2010,1,49.95,16.50
192203,09.10.2010,1,129.95,52.00
106475,12.04.2005,1,69.95,25.00
162614,21.12.2010,1,69.95,29.50
194038,12.08.2010,1,24.95,11.25
198898,18.05.2012,1,129.95,65.00
198898,18.05.2012,1,59.95,30.00
129744,25.07.2008,1,39.95,18.50
158853,12.03.2006,1,24.95,9.50
158853,12.03.2006,1,29.95,10.50
158853,11.09.2007,1,69.95,28.58
158853,11.09.2007,1,119.95,49.90
197069,21.11.2011,1,99.95,29.12
197069,21.11.2011,1,59.95,28.57
192240,14.09.2010,1,139.95,59.75
192240,03.10.2011,1,59.95,25.48
192240,03.10.2011,1,39.95,16.66
149831,23.11.2005,1,29.95,11.75
149831,23.11.2005,1,29.95,13.50
119836,09.02.2007,1,39.95,17.30
105914,07.04.2007,2,99.90,45.20
105914,14.04.2005,2,99.90,45.20
105914,12.05.2006,1,99.95,42.75
105914,04.02.2008,2,109.90,45.20
105914,04.02.2008,1,49.95,21.00
105914,18.09.2011,1,99.95,49.39
159699,12.10.2006,1,39.95,32.27
159699,05.07.2008,1,99.95,48.59
159699,19.09.2008,1,399.95,235.00
159699,19.09.2008,1,24.95,12.00
159699,27.10.2009,1,29.95,19.86
190463,12.11.2009,1,69.95,40.18
190463,12.11.2009,1,49.95,19.50
151660,14.12.2005,1,59.95,25.80
151660,14.12.2005,1,59.95,25.80
186751,10.06.2006,1,29.95,13.05
186751,10.06.2006,1,29.95,13.05
192233,13.09.2010,1,149.95,47.78
151861,16.12.2005,1,129.95,40.01
151861,16.12.2005,1,49.95,25.00
151861,06.09.2006,1,379.95,200.00
151861,06.09.2006,1,89.95,39.00
151861,17.11.2010,1,239.95,130.00
151861,08.01.2012,1,49.95,18.00
151861,08.01.2012,1,29.95,10.30
151861,08.01.2012,1,59.95,25.00
151861,08.01.2012,1,119.95,46.30
143645,13.12.2009,1,29.95,23.39
143645,26.11.2010,1,24.95,20.20
143645,26.11.2010,1,24.95,20.20
143645,26.11.2010,1,39.95,27.55
143645,26.11.2010,1,89.95,24.94
143645,12.07.2011,1,119.95,43.20
143645,12.07.2011,1,19.95,9.50
143645,12.02.2009,1,49.95,18.00
143645,12.02.2009,1,54.95,23.11
167813,12.04.2007,1,129.95,62.49
167813,12.04.2007,1,79.95,28.90
167813,12.04.2007,1,29.95,12.77
167813,12.04.2007,1,49.95,10.00
167813,12.04.2007,1,29.95,11.21
146343,26.05.2005,1,39.95,7.50
137224,22.04.2009,1,59.95,30.00
159262,12.06.2006,1,149.95,65.00
159262,12.06.2006,1,89.95,49.00
159262,12.06.2006,1,14.95,9.50
159262,03.09.2007,1,57.95,30.42
159262,15.12.2007,1,99.95,46.95
159262,13.03.2008,1,99.95,40.82
159262,13.03.2008,1,89.95,37.80
159262,03.09.2009,1,99.95,51.96
197549,12.05.2011,1,39.95,14.60
197549,12.05.2011,1,59.95,30.00
140903,21.11.2009,1,99.95,56.55
140903,21.11.2009,1,39.95,14.55
140903,21.11.2009,1,69.95,27.37
140903,12.04.2010,1,29.95,16.50
150710,12.03.2005,1,79.95,31.25
163265,07.05.2007,1,24.95,12.50
163265,08.11.2011,1,99.95,41.05
163265,23.03.2012,1,19.95,9.50
152416,01.10.2006,1,99.95,34.05
152416,01.10.2006,1,10.95,0.00
152416,01.10.2006,1,99.95,34.15
152416,01.10.2006,1,10.95,0.00
152416,27.10.2006,1,24.95,9.00
152416,21.11.2010,1,39.95,28.51
152416,21.11.2010,1,59.95,27.00
162226,13.04.2007,1,179.95,80.00
162226,10.09.2007,1,99.95,49.00
162226,15.01.2009,1,399.95,235.00
162226,15.01.2009,1,24.95,12.00
153370,21.03.2006,1,39.95,22.00
153370,07.12.2006,1,174.95,78.50
153370,07.12.2006,1,69.95,30.00
166733,24.11.2007,1,49.95,21.00
151889,17.12.2005,1,79.95,34.65
151889,17.12.2005,1,39.95,17.96
151889,28.06.2011,1,59.95,27.50
151889,23.05.2008,1,69.95,20.75
151889,12.06.2008,1,24.95,10.50
103324,12.12.2005,1,24.95,9.87
103324,12.12.2005,1,49.95,22.27
103324,12.12.2005,1,3.95,1.73
103324,12.12.2005,1,29.95,18.62
158858,12.03.2006,1,34.95,14.25
101221,27.04.2005,1,29.95,12.00
101221,05.02.2006,1,29.95,12.00
101221,30.11.2006,1,49.95,20.66
101221,30.11.2006,1,9.95,3.68
101221,23.11.2009,1,89.95,36.62
101221,23.11.2009,1,39.95,14.55
101221,23.11.2009,1,49.95,19.85
148832,11.07.2005,1,79.95,36.00
148832,28.11.2006,1,24.95,10.75
154726,19.07.2006,1,24.95,7.50
151937,18.12.2005,1,199.95,94.50
151937,18.12.2005,1,129.95,67.90
164128,09.10.2007,1,119.95,48.00
164128,09.10.2007,1,39.95,18.00
164128,25.03.2008,1,89.95,27.80
164128,28.01.2011,1,69.95,19.95
168488,06.05.2011,1,39.95,18.03
168488,06.05.2011,1,4.95,1.28
168488,06.05.2011,1,19.95,9.50
168488,06.05.2011,1,4.95,1.08
168488,06.05.2011,1,69.95,30.00
186583,14.12.2005,1,69.95,18.75
186583,14.12.2005,1,69.95,33.95
133123,12.01.2008,1,99.95,55.00
133123,31.10.2005,1,149.95,62.25
150673,12.03.2005,1,59.95,22.50
198126,20.12.2011,1,149.95,75.00
198126,20.12.2011,1,89.95,27.36
198126,20.12.2011,1,49.95,26.43
198126,20.12.2011,1,39.95,25.90
198126,20.12.2011,1,59.95,18.06
198126,20.12.2011,1,69.95,24.50
150146,06.11.2010,1,99.95,40.75
154248,06.09.2006,1,49.95,25.00
154248,30.06.2009,1,24.95,11.25
154248,16.03.2010,1,199.95,84.50
154248,16.03.2010,1,49.95,21.50
154248,12.11.2010,1,34.95,16.44
198148,23.12.2011,1,29.95,11.75
198148,23.12.2011,1,9.95,2.95
198148,23.12.2011,1,9.95,2.95
198148,23.12.2011,1,59.95,18.06
151151,12.08.2005,1,249.95,137.50
151151,12.08.2005,1,29.95,15.90
192322,27.09.2010,1,34.95,15.75
105065,12.11.2006,1,79.95,32.45
105065,12.11.2006,1,39.95,14.96
105065,11.12.2011,1,49.95,14.15
105065,11.12.2011,1,29.95,4.82
105065,11.12.2011,1,29.95,4.82
105065,11.12.2011,1,39.95,15.20
105065,11.12.2011,1,169.95,70.00
123392,12.04.2007,1,29.95,12.77
123392,12.05.2008,1,49.95,34.42
150770,12.04.2005,1,149.95,62.25
183787,04.02.2012,1,139.95,55.00
151057,12.07.2005,1,119.95,60.39
188352,09.10.2010,1,49.95,20.78
161419,25.02.2007,1,259.95,156.84
179002,21.01.2009,1,249.95,171.58
179002,21.01.2009,1,29.95,12.00
179002,02.06.2009,1,249.95,171.58
172151,28.06.2008,1,169.95,94.00
172151,28.06.2008,1,34.95,15.00
172151,27.07.2009,1,169.95,105.00
150898,12.05.2005,1,69.95,33.25
150898,20.11.2008,1,24.95,8.84
150898,20.11.2008,1,24.95,8.84
150898,20.11.2008,1,19.95,7.05
150898,25.11.2008,1,299.95,150.54
150898,25.11.2008,1,39.95,18.25
150898,12.09.2008,1,99.95,36.54
150898,12.09.2008,1,10.95,0.00
150898,12.09.2008,1,69.95,30.00
150898,19.12.2008,1,179.95,81.38
150898,19.12.2008,1,179.95,81.38
150898,23.12.2008,1,199.95,91.67
165565,11.05.2007,1,99.95,43.00
138870,27.08.2009,1,24.95,11.25
138870,27.08.2009,1,24.95,11.25
161381,23.02.2007,1,49.95,20.00
146401,31.05.2005,1,23.90,6.00
146401,27.10.2005,1,49.95,20.66
146401,27.10.2005,1,9.95,1.00
146401,27.10.2005,1,129.95,59.27
168168,27.05.2011,1,11.95,3.00
168168,27.05.2011,1,11.95,3.00
134496,12.10.2008,1,29.95,18.50
134496,12.10.2008,1,29.95,18.50
134496,12.10.2008,1,79.95,29.00
134496,12.10.2008,1,99.95,42.50
126589,02.04.2008,1,15.95,14.00
126589,02.04.2008,1,15.95,14.00
166599,21.11.2007,1,49.95,29.50
166599,21.11.2007,1,49.95,22.00
166599,21.11.2007,1,3.95,1.73
166599,21.11.2007,1,3.95,1.73
166599,12.08.2007,1,119.95,62.68
166599,25.07.2008,1,249.95,97.75
126199,01.11.2008,1,159.95,69.95
126199,01.11.2008,1,29.95,12.00
173471,25.09.2008,1,39.95,22.78
173471,25.09.2008,1,59.95,23.50
173471,25.09.2008,1,69.95,27.00
173471,25.09.2008,1,49.95,22.00
155269,09.06.2006,1,69.95,20.75
176838,12.04.2008,1,339.95,115.00
176838,07.07.2009,1,279.95,115.00
176838,07.07.2009,1,279.95,115.00
176838,30.04.2007,1,279.95,95.00
176838,06.06.2007,1,279.95,95.00
176838,29.03.2010,1,279.95,115.00
105748,14.02.2007,2,79.90,25.50
105748,14.02.2007,1,44.95,20.30
102712,12.05.2005,1,24.95,12.50
102712,12.05.2005,1,39.95,18.48
154693,07.11.2006,1,274.95,142.95
144887,18.01.2005,1,149.95,52.00
144887,28.02.2005,1,99.95,40.00
144887,08.01.2005,1,149.95,60.00
144887,12.04.2009,1,49.95,19.78
144887,12.04.2009,1,49.95,19.78
144887,12.04.2009,1,34.95,15.30
144887,12.04.2009,1,34.95,15.30
144887,12.11.2009,1,59.95,23.01
144887,12.11.2009,1,4.95,1.08
144887,12.11.2009,1,3.95,1.28
158556,30.11.2006,1,24.95,10.75
158556,30.11.2006,2,7.90,3.46
171104,25.04.2008,1,99.95,49.00
171104,25.04.2008,1,24.95,8.00
171104,29.12.2008,1,154.95,65.00
171104,20.01.2009,1,119.95,50.00
171104,20.01.2009,1,154.95,65.00
171104,03.03.2009,1,119.95,50.00
171104,03.03.2009,1,39.95,38.96
171104,09.12.2009,2,49.90,16.20
171104,29.11.2010,1,49.95,49.00
191977,31.07.2010,1,49.95,19.58
191977,31.07.2010,1,24.95,10.25
170465,03.11.2008,1,59.95,18.76
189764,22.11.2009,1,99.95,42.50
140295,11.12.2009,1,69.95,23.50
140295,11.12.2009,1,69.95,23.50
140295,04.10.2011,1,99.95,40.38
107332,12.10.2007,1,79.95,50.40
107332,17.12.2004,1,24.95,10.92
107332,17.12.2004,1,24.95,10.92
107332,17.12.2004,1,24.95,10.92
107332,17.12.2004,1,19.95,13.19
