Customer,TransDate,Quantity,PurchAmount,Cost,TransID
102208,28.08.2007,1,59.95,29.84,128514391
102208,31.08.2007,4,279.80,83.00,128515761
102208,28.11.2011,1,99.95,35.00,131708682
102538,15.09.2005,1,49.95,22.89,124386843
102540,15.09.2005,1,59.95,30.00,124386863
102542,15.09.2005,1,24.95,12.50,124386871
102542,15.09.2005,1,3.95,1.73,124386871
102543,15.09.2005,1,24.95,12.50,124386895
102543,15.09.2005,1,3.95,1.73,124386895
102543,15.09.2005,1,149.95,104.21,124386895
102545,15.09.2005,1,119.95,48.00,124386909
147670,15.09.2005,1,99.95,64.40,127948062
147670,09.07.2006,1,99.95,68.00,128211202
102546,15.09.2005,1,74.95,29.40,124386976
102546,15.09.2005,1,62.95,22.40,124386976
147673,15.09.2005,1,39.95,17.80,127948142
102547,15.09.2005,1,24.95,12.50,124387013
102551,16.09.2005,1,29.95,13.60,124387172
102553,16.09.2005,1,49.95,25.00,124387201
102553,16.09.2005,1,39.95,31.96,124387201
102554,16.09.2005,1,299.95,195.00,124387205
150174,28.11.2005,1,129.95,65.00,128023960
150174,06.06.2006,1,39.95,20.00,128165606
147678,16.09.2005,2,99.90,50.00,127948340
147678,16.09.2005,1,9.95,2.49,127948340
102555,16.09.2005,1,89.95,40.00,124387239
102558,16.09.2005,1,89.95,39.95,124387297
102558,16.09.2005,1,59.95,26.54,124387297
147684,16.09.2005,2,49.90,15.00,127948481
147685,16.09.2005,1,29.95,9.45,127948489
147688,16.09.2005,1,24.95,11.00,127948526
102559,16.09.2005,1,99.95,57.00,124387338
102559,16.09.2005,1,119.95,59.90,124387338
102559,16.09.2005,1,119.95,59.90,124387338
102559,16.09.2005,1,39.95,18.90,124387338
102559,16.09.2005,1,39.95,18.90,124387338
102559,16.09.2005,1,39.95,18.90,124387338
102559,16.09.2005,1,39.95,18.00,124387338
102560,16.09.2005,1,349.95,148.48,124387383
102560,25.04.2008,1,274.95,142.95,125809846
102561,16.09.2005,1,139.95,69.00,124387385
102564,16.09.2005,1,99.95,42.75,124387413
102564,09.10.2009,1,79.95,27.00,127521050
102564,09.10.2009,1,79.95,35.00,127521050
102564,09.10.2009,1,7.95,3.88,127521050
102564,09.10.2009,1,4.95,1.60,127521050
102564,09.10.2009,1,4.95,1.60,127521050
102564,09.10.2009,1,4.95,1.73,127521050
102564,09.10.2009,1,4.95,1.73,127521050
102564,09.11.2009,1,119.95,64.52,127522379
102564,17.10.2009,1,39.95,13.14,127560494
102564,24.10.2009,1,79.95,35.00,127571720
102564,24.10.2009,1,7.95,2.56,127571720
147697,16.09.2005,2,73.90,35.52,127948710
147697,16.09.2005,1,49.95,21.00,127948710
147697,16.09.2005,1,11.95,3.00,127948710
147697,16.09.2005,1,99.95,49.17,127948710
147697,16.09.2005,1,99.95,49.17,127948710
147697,23.11.2010,1,99.95,49.99,131321710
147697,23.11.2010,1,49.95,21.76,131321710
147697,23.11.2010,1,149.95,61.60,131321710
102566,16.09.2005,1,39.95,18.00,124387488
102568,16.09.2005,1,29.95,9.45,124387525
147702,17.09.2005,1,69.95,34.95,127948775
147702,24.04.2006,1,69.95,34.38,128146040
102572,17.09.2005,1,29.95,12.17,124387611
102572,17.09.2005,1,32.95,14.85,124387611
102572,17.09.2005,1,99.95,64.40,124387611
102572,17.09.2005,1,99.95,45.00,124387611
102572,17.09.2005,1,39.95,19.80,124387611
102572,17.09.2005,1,99.95,64.40,124387611
147704,17.09.2005,1,29.95,13.60,127948801
147704,17.09.2005,1,29.95,13.60,127948801
147704,17.09.2005,1,29.95,13.60,127948801
147704,17.09.2005,1,59.95,24.00,127948801
147704,24.09.2005,1,139.95,77.00,127952344
147704,24.09.2005,4,239.80,123.20,127952344
147705,17.09.2005,1,99.95,37.00,127948863
149090,11.11.2005,1,24.95,19.05,127991998
149090,11.11.2005,1,24.95,19.05,127991998
149090,28.11.2006,1,44.95,17.55,128304413
149090,28.11.2006,1,109.95,52.50,128304413
156431,29.10.2006,1,79.95,35.00,128250044
102578,17.09.2005,1,59.95,22.50,124387752
102578,17.09.2005,1,39.90,17.76,124387752
102578,21.09.2005,1,59.95,30.00,124389428
102578,21.09.2005,1,19.95,8.30,124389428
102578,27.09.2005,1,69.95,33.95,124392876
102578,27.09.2005,1,69.95,39.00,124392876
102578,27.09.2005,1,34.95,16.85,124392878
102578,29.09.2005,1,169.95,81.00,124394570
102578,10.05.2005,1,34.95,16.85,124397878
102578,10.05.2005,1,59.95,50.00,124397878
102580,17.09.2005,1,39.95,18.48,124387759
102582,17.09.2005,1,99.95,64.40,124387803
102582,12.05.2005,1,119.95,50.00,124482685
102582,12.05.2005,1,39.95,15.00,124482685
147709,17.09.2005,1,199.95,104.00,127949083
147709,17.09.2005,1,49.95,25.65,127949083
147709,17.09.2005,1,49.95,25.65,127949083
147709,17.09.2005,1,129.95,75.00,127949083
147709,17.09.2005,1,24.95,12.50,127949083
147709,25.11.2005,1,99.95,40.50,128016213
102587,18.09.2005,1,299.95,94.20,124387924
102590,18.09.2005,1,49.95,22.89,124388065
102590,18.09.2005,1,9.95,1.00,124388065
102590,18.09.2005,1,9.95,1.00,124388065
102590,18.09.2005,1,9.95,1.00,124388065
147714,18.09.2005,1,24.95,9.00,127949297
147714,18.09.2005,1,24.95,9.00,127949297
147714,11.05.2006,1,39.95,12.00,128258779
147715,18.09.2005,1,79.95,31.36,127949304
147715,18.09.2005,1,49.95,18.00,127949304
147715,18.09.2005,1,59.95,27.00,127949304
147715,18.09.2005,1,99.95,48.76,127949304
147715,18.09.2005,1,99.95,48.76,127949304
102592,18.09.2005,1,99.95,49.17,124388125
102595,18.09.2005,1,1499.95,590.00,124388212
102597,18.09.2005,1,24.95,9.05,124388231
102599,18.09.2005,1,29.95,13.60,124388291
147717,19.09.2005,1,49.95,22.60,127949390
148751,11.04.2005,1,89.95,42.50,127981686
148751,11.04.2005,1,49.95,17.00,127981686
148751,12.09.2006,1,24.95,7.50,128341259
147719,19.09.2005,2,49.90,20.00,127949409
161840,21.03.2007,2,99.90,45.20,128419845
102603,19.09.2005,1,39.95,14.15,124388368
102137,19.09.2005,1,79.95,44.00,124377770
102137,14.06.2010,1,69.95,33.90,128027671
102137,14.06.2010,1,69.95,33.90,128027671
102137,14.06.2010,1,69.95,33.90,128027671
102137,19.08.2010,12,719.40,258.00,131215757
102137,19.08.2010,1,299.95,151.61,131215757
102137,19.08.2010,1,299.95,80.80,131215757
102604,19.09.2005,1,9.95,3.26,124388455
102604,19.09.2005,1,89.95,42.14,124388455
102604,19.09.2005,1,9.95,3.26,124388455
102605,19.09.2005,1,89.95,50.00,124388472
147729,19.09.2005,1,349.95,164.02,127949792
147729,19.09.2005,1,349.95,164.02,127949792
147729,19.09.2005,2,59.90,19.50,127949792
147729,19.09.2005,1,109.95,57.00,127949792
186444,19.09.2005,1,69.95,33.80,129871288
186444,19.09.2005,1,4.95,3.19,129871288
186446,19.09.2005,1,69.95,25.00,129871342
102608,19.09.2005,1,89.95,40.00,124388549
147735,19.09.2005,1,199.95,62.30,127949935
147735,19.09.2005,1,54.95,27.72,127949935
147735,19.09.2005,1,54.95,24.60,127949935
147735,05.05.2007,1,39.95,15.80,128445019
147735,05.05.2007,1,89.95,37.80,128445019
147735,05.05.2007,1,39.95,14.50,128445019
147735,05.05.2007,1,69.95,34.00,128445019
147735,05.05.2007,1,39.95,14.50,128445019
147736,19.09.2005,1,24.95,11.00,127949949
102613,19.09.2005,1,72.95,26.60,124388635
102613,19.09.2005,1,109.95,49.20,124388635
186443,19.09.2005,1,134.95,24.28,129871233
186443,20.12.2005,1,134.95,25.80,129879256
102614,19.09.2005,1,39.95,12.75,124388646
102616,20.09.2005,1,399.95,235.00,124388705
102617,20.09.2005,1,139.95,53.00,124388708
102618,20.09.2005,1,49.95,22.89,124388753
102621,20.09.2005,1,54.95,30.00,124388773
102622,20.09.2005,1,24.95,10.00,124388774
102623,20.09.2005,1,59.95,19.11,124388796
102623,27.09.2005,1,49.95,22.27,127953733
102624,20.09.2005,1,99.95,37.99,124388849
102625,20.09.2005,1,199.95,70.00,124388878
102626,20.09.2005,1,49.95,21.00,124388889
102626,20.09.2005,1,11.95,3.00,124388889
147749,20.09.2005,1,89.95,39.95,127950419
147749,30.12.2010,1,49.95,14.15,131419561
147749,30.12.2010,1,69.95,29.10,131419561
147750,20.09.2005,1,29.95,13.60,127950426
102627,20.09.2005,1,149.95,80.00,124388915
102629,20.09.2005,1,59.95,19.66,124388962
147752,20.09.2005,1,49.95,25.00,127950496
147754,20.09.2005,1,119.95,60.00,127950524
147754,20.09.2005,1,119.95,60.00,127950524
147755,20.09.2005,1,39.95,14.95,127950574
147755,20.09.2005,1,39.95,14.95,127950574
147755,12.08.2005,2,79.90,36.00,128051971
153374,21.03.2006,1,39.95,14.95,128130842
153374,21.03.2006,1,39.95,14.95,128130842
153374,21.03.2006,1,39.95,14.95,128130842
153374,21.03.2006,1,49.95,22.00,128130842
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102638,21.09.2005,1,49.95,25.00,124389190
102640,21.09.2005,1,49.95,25.00,124389249
102641,21.09.2005,1,49.95,25.00,124389254
102642,21.09.2005,1,49.95,25.00,124389283
102644,21.09.2005,1,49.95,25.00,124389309
103900,20.08.2006,1,59.95,29.00,124417669
103900,21.09.2005,1,39.95,16.70,127950756
147761,21.09.2005,1,49.95,25.00,127950787
102645,21.09.2005,1,49.95,17.00,124389332
102645,21.09.2005,1,49.95,17.00,124389332
102647,21.09.2005,1,49.95,25.00,124389362
102647,16.05.2006,1,44.95,19.24,124699831
102647,14.06.2006,1,49.95,25.00,124724179
102648,21.09.2005,1,49.95,25.00,124389397
102650,21.09.2005,1,49.95,25.00,124389417
147762,21.09.2005,2,99.90,50.00,127950864
102652,21.09.2005,1,49.95,25.00,124389495
102652,21.09.2005,1,49.95,25.00,124389495
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102654,21.09.2005,1,49.95,25.00,124389563
102655,21.09.2005,1,99.95,41.66,124389638
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147764,21.09.2005,1,49.95,25.00,127950993
147767,21.09.2005,1,14.95,12.45,127951010
147767,21.09.2005,1,14.95,12.45,127951010
147773,21.09.2005,1,49.95,25.00,127951060
147776,21.09.2005,1,49.95,22.00,127951101
186448,21.09.2005,1,49.95,25.00,129871405
102659,21.09.2005,1,49.95,25.00,124389761
102659,21.09.2005,1,49.95,25.00,124389761
102659,21.09.2005,1,49.95,25.00,124389761
102660,21.09.2005,1,49.95,25.00,124389861
147779,21.09.2005,1,24.95,9.05,127951214
147779,21.09.2005,1,12.95,2.70,127951214
147781,21.09.2005,1,39.95,18.00,127951251
147781,01.11.2007,1,169.95,115.00,128377493
147781,01.09.2011,1,199.95,109.00,131428717
147781,24.06.2012,1,29.95,13.30,131916281
147783,21.09.2005,1,39.95,17.76,127951270
102663,21.09.2005,1,49.95,25.00,124389956
147784,21.09.2005,1,49.95,25.00,127951287
102667,21.09.2005,1,49.95,25.00,124390069
102667,21.09.2005,1,49.95,25.00,124390069
102667,21.09.2005,1,49.95,25.00,124390069
102673,22.09.2005,1,49.95,25.00,124390201
102673,22.09.2005,1,49.95,25.00,124390201
102673,22.09.2005,1,49.95,25.00,124390201
102674,22.09.2005,1,79.95,45.00,124390206
102674,22.09.2005,1,3.95,1.73,124390206
147786,22.09.2005,1,29.95,13.04,127951402
147786,22.09.2005,1,129.95,61.75,127951402
147786,10.12.2005,1,129.95,56.81,127961931
147787,22.09.2005,1,29.95,13.60,127951407
108146,19.12.2007,1,29.95,13.50,124515283
108146,19.12.2007,1,59.95,25.00,124515283
108146,22.09.2005,1,49.95,25.00,127951429
102676,22.09.2005,1,49.95,25.00,124390264
102676,10.11.2005,1,59.95,28.00,124400537
102678,22.09.2005,1,49.95,25.00,124390302
102678,22.09.2005,1,49.95,25.00,124390302
147790,22.09.2005,1,49.95,25.00,127951505
147790,22.11.2005,3,149.85,75.00,128011499
147793,22.09.2005,1,59.95,26.54,127951539
102681,22.09.2005,1,49.95,25.00,124390398
102681,22.09.2005,1,49.95,25.00,124390398
102681,22.09.2005,1,49.95,25.00,124390398
102681,22.09.2005,1,49.95,25.00,124390398
102682,22.09.2005,1,69.95,39.00,124390399
102682,22.09.2005,1,69.95,39.00,124390399
102682,30.03.2006,1,79.95,35.00,124663713
102682,30.03.2006,1,79.95,33.25,124663713
102684,22.09.2005,1,24.95,12.50,124390413
147796,22.09.2005,1,219.95,109.95,127951598
147800,22.09.2005,1,99.95,36.25,127951688
102685,22.09.2005,1,169.95,80.00,124390483
102687,22.09.2005,1,99.95,37.99,124390564
102687,22.09.2005,1,19.95,6.98,124390564
102687,22.09.2005,1,19.95,6.98,124390564
102688,22.09.2005,1,49.95,25.00,124390598
102688,22.09.2005,1,49.95,25.00,124390598
102689,22.09.2005,1,29.95,11.00,124390634
102689,22.09.2005,1,29.95,10.25,124390634
102689,05.10.2006,1,29.95,14.00,124695835
102692,22.09.2005,1,49.95,25.00,124390666
102692,22.09.2005,1,49.95,25.00,124390666
102692,22.09.2005,1,49.95,25.00,124390666
102693,22.09.2005,1,49.95,25.00,124390675
102693,19.01.2008,1,39.95,16.90,125690149
102693,19.01.2008,1,69.95,20.75,125690149
102693,13.12.2010,1,29.95,8.40,128402066
102693,13.12.2010,1,69.95,20.75,128402066
102695,23.09.2005,1,79.95,32.80,124390737
102695,23.09.2005,1,49.95,25.00,124390737
147804,23.09.2005,1,49.95,25.00,127951907
123121,04.06.2012,1,39.95,18.00,125511486
123121,23.09.2005,1,49.95,23.00,129871478
123121,23.09.2005,1,39.95,20.00,129871478
123121,23.09.2005,1,24.95,7.50,129871478
123121,17.10.2011,1,149.95,70.00,130034406
186449,23.09.2005,1,249.95,137.50,129871488
186449,24.06.2008,1,129.95,67.62,129928349
186449,23.03.2009,1,299.95,148.00,129952257
102703,23.09.2005,1,24.95,9.05,124390928
102703,23.09.2005,1,24.95,9.05,124390928
102703,23.09.2005,1,12.95,2.70,124390928
102703,23.09.2005,1,12.95,2.70,124390928
102704,23.09.2005,1,49.95,25.00,124390942
102704,23.09.2005,1,49.95,25.00,124390942
102704,23.09.2005,1,49.95,25.00,124390942
102704,23.09.2005,1,29.95,13.18,124390942
102704,23.09.2005,1,29.95,13.18,124390942
102704,23.09.2005,1,29.95,13.18,124390942
102704,27.09.2005,1,189.95,86.11,124392921
102704,27.09.2005,1,49.95,23.75,124392921
102704,27.09.2005,1,49.95,23.75,124392921
102704,27.09.2005,1,49.95,23.75,124392921
102704,27.09.2005,1,49.95,23.75,124392921
102704,27.09.2005,1,39.95,17.60,124392921
102704,27.09.2005,1,39.95,17.60,124392921
102705,23.09.2005,1,49.95,23.75,124390945
102706,23.09.2005,1,79.95,55.20,124390954
148029,10.05.2005,1,59.95,27.50,127958615
147810,23.09.2005,1,49.95,25.00,127952090
147814,23.09.2005,1,29.95,13.60,127952174
102709,23.09.2005,1,59.95,29.84,124391077
102709,23.09.2005,1,59.95,29.84,124391077
102709,23.09.2005,1,59.95,29.84,124391077
102709,23.09.2005,1,79.95,32.45,124391077
147819,23.09.2005,1,49.95,25.00,127952273
102713,23.09.2005,1,49.95,25.00,124391188
102716,23.09.2005,1,59.95,25.00,124391196
147825,23.09.2005,1,74.95,31.05,127952321
102722,24.09.2005,1,649.95,375.00,124391330
102728,24.09.2005,1,29.95,13.50,124391429
102729,24.09.2005,1,49.95,23.50,124391579
102729,24.09.2005,1,24.95,12.50,124391579
102729,24.09.2005,1,3.95,1.73,124391579
102730,24.09.2005,1,29.95,13.18,124391590
102731,25.09.2005,1,49.95,25.00,124391706
102732,25.09.2005,1,69.95,39.00,124391713
102732,25.09.2005,1,99.95,54.95,124391713
102732,25.09.2005,1,59.95,24.80,124391713
102732,25.09.2005,1,99.95,49.17,124391713
147839,25.09.2005,1,99.95,37.99,127952680
147839,25.09.2005,3,59.85,20.94,127952680
147839,30.05.2007,1,99.95,25.08,129902659
147839,30.05.2007,1,19.95,2.23,129902659
147839,10.06.2008,1,89.95,33.40,129935558
147839,10.06.2008,1,24.95,11.50,129935558
147839,07.03.2009,1,79.95,41.00,129958548
147839,07.03.2009,2,99.90,48.00,129958548
147839,07.03.2009,1,59.95,26.00,129958548
147839,04.03.2011,1,59.95,33.00,130019747
147839,04.03.2011,1,59.95,25.00,130019747
102735,25.09.2005,1,49.95,25.00,124391817
102735,25.09.2005,1,99.95,39.00,124391817
102737,25.09.2005,1,389.95,180.00,124391846
102737,25.09.2005,1,39.95,17.83,124391846
191885,20.07.2010,1,239.95,130.00,131193982
102748,25.09.2005,1,99.95,38.89,124392127
102748,19.11.2006,1,49.95,20.66,124902047
102748,19.11.2006,1,9.95,3.68,124902047
102748,19.11.2006,1,9.95,3.68,124902047
102748,19.11.2006,1,9.95,3.68,124902047
102748,19.11.2006,1,9.95,3.68,124902047
115824,14.12.2006,1,12.95,4.83,125033913
115824,14.12.2006,1,199.95,92.50,125033913
115824,03.06.2008,1,49.95,24.00,128767741
115824,27.04.2008,1,149.95,63.63,128801031
115824,13.06.2008,1,299.95,184.00,128836524
115824,13.06.2008,1,59.95,20.00,128836524
115824,31.08.2009,1,349.95,224.00,129237348
115824,31.08.2009,1,59.95,25.20,129237348
115824,24.07.2012,1,79.95,43.19,129509688
115824,24.07.2012,1,39.95,10.50,129509688
102752,26.09.2005,1,99.95,32.50,124392239
102753,26.09.2005,1,29.95,21.17,124392271
102754,26.09.2005,1,49.95,23.75,124392275
147849,26.09.2005,2,99.90,38.48,127953152
147849,26.09.2005,1,19.95,8.00,127953152
147849,26.09.2005,1,9.95,3.40,127953152
147849,26.09.2005,1,24.95,9.05,127953152
147849,26.09.2005,1,12.95,2.70,127953152
102757,26.09.2005,1,29.95,9.22,124392332
102141,26.09.2005,1,199.95,95.00,124377920
186450,26.09.2005,1,159.95,77.25,129871555
102759,26.09.2005,1,429.95,180.00,124392418
102761,26.09.2005,1,89.95,43.78,124392453
102143,26.09.2005,1,274.95,123.75,124377937
102143,12.09.2007,1,49.95,20.22,128680413
102146,26.09.2005,1,399.95,235.00,124377959
102763,26.09.2005,1,59.95,26.54,124392551
102763,26.09.2005,1,24.95,11.00,124392551
102763,26.09.2005,1,24.95,11.00,124392551
102764,26.09.2005,1,29.95,14.00,124392561
102764,26.09.2005,1,29.95,14.00,124392561
102764,26.09.2005,1,119.95,59.90,124392561
102765,26.09.2005,1,29.95,13.18,124392579
102767,26.09.2005,1,49.95,23.75,124392605
102771,26.09.2005,1,74.95,35.00,124392739
102779,27.09.2005,1,39.95,18.90,124392892
102779,27.09.2005,1,129.95,58.60,124392892
102779,27.09.2005,1,109.95,49.80,124392892
147873,27.09.2005,1,79.95,32.80,127953720
102781,27.09.2005,1,44.95,22.89,124392934
147875,27.09.2005,1,129.95,58.25,127953803
147875,27.09.2005,1,119.95,48.00,127953803
147875,27.09.2005,1,24.95,9.05,127953803
147875,20.04.2006,1,39.95,16.70,128144830
147877,27.09.2005,1,24.95,9.00,127953862
147877,27.09.2005,1,29.95,10.25,127953862
102782,27.09.2005,1,169.95,80.00,124392964
102785,27.09.2005,1,169.95,72.05,124392974
102786,27.09.2005,1,14.95,4.80,124392983
102786,27.09.2005,1,14.95,4.80,124392983
102787,27.09.2005,1,29.95,10.58,124393018
102788,27.09.2005,1,99.95,65.00,124393034
102788,27.09.2005,1,59.95,26.54,124393034
102788,27.09.2005,1,24.95,7.50,124393034
102789,27.09.2005,1,79.95,23.50,124393055
102789,27.09.2005,1,89.95,26.60,124393055
102789,27.09.2005,1,59.95,21.16,124393055
102789,27.09.2005,1,69.95,20.91,124393055
102792,27.09.2005,1,49.95,17.63,124393099
102793,27.09.2005,1,44.95,19.24,124393104
102795,27.09.2005,1,49.95,25.00,124393142
102795,27.09.2005,1,49.95,25.00,124393142
102795,27.09.2005,1,49.95,25.00,124393142
102795,27.09.2005,1,49.95,25.00,124393142
102796,27.09.2005,1,49.95,25.00,124393146
102796,14.10.2005,1,24.95,12.50,124401825
102798,27.09.2005,1,24.95,12.50,124393180
102799,27.09.2005,1,59.95,31.75,124393219
102799,27.09.2005,1,3.95,1.73,124393219
102799,27.09.2005,1,3.95,1.73,124393219
147887,27.09.2005,1,24.95,5.85,127954262
147890,27.09.2005,1,129.95,67.90,127954309
147890,11.07.2006,1,129.95,43.00,128262536
147890,11.07.2006,1,159.95,89.19,128262536
147890,11.07.2006,1,29.95,16.17,128262536
147890,11.07.2006,1,129.95,46.40,128262536
147890,11.07.2006,1,129.95,46.40,128262536
147890,11.10.2009,1,119.95,50.00,129306622
102800,27.09.2005,1,24.95,12.50,124393223
102800,27.09.2005,1,49.95,25.30,124393223
102800,27.09.2005,1,99.95,42.75,124393223
102800,27.09.2005,1,14.95,6.90,124393223
102800,27.09.2005,1,39.95,18.48,124393223
102800,31.01.2007,1,69.95,30.00,125114080
102800,03.04.2007,1,39.95,18.00,125144578
102800,03.04.2007,1,39.95,15.72,125144578
102800,03.04.2007,1,3.95,1.73,125144578
102800,12.06.2008,1,99.95,36.00,126187814
102804,27.09.2005,1,39.95,17.76,124393266
102806,27.09.2005,1,29.95,9.22,124393272
147895,27.09.2005,1,119.95,48.00,127954352
102810,28.09.2005,1,139.95,53.00,124393396
147900,28.09.2005,1,39.95,15.00,127954476
102814,28.09.2005,1,229.95,99.00,124393475
102815,28.09.2005,1,49.95,23.75,124393485
102815,28.09.2005,1,49.95,23.75,124393485
102815,28.09.2005,1,49.95,23.75,124393485
147903,28.09.2005,1,24.95,10.00,127954520
102816,28.09.2005,1,14.95,4.80,124393539
102816,28.09.2005,1,59.95,27.39,124393539
147909,28.09.2005,1,29.95,22.60,127954656
147909,28.09.2005,1,9.95,4.47,127954656
147909,28.09.2005,1,7.95,3.43,127954656
147909,11.01.2008,1,99.95,58.08,128947836
102819,28.09.2005,1,129.95,67.90,124393611
102819,30.11.2007,1,39.95,12.00,128647845
102822,28.09.2005,1,32.95,14.85,124393667
147915,28.09.2005,1,149.95,40.00,127954821
147915,28.09.2005,1,24.95,7.50,127954821
147915,28.09.2005,1,29.95,10.62,127954821
147915,04.11.2007,1,59.95,24.50,128432182
147915,04.11.2007,1,39.95,8.50,128432182
100081,28.09.2005,1,49.95,22.05,123492351
186453,28.09.2005,1,29.95,13.04,129871684
186453,28.09.2005,1,39.95,18.95,129871684
147918,28.09.2005,1,49.95,23.75,127954930
147918,28.09.2005,1,49.95,23.75,127954930
186452,28.09.2005,1,59.95,26.13,129871634
186452,28.09.2005,1,99.95,42.75,129871634
186452,28.09.2005,1,14.95,6.90,129871634
186452,28.09.2005,1,59.95,23.10,129871634
102825,28.09.2005,1,49.95,23.75,124393674
102827,28.09.2005,1,49.95,23.50,124393702
102827,27.08.2007,2,259.90,130.00,128513517
102829,28.09.2005,1,99.95,57.00,124393752
102152,28.09.2005,1,174.95,78.50,124378136
102152,01.08.2008,1,99.95,50.00,129919756
102152,02.01.2008,1,49.95,20.75,129920934
102152,13.03.2008,1,89.95,36.40,129922960
102152,13.03.2008,1,29.95,13.60,129922960
147920,28.09.2005,1,99.95,65.00,127955035
102831,28.09.2005,1,39.95,15.30,124393785
102832,28.09.2005,1,49.95,23.75,124393787
102832,28.09.2005,1,49.95,23.75,124393787
102832,28.09.2005,1,49.95,23.75,124393787
102834,28.09.2005,1,39.95,18.00,124393833
102835,28.09.2005,1,179.95,76.79,124393841
102835,28.09.2005,1,34.95,15.75,124393841
102835,28.09.2005,1,599.95,680.00,124393841
147926,28.09.2005,1,274.95,119.00,127955098
147927,29.09.2005,1,69.95,25.00,127955148
147929,29.09.2005,1,69.95,34.95,127955215
147929,11.11.2005,1,29.95,14.99,127992041
102842,29.09.2005,1,79.95,32.80,124394079
102842,29.09.2005,1,49.95,18.00,124394079
102843,29.09.2005,1,99.95,47.60,124394085
102846,29.09.2005,1,29.95,22.60,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,7.95,3.43,124394098
102846,29.09.2005,1,6.95,2.53,124394098
102846,29.09.2005,1,9.95,4.47,124394098
102846,29.09.2005,1,9.95,4.47,124394098
102847,29.09.2005,1,129.95,75.00,124394130
102847,29.09.2005,1,24.95,12.50,124394130
102850,29.09.2005,1,134.95,24.28,124394214
102852,29.09.2005,1,79.95,24.50,124394253
102852,02.07.2007,1,59.95,71.50,125122038
102852,02.08.2006,1,69.95,50.00,128109951
102853,29.09.2005,1,44.95,19.24,124394280
102854,29.09.2005,1,49.95,23.50,124394293
102856,29.09.2005,1,29.95,10.58,124394308
102856,29.09.2005,1,29.95,10.58,124394308
102856,29.09.2005,1,29.95,10.58,124394308
102856,29.09.2005,1,29.95,10.58,124394308
102856,29.09.2005,1,14.95,5.64,124394308
102856,29.09.2005,1,14.95,4.40,124394308
102856,29.09.2005,1,14.95,4.40,124394308
102856,29.09.2005,1,14.95,4.40,124394308
102856,29.09.2005,1,14.95,4.40,124394308
102858,29.09.2005,1,129.95,59.27,124394358
102859,29.09.2005,1,44.95,22.60,124394365
102860,29.09.2005,1,24.95,39.06,124394367
102861,29.09.2005,1,399.95,235.00,124394429
102863,29.09.2005,1,14.95,10.50,124394440
102863,29.09.2005,1,14.95,10.50,124394440
102864,29.09.2005,1,49.95,23.75,124394485
102864,29.09.2005,1,49.95,23.75,124394485
102864,29.09.2005,1,49.95,23.75,124394485
102864,29.09.2005,1,49.95,23.75,124394485
102864,29.09.2005,1,49.95,23.75,124394485
102864,29.09.2005,1,49.95,23.75,124394485
102864,29.09.2005,1,49.95,23.75,124394485
102867,29.09.2005,1,24.95,39.06,124394548
102868,29.09.2005,1,49.95,22.89,124394598
102868,29.09.2005,1,9.95,1.00,124394598
102871,29.09.2005,1,44.95,20.30,124394610
102871,26.01.2006,1,49.95,22.60,124560749
147948,29.09.2005,1,39.95,16.70,127955837
147948,27.09.2007,1,199.95,105.00,128538175
147948,27.09.2007,1,29.95,9.75,128538175
147948,12.01.2007,1,19.95,7.60,128652343
147948,12.01.2007,1,12.95,4.50,128652343
102872,29.09.2005,1,69.95,33.80,124394635
102873,29.09.2005,1,49.95,39.00,124394651
102876,29.09.2005,1,89.95,34.50,124394726
102879,30.09.2005,1,7.95,8.37,124394787
102879,30.09.2005,1,7.95,8.37,124394787
102879,30.09.2005,1,49.95,37.50,124394787
102883,30.09.2005,1,49.95,22.89,124394886
102153,30.09.2005,1,109.95,49.88,124378210
147952,30.09.2005,1,279.95,189.47,127955941
102887,30.09.2005,1,39.95,14.90,124394988
