user_id,dandwith_used,antena_id,date_and_time,duration
586536,17,929795,2016-07-17 03:20:23,0:24:14
187956,368,6693381,2016-07-17 03:37:20,0:49:26
936933,222,3834102,2016-07-17 04:09:49,0:29:59
441791,55,5203256,2016-07-17 04:29:46,0:06:54
569587,348,4095365,2016-07-17 05:09:18,0:34:44
168728,130,3728797,2016-07-17 06:02:49,0:18:45
411476,84,3269190,2016-07-17 06:24:09,0:47:24
249197,239,6816320,2016-07-17 06:32:46,0:44:16
353857,470,1159356,2016-07-17 07:07:53,0:09:37
927749,366,1532918,2016-07-17 07:56:01,0:30:24
582281,420,6286177,2016-07-17 08:44:31,0:19:30
407360,309,4987262,2016-07-17 08:57:58,0:38:48
931183,304,4814572,2016-07-17 09:23:49,0:08:35
397921,131,2668895,2016-07-17 09:38:58,0:27:51
109683,320,6713924,2016-07-17 10:21:43,0:18:08
886132,273,1697170,2016-07-17 11:20:43,0:56:08
881143,409,6316233,2016-07-17 12:18:44,0:28:01
490705,286,2554786,2016-07-17 13:17:58,0:44:17
258345,467,6562493,2016-07-17 14:16:39,0:28:02
501454,185,2681738,2016-07-17 14:57:39,0:55:24
880137,207,5720985,2016-07-17 15:54:19,0:09:47
362662,75,4783078,2016-07-17 16:33:00,0:02:42
199853,155,6652917,2016-07-17 17:30:19,0:58:07
410221,432,918369,2016-07-17 18:20:55,0:17:36
724380,276,2302107,2016-07-17 19:06:29,0:29:25
304526,350,737071,2016-07-17 19:26:33,0:33:44
927140,8,6811115,2016-07-17 19:54:48,0:54:57
676494,359,932768,2016-07-17 20:28:52,0:57:48
596370,82,6794793,2016-07-17 20:45:30,0:15:07
269018,27,1484415,2016-07-17 21:32:11,0:53:32
833402,482,2382955,2016-07-17 21:52:32,0:20:38
223964,454,748661,2016-07-17 22:45:59,0:02:15
807369,244,3126986,2016-07-17 22:54:08,0:21:47
757865,339,2393235,2016-07-17 23:49:20,0:16:19
932606,34,2030007,2016-07-17 23:56:59,0:21:59
226609,334,5094606,2016-07-18 00:30:03,0:38:23
829946,263,3017369,2016-07-18 00:33:28,0:34:07
937729,368,1573934,2016-07-18 01:00:29,0:04:38
257731,462,4126253,2016-07-18 01:56:35,0:44:25
793023,415,3430285,2016-07-18 01:58:37,0:49:42
866984,270,4765910,2016-07-18 02:22:35,0:44:38
264770,290,2715701,2016-07-18 02:52:37,0:30:17
413250,242,2757562,2016-07-18 03:15:23,0:31:27
806987,128,1456889,2016-07-18 03:18:51,0:30:49
757865,321,3442587,2016-07-18 03:26:07,0:31:40
340001,167,2151062,2016-07-18 03:53:08,0:27:37
152304,485,6079288,2016-07-18 04:27:19,0:13:26
171748,102,1131448,2016-07-18 04:42:03,0:22:08
400123,118,5150124,2016-07-18 04:44:06,0:18:12
927140,63,3129595,2016-07-18 05:31:09,0:44:36
503392,186,4180088,2016-07-18 05:55:58,0:51:28
700708,499,718254,2016-07-18 06:45:11,0:17:45
836925,364,3992112,2016-07-18 07:01:57,0:39:20
777470,459,1037096,2016-07-18 07:33:37,0:12:56
596661,393,1712103,2016-07-18 07:48:53,0:44:19
589319,138,5735625,2016-07-18 07:50:03,0:28:00
297742,494,2711104,2016-07-18 08:14:04,0:08:34
745000,411,4748400,2016-07-18 09:07:01,0:24:51
563515,167,2556146,2016-07-18 09:30:43,0:14:18
388481,200,2007918,2016-07-18 10:01:51,0:41:46
284274,276,4113292,2016-07-18 10:10:19,0:56:19
328573,164,6196742,2016-07-18 10:21:49,0:28:59
325666,306,5155364,2016-07-18 10:37:25,0:03:51
829946,246,6024899,2016-07-18 11:17:04,0:32:53
459020,476,1406903,2016-07-18 11:24:25,0:52:08
711683,309,1960590,2016-07-18 11:29:28,0:22:14
605032,485,1926751,2016-07-18 11:36:52,0:34:23
487236,208,1948657,2016-07-18 11:45:10,0:05:05
596063,216,3479414,2016-07-18 12:30:26,0:04:09
136015,469,2738113,2016-07-18 12:45:12,0:19:19
442794,219,2183408,2016-07-18 13:21:44,0:25:35
803882,268,6274425,2016-07-18 13:32:42,0:23:42
638192,337,3046744,2016-07-18 14:08:21,0:19:08
232443,149,2258833,2016-07-18 14:16:59,0:53:26
299485,387,1625407,2016-07-18 14:48:33,0:03:42
321117,412,6231918,2016-07-18 14:59:02,0:18:08
178451,470,1148921,2016-07-18 15:11:19,0:56:41
297157,78,2095824,2016-07-18 16:01:45,0:02:56
628503,376,3930806,2016-07-18 16:25:27,0:13:07
866017,64,6272858,2016-07-18 16:32:38,0:00:03
621836,252,4901459,2016-07-18 17:14:32,0:52:37
207973,216,6172262,2016-07-18 17:49:35,0:34:40
581173,152,4050015,2016-07-18 18:48:43,0:28:15
131824,310,3571012,2016-07-18 19:33:02,0:55:49
643332,89,2896213,2016-07-18 20:21:39,0:31:08
481237,65,5336109,2016-07-18 21:09:59,0:32:02
494514,26,4734869,2016-07-18 21:25:18,0:50:06
448665,73,6800260,2016-07-18 22:18:48,0:50:15
601927,366,1520010,2016-07-18 22:33:36,0:11:46
206644,216,3045406,2016-07-18 22:44:47,0:08:22
329177,53,897682,2016-07-18 23:38:47,0:21:57
570734,87,1715709,2016-07-19 00:31:31,0:08:58
397912,407,6139649,2016-07-19 01:02:14,0:36:04
207973,400,2498485,2016-07-19 01:21:56,0:59:14
858155,297,1726414,2016-07-19 01:45:27,0:59:22
455736,252,768174,2016-07-19 01:53:08,0:55:49
156304,393,3161146,2016-07-19 02:14:04,0:57:46
741709,343,4825264,2016-07-19 03:00:28,0:21:04
903438,110,1992437,2016-07-19 03:38:48,0:21:39
638950,282,4468468,2016-07-19 03:53:23,0:47:56
550287,353,6306840,2016-07-19 04:50:34,0:56:55
197281,133,2497033,2016-07-19 05:42:07,0:21:26
329120,490,2783842,2016-07-19 05:44:45,0:07:18
802773,236,5456362,2016-07-19 06:25:28,0:24:35
465159,325,4103911,2016-07-19 06:27:30,0:27:47
913560,287,714143,2016-07-19 07:26:21,0:17:52
375333,450,6456634,2016-07-19 07:35:03,0:18:15
579515,37,3017369,2016-07-19 08:12:25,0:50:59
774730,382,3701484,2016-07-19 08:40:03,0:51:03
817107,189,5557236,2016-07-19 09:06:57,0:16:51
919782,244,3880888,2016-07-19 09:43:50,0:34:00
913560,427,6484447,2016-07-19 10:18:34,0:03:16
398531,192,2024759,2016-07-19 10:50:09,0:24:49
206269,139,1660884,2016-07-19 11:34:41,0:45:55
334386,171,3618757,2016-07-19 12:27:40,0:29:50
433741,356,6048137,2016-07-19 13:00:59,0:33:31
231948,238,3396687,2016-07-19 13:52:06,0:09:37
524465,390,1421890,2016-07-19 14:38:28,0:07:57
253352,268,5031655,2016-07-19 15:17:07,0:34:34
418505,359,4586950,2016-07-19 15:29:21,0:45:49
317366,443,4047142,2016-07-19 15:34:12,0:30:52
220240,402,1680064,2016-07-19 15:58:36,0:35:11
169664,481,6131257,2016-07-19 16:03:08,0:13:08
231948,125,4763056,2016-07-19 16:31:43,0:52:20
296491,18,3282404,2016-07-19 16:57:18,0:38:39
563515,393,2668536,2016-07-19 17:07:12,0:09:16
706286,477,3547707,2016-07-19 17:48:04,0:02:44
856596,18,2151062,2016-07-19 17:53:35,0:07:19
264770,9,4841593,2016-07-19 18:00:11,0:45:30
773146,322,4477950,2016-07-19 18:28:10,0:14:03
447311,311,5720459,2016-07-19 19:14:36,0:46:57
528453,309,699383,2016-07-19 19:45:27,0:24:07
304338,156,1558953,2016-07-19 20:37:38,0:04:40
794594,136,3689058,2016-07-19 21:02:24,0:27:47
245167,455,2253308,2016-07-19 21:43:17,0:48:03
384539,238,6756969,2016-07-19 22:17:23,0:43:25
919502,297,6824575,2016-07-19 23:13:03,0:48:28
383876,51,4529959,2016-07-19 23:16:36,0:53:04
494223,284,3153903,2016-07-19 23:37:18,0:11:24
102637,23,715767,2016-07-20 00:09:09,0:01:19
957161,115,6675941,2016-07-20 00:17:18,0:59:48
302708,471,5191957,2016-07-20 01:13:35,0:11:12
615453,207,2537549,2016-07-20 02:12:42,0:15:50
108215,57,4958335,2016-07-20 03:07:56,0:26:17
541677,331,2627651,2016-07-20 03:46:05,0:56:08
848523,177,2986305,2016-07-20 04:29:09,0:30:00
490146,476,2760906,2016-07-20 05:00:55,0:26:47
913560,17,3532589,2016-07-20 05:41:42,0:31:57
644096,272,2834360,2016-07-20 06:18:26,0:10:56
126337,302,6766927,2016-07-20 07:03:08,0:16:08
946059,183,3890890,2016-07-20 07:07:16,0:25:10
694183,56,1013120,2016-07-20 07:21:05,0:24:40
437022,400,699758,2016-07-20 08:04:38,0:54:33
623440,133,3981900,2016-07-20 08:09:26,0:21:28
622305,200,4680289,2016-07-20 08:35:26,0:56:26
638192,82,2019601,2016-07-20 08:59:25,0:58:56
300377,402,4457794,2016-07-20 09:47:58,0:18:32
829946,322,3590246,2016-07-20 10:36:40,0:24:08
427246,405,3075343,2016-07-20 10:53:10,0:14:57
128800,474,880605,2016-07-20 11:02:16,0:27:09
820116,85,1590754,2016-07-20 11:53:36,0:35:34
628854,52,3249245,2016-07-20 12:47:46,0:02:14
852352,480,5091885,2016-07-20 13:33:48,0:52:57
161109,347,6477122,2016-07-20 13:46:21,0:13:08
109855,395,3233585,2016-07-20 13:54:05,0:59:00
132322,15,5233196,2016-07-20 14:32:30,0:32:59
438895,168,4007757,2016-07-20 14:55:18,0:04:45
957079,56,4548361,2016-07-20 15:10:35,0:46:27
527013,347,3034980,2016-07-20 15:19:02,0:22:39
285653,207,2899024,2016-07-20 15:26:22,0:39:38
219047,246,6507751,2016-07-20 16:03:36,0:30:02
387404,368,6486423,2016-07-20 16:32:27,0:03:02
297653,93,5191600,2016-07-20 16:55:41,0:06:07
807369,453,5711181,2016-07-20 17:11:33,0:16:05
350035,393,3060574,2016-07-20 17:50:26,0:58:26
687648,353,5877407,2016-07-20 18:46:37,0:53:05
299485,352,2040927,2016-07-20 19:36:36,0:53:35
188061,399,5193899,2016-07-20 20:30:10,0:22:32
373318,61,3197614,2016-07-20 20:37:53,0:29:02
376598,384,1014452,2016-07-20 20:57:36,0:49:53
545263,182,5223119,2016-07-20 21:04:48,0:00:15
512432,277,6789901,2016-07-20 21:51:48,0:59:10
197281,137,2007085,2016-07-20 22:21:34,0:25:35
817477,64,1928081,2016-07-20 22:45:13,0:22:58
680273,83,1569142,2016-07-20 23:43:08,0:43:44
585467,221,3508099,2016-07-21 00:36:55,0:27:34
679196,13,1581590,2016-07-21 01:19:05,0:06:19
826577,187,3203030,2016-07-21 02:18:17,0:57:56
264350,12,3719136,2016-07-21 02:22:34,0:06:28
299485,250,3521319,2016-07-21 02:50:59,0:44:58
378721,454,4098281,2016-07-21 03:19:03,0:59:42
409979,200,3397338,2016-07-21 04:02:30,0:24:22
168728,432,1120548,2016-07-21 04:06:32,0:08:14
307584,175,2497645,2016-07-21 04:15:34,0:38:27
334386,372,3498909,2016-07-21 04:26:38,0:17:13
303568,444,2966448,2016-07-21 05:02:35,0:14:25
517676,235,6205980,2016-07-21 05:23:14,0:08:55
859112,165,2637241,2016-07-21 05:55:29,0:29:42
957997,13,4568297,2016-07-21 06:11:08,0:37:40
388211,170,5159560,2016-07-21 06:51:22,0:49:42
793505,132,1129376,2016-07-21 07:06:11,0:58:27
119792,316,4433561,2016-07-21 07:32:56,0:54:49
151092,333,1720835,2016-07-21 07:58:46,0:21:06
446376,459,6084687,2016-07-21 08:40:44,0:51:01
867548,151,1002901,2016-07-21 09:10:11,0:14:46
242361,473,3470293,2016-07-21 10:01:47,0:29:53
596661,146,6281775,2016-07-21 10:53:52,0:18:52
380835,344,5134151,2016-07-21 11:29:26,0:09:15
843485,397,5655774,2016-07-21 11:45:18,0:59:31
679196,314,5720459,2016-07-21 11:47:00,0:08:13
905706,37,1448349,2016-07-21 12:28:30,0:43:33
149578,83,2363996,2016-07-21 13:00:43,0:44:29
874150,487,1066950,2016-07-21 13:16:20,0:33:42
107841,221,6794793,2016-07-21 13:47:57,0:12:20
698563,230,3680994,2016-07-21 14:19:15,0:43:47
178685,304,3498909,2016-07-21 14:32:37,0:10:23
946059,374,927374,2016-07-21 14:54:51,0:52:21
794594,442,1886725,2016-07-21 15:28:18,0:06:18
633277,403,5155364,2016-07-21 15:38:45,0:50:20
376743,152,2585446,2016-07-21 15:53:01,0:20:24
248876,404,1710399,2016-07-21 16:22:35,0:27:36
930718,334,5201457,2016-07-21 16:39:36,0:19:52
808816,37,5551030,2016-07-21 16:57:34,0:59:10
673755,134,6525631,2016-07-21 17:24:39,0:39:45
631749,476,1701251,2016-07-21 18:15:13,0:47:51
353857,172,1059791,2016-07-21 19:04:28,0:33:51
302149,335,6300071,2016-07-21 19:43:03,0:21:06
790344,73,5724213,2016-07-21 20:08:27,0:32:43
353857,444,5966419,2016-07-21 20:31:42,0:15:56
128768,268,3053265,2016-07-21 20:44:33,0:19:17
195267,141,2474718,2016-07-21 20:52:29,0:08:46
157584,180,5054622,2016-07-21 21:45:51,0:06:54
353527,301,2100444,2016-07-21 22:07:54,0:43:26
172555,304,6039274,2016-07-21 23:00:56,0:40:11
717160,211,4625791,2016-07-21 23:30:11,0:30:17
863210,449,3233585,2016-07-21 23:33:59,0:13:16
408115,148,4530182,2016-07-21 23:54:23,0:52:38
788180,264,1715709,2016-07-22 00:48:43,0:09:37
909535,439,6938962,2016-07-22 01:20:53,0:38:29
700708,84,2786648,2016-07-22 02:14:16,0:17:30
367673,221,1393187,2016-07-22 02:45:09,0:41:58
449172,337,5191600,2016-07-22 03:31:06,0:56:04
623888,405,5336109,2016-07-22 03:32:12,0:59:13
573810,239,4198689,2016-07-22 03:51:21,0:12:53
391296,417,3109114,2016-07-22 04:21:02,0:28:03
128462,373,2403018,2016-07-22 05:09:29,0:37:11
308658,456,5155364,2016-07-22 05:53:13,0:36:48
429697,44,2386116,2016-07-22 06:40:37,0:32:37
589319,374,5627322,2016-07-22 07:07:24,0:27:18
880137,214,1452459,2016-07-22 07:12:27,0:11:36
372166,101,5430745,2016-07-22 07:20:04,0:54:40
586536,102,2301327,2016-07-22 07:54:45,0:41:28
681209,110,3361078,2016-07-22 08:39:42,0:26:33
843660,274,2301327,2016-07-22 08:55:15,0:45:48
156341,101,6233479,2016-07-22 09:25:05,0:30:46
933156,257,4608406,2016-07-22 10:02:41,0:58:00
807369,224,2719253,2016-07-22 10:49:12,0:57:36
475447,423,6636666,2016-07-22 11:46:55,0:13:39
237346,383,1172477,2016-07-22 12:01:32,0:43:59
548974,145,4302289,2016-07-22 12:22:49,0:25:08
825203,23,6504322,2016-07-22 12:40:25,0:16:34
439819,382,5937060,2016-07-22 13:38:26,0:11:31
233577,175,2359806,2016-07-22 14:10:42,0:29:57
661915,72,6409812,2016-07-22 15:07:10,0:30:01
126115,479,3956259,2016-07-22 15:52:58,0:31:35
629634,23,1309043,2016-07-22 16:19:39,0:31:51
687648,229,4373962,2016-07-22 17:03:18,0:57:49
509130,292,6070326,2016-07-22 17:21:58,0:11:00
949973,99,704470,2016-07-22 17:45:40,0:41:38
228819,417,4208575,2016-07-22 18:26:01,0:06:40
553784,446,4049947,2016-07-22 18:47:49,0:51:33
814931,223,1159102,2016-07-22 19:47:26,0:45:52
403993,34,5413789,2016-07-22 19:56:35,0:17:35
382851,312,6562493,2016-07-22 20:41:12,0:49:10
183509,94,5461708,2016-07-22 20:58:07,0:37:00
778887,300,3602264,2016-07-22 21:06:14,0:40:49
752845,70,6806519,2016-07-22 22:03:52,0:02:52
131489,381,3266856,2016-07-22 22:10:49,0:57:49
771503,246,4358768,2016-07-22 22:25:19,0:08:44
569511,27,2148906,2016-07-22 23:16:09,0:28:02
221265,272,4555206,2016-07-22 23:53:13,0:19:17
811666,50,5875076,2016-07-23 00:02:23,0:30:16
201125,367,5641684,2016-07-23 00:16:43,0:12:36
258345,351,990456,2016-07-23 00:43:45,0:05:05
104986,339,1310486,2016-07-23 01:20:59,0:05:22
679178,314,6474432,2016-07-23 01:30:09,0:14:52
813808,58,1833625,2016-07-23 01:35:35,0:07:51
619595,340,1777309,2016-07-23 02:24:08,0:35:51
629634,336,4370529,2016-07-23 02:46:11,0:40:42
745938,132,6874401,2016-07-23 03:13:15,0:44:29
135963,32,6054818,2016-07-23 03:37:21,0:32:54
531937,64,5786142,2016-07-23 03:51:48,0:18:03
119796,359,2285110,2016-07-23 04:05:55,0:58:34
564061,201,6238737,2016-07-23 04:51:04,0:15:55
599095,264,1793894,2016-07-23 05:06:35,0:16:19
852352,324,2332109,2016-07-23 05:27:22,0:21:15
571277,144,2362530,2016-07-23 05:30:06,0:36:43
744124,256,6378179,2016-07-23 05:47:48,0:16:49
571364,140,1988374,2016-07-23 06:02:40,0:44:12
509130,489,6521894,2016-07-23 06:34:04,0:29:00
722727,141,4689989,2016-07-23 07:10:50,0:23:26
927269,177,723825,2016-07-23 07:47:50,0:08:30
382237,495,2359806,2016-07-23 08:19:21,0:35:17
476861,52,3901004,2016-07-23 08:36:55,0:30:42
281076,417,4247734,2016-07-23 09:35:59,0:05:57
269302,353,2880698,2016-07-23 09:38:37,0:10:01
693420,331,992435,2016-07-23 09:41:21,0:00:23
587678,232,5631079,2016-07-23 09:57:31,0:19:40
795804,81,5699519,2016-07-23 10:51:11,0:57:40
747112,352,6215130,2016-07-23 11:08:13,0:26:01
208153,459,2272579,2016-07-23 11:32:06,0:22:09
231770,360,2797667,2016-07-23 12:29:01,0:33:50
283140,195,2805889,2016-07-23 13:28:11,0:12:17
401818,497,4449934,2016-07-23 14:05:24,0:32:49
397601,267,1640195,2016-07-23 14:32:46,0:03:04
571092,284,4433561,2016-07-23 15:17:47,0:00:15
96840,211,5358106,2016-07-23 15:32:46,0:44:33
248876,115,4883028,2016-07-23 15:43:54,0:32:22
919782,57,6093510,2016-07-23 16:39:51,0:15:14
790654,324,856424,2016-07-23 16:59:36,0:49:44
774151,317,6057970,2016-07-23 17:34:06,0:04:41
919502,393,2268610,2016-07-23 17:52:04,0:47:49
294336,219,3429185,2016-07-23 18:36:09,0:50:49
524465,26,6215130,2016-07-23 19:24:17,0:41:15
380835,109,2099426,2016-07-23 20:19:13,0:43:38
370133,401,5745036,2016-07-23 20:35:58,0:16:19
819111,312,4778316,2016-07-23 21:26:05,0:57:59
788206,295,2085414,2016-07-23 22:13:35,0:16:18
878358,196,4168731,2016-07-23 23:03:02,0:42:58
952376,494,2341662,2016-07-23 23:53:50,0:02:05
296491,216,4935291,2016-07-24 00:40:34,0:57:56
601614,64,6083528,2016-07-24 01:20:22,0:17:00
833402,11,2382955,2016-07-24 01:40:09,0:47:47
449172,329,5660433,2016-07-24 02:28:02,0:27:18
534300,466,4857086,2016-07-24 03:19:17,0:46:27
589319,299,1425764,2016-07-24 03:37:55,0:16:59
499672,55,6775275,2016-07-24 04:20:11,0:15:22
779759,163,3403387,2016-07-24 04:57:07,0:43:40
868229,99,4879692,2016-07-24 05:02:35,0:47:30
782656,377,2170567,2016-07-24 05:24:38,0:33:28
457218,441,2019601,2016-07-24 05:54:15,0:53:45
842928,297,6932426,2016-07-24 06:45:15,0:18:37
354164,205,1512583,2016-07-24 07:38:07,0:27:59
780084,275,6501917,2016-07-24 08:15:51,0:47:57
605766,44,5838326,2016-07-24 09:14:11,0:08:00
156341,117,1033654,2016-07-24 09:19:35,0:12:32
785535,103,3615338,2016-07-24 09:28:15,0:08:17
764821,217,4938095,2016-07-24 10:17:37,0:58:46
754702,48,1703120,2016-07-24 10:32:29,0:07:00
205775,231,6406021,2016-07-24 10:43:43,0:07:54
483324,188,5247634,2016-07-24 11:23:33,0:04:49
660506,221,6775275,2016-07-24 12:05:39,0:02:55
444482,465,1458869,2016-07-24 12:39:02,0:06:58
702124,35,5593532,2016-07-24 13:09:43,0:42:59
752845,386,5133069,2016-07-24 13:40:57,0:59:56
804201,457,5534822,2016-07-24 14:05:57,0:53:36
268773,307,4694312,2016-07-24 14:10:53,0:09:13
722727,51,1623384,2016-07-24 14:43:38,0:40:57
371132,15,5116742,2016-07-24 15:34:15,0:41:11
587706,339,1408395,2016-07-24 16:25:55,0:49:48
937775,429,5233113,2016-07-24 16:59:17,0:50:30
123562,357,5883694,2016-07-24 17:54:05,0:33:33
843660,95,2038294,2016-07-24 18:33:08,0:51:18
902629,277,4204563,2016-07-24 18:39:15,0:52:30
681209,438,3532589,2016-07-24 19:25:23,0:44:20
303529,107,5269535,2016-07-24 19:31:19,0:36:00
739300,485,4864111,2016-07-24 19:36:12,0:13:31
273453,72,5347624,2016-07-24 20:14:57,0:58:46
199853,286,4682578,2016-07-24 20:44:12,0:13:40
651597,47,5608896,2016-07-24 20:59:44,0:21:57
817107,194,4382099,2016-07-24 21:06:24,0:30:58
329574,450,6056841,2016-07-24 21:36:32,0:56:51
919502,218,1406997,2016-07-24 22:25:09,0:48:02
431634,88,6494838,2016-07-24 22:48:31,0:04:17
571277,10,4810759,2016-07-24 23:23:29,0:24:43
651176,173,4145939,2016-07-25 00:02:53,0:06:08
790654,485,1906593,2016-07-25 00:04:01,0:21:40
421513,410,6491394,2016-07-25 00:27:06,0:16:42
808816,170,2028793,2016-07-25 00:28:57,0:54:18
231948,315,2386116,2016-07-25 00:59:40,0:25:52
378721,287,4744571,2016-07-25 01:15:41,0:50:59
789033,495,3761852,2016-07-25 02:01:37,0:38:23
131393,81,2662399,2016-07-25 02:19:39,0:28:59
631749,415,2146684,2016-07-25 02:44:47,0:36:50
464891,272,5390499,2016-07-25 03:09:18,0:48:23
711683,56,5368704,2016-07-25 03:50:08,0:21:45
208948,423,5119990,2016-07-25 04:16:05,0:59:03
351472,463,5823278,2016-07-25 04:29:44,0:25:15
633277,47,5609197,2016-07-25 05:29:00,0:16:33
434361,19,2151062,2016-07-25 05:56:21,0:54:20
581364,61,4358768,2016-07-25 06:13:33,0:47:46
861915,69,1833625,2016-07-25 07:02:57,0:50:23
805210,422,4424502,2016-07-25 07:57:22,0:55:06
706286,462,802183,2016-07-25 07:59:23,0:31:40
501454,83,4957247,2016-07-25 08:14:35,0:16:29
934535,488,6351898,2016-07-25 09:12:10,0:08:49
913560,263,2996898,2016-07-25 09:35:02,0:23:17
692542,179,4504722,2016-07-25 10:10:38,0:51:10
284274,299,6497796,2016-07-25 10:33:44,0:28:46
676003,146,1685936,2016-07-25 10:48:41,0:12:54
431378,338,1671859,2016-07-25 11:20:06,0:07:46
398531,161,6497959,2016-07-25 12:06:15,0:58:13
422134,244,2202901,2016-07-25 12:31:35,0:50:33
131393,444,3943381,2016-07-25 13:03:48,0:11:00
710764,199,768321,2016-07-25 13:43:38,0:33:43
851347,151,6688302,2016-07-25 13:55:02,0:31:23
350882,495,3429185,2016-07-25 14:40:24,0:16:45
788206,439,6897945,2016-07-25 15:28:39,0:43:58
128768,372,2326648,2016-07-25 16:00:33,0:20:58
325946,211,900960,2016-07-25 16:09:27,0:19:33
245167,40,3121990,2016-07-25 16:47:24,0:23:19
764821,142,6027589,2016-07-25 17:22:59,0:19:46
285653,337,3182158,2016-07-25 17:39:21,0:17:12
350882,54,4433561,2016-07-25 18:29:09,0:53:23
793674,283,6464961,2016-07-25 19:14:36,0:31:44
147954,161,3935066,2016-07-25 20:10:26,0:46:08
618056,278,2952257,2016-07-25 20:30:43,0:51:09
720728,140,2375704,2016-07-25 21:21:35,0:34:41
531937,41,4452133,2016-07-25 21:54:18,0:58:51
790046,277,1671859,2016-07-25 22:04:57,0:04:05
618056,48,6431361,2016-07-25 22:31:34,0:34:31
638911,470,5779869,2016-07-25 22:38:22,0:31:40
168991,273,6127702,2016-07-25 23:11:14,0:32:56
720728,27,3296215,2016-07-25 23:28:49,0:34:54
505436,219,3555153,2016-07-25 23:43:07,0:27:11
554189,86,846253,2016-07-26 00:07:24,0:43:54
499672,458,5069606,2016-07-26 00:30:46,0:40:44
829946,7,5439401,2016-07-26 00:38:12,0:17:37
814931,49,5985160,2016-07-26 01:11:07,0:00:42
391296,207,2937675,2016-07-26 02:00:53,0:30:22
702124,325,6389694,2016-07-26 02:15:18,0:26:31
802773,330,3733894,2016-07-26 02:46:33,0:27:02
619738,134,2648751,2016-07-26 03:40:04,0:45:11
226609,273,992018,2016-07-26 04:11:30,0:45:12
425341,146,5877407,2016-07-26 04:51:07,0:11:15
953342,132,5247634,2016-07-26 04:56:54,0:39:49
788206,68,6348931,2016-07-26 05:46:29,0:02:20
811666,51,1193106,2016-07-26 05:52:29,0:58:02
354837,62,4332896,2016-07-26 06:26:34,0:45:40
629634,401,2302107,2016-07-26 07:02:16,0:07:56
359736,221,2115616,2016-07-26 07:38:54,0:20:29
243358,103,1576865,2016-07-26 08:18:39,0:10:43
688784,277,5566687,2016-07-26 09:13:47,0:30:44
136838,391,1220297,2016-07-26 10:00:43,0:07:44
132368,354,6853977,2016-07-26 10:27:45,0:08:35
261521,395,995581,2016-07-26 10:54:58,0:40:21
944932,126,3788902,2016-07-26 11:32:29,0:17:05
112768,193,6675941,2016-07-26 12:08:37,0:39:30
948037,209,3153647,2016-07-26 12:14:13,0:50:53
574304,285,4384060,2016-07-26 12:15:57,0:48:13
927749,182,1532918,2016-07-26 13:03:03,0:39:02
597007,360,1069731,2016-07-26 13:54:27,0:53:34
789726,57,1549409,2016-07-26 14:10:38,0:22:16
278850,232,2841242,2016-07-26 15:00:39,0:15:38
304338,180,6425201,2016-07-26 15:13:27,0:25:14
634658,172,5150124,2016-07-26 15:56:26,0:45:55
191622,363,6010655,2016-07-26 16:09:06,0:12:26
136015,57,6393783,2016-07-26 16:40:27,0:11:55
427874,325,4683574,2016-07-26 16:51:31,0:11:16
803332,346,2573136,2016-07-26 17:45:08,0:44:50
334386,196,3117417,2016-07-26 18:25:10,0:49:41
571155,119,2238239,2016-07-26 18:49:27,0:55:55
938770,102,2649666,2016-07-26 19:25:09,0:53:42
98459,154,1452459,2016-07-26 19:26:42,0:42:29
139463,280,2562898,2016-07-26 20:23:05,0:08:32
200688,485,2994107,2016-07-26 20:47:05,0:52:03
748564,281,5699437,2016-07-26 20:54:09,0:18:04
571364,307,4745461,2016-07-26 21:50:11,0:53:20
707686,350,6433751,2016-07-26 22:05:18,0:35:19
152304,316,3252505,2016-07-26 22:10:40,0:18:35
118722,152,4892978,2016-07-26 22:45:18,0:29:57
610518,296,2484596,2016-07-26 22:58:23,0:27:17
325946,426,1821314,2016-07-26 23:31:03,0:54:34
621691,476,1010524,2016-07-27 00:02:45,0:38:21
511852,278,1680064,2016-07-27 00:59:59,0:04:23
315644,264,3309362,2016-07-27 01:18:24,0:23:05
509130,136,3197614,2016-07-27 01:55:28,0:57:08
459020,443,3260294,2016-07-27 02:39:47,0:39:18
586536,223,5045740,2016-07-27 02:45:15,0:18:55
706286,76,2085414,2016-07-27 03:42:15,0:36:35
771503,175,4433561,2016-07-27 04:30:18,0:38:00
599095,422,6864584,2016-07-27 05:17:31,0:28:47
738395,4,2739399,2016-07-27 05:38:15,0:56:13
728010,275,1694306,2016-07-27 05:41:19,0:29:32
454379,133,5150861,2016-07-27 05:44:16,0:26:54
648234,443,6934541,2016-07-27 06:13:10,0:50:48
938770,298,4123983,2016-07-27 06:43:42,0:09:13
817107,17,2818692,2016-07-27 07:32:01,0:21:31
745804,431,5551030,2016-07-27 08:07:41,0:29:30
213269,102,6742893,2016-07-27 08:52:57,0:50:39
745938,498,5905233,2016-07-27 09:22:27,0:53:03
900334,63,1124054,2016-07-27 10:09:00,0:33:34
409943,433,6018171,2016-07-27 10:13:07,0:23:23
353527,170,5877407,2016-07-27 10:39:34,0:02:29
139646,348,3189560,2016-07-27 10:46:16,0:40:41
698537,317,5134994,2016-07-27 11:05:15,0:45:40
604322,39,6127702,2016-07-27 11:25:50,0:15:08
564387,239,993774,2016-07-27 11:44:46,0:15:38
242361,337,3624103,2016-07-27 11:59:20,0:09:07
475447,165,4544246,2016-07-27 12:52:42,0:35:01
