,antena_id,antena_provider,antena_zip_code,antena_range,antena_capacity,country
583,1820119,SWISSCOM,50703,51,144003,CR
584,6274727,T-MOBILE,11005,136,158823,CR
585,3653444,T-MOBILE,10704,107,76800,CR
586,6853174,ORANGE,30104,133,6378,CR
587,6194632,LYBRA,30308,178,132491,CR
588,1044487,AT&T,10606,55,69887,CR
589,1591919,T-MOBILE,61102,79,95636,CR
590,6048137,Sunrise,11908,164,38810,CR
591,2227174,AT&T,51104,73,104680,CR
592,3884389,LYBRA,50203,137,198541,CR
593,2732872,AT&T,11304,131,152814,CR
594,1089045,VERIZON,20904,76,7518,CR
595,4765910,VERIZON,21107,77,142437,CR
596,1957061,LYBRA,20102,92,183521,CR
597,1968867,T-MOBILE,20303,40,64278,CR
598,1694306,LYBRA,70304,42,54856,CR
599,2637539,Sunrise,50309,134,128283,CR
600,918369,AT&T,40403,182,130624,CR
601,2937675,T-MOBILE,11205,177,16896,CR
602,1220297,Sunrise,50703,69,98930,CR
603,5444105,Sunrise,10905,48,64170,CR
604,4613349,LYBRA,20306,63,14902,CR
605,6338551,SWISSCOM,11701,150,162518,CR
606,2923670,VERIZON,50403,110,110375,CR
607,6190744,AT&T,11604,70,40303,CR
608,4108649,AT&T,30104,80,84122,CR
609,1401867,LYBRA,50303,45,55572,CR
610,4047142,LYBRA,60301,182,6998,CR
611,1092432,SWISSCOM,11905,131,110766,CR
612,1741463,VERIZON,11004,183,11334,CR
613,1346670,Sunrise,11803,116,8589,CR
614,1137367,Vodafone,20707,105,83628,CR
615,3547785,AT&T,60108,134,135766,CR
616,6363812,LYBRA,60701,107,158200,CR
617,6812145,SALT,20302,152,50819,CR
618,4313015,SALT,10202,90,148695,CR
619,2285110,SWISSCOM,10103,175,7438,CR
620,3988984,SALT,10404,176,153234,CR
621,1406903,T-MOBILE,10407,134,127610,CR
622,2932604,T-MOBILE,51103,175,7002,CR
623,1783296,AT&T,60115,135,193342,CR
624,6350282,VERIZON,582 91,165,93093,CZ
625,5493466,SALT,592 04,55,53677,CZ
626,3057727,Sunrise,273 72,57,59452,CZ
627,4098757,SALT,289 31,126,197037,CZ
628,2737228,LYBRA,783 97,149,53231,CZ
629,2798579,Vodafone,687 61,112,70035,CZ
630,5600821,T-MOBILE,407 47,88,88023,CZ
631,3981900,ORANGE,358 01,119,101885,CZ
632,3880947,SALT,793 82,59,122902,CZ
633,4941698,SALT,582 34,62,28907,CZ
634,5048287,LYBRA,739 51,121,124051,CZ
635,1531478,ORANGE,273 23,70,165809,CZ
636,6580913,Vodafone,798 56,79,44859,CZ
637,4007245,LYBRA,411 17,43,89221,CZ
638,5133091,Sunrise,382 02,179,125596,CZ
639,6127702,T-MOBILE,430 03,177,74107,CZ
640,5620530,Vodafone,789 85,47,97725,CZ
641,6778002,ORANGE,507 11,199,107623,CZ
642,2691771,SWISSCOM,538 45,154,138665,CZ
643,737071,SWISSCOM,393 01,85,165040,CZ
644,2905715,Vodafone,751 24,173,84690,CZ
645,3474488,LYBRA,394 91,80,76961,CZ
646,4223632,Sunrise,512 52,192,105424,CZ
647,4892978,Sunrise,544 75,167,50698,CZ
648,4208482,Sunrise,742 51,146,190108,CZ
649,5027908,SALT,338 43,121,163582,CZ
650,1739311,LYBRA,756 51,162,46158,CZ
651,6452267,LYBRA,512 61,113,71005,CZ
652,4424502,Sunrise,273 27,197,199919,CZ
653,1295195,LYBRA,463 53,74,145868,CZ
654,4194062,Vodafone,387 72,177,27201,CZ
655,5524763,AT&T,539 73,192,75645,CZ
656,5705183,LYBRA,696 03,103,167153,CZ
657,3221601,ORANGE,569 55,181,15109,CZ
658,6853977,Vodafone,373 81,95,100898,CZ
659,6070326,SWISSCOM,398 48,133,27834,CZ
660,1801836,LYBRA,262 31,43,41396,CZ
661,1720574,LYBRA,267 17,118,133789,CZ
662,3647085,Sunrise,569 62,180,30845,CZ
663,3197614,SWISSCOM,417 32,111,199136,CZ
664,1414205,LYBRA,683 08,190,19734,CZ
665,3868110,LYBRA,783 24,95,37518,CZ
666,6456702,SALT,294 30,79,12775,CZ
667,5402328,LYBRA,468 46,173,62257,CZ
668,888079,LYBRA,307 00,68,30194,CZ
669,6850746,VERIZON,403 31,146,168286,CZ
670,6947185,Vodafone,675 57,74,126679,CZ
671,3554671,LYBRA,582 91,94,193764,CZ
672,2205682,SWISSCOM,441 01,183,15134,CZ
673,6521894,LYBRA,500 06,74,84240,CZ
674,4177254,SWISSCOM,675 24,100,65158,CZ
675,2519719,LYBRA,411 33,77,113202,CZ
676,904392,SWISSCOM,08541,126,168437,DE
677,4687963,LYBRA,42117,149,123844,DE
678,4772421,AT&T,72664,143,186463,DE
679,5269826,T-MOBILE,38690,130,158235,DE
680,1948611,SWISSCOM,78259,151,27964,DE
681,2876358,SWISSCOM,92249,49,131753,DE
682,3226765,AT&T,66798,93,89211,DE
683,2146684,LYBRA,14109,95,112197,DE
684,2773466,VERIZON,73732,44,183801,DE
685,3868685,Vodafone,10787,44,178453,DE
686,6354590,SWISSCOM,88637,159,183682,DE
687,5779869,Vodafone,92714,176,92672,DE
688,4395347,SWISSCOM,28755,50,62343,DE
689,3249245,SALT,06122,153,123106,DE
690,3738622,AT&T,21358,197,147938,DE
691,2083482,VERIZON,88605,135,101824,DE
692,5708456,LYBRA,26935,43,112691,DE
693,2304438,ORANGE,87600,163,68966,DE
694,856380,Sunrise,72072,122,163363,DE
695,4909315,AT&T,56299,186,36963,DE
696,4377252,SALT,79697,68,86162,DE
697,1671859,ORANGE,93455,171,177084,DE
698,1511440,Vodafone,84553,105,160950,DE
699,2940897,SALT,86570,56,16097,DE
700,2978569,T-MOBILE,10997,136,44477,DE
701,5692273,SWISSCOM,85408,61,93850,DE
702,4417681,SALT,94562,160,164717,DE
703,3930806,T-MOBILE,35327,153,96539,DE
704,4693512,ORANGE,12205,72,64985,DE
705,4533613,AT&T,23779,44,161644,DE
706,3397338,SALT,66453,189,68302,DE
707,1712103,VERIZON,38327,136,111116,DE
708,5148025,Vodafone,72175,148,192007,DE
709,699758,Vodafone,37697,193,14238,DE
710,4087446,SWISSCOM,77776,106,75207,DE
711,6281775,Vodafone,87651,146,79397,DE
712,2392209,LYBRA,56820,111,147305,DE
713,5120942,VERIZON,15838,168,23197,DE
714,6151322,AT&T,74541,180,62501,DE
715,1701251,Sunrise,35689,136,88763,DE
716,2411869,VERIZON,95352,87,155610,DE
717,4716687,SWISSCOM,78048,164,156304,DE
718,3269190,LYBRA,49661,198,170136,DE
719,971121,SALT,84562,174,187146,DE
720,4369207,T-MOBILE,80637,119,143790,DE
721,972226,LYBRA,41179,105,131196,DE
722,2851939,Vodafone,74081,140,77642,DE
723,1221831,T-MOBILE,83677,60,107742,DE
724,2664290,AT&T,38709,183,93805,DE
725,2668895,Vodafone,65594,135,158821,DE
726,6562980,LYBRA,79215,186,74951,DE
727,1396973,LYBRA,50968,174,48884,DE
728,809147,SALT,1606,142,163624,DK
729,4630767,LYBRA,1448,151,25180,DK
730,4092130,LYBRA,1705,190,100078,DK
731,1581980,T-MOBILE,1573,194,55564,DK
732,4775692,ORANGE,1709,57,149694,DK
733,4284412,AT&T,1067,65,182924,DK
734,2754063,VERIZON,1448,148,65051,DK
735,5128796,SWISSCOM,1448,157,186627,DK
736,6289903,SALT,1013,155,28193,DK
737,6649288,Vodafone,1368,122,145088,DK
738,5054622,SALT,1959,165,183270,DK
739,5801938,AT&T,7990,106,69449,DK
740,2092288,SALT,1504,57,87001,DK
741,2130988,ORANGE,1573,96,189954,DK
742,5562824,LYBRA,1309,80,72252,DK
743,4425982,ORANGE,0917,74,133421,DK
744,926014,AT&T,1051,139,100220,DK
745,6934541,ORANGE,1064,194,173392,DK
746,5845169,Sunrise,1366,147,83361,DK
747,2137198,Vodafone,1819,105,89507,DK
748,6151639,AT&T,1364,57,34391,DK
749,3175950,SWISSCOM,1606,195,65829,DK
750,1913088,SWISSCOM,1606,151,10363,DK
751,2090512,SALT,1574,94,62910,DK
752,6653519,Vodafone,0917,164,195335,DK
753,3840908,Sunrise,1508,48,43499,DK
754,6568944,VERIZON,5932,71,116444,DK
755,4899545,SALT,0900,70,38649,DK
756,1084728,ORANGE,1827,134,123142,DK
757,1890363,SALT,1051,138,11531,DK
758,2460963,LYBRA,1857,165,129712,DK
759,5988216,SALT,1064,54,134775,DK
760,3680994,LYBRA,1668,56,124107,DK
761,5958292,Sunrise,1403,146,197954,DK
762,5730856,VERIZON,1729,112,138361,DK
763,2433394,ORANGE,1959,91,106220,DK
764,2783842,VERIZON,1074,86,169062,DK
765,1149569,Vodafone,1569,157,132210,DK
766,2924457,Vodafone,1359,113,157092,DK
767,2197753,VERIZON,1013,120,159526,DK
768,3909095,ORANGE,1364,111,146420,DK
769,4998737,VERIZON,1056,70,171635,DK
770,4659091,LYBRA,1561,120,55884,DK
771,4177969,SWISSCOM,1569,198,153323,DK
772,4791694,Sunrise,7884,192,110708,DK
773,4987593,LYBRA,1952,63,195701,DK
774,6639472,T-MOBILE,9510,195,192464,DK
775,1730197,SALT,1065,178,125343,DK
776,1320553,LYBRA,1057,167,119816,DK
777,6793855,SALT,1576,62,148586,DK
778,3719136,SWISSCOM,1877,119,193075,DK
779,4879692,SALT,1458,89,135429,DK
780,4609925,Vodafone,18044,63,85252,DZ
781,2711104,Sunrise,14047,69,163130,DZ
782,5998233,VERIZON,14003,168,60230,DZ
783,1996365,Sunrise,19041,90,173714,DZ
784,4702462,Vodafone,44042,52,59412,DZ
785,4810759,SWISSCOM,40017,193,97058,DZ
786,4211978,Vodafone,29076,66,114670,DZ
787,2433585,ORANGE,05065,131,18587,DZ
788,4432461,LYBRA,04017,135,116314,DZ
789,1886725,SWISSCOM,16053,138,165002,DZ
790,1670622,ORANGE,44011,66,164065,DZ
791,3978553,LYBRA,28014,180,190344,DZ
792,2122702,SWISSCOM,05100,74,78255,DZ
793,1623384,Sunrise,07017,52,138563,DZ
794,2382520,VERIZON,23038,120,104623,DZ
795,5063791,LYBRA,21042,192,147578,DZ
796,4269333,SWISSCOM,13040,89,189025,DZ
797,3689058,Vodafone,40017,184,111580,DZ
798,1325803,AT&T,40030,101,163653,DZ
799,3043584,VERIZON,48016,56,169238,DZ
800,2419243,VERIZON,15097,126,157666,DZ
801,6647533,ORANGE,24041,109,192229,DZ
802,2786589,LYBRA,18045,103,160797,DZ
803,3956259,LYBRA,47014,193,159554,DZ
804,2404562,VERIZON,08031,96,10702,DZ
805,2669466,AT&T,19015,197,157336,DZ
806,3075343,SALT,36017,137,126928,DZ
807,2135296,SWISSCOM,05123,47,168103,DZ
808,2024759,Vodafone,07060,130,45504,DZ
809,4689989,AT&T,15080,158,33558,DZ
810,1745876,LYBRA,08015,93,124608,DZ
811,2644142,AT&T,16011,198,156381,DZ
812,3756136,AT&T,45029,119,91439,DZ
813,5381485,VERIZON,05001,43,119653,DZ
814,3535941,AT&T,30039,126,26553,DZ
815,1421890,VERIZON,28024,71,42565,DZ
816,5461708,VERIZON,16010,132,122706,DZ
817,6200949,AT&T,09062,105,111713,DZ
818,4013844,ORANGE,09045,87,62930,DZ
819,1084685,ORANGE,02002,115,143784,DZ
820,2757562,T-MOBILE,23014,69,14980,DZ
821,992435,VERIZON,15108,160,22044,DZ
822,3859711,T-MOBILE,16095,60,57393,DZ
823,2362530,T-MOBILE,20011,50,112015,DZ
824,932768,VERIZON,10017,40,169586,DZ
825,5227759,T-MOBILE,42063,47,58412,DZ
826,6497959,ORANGE,44011,199,100702,DZ
827,1655008,T-MOBILE,31031,70,40066,DZ
828,6616432,AT&T,44003,103,96263,DZ
829,1793894,VERIZON,13043,99,194492,DZ
830,4258092,SWISSCOM,28000,84,24597,DZ
831,6864584,SWISSCOM,46019,192,134873,DZ
832,1733720,T-MOBILE,91008,54,89407,EE
833,981246,SALT,41599,153,136996,EE
834,2984476,LYBRA,78213,164,80009,EE
835,4900541,SALT,92128,88,174576,EE
836,6756969,Sunrise,90647,95,124604,EE
837,6417344,ORANGE,44403,90,194686,EE
838,1938689,SALT,87631,80,91009,EE
839,6724121,SALT,93845,176,22553,EE
840,6822922,LYBRA,65412,131,48061,EE
841,1435510,T-MOBILE,48522,186,123176,EE
842,5438202,T-MOBILE,50410,89,61684,EE
843,6919939,Sunrise,64034,179,150036,EE
844,1309164,T-MOBILE,88428,77,66525,EE
845,6175617,LYBRA,45211,168,56498,EE
846,3085395,T-MOBILE,93712,198,159051,EE
847,3130625,SWISSCOM,92225,69,39746,EE
848,5773467,SALT,75503,94,163462,EE
849,1805358,AT&T,88312,166,189276,EE
850,6370239,Vodafone,66248,107,189074,EE
851,4201880,SALT,66633,148,8792,EE
852,4825264,VERIZON,65362,194,113967,EE
853,5537542,SALT,87228,61,186711,EE
854,5757887,SWISSCOM,92414,107,120233,EE
855,5599633,SWISSCOM,94213,143,70882,EE
856,3867386,ORANGE,90702,167,160128,EE
857,4031778,AT&T,88322,76,155146,EE
858,4478354,VERIZON,66225,195,36116,EE
859,1626091,Vodafone,66014,174,15578,EE
860,4638947,LYBRA,46108,40,99997,EE
861,6895425,SALT,41318,60,141451,EE
862,5805955,AT&T,79519,198,80433,EE
863,4258939,ORANGE,46705,145,97163,EE
864,3658714,SALT,48422,195,139292,EE
865,1148921,SALT,92424,67,69810,EE
866,1991579,LYBRA,74718,118,102681,EE
867,4145939,T-MOBILE,87239,156,168416,EE
868,5456362,LYBRA,92042,48,67808,EE
869,2266187,Sunrise,44218,82,99138,EE
870,944785,ORANGE,75316,142,119196,EE
871,2302053,LYBRA,68713,197,178078,EE
872,1569142,SALT,86212,44,172474,EE
873,3733894,T-MOBILE,48426,56,79812,EE
874,5363972,T-MOBILE,66641,151,95395,EE
875,3842638,SALT,69004,176,96435,EE
876,3285876,T-MOBILE,61708,155,65987,EE
877,6593769,SWISSCOM,93249,74,143362,EE
878,1685936,ORANGE,76107,90,42210,EE
879,5999693,Vodafone,40121,140,5887,EE
880,5699519,Vodafone,42208,58,109561,EE
881,1172477,Sunrise,68708,75,67709,EE
882,4204563,Sunrise,66246,102,94419,EE
883,1853201,SALT,88102,43,25089,EE
884,6675084,SALT,27559,107,76720,ES
885,1257557,SWISSCOM,03518,43,60415,ES
886,722504,AT&T,24374,97,153737,ES
887,3561339,T-MOBILE,17251,82,176836,ES
888,4202134,Vodafone,08201,99,16855,ES
889,3376530,ORANGE,46160,132,135360,ES
890,4247734,VERIZON,27630,136,23064,ES
891,4069728,VERIZON,16879,124,68978,ES
892,3140712,LYBRA,24121,134,69784,ES
893,6274425,SWISSCOM,12164,168,94152,ES
894,5669473,Vodafone,43300,154,135957,ES
895,897682,LYBRA,27651,189,69263,ES
896,4530182,Sunrise,06656,130,95599,ES
897,6191277,LYBRA,25600,165,187429,ES
898,759083,VERIZON,17487,181,9475,ES
899,1704250,SALT,25153,179,155004,ES
900,3992112,VERIZON,31511,182,184075,ES
901,2600230,Sunrise,04410,165,29194,ES
902,1494983,SALT,49514,57,6636,ES
903,4217173,SALT,16313,97,190298,ES
904,4219980,Sunrise,31254,79,109019,ES
905,4302289,T-MOBILE,18518,164,64902,ES
906,4222025,ORANGE,49542,66,116905,ES
907,2463160,SWISSCOM,29300,55,87766,ES
908,6761403,SALT,08610,102,5034,ES
909,4740676,LYBRA,27368,74,120884,ES
910,6916639,T-MOBILE,22590,186,165436,ES
911,2093378,LYBRA,36543,87,6077,ES
912,2413778,Vodafone,32631,158,37057,ES
913,6587357,VERIZON,30558,185,62438,ES
914,5098801,Sunrise,25120,124,145829,ES
915,6782431,LYBRA,32523,149,53636,ES
916,5273090,Vodafone,35211,198,103340,ES
917,5119990,SALT,31400,62,134224,ES
918,3854703,SALT,36848,164,17761,ES
919,3498613,LYBRA,19352,138,22666,ES
920,3020776,Sunrise,33986,108,65310,ES
921,2649666,AT&T,36411,160,188467,ES
922,6628531,Sunrise,35550,115,147207,ES
923,3564558,VERIZON,25640,146,37931,ES
924,969613,T-MOBILE,43786,76,97224,ES
925,1456974,SALT,30070,41,168123,ES
926,2450489,ORANGE,16850,112,160301,ES
927,6032959,SALT,22469,193,181324,ES
928,6031374,LYBRA,13660,189,18106,ES
929,769033,LYBRA,24196,109,53037,ES
930,3411571,SWISSCOM,49880,166,53211,ES
931,5430024,SALT,25153,158,188959,ES
932,4123983,VERIZON,24403,118,187294,ES
933,5764906,SWISSCOM,04115,115,16826,ES
934,5719563,T-MOBILE,15949,137,124224,ES
935,3331558,Sunrise,38813,108,95787,ES
936,5402324,LYBRA,58920,194,123711,FI
937,6629746,AT&T,82685,176,195516,FI
938,6486423,LYBRA,36220,48,160780,FI
939,3783680,T-MOBILE,20880,137,141760,FI
940,3555153,Sunrise,81280,177,29103,FI
941,3604710,Vodafone,98510,68,19361,FI
942,4140771,Vodafone,96500,82,34980,FI
943,6939197,SALT,95790,79,80119,FI
944,4800133,Sunrise,99990,189,47216,FI
945,6393184,SWISSCOM,00570,166,88011,FI
946,1406022,SWISSCOM,77930,60,132400,FI
947,3352726,VERIZON,99450,114,117924,FI
948,6259477,LYBRA,86100,139,38160,FI
949,2618172,LYBRA,86600,163,153693,FI
950,1036324,Vodafone,58140,141,88895,FI
951,4935491,VERIZON,54100,48,69090,FI
952,1478430,T-MOBILE,85450,179,150915,FI
953,5105168,ORANGE,07890,171,154887,FI
954,6645617,AT&T,94500,148,78631,FI
955,2155426,ORANGE,56120,160,80954,FI
956,3900269,LYBRA,62260,51,47364,FI
957,2552644,SWISSCOM,69150,48,9089,FI
958,6723085,T-MOBILE,63950,176,126232,FI
959,1072062,ORANGE,54120,148,187488,FI
960,1530251,LYBRA,85980,199,13219,FI
961,4072429,ORANGE,94460,139,114093,FI
962,1559500,LYBRA,62395,122,144033,FI
963,4471496,Sunrise,62730,49,15091,FI
964,5956271,LYBRA,02760,79,186102,FI
965,6756042,Vodafone,71490,134,195336,FI
966,2361854,SWISSCOM,00830,89,88383,FI
967,5304543,LYBRA,93590,127,189928,FI
968,6180582,LYBRA,99530,152,37967,FI
969,1373358,LYBRA,95340,169,196063,FI
970,4623406,Vodafone,02970,138,168473,FI
971,4386117,SWISSCOM,66370,152,172276,FI
972,3415691,Vodafone,51670,160,33582,FI
973,5251531,AT&T,95370,119,117893,FI
974,6742893,Sunrise,79160,131,113299,FI
975,6675941,SWISSCOM,58900,63,41770,FI
976,3358267,LYBRA,00370,170,97838,FI
977,717664,T-MOBILE,61140,189,159609,FI
978,6536058,Vodafone,36220,52,152527,FI
979,6616928,SALT,53650,75,80504,FI
980,4250421,AT&T,19600,177,90264,FI
981,5496468,LYBRA,64300,115,28302,FI
982,1893115,SALT,25820,130,195025,FI
983,1729890,LYBRA,61180,175,5351,FI
984,4012380,T-MOBILE,01280,166,111940,FI
985,6840385,SWISSCOM,80130,162,161347,FI
986,2327427,LYBRA,69100,88,140124,FI
987,6463995,T-MOBILE,83100,52,15725,FI
988,3124161,ORANGE,93135 CEDEX,124,79629,FR
989,6601269,LYBRA,37077 CEDEX 2,52,92288,FR
990,1557634,SWISSCOM,28203 CEDEX,189,25165,FR
991,5382670,AT&T,57053 CEDEX 02,126,11618,FR
992,3053681,T-MOBILE,91962 CEDEX,188,171737,FR
993,1122792,AT&T,57440,176,103639,FR
994,4538093,AT&T,86490,176,57209,FR
995,6301198,Vodafone,33905 CEDEX 9,167,169393,FR
996,2624764,LYBRA,92047 CEDEX,172,188736,FR
997,2116824,AT&T,60101 CEDEX 1,48,134864,FR
998,2550208,AT&T,30209 CEDEX,60,41317,FR
999,4681078,ORANGE,91030 CEDEX,66,96281,FR
1000,1308772,ORANGE,88550,196,177405,FR
1001,1959290,Sunrise,73231 CEDEX,163,193480,FR
1002,2640364,Sunrise,95112 CEDEX,182,194179,FR
1003,4683561,SALT,91878 CEDEX,124,35526,FR
1004,5397858,Vodafone,63503 CEDEX,154,37799,FR
1005,4619371,AT&T,92885 CEDEX 9,86,132028,FR
1006,3109540,ORANGE,38022 CEDEX 1,108,170505,FR
1007,2819632,T-MOBILE,57146 CEDEX,67,182548,FR
1008,1971187,LYBRA,11409 CEDEX,180,49470,FR
1009,3533799,AT&T,20223 AIR,139,132166,FR
1010,6702210,SALT,86540,154,174656,FR
1011,6202852,VERIZON,27305 CEDEX,147,9171,FR
1012,2933682,LYBRA,77585 CEDEX,176,15777,FR
1013,5504657,LYBRA,63409 CEDEX,111,130327,FR
1014,3326327,Sunrise,84203 CEDEX,150,48809,FR
1015,2433210,SALT,92359 CEDEX,194,26456,FR
1016,2272005,AT&T,35435 CEDEX,169,15346,FR
1017,757795,SALT,59032 CEDEX,120,185485,FR
1018,1039117,Vodafone,33461 CEDEX,111,136103,FR
1019,6834060,T-MOBILE,37029 CEDEX 1,113,192507,FR
1020,1178016,Sunrise,67403 CEDEX,121,31826,FR
1021,5792241,LYBRA,17002 CEDEX 1,97,49192,FR
1022,3700680,SALT,38358 CEDEX,77,17468,FR
1023,1954818,Vodafone,75055 CEDEX 01,135,28687,FR
1024,4415650,SWISSCOM,69816 CEDEX,50,181786,FR
1025,4658399,SALT,75536 CEDEX 11,63,34668,FR
1026,2148906,ORANGE,30401 CEDEX,102,14474,FR
1027,2007918,AT&T,77795 CEDEX,120,140749,FR
1028,1746983,ORANGE,85342 CEDEX,53,35667,FR
1029,6895868,Vodafone,25020 CEDEX,116,78504,FR
1030,2430988,ORANGE,91001 CEDEX,152,102626,FR
1031,3551963,VERIZON,25014 CEDEX,71,170237,FR
1032,4916813,T-MOBILE,64041 CEDEX 9,153,67218,FR
1033,947272,ORANGE,70304 CEDEX,91,22157,FR
1034,1874018,AT&T,92364 CEDEX,131,12428,FR
1035,1585260,SWISSCOM,93345 CEDEX,143,103101,FR
1036,6351413,ORANGE,28303 CEDEX,179,53837,FR
1037,3921781,T-MOBILE,69232 CEDEX 02,140,77375,FR
1038,5265534,AT&T,75075 CEDEX 02,158,17251,FR
1039,1311663,VERIZON,92543 CEDEX,85,146303,FR
1040,5655774,Sunrise,LE87,116,40778,GB
1041,5368704,VERIZON,EN1,150,68785,GB
1042,2781758,LYBRA,SY1,89,69756,GB
1043,5641684,VERIZON,LL15,123,56947,GB
1044,2163058,AT&T,W1W,170,135503,GB
1045,4757376,AT&T,LL21,176,91682,GB
1046,3523505,Vodafone,DN10,81,170471,GB
1047,6800260,T-MOBILE,GL2,183,23023,GB
1048,2435820,SWISSCOM,KW10,93,8841,GB
1049,2901632,ORANGE,S96,121,51165,GB
1050,4872226,VERIZON,B4,63,67922,GB
1051,6830200,SALT,CO15,168,60334,GB
1052,5261963,LYBRA,GU17,195,52079,GB
1053,2533023,ORANGE,IV15,70,83758,GB
1054,5609197,LYBRA,CT2,165,139172,GB
1055,4427416,LYBRA,DY9,171,28095,GB
1056,4829742,Sunrise,SE10,181,72579,GB
1057,1592640,VERIZON,RM16,187,33379,GB
1058,2111391,Sunrise,B97,43,37086,GB
1059,5672466,Sunrise,SG8,91,26791,GB
1060,3345892,LYBRA,IP20,52,154697,GB
1061,721309,VERIZON,RM11,170,63439,GB
1062,2341235,SALT,B32,149,110930,GB
1063,978153,AT&T,UB8,115,81339,GB
1064,5159560,LYBRA,BH12,163,101327,GB
1065,4332896,Sunrise,GL11,82,140291,GB
1066,807682,Sunrise,NW4,189,106561,GB
1067,2005076,Vodafone,SA37,126,94888,GB
1068,3953473,SWISSCOM,EH7,66,97198,GB
1069,5708904,VERIZON,AB39,179,196853,GB
1070,1254320,ORANGE,HR6,47,194418,GB
1071,4234498,VERIZON,KY2,162,164237,GB
1072,5360362,SWISSCOM,M29,174,114156,GB
1073,3665359,SALT,SK14,62,133095,GB
1074,4586950,SWISSCOM,PE3,101,169649,GB
1075,4434697,LYBRA,AB30,63,13749,GB
1076,2358250,T-MOBILE,PH34,168,128534,GB
1077,5155364,SWISSCOM,BT1,113,142149,GB
1078,5215077,Sunrise,DN31,191,75381,GB
1079,3967968,ORANGE,NE63,186,163676,GB
1080,4331021,ORANGE,DH1,160,183567,GB
1081,1350788,T-MOBILE,SO20,59,164668,GB
1082,1140946,Vodafone,PA12,43,138191,GB
1083,6343380,AT&T,S36,182,149757,GB
1084,5167793,T-MOBILE,LS16,178,139629,GB
1085,4155098,Sunrise,E18,82,18934,GB
1086,4196045,SALT,TR18,66,144661,GB
1087,1372293,LYBRA,L25,46,84507,GB
1088,1256276,LYBRA,HP10,176,163144,GB
1089,2661498,LYBRA,W1B,118,153799,GB
1090,3601929,Vodafone,PH20,125,15266,GB
1091,3804391,SWISSCOM,CT21,193,92263,GB
1092,5326016,Vodafone,01070,106,28232,GT
1093,2512814,Sunrise,01064,157,58557,GT
1094,1277056,Sunrise,01054,199,48858,GT
1095,6045188,VERIZON,01053,107,175345,GT
1096,2315498,AT&T,01062,161,162989,GT
1097,2151062,SWISSCOM,01064,162,105904,GT
1098,3615338,Sunrise,01055,191,166256,GT
1099,5838326,LYBRA,01063,188,87552,GT
1100,4763428,ORANGE,01072,89,82832,GT
1101,2495722,Sunrise,01068,107,36543,GT
1102,5146201,ORANGE,01053,150,128417,GT
1103,1994414,T-MOBILE,01062,138,176316,GT
1104,5039965,VERIZON,01063,84,187175,GT
1105,3841983,AT&T,01072,188,29651,GT
1106,3654811,Sunrise,01056,77,49404,GT
1107,2474718,T-MOBILE,01059,133,107565,GT
1108,6456634,SALT,01070,46,155174,GT
1109,4305618,SWISSCOM,01055,144,144808,GT
1110,4972291,SWISSCOM,01063,81,148135,GT
1111,4535734,SALT,01060,170,165763,GT
1112,999799,Sunrise,01053,120,69737,GT
1113,4395507,VERIZON,01058,125,20098,GT
1114,5058053,Vodafone,01057,90,8763,GT
1115,2100444,Vodafone,01070,162,85110,GT
1116,1291059,T-MOBILE,01054,148,16618,GT
1117,6410274,ORANGE,01070,166,174338,GT
1118,6645789,SALT,01055,125,106935,GT
1119,2537549,Sunrise,01053,83,104061,GT
1120,2268696,T-MOBILE,01054,61,151719,GT
1121,6168824,AT&T,01054,71,119481,GT
1122,4692483,T-MOBILE,01072,119,134914,GT
1123,1832895,SWISSCOM,01056,196,143571,GT
1124,3759043,SALT,01058,184,31800,GT
1125,3935066,LYBRA,01056,189,134558,GT
1126,2681973,VERIZON,01064,106,130729,GT
1127,5677093,Vodafone,01073,196,57760,GT
1128,1729310,ORANGE,01072,48,130293,GT
1129,4373962,LYBRA,01070,185,82239,GT
1130,5877407,ORANGE,01073,61,10771,GT
1131,4413198,VERIZON,01073,111,5461,GT
1132,5954932,SALT,01056,122,22085,GT
1133,3827065,VERIZON,01066,61,86353,GT
1134,2568266,SALT,01063,170,77304,GT
1135,4918794,Sunrise,01059,70,31168,GT
1136,4471373,T-MOBILE,01061,198,39674,GT
1137,6808301,AT&T,01066,184,34719,GT
1138,1958569,ORANGE,01054,135,110179,GT
1139,1701107,ORANGE,01064,119,117851,GT
1140,2529058,VERIZON,01073,172,23891,GT
1141,3522904,T-MOBILE,01055,73,31789,GT
1142,3575649,LYBRA,01064,62,52795,GT
1143,3608270,T-MOBILE,01062,136,29540,GT
1144,2899024,SALT,21405,196,30445,HR
1145,800848,SWISSCOM,49284,178,21603,HR
1146,3624960,VERIZON,22243,196,81850,HR
1147,2028793,SWISSCOM,22243,158,38127,HR
1148,6844501,Sunrise,10431,62,58028,HR
1149,6305256,LYBRA,10295,178,152028,HR
1150,3761852,ORANGE,23287,97,79038,HR
1151,2065348,SWISSCOM,49243,40,88427,HR
1152,4784616,SWISSCOM,21212,52,148877,HR
1153,2090501,LYBRA,10297,50,16995,HR
1154,2016225,LYBRA,32272,146,185037,HR
1155,5194778,ORANGE,21236,89,80664,HR
1156,4402766,Sunrise,52424,195,87183,HR
1157,3845440,ORANGE,31431,199,60704,HR
1158,4098281,AT&T,20340,152,47673,HR
1159,3332600,SALT,23284,70,95494,HR
